glossary.msbt
gl_799	庫巴蛋糕
im_mn_goodsName_card14	頂級
im_mn_pointer_name00	Mario Party卡片
im_mn_pointer_name01	圖鑑
im_mn_pointer_name02	音樂
im_mn_pointer_name03	遊戲紀錄
im_mn_pointer_name04	工作人員名單
im_mn_pointer_name05	稱號
im_mn_mu_header00	廣場
im_mn_mu_header01	原創
im_mn_mu_header02	重製
im_mn_mu_header03	Mario Party
im_mn_mu_header04	Mario Party2
im_mn_mu_header05	Mario Party3
im_mn_mu_header06	Mario Party4
im_mn_mu_header07	Mario Party5
im_mn_mu_header08	Mario Party6
im_mn_mu_header09	Mario Party7
im_mn_mu_header10	Mario Party8
im_mn_mu_header11	Mario Party9
im_mn_mu_header12	Mario Party10
im_mn_mu_header13	小遊戲山丘
im_mn_mu_header14	最後加速
im_mn_mu_header15	事件
im_mn_tips_caption00	延長遊玩時間吧！
im_mn_tips_caption01	草莓裝飾
im_mn_tips_caption02	庫巴之路是捷徑
im_mn_tips_caption03	在蛋糕上爭奪超級巨星！
im_mn_tips_caption04	危險庫巴炮
im_mn_tips_caption05	宇宙不可思議
im_mn_tips_caption06	小心超速！
im_mn_tips_caption07	黃鼴鼠和箭頭告示板
im_mn_tips_caption08	繞來繞去迷路森林
im_mn_tips_caption09	來自大樹的禮物
im_mn_tips_caption10	賭上星星來去自如！
im_mn_tips_caption11	豐盛水果
im_mn_tips_caption12	西瓜島和哈密瓜島
im_mn_tips_caption13	到底是哪裡？
im_mn_tips_caption14	交給哎哎吧！
im_mn_tips_caption15	晚上嚇一跳
im_mn_tips_caption16	遊玩各種小遊戲吧！
im_mn_tips_caption17	正式運動比賽！
im_mn_tips_caption18	認真玩益智遊戲
im_mn_tips_caption19	賭上金幣來比賽
im_mn_tips_caption20	兩人同心協力吧
im_mn_tips_caption21	3人一路過關斬將！
im_mn_tips_caption22	和敵人一較高下
im_mn_tips_caption23	和世界各地的對手比賽！
im_mn_tips_caption24	大家都很緊張
im_mn_tips_caption25	多多收集來對決！
im_mn_tips_caption26	仔細查看吧
im_mn_tips_caption27	逃逃逃，生存到最後
im_mn_tips_caption28	收集、跳躍、大鬧一場
im_mn_tips_caption29	戰勝對手，取得最後勝利吧
im_mn_tips_caption30	一秒鬆懈就會致命
im_mn_tips_caption31	瞄準、收集、贏得勝利
im_mn_tips_caption32	危機就是轉機！
im_mn_tips_caption33	回合延長與星星兌換所
im_mn_mainName_bgm00	來設定吧！
im_mn_mainName_bgm01	開始冒險！
im_mn_mainName_bgm03	歡樂廣場
im_mn_mainName_bgm04	設定交給我！
im_mn_mainName_bgm05	和朋友一起玩吧！
im_mn_mainName_bgm06	來購物吧
im_mn_mainName_bgm07	重溫回憶
im_mn_mainName_bgm08	飛向冒險！
im_mn_mainName_bgm09	好！前往小遊戲山丘
im_mn_mainName_bgm010	閃耀星空的稱號
im_mn_mainName_bgm011	工作人員名單
im_mn_mainName_bgm012	線上排名！
im_mn_mainName_bgm013	瑪利歐派對 超級巨星（Mario Party）
im_mn_mainName_bgm014	瑪利歐派對 超級巨星（Mario Party2）
im_mn_mainName_bgm015	瑪利歐派對 超級巨星（Mario Party3）
im_mn_staffName_bgm00	大家都是超級巨星！
im_mn_staffName_bgm01	為遊樂園命名的比賽！
im_mn_staffName_bgm02	千年一次的星星
im_mn_bdName_bgm00	耀西的熱帶島嶼原創曲
im_mn_bdName_bgm01	太空樂園原創曲
im_mn_bdName_bgm02	碧姬公主的生日蛋糕原創曲
im_mn_bdName_bgm03	繞來繞去的森林原創曲
im_mn_bdName_bgm04	恐怖樂園原創曲
im_mn_bdName_bgm05	耀西的熱帶島嶼
im_mn_bdName_bgm06	太空樂園
im_mn_bdName_bgm07	碧姬公主的生日蛋糕
im_mn_bdName_bgm08	繞來繞去的森林
im_mn_bdName_bgm16	恐怖樂園（白天）
im_mn_bdName_bgm09	恐怖樂園（晚上）
im_mn_bdName_bgm10	耀西的熱帶島嶼之最後加速
im_mn_bdName_bgm11	太空樂園之最後加速
im_mn_bdName_bgm12	碧姬公主的生日蛋糕之最後加速
im_mn_bdName_bgm13	繞來繞去的森林之最後加速
im_mn_bdName_bgm14	恐怖樂園（白天）之最後加速
im_mn_bdName_bgm15	恐怖樂園（黑夜）之最後加速
im_mn_evName_bgm00	星星在哪裡？
im_mn_evName_bgm01	害羞幽靈來了！
im_mn_evName_bgm02	超速！
im_mn_evName_bgm03	恐怖的庫巴炮
im_mn_evName_bgm04	更換黃鼴鼠的箭頭
im_mn_evName_bgm05	高興的骰子和金幣
im_mn_evName_bgm06	緊張的骰子和金幣
im_mn_evName_bgm07	大嘴魚的惡作劇
im_mn_evName_bgm08	哎哎的傳送
im_mn_evName_bgm09	害羞幽靈王來了！
im_mn_evName_bgm10	不可思議的派對！
im_mn_evName_bgm11	抓住機會！
im_mn_evName_bgm12	來玩小遊戲吧！
im_mn_evName_bgm13	庫巴登場
im_mn_evName_bgm14	決鬥吧！
im_mn_evName_bgm15	最後加速！
im_mn_evName_bgm16	真好玩呢
im_mn_evName_bgm17	準備好了嗎？
im_mn_evName_bgm18	派對要開始囉
im_mn_evName_bgm20	你就是超級巨星！
im_mn_evName_bgm21	小遊戲要開始囉！
im_mn_evName_bgm22	小心汪汪！
im_mn_mgName_bgm00	考驗勇氣
im_mn_mgName_bgm01	大海好寬廣
im_mn_mgName_bgm03	躲避危險
im_mn_mgName_bgm04	輕鬆向前行
im_mn_mgName_bgm05	比誰都快
im_mn_mgName_bgm06	你行嗎？
im_mn_mgName_bgm07	閃躲
im_mn_mgName_bgm08	世上的金幣啊
im_mn_mgName_bgm09	來跳凌波舞吧！
im_mn_mgName_bgm10	朝這邊！朝那邊！！
im_mn_mgName_bgm11	獲得道具！
im_mn_mgName_bgm12	朝向藍天的另一邊
im_mn_mgName_bgm13	到處都是
im_mn_mgName_bgm14	氣氛太棒了！
im_mn_mgName_bgm15	轉啊，波爾卡舞曲
im_mn_mgName_bgm16	迷上金幣
im_mn_mgName_bgm17	這就是全部了
im_mn_mgName_bgm18	一點都不可怕
im_mn_mgName_bgm19	還是要繼續
im_mn_mgName_bgm20	飛向任何地方
im_mn_mgName_bgm21	不會輸的
im_mn_mgName_bgm22	開心地做
im_mn_mgName_bgm23	懂了嗎？
im_mn_mgName_bgm24	瞄準道具
im_mn_mgName_bgm25	放心向前行
im_mn_mgName_bgm26	急不得的
im_mn_mgName_bgm27	大恐慌！
im_mn_mgName_bgm28	一心想努力
im_mn_mgName_bgm29	輕鬆搞定
im_mn_mgName_bgm30	以另一邊為目標
im_mn_mgName_bgm31	大危機！
im_mn_mgName_bgm32	快步向前行
im_mn_mgName_bgm33	該怎麼辦！？
im_mn_mgName_bgm34	瞄準目標
im_mn_mgName_bgm35	知道在哪裡嗎？
im_mn_mgName_bgm36	不慌不忙慢慢來
im_mn_mgName_bgm37	快點！快點！
im_mn_mgName_bgm38	冷汗直流
im_mn_mgName_bgm39	大家加油吧
im_mn_mgName_bgm40	開心亂跑
im_mn_mgName_bgm41	東張西望
im_mn_mgName_bgm42	慌張亂跑
im_mn_mgName_bgm43	心驚膽戰
im_mn_mgName_bgm44	緊張刺激
im_mn_mgName_bgm45	大鬧一場
im_mn_mgName_bgm47	開心向前行
im_mn_mgName_bgm48	往那邊、往這邊
im_mn_mgName_bgm49	宇宙決鬥
im_mn_mgName_bgm50	要和庫巴玩嗎？
im_mn_mgName_bgm51	好可怕～別過來！
im_mn_mgName_bgm52	慢慢來，不要急
im_mn_mgName_bgm53	悠閒自在吹吹風
im_mn_mgName_bgm54	溫暖陽光下搖擺
im_mn_mgName_bgm55	冷靜一下再衝
im_mn_mgName_bgm56	不慌張、不害怕
im_mn_mgName_bgm57	小心！
im_mn_mgName_bgm58	歡樂向前行
im_mn_mgName_bgm59	玩得閃亮亮
im_mn_mgName_bgm60	亂七八糟
im_mn_mgName_bgm61	良性競爭
im_mn_mgName_bgm62	來運動吧！
im_mn_mgName_bgm63	仔細想一想！
im_mn_mgName_bgm64	緊張、刺激
im_mn_mgName_bgm65	非常超級的瑪利歐兄弟
im_mn_mgName_bgm66	跑一跑、躲一躲！
im_mn_mgName_bgm67	衝吧！
im_mn_mgName_bgm68	不能被擋住
im_mn_mmName_bgm00	歡迎來到小遊戲山丘！
im_mn_mmName_bgm01	再努力一次！
im_mn_mmName_bgm02	辛苦了！
im_mn_mmName_bgm03	出局……
im_mn_mmName_bgm04	恭喜！
im_mn_mmName_bgm05	會遇到誰呢？
im_mn_mmName_bgm06	多玩一點！
im_mn_mmName_bgm07	對戰開始！
im_mn_mmName_bgm08	對戰Start！
im_mn_mmName_bgm09	再前進一點
im_mn_mmName_bgm10	最後的對戰！
im_mn_mmName_bgm11	失敗……
im_mn_mmName_bgm12	以盡頭為目標
im_mn_mmName_bgm13	開啟戰鬥的序幕
im_mn_mmName_bgm14	還沒結束呢
im_mn_mmName_bgm15	輸了……
im_mn_mmName_bgm16	最終戰！
im_mn_achieveFirst_name	新手玩家
im_mn_achieve000_name	星星收藏者
im_mn_achieve001_name	星星迷
im_mn_achieve002_name	熱情的星星博士
im_mn_achieve003_name	金幣收藏者
im_mn_achieve004_name	金幣迷
im_mn_achieve005_name	金幣大富豪
im_mn_achieve006_name	麻煩製造者
im_mn_achieve007_name	尋求對戰
im_mn_achieve008_name	機會之神
im_mn_achieve009_name	不為人知的庫巴迷
im_mn_achieve010_name	再來再來大放送！
im_mn_achieve011_name	捐款愛好者
im_mn_achieve012_name	星星賊
im_mn_achieve013_name	掠奪大盜
im_mn_achieve014_name	金幣賊
im_mn_achieve015_name	錢包大盜
im_mn_achieve016_name	道具愛好者
im_mn_achieve017_name	幸運骰子
im_mn_achieve018_name	稀有物品獵人
im_mn_achieve019_name	一直都是朋友
im_mn_achieve020_name	這裡竟然有金幣
im_mn_achieve021_name	命運的邂逅
im_mn_achieve022_name	雙星
im_mn_achieve023_name	聰明購物
im_mn_achieve024_name	難得來一趟卻……
im_mn_achieve025_name	不能輸的戰鬥
im_mn_achieve026_name	期待之星
im_mn_achieve027_name	打倒！庫巴！
im_mn_achieve028_name	獎勵一人獨享
im_mn_achieve029_name	最強的草莓職人
im_mn_achieve030_name	警察大人！！
im_mn_achieve031_name	果實研究家
im_mn_achieve032_name	大嘴魚養殖員
im_mn_achieve033_name	黑暗燈使者
im_mn_achieve034_name	小遊戲交給我
im_mn_achieve035_name	小遊戲達人
im_mn_achieve038_name	契合度超群
im_mn_achieve039_name	不管多少人都放馬過來吧
im_mn_achieve040_name	高等級戰鬥
im_mn_achieve042_name	大把大把收下來！
im_mn_achieve044_name	咚咚益智遊戲大師
im_mn_achieve045_name	磚塊連起來大師
im_mn_achieve046_name	旋轉益智遊戲大師
im_mn_achieve047_name	超級巨星{color[ffffffff]}{color[000000ff]}
im_mn_achieve048_name	金幣巨星
im_mn_achieve049_name	小遊戲巨星
im_mn_achieve050_name	傳說的S等級
im_mn_achieve051_name	達人的A等級
im_mn_achieve052_name	10連勝冠軍
im_mn_achieve053_name	5連勝專家
im_mn_achieve054_name	日課表：Mario Party
im_mn_achieve055_name	世界紀錄保持人
im_mn_achieve056_name	重度小遊戲玩家
im_mn_achieve057_name	初次的進榜者
im_mn_achieve058_name	昨天的敵人今天的朋友
im_mn_achieve059_name	大家拍手
im_mn_achieve060_name	金幣億萬富翁
im_mn_achieve061_name	咚咚益智遊戲名人
im_mn_achieve062_name	磚塊連起來名人
im_mn_achieve063_name	旋轉益智遊戲名人
im_mn_achieveFirst_details	從一開始就有。
im_mn_achieve000_details	在一次冒險中持有超過3顆星星
im_mn_achieve001_details	在一次冒險中持有超過5顆星星
im_mn_achieve002_details	在一次冒險中持有超過7顆星星
im_mn_achieve003_details	在一次冒險中持有超過100枚金幣
im_mn_achieve004_details	在一次冒險中持有超過150枚金幣
im_mn_achieve005_details	在一次冒險中持有超過200枚金幣
im_mn_achieve006_details	停在事件格合計30次
im_mn_achieve007_details	停在VS格合計15次
im_mn_achieve008_details	停在機會格合計15次
im_mn_achieve009_details	停在庫巴格合計15次
im_mn_achieve010_details	停在慢慢龜銀行合計15次
im_mn_achieve011_details	捐款給慢慢龜銀行合計50次
im_mn_achieve012_details	在一次冒險中奪取對手1顆星星
im_mn_achieve013_details	在一次冒險中奪取對手3顆星星
im_mn_achieve014_details	在一次冒險中奪取對手30枚金幣
im_mn_achieve015_details	在一次冒險中奪取對手50枚金幣
im_mn_achieve016_details	在一次冒險中使用8個道具
im_mn_achieve017_details	雙骰子擲出相同點數
im_mn_achieve018_details	使用稀有道具
im_mn_achieve019_details	持有開不開鑰匙到最後
im_mn_achieve020_details	在隱藏磚塊中發現金幣
im_mn_achieve021_details	在隱藏磚塊中發現星星
im_mn_achieve022_details	1回合獲得2顆星星
im_mn_achieve023_details	以半價獲得星星
im_mn_achieve024_details	金幣不足無法購買星星
im_mn_achieve025_details	決鬥獲勝
im_mn_achieve026_details	在最後加速時成為冠軍候選人
im_mn_achieve027_details	在庫巴小遊戲中獲勝
im_mn_achieve028_details	在一次冒險中獲得所有獎勵星星
im_mn_achieve029_details	種植草莓奪取星星
im_mn_achieve030_details	在一次冒險中被狂奔太空船追3次
im_mn_achieve031_details	在一次冒險中獲得3次果實
im_mn_achieve032_details	在一次冒險中讓大嘴魚惡作劇3次
im_mn_achieve033_details	在卡美克的洋館把白天變成黑夜
im_mn_achieve034_details	參加過的小遊戲有一半獲勝
im_mn_achieve035_details	參加過的小遊戲全都獲勝
im_mn_achieve038_details	獲勝且對方隊伍從沒贏過
im_mn_achieve039_details	所選關卡過關
im_mn_achieve040_details	所選關卡S等級過關
im_mn_achieve042_details	在一次遊玩中獲得50枚以上的金幣並獲勝
im_mn_achieve044_details	咚咚益智遊戲獲得600分
im_mn_achieve045_details	磚塊連起來達到等級99
im_mn_achieve046_details	旋轉益智遊戲達到等級99
im_mn_achieve047_details	以Mario Party模式遊玩50次
im_mn_achieve048_details	總計獲得1000枚金幣
im_mn_achieve049_details	小遊戲總計獲勝100次
im_mn_achieve050_details	1個小遊戲達到技術S
im_mn_achieve051_details	1個小遊戲達到技術A
im_mn_achieve052_details	10連勝
im_mn_achieve053_details	5連勝
im_mn_achieve054_details	1個組合包獲得3顆星星
im_mn_achieve055_details	1個小遊戲進入前1000名
im_mn_achieve056_details	1個小遊戲進入前1萬名
im_mn_achieve057_details	1個小遊戲進入前5萬名
im_mn_achieve058_details	獲得拍手5000次
im_mn_achieve059_details	獲得拍手1000次
im_mn_achieve060_details	在一次遊玩中獲得100枚以上的金幣並獲勝
im_mn_achieve061_details	咚咚益智遊戲獲得300分
im_mn_achieve062_details	磚塊連起來達到等級50
im_mn_achieve063_details	旋轉益智遊戲達到等級50
im_mn_achieve_mode00	雙陸遊戲共用
im_mn_achieve_mode01	遊戲共用
im_mn_achieve_mode03	新紀錄排名
im_stamp.msbt
im_stPC000	一起玩吧
im_stPC001	太好了！
im_stPC002	不～！
im_st00000	辛苦了！
im_st00001	謝謝
im_st00002	抱歉
im_st00003	好厲害！
im_st00004	加油！
im_st00005	不錯喔
im_st00006	哇哈哈哈
im_st00007	緊張
im_st00008	怎麼樣！
im_st00009	嗯……！
im_st00010	為什麼？
im_st00011	我們是\r\n朋友吧？
im_st00013	恭喜！
im_st00014	好耶！
im_st00015	耶～
im_st00016	可惜了！
im_st00017	會出現\r\n什麼呢
im_st00018	運氣\r\n真差呢
im_st00019	嘿嘿嘿
im_st00020	不會輸的
im_st00021	太壞了！
im_st00022	好可惜
im_st00023	不要！
im_st00024	太狡猾了！
im_st00025	來了！
im_st00026	就是那個！
im_st00027	拜託你了！
im_st00028	下次會更好！
im_st00029	中！
im_st00030	不中！
im_st00031	Go Go！
im_st00032	決鬥吧！
im_st00033	嗶！
im_st00034	鈴鈴♪
im_st00035	運氣真好！
im_st00036	用這個吧
im_st00037	嗚嗚
im_st00006_oneLine	哇哈哈哈
im_st00007_oneLine	緊張
im_st00008_oneLine	怎麼樣！
im_st00009_oneLine	嗯……！
im_st00010_oneLine	為什麼？
im_st00011_oneLine	我們是朋友吧？
im_st00015_oneLine	耶～
im_st00016_oneLine	可惜了！
im_st00017_oneLine	會出現什麼呢
im_st00018_oneLine	運氣真差呢
im_st00019_oneLine	嘿嘿嘿
im_st00021_oneLine	太壞了！
im_st00023_oneLine	不要！
im_st00024_oneLine	太狡猾了！
im_st00025_oneLine	來了！
im_st00026_oneLine	就是那個！
im_st00027_oneLine	拜託你了！
im_st00028_oneLine	下次會更好！
im_st00031_oneLine	Go Go！
im_st00032_oneLine	決鬥吧！
im_st00033_oneLine	嗶！
im_st00034_oneLine	鈴鈴♪
im_st00035_oneLine	運氣真好！
im_st00036_oneLine	用這個吧
system.msbt
sys_ctrl_skip	/跳過
sys_info_operatAccount	[0]正在操作
sys_mw_chaname	[0]
sys_mw_back	返回
sys_pause_slct_resume	繼續
sys_pause_slct_restart	重來
sys_pause_mw_restart	要從頭重新遊玩\r\n[0]嗎？
sys_pause_mw_restart_a0	重玩
sys_pause_mw_restart_a1	不重玩
sys_pause_slct_mainM	廣場
sys_pause_mw_mainM	要返回廣場嗎？
sys_pause_mw_mainM_bdM	要返回廣場嗎？\r\n{color[4b465aff]}{size[4c00]}下次遊玩時，可以從這回合最初的地方開始。{size[6400]}{color[000000ff]}
sys_pause_slct_mgM_bdM	小遊戲山丘
sys_pause_mw_mgM_bdM	要在小遊戲山丘遊玩嗎？\r\n{color[4b465aff]}{size[4c00]}下次遊玩時，可以從這回合最初的地方開始。{size[6400]}{color[000000ff]}
sys_pause_mw_mgM_bdM_a0	遊玩
sys_pause_mw_mgM_bdM_a1	不遊玩
sys_pause_mw_mainM_a0	返回
sys_pause_mw_mainM_a1	繼續
sys_pause_slct_mgM	賽道選擇
sys_pause_slct_mgSlct	小遊戲選擇
sys_pause_slct_turn	回合延長
sys_pause_mw_turn00	要延長到幾回合？
sys_pause_mw_turn00_a0	15回合
sys_pause_mw_turn00_a1	20回合
sys_pause_mw_turn00_a2	25回合
sys_pause_mw_turn00_a3	30回合
sys_pause_mw_turn01	只能更改一次。\r\n真的要延長嗎？\r\n　[0]　→　[1]
sys_pause_mw_turn01_a0	延長
sys_pause_mw_turn01_a1	不延長
sys_pause_mw_turn02	已延長回合。\r\n從下一回合開始，\r\n將以新的回合設定進行。
sys_pause_mw_turn03	延長回合\r\n可延長遊玩時間。
sys_pause_mw_turn03_multi	延長回合可延長遊玩時間。\r\n請和大家好好商量之後再決定吧。
sys_pause_mw_turn03_a0	延長
sys_pause_mw_turn03_a1	維持不變
sys_pause_slct_mesSp	訊息速度
sys_pause_mw_mesSp	可以更改訊息的顯示速度。
sys_pause_mw_mesSp_a0	快速
sys_pause_mw_mesSp_a1	普通
sys_pause_mw_mesSp_a2	緩慢
sys_pause_playerName	[0]
sys_pause_modeName	[0]
sys_pause_mgName	[0]
sys_pause_mapName	[0]
sys_pause_mapDetails	[0]
sys_bdm_mw_save01	消除的資料無法復原。\r\n真的要消除嗎？
sys_bdm_mw_save01_a0	是
sys_bdm_mw_save01_a1	否
sys_bdm_mw_save03	請選擇要覆蓋的中斷資料
sys_retry_slct_mapSlct	棋盤選擇
sys_retry_slct_mainM	廣場
sys_retry_slct_mgM01	賽道選擇
sys_retry_slct_mgSlct	小遊戲選擇
sys_retry_slct_randomSlct	隨機選擇
sys_retry_slct_play	再玩一次
sys_retry_slct_levelX	從等級[0]開始
sys_retry_slct_level1	從等級1開始
sys_retry_fav_mg	目前的小遊戲
sys_retry_fav_mgName	[0]
sys_retry_fav_ctrl00	設定為我的最愛
sys_retry_fav_ctrl01	從我的最愛刪除
sys_retry_slct_bdM	Mario Party
sys_retry_slct_hsmmet	遊玩小遊戲山丘
sys_retry_mw_hsmmet	要遊玩小遊戲山丘嗎？
sys_mgM_scoreCard_score	[0]
sys_reward_mp_level0	Mario Party等級
sys_reward_mp_level1	[0]
sys_reward_mp_next	距離下個等級還有[0]
sys_reward_mp_titleName	[0]
sys_reward_mp_add	+[0]
sys_reward_mw_get	已獲得{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣和經驗值！{color[000000ff]}
sys_reward_mw_name	[0]
im_sys_modeName00	Mario Party
im_sys_modeName01	小遊戲山丘
sys_reward_mw_hsmn00	有可領取的{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金幣和經驗值！{color[000000ff]}
sys_reward_info	[0]
sys_reward_info_mes00	Mario Party等級達到5時，奇諾比奧商店會新增貼圖！
sys_reward_info_mes01	Mario Party等級達到10時，奇諾比奧商店會新增卡片設計！
sys_reward_info_mes02	Mario Party等級達到15時，奇諾比奧商店會新增貼圖！
sys_reward_info_mes03	Mario Party等級達到20時，奇諾比奧商店會新增卡片設計！
sys_reward_info_mes04	Mario Party等級達到25時，奇諾比奧商店會新增貼圖！
sys_reward_info_mes05	Mario Party等級達到30時，奇諾比奧商店會新增卡片設計！
sys_reward_info_mes06	Mario Party等級達到35時，奇諾比奧商店會新增貼圖！
sys_reward_info_mes07	Mario Party等級達到40時，奇諾比奧商店會新增貼圖！
sys_reward_info_mes08	Mario Party等級達到50時，資料屋會新增工作人員名單！
sys_reward_info_mes09	Mario Party等級達到60時，奇諾比奧商店會新增圖鑑！
sys_reward_info_mes10	Mario Party等級達到70時，奇諾比奧商店會新增圖鑑！
sys_reward_info_mes11	Mario Party等級達到80時，奇諾比奧商店會新增圖鑑！
sys_reward_info_mes12	Mario Party等級達到90時，奇諾比奧商店會新增圖鑑！
sys_reward_info_mes13	Mario Party等級達到99時，奇諾比奧商店會新增圖鑑！
sys_reward_ctrl_next	下一步
sys_reward_coin_have	[0]
sys_reward_coin_add	+[0]
sys_reward_coin_detailCoin	[0]
sys_reward_coin_haveStar	星星[0]顆
sys_reward_coin_handClap	拍手獎勵
sys_reward_coin_MG_streak	連勝獎勵
sys_reward_coin_hsmm04_3win	3連勝
sys_reward_coin_hsmm04_5win	5連勝
sys_reward_coin_hsmm04_10win	10連勝
sys_reward_coin_hsmm05_stage1	關卡1過關
sys_reward_coin_hsmm05_stage2	關卡2過關
sys_reward_coin_hsmm05_stage3	關卡3過關
sys_reward_coin_hsmm05_stage4	關卡4過關
sys_reward_coin_hsmm05_stage5	關卡5過關
sys_reward_coin_hsmm05_stage6	關卡6過關
sys_reward_coin_hsmm02_rankUP	技術上升
sys_reward_coin_bdm_bonus1	{color[ff3502ff]}獲勝獎勵{color[000000ff]}
sys_reward_coin_bdm_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_reward_exp_bdm_10_1st	設定為10回合並獲得第1名
sys_reward_exp_bdm_10_2nd	設定為10回合並獲得第2名
sys_reward_exp_bdm_10_3rd	設定為10回合並獲得第3名
sys_reward_exp_bdm_10_4th	設定為10回合並獲得第4名
sys_reward_exp_bdm_15_1st	設定為15回合並獲得第1名
sys_reward_exp_bdm_15_2nd	設定為15回合並獲得第2名
sys_reward_exp_bdm_15_3rd	設定為15回合並獲得第3名
sys_reward_exp_bdm_15_4th	設定為15回合並獲得第4名
sys_reward_exp_bdm_20_1st	設定為20回合並獲得第1名
sys_reward_exp_bdm_20_2nd	設定為20回合並獲得第2名
sys_reward_exp_bdm_20_3rd	設定為20回合並獲得第3名
sys_reward_exp_bdm_20_4th	設定為20回合並獲得第4名
sys_reward_exp_bdm_25_1st	設定為25回合並獲得第1名
sys_reward_exp_bdm_25_2nd	設定為25回合並獲得第2名
sys_reward_exp_bdm_25_3rd	設定為25回合並獲得第3名
sys_reward_exp_bdm_25_4th	設定為25回合並獲得第4名
sys_reward_exp_bdm_30_1st	設定為30回合並獲得第1名
sys_reward_exp_bdm_30_2nd	設定為30回合並獲得第2名
sys_reward_exp_bdm_30_3rd	設定為30回合並獲得第3名
sys_reward_exp_bdm_30_4th	設定為30回合並獲得第4名
sys_reward_exp_mgm_play	已遊玩小遊戲
sys_reward_exp_mgm_win	小遊戲獲勝
sys_reward_exp_mgm_lose	小遊戲沒有獲勝
sys_reward_exp_mgm_master	戰勝了超強
sys_reward_exp_hsmm02_hsmg501_win1	在7分規則的「緊張刺激的沙灘排球！」獲勝
sys_reward_exp_hsmm02_hsmg501_win2	在14分規則的「緊張刺激的沙灘排球！」獲勝
sys_reward_exp_hsmm02_hsmg501_win3	在21分規則的「緊張刺激的沙灘排球！」獲勝
sys_reward_exp_hsmm02_hsmg501_lose1	7分規則的「緊張刺激的沙灘排球！」沒有獲勝
sys_reward_exp_hsmm02_hsmg501_lose2	14分規則的「緊張刺激的沙灘排球！」沒有獲勝
sys_reward_exp_hsmm02_hsmg501_lose3	21分規則的「緊張刺激的沙灘排球！」沒有獲勝
sys_reward_exp_hsmm02_hsmg502_win1	在1分鐘規則的「互不相讓的冰上曲棍球！」獲勝
sys_reward_exp_hsmm02_hsmg502_win2	在3分鐘規則的「互不相讓的冰上曲棍球！」獲勝
sys_reward_exp_hsmm02_hsmg502_win3	在5分鐘規則的「互不相讓的冰上曲棍球！」獲勝
sys_reward_exp_hsmm02_hsmg502_lose1	1分鐘規則的「互不相讓的冰上曲棍球！」沒有獲勝
sys_reward_exp_hsmm02_hsmg502_lose2	3分鐘規則的「互不相讓的冰上曲棍球！」沒有獲勝
sys_reward_exp_hsmm02_hsmg502_lose3	5分鐘規則的「互不相讓的冰上曲棍球！」沒有獲勝
sys_reward_exp_hsmm02_rankC	技術上升到C
sys_reward_exp_hsmm02_rankB	技術上升到B
sys_reward_exp_hsmm02_rankA	技術上升到A
sys_reward_exp_hsmm02_rankS	技術上升到S
sys_reward_exp_hsmm02_rankMAX	技術等級MAX
sys_reward_exp_hsmm03_5_1st	設定為5回合並獲得第1名
sys_reward_exp_hsmm03_5_2nd	設定為5回合並獲得第2名
sys_reward_exp_hsmm03_5_3rd	設定為5回合並獲得第3名
sys_reward_exp_hsmm03_5_4th	設定為5回合並獲得第4名
sys_reward_exp_hsmm03_10_1st	設定為10回合並獲得第1名
sys_reward_exp_hsmm03_10_2nd	設定為10回合並獲得第2名
sys_reward_exp_hsmm03_10_3rd	設定為10回合並獲得第3名
sys_reward_exp_hsmm03_10_4th	設定為10回合並獲得第4名
sys_reward_exp_hsmm03_15_1st	設定為15回合並獲得第1名
sys_reward_exp_hsmm03_15_2nd	設定為15回合並獲得第2名
sys_reward_exp_hsmm03_15_3rd	設定為15回合並獲得第3名
sys_reward_exp_hsmm03_15_4th	設定為15回合並獲得第4名
sys_reward_exp_hsmm04_3_win	在3勝規則下獲勝
sys_reward_exp_hsmm04_5_win	在5勝規則下獲勝
sys_reward_exp_hsmm04_10_win	在10勝規則下獲勝
sys_reward_exp_hsmm04_3_lose	在3勝規則下落敗
sys_reward_exp_hsmm04_5_lose	在5勝規則下落敗
sys_reward_exp_hsmm04_10_lose	在10勝規則下落敗
sys_reward_exp_hsmm05_stg1	關卡1過關
sys_reward_exp_hsmm05_stg2	關卡2過關
sys_reward_exp_hsmm05_stg3	關卡3過關
sys_reward_exp_hsmm05_stg4	關卡4過關
sys_reward_exp_hsmm05_stg5	關卡5過關
sys_reward_exp_hsmm05_stg6	關卡6過關
sys_reward_exp_hsmm06_duel_win	在決鬥小遊戲中獲勝
sys_reward_exp_hsmm06_duel_lose	在決鬥小遊戲中沒有獲勝
sys_reward_exp_bonus_friend	{color[ff3502ff]}線上獎勵{color[000000ff]}
sys_reward_exp_takeout	獲得的經驗值
sys_reward_exp_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_unlock_mw_name	[0]
sys_unlock_mw_type00	[0]的\r\n雙陸遊戲圖鑑、音樂與卡片設計\r\n已新增到奇諾比奧商店了！
sys_unlock_mw_type01	[0]已被新增至\r\n角色圖鑑了！
sys_unlock_mw_type02	[0]已被新增至\r\n3人挑戰賽了！
sys_unlock_mw_type03	新的貼圖\r\n已新增到奇諾比奧商店了！
