affection.txt
msg_affection_talk_01	这位优秀的训练家，\c\n可以让我看看你和宝可梦的\n关系好不好吗？
msg_a5425167f033fa707e79f441b5cda27c	[~ 54]
msg_613e04690a9423fd6211a8c4bfec23c0	[~ 55]
msg_63fece932967df265b1e632e871af986	[~ 56]
msg_faadf7532bc39ca7b64433b6ef8cec8c	[~ 57]
msg_437c026cd32c46a27425bc241684801a	[~ 58]
msg_f1d890e8401fb9a3561dca5a57242994	[~ 59]
msg_bd06fbc4221f80e860e0b230fd02f2cd	[~ 60]
msg_ae6cf2e30f52e92885b1b3412d63eeeb	[~ 61]
msg_aff2006973c3c22a3e380d556e7f9068	[~ 62]
msg_42b3dedbd837843343696de3a97bce94	[~ 63]
msg_5ab7b9698b4a35e14a01183adb180e35	[~ 64]
msg_e2622b75c7f2bf0e53f1804ca0503c8d	[~ 65]
msg_be81b1d2e121d7cb65c2687e2ae2de60	[~ 66]
msg_b6fe28f742be124cc46886ba0b5e2d8a	[~ 67]
msg_13fe5ab05648816cf7392bccc681693e	[~ 68]
msg_b1da2aa196b6fd54facfa3fafa425287	[~ 69]
msg_83af92a3547fc8d2d059da32c911b055	[~ 70]
msg_67d6c104b3740329c4b7a263f46003fc	[~ 71]
msg_8edca1c07fe4c1639cac1e254f7963f0	[~ 72]
msg_9a05e4a2d67bb2c2b9b6b0d8d62445cd	[~ 73]
msg_ad696b5fd10f38a3f432092892fa5a09	[~ 74]
msg_033c06990f44797c34fc25c6dacc1d18	[~ 75]
msg_c5afbd9de14148e218241a908a67aff6	[~ 76]
msg_79aa8fa84913bd5f9bb802df10b27e76	[~ 77]
msg_4c1ac56ac4967a20fc6b30ce681c0b4e	[~ 78]
msg_78fc6d5e8d1c81a164acf0689f7e05d4	[~ 79]
msg_5dac440aa69e394af50502f8e15b1008	[~ 80]
msg_bbab07b75ff5a520a20855936d117924	[~ 81]
msg_1c114a8c686201574d384dd9cffd52d1	[~ 82]
msg_457a89804f701f064a26b227935475ad	[~ 83]
msg_64fbe32b05745b8087579d2f545996bc	[~ 84]
msg_079b542db9419135acc796ec68c5c573	[~ 85]
msg_0f6355163f77121cc304b6ec9cc890e2	[~ 86]
msg_0ea05f95e52787a9f5bf2ad7ec6eb6eb	[~ 87]
msg_98297e3d6072c8a6abd831dc7dfbcfd3	[~ 88]
msg_401a11de6e02ee30fd746a1d868c39f6	[~ 89]
msg_ef2bd9a2526a302c3f8550edd0c9ff93	[~ 90]
msg_529a8a31e8e058b2fbdb2ccfe4d3fddd	[~ 91]
msg_1bbe5e6cfe1a7107c8ee017b5cbfb0c4	[~ 92]
msg_ad06c4e584a86bbb591f87f7f914a7f5	[~ 93]
msg_48a0b6274177a4e3dd27c5783eae5b42	[~ 94]
msg_04ff2daec88de5ba2b70adbf6a3005b7	[~ 95]
msg_46eb4a753de5e2d60916834f5825ebca	[~ 96]
msg_eab70366d3516e14bc17ca9f44cfd64f	[~ 97]
msg_46ffb95a880d74cc72cb0986d6657e27	[~ 98]
msg_72de4d76eb1a7fce0f6930ea306f9753	[~ 99]
msg_f44164b410dae3769b94af8cf075bf09	[~ 100]
msg_efab3202327d5010df7ed874e9e05d7b	[~ 101]
msg_c20c6ea87ac6a90b4f7d0b8fdbc4604b	[~ 102]
msg_4d6ca19726ad3e6f912b5a7feee0080a	[~ 103]
msg_6070f8b9c19793ead6b13f2241b4c71b	[~ 104]
msg_bb14d579b3eb431ca2dda00f3c788524	[~ 105]
msg_1a6ea9c6a0d26253846a7f535c5527f9	[~ 106]
msg_3cb3ba70ff49d4e74dc364705e3ed6b4	[~ 107]
msg_2b96c8f39b68bdc402e244e4b3d72cba	[~ 108]
msg_790d572f5d78cffe46f0ac64c439b8bb	[~ 109]
msg_c65780253a0a9a00225bbe46dc0d7e2d	[~ 110]
msg_6a42fe02327774ed1fc6bd65acc5d6ae	[~ 111]
msg_901f4741d22c5235f1ef890e5cbfa60d	[~ 112]
msg_05a6afefcbb63dccd172cff47ba46caa	[~ 113]
msg_e83a699efc57b1bc2695ab17b62cb18a	[~ 114]
msg_92eecfd4ffe6ef01f056fabed0e9e849	[~ 115]
msg_835ebccf2cf2bee0f77f4092c4314120	[~ 116]
msg_0eec38d8f05c43c21cdd4ca455b3b03f	[~ 117]
msg_47b7084e5b51bbd69ff591542d82a846	[~ 118]
msg_44d6a21c1b27c8235edac35e781f2a98	[~ 119]
msg_bd72cf667671ae0c041214f796fda087	[~ 120]
msg_425fb184df353873096253380f5dd778	[~ 121]
msg_49625e9ba15da36ba730237f8015af15	[~ 122]
msg_37607f31d206d42bbf111bddbde48809	[~ 123]
msg_e68c8e47c2748a3bedfba56946cd8eb3	[~ 124]
msg_508ea0a12aefe9f45df699cbe8b57ac7	[~ 125]
msg_f73607a487bea510e2902e060916d9e2	[~ 126]
msg_51def2346a5fe3af968466c2358b617d	[~ 127]
msg_7dcad71bac54da9801e10cde0212e55b	[~ 128]
msg_d9f12403a6a3b1f743492962d3d4a74a	[~ 129]
msg_dfc5862b35835447a182d8a80ea035f8	[~ 130]
msg_e63558ce25f792fc220fe4503c3875b0	[~ 131]
msg_03ac3e01d8d577f4d73a0a32f7088daf	[~ 132]
msg_7ed0516367a09e584e82290ed2877bbe	[~ 133]
msg_888670a4a86cc59554273b67a803b634	[~ 134]
msg_36e56d5ee87de3536a67b254397bbe97	[~ 135]
msg_ecc2f7747601387bcc4b3c645d9d7bae	[~ 136]
msg_e32d6faaeb0e0b33dbf03c69bb7420fd	[~ 137]
msg_16a016c226e6c9e06ca7e81590d7ac53	[~ 138]
msg_9124e1204768672be04809940be8b697	[~ 139]
msg_fd2a865549a90eaea1dacc730e868c13	[~ 140]
msg_6fbb13878300dd7f0091bc78b6df2469	[~ 141]
msg_ac6d26f11b65a5b23f3cefba3b7c0be4	[~ 142]
msg_0206c6cbc0ae7bbd9e96f3d5d60614a9	[~ 143]
msg_b55572c33ebd52e12ccbb9142fa76885	[~ 144]
msg_fe332c04ef6f6ab704ae4cc31d79718b	[~ 145]
msg_c19c4ecbf77d54e7aaee7d5c9722ef17	[~ 146]
msg_24d6c27fb6b81b4c4349f54b19a6683a	[~ 147]
msg_7cd147e8668ff651f0d0cbb242afb5c8	[~ 148]
msg_36fa7937f28719bea91f4c4f249dc7f3	[~ 149]
msg_2a80b9c8009faa0c8fe0140a1abcb502	[~ 150]
msg_fb53cd1744d6f94f9e4cec87a41da3b9	[~ 151]
msg_6d7ec5c64532d0281bce9568d03a42cf	[~ 152]
msg_12e32d1b9218cf2fa573de91dda56798	[~ 153]
msg_efab41b5dc25dd15217dce0e381123e3	[~ 154]
msg_d93d95af8457ea5744c751f5bdc7ace5	[~ 155]
msg_71b3ddc84dbd7b369de08e457d38d8fb	[~ 156]
msg_6c55e508d50441aae7a166826716c97c	[~ 157]
msg_3a08902738ebcf8f245a143f502f5950	[~ 158]
msg_e4e57e630af85cca10f94b9ee9b8f193	[~ 159]
msg_2bb8d93d589caf34efbeaffddd6a34f4	[~ 160]
msg_d98b27899e2c9e0bef08ba166e899410	[~ 161]
msg_5a10e0a7b4000c360afdffd076ceabb0	[~ 162]
msg_11f8152b3d8471c487880c6dc1cdc9f7	[~ 163]
msg_455994c59f85c9da95438f937e9025de	[~ 164]
msg_21117face16f5514cd1fecdb3930242a	[~ 165]
msg_916a8c4ad05e5a48d52c79faa18d3654	[~ 166]
msg_a581df58d6ef6533bed957ae7de12d04	[~ 167]
msg_a9c476685c91e4009c52ecfa804a4d86	[~ 168]
msg_af81430737bd4c489d88e6007180a47a	[~ 169]
msg_6d25a0a38676c79ef94ab3d78a3225aa	[~ 170]
msg_4a10b654a35f45497bd3b5cb1886a10c	[~ 171]
msg_7d7ed42d55200e9c988e2de6e90f7644	[~ 172]
msg_e39c24ecd42fb70d36836d8a4cba3487	[~ 173]
msg_hud_simple_rival_main01_01_f	我们追上那只宝可梦吧！
msg_hud_simple_rival_main01_01_m	我们去追那只宝可梦吧！
msg_hud_simple_rival_main01_02_f	宝可梦往那边去啦。
msg_hud_simple_rival_main01_02_m	宝可梦往那边去了。
msg_hud_simple_rival_main01_03_f	宝可梦一路向那边跑了过去！
msg_hud_simple_rival_main01_03_m	宝可梦一路向那边跑了过去。
msg_hud_simple_rival_main01_04_f	刚才的宝可梦\n逃进那边的巷子里啦！
msg_hud_simple_rival_main01_04_m	刚才的宝可梦\n逃进那边的巷子里了！
msg_hud_simple_rival_main01_05_f	往巷子那边去啦。
msg_hud_simple_rival_main01_05_m	往巷子那边去了哦。
msg_hud_simple_rival_main01_06_f	逃得可真快啊！
msg_hud_simple_rival_main01_06_m	那只宝可梦逃得好快！
msg_hud_simple_rival_main01_07_f	在尽头左转！
msg_hud_simple_rival_main01_07_m	在尽头左转！
msg_hud_simple_rival_main01_08_f	快跟我来！
msg_hud_simple_rival_main01_08_m	跟我来吧！
msg_hud_simple_rival_main01_09_f	这边！
msg_hud_simple_rival_main01_09_m	这边这边！
msg_c066eaf4480975db5eee99231abbfde0	[~ 192]
msg_b5c6a03ae5e5909e31f332bc72bc55c0	[~ 193]
msg_e8a99f1d865dd59f70c4abc9cb389723	[~ 194]
msg_55cda0f6c389684b005c440a2e126225	[~ 195]
msg_43d1cb484e3035086ede4443d5e508a0	[~ 196]
msg_cfa714d68f2a17206b10a1bb9db3217c	[~ 197]
msg_a594a3d574e7b6ea2b36b5702a150c1f	[~ 198]
msg_hud_simple_rival_main03_03_f	对战特区出现啦！\n快用地图确认地点！[VAR 0114(0006)]
msg_hud_simple_rival_main03_03_m	对战特区出现了！\n快用地图确认地点吧。[VAR 0114(0005)]
msg_ecb863334a7cf470adff0043e65d9cca	[~ 201]
msg_125b5547c024622637e553b62ccd961b	[~ 202]
msg_0f714b532e071e6e25d817ad3affc3b1	[~ 203]
msg_e07e46eaf24dad6529fc64b94189fa12	[~ 204]
msg_7f6d461ea7592624025454e45738bbf7	[~ 205]
msg_a811b56444cc02efc5fefa41da3de427	[~ 206]
msg_18c55b8d665eaed2ad22fb1c508b5be6	[~ 207]
msg_adda6ba6cb6e0e30307c3836f87f69ff	[~ 208]
msg_3ad78af07ff010446f152601b2ac1110	[~ 209]
msg_7d432741466a71d154c16dbdc22faa20	[~ 210]
msg_1ac83b8e0f22284535b9130d7561adac	[~ 211]
msg_04c55dd52bd615a65962a01df65f7b08	[~ 212]
msg_wildzone_01_01	身为宝可梦训练家，\n要是想培育搭档宝可梦的话，\r\n就和野生宝可梦对战吧。
msg_wildzone_02_01	用球投中宝可梦的诀窍呀，\n就是长按[VAR BD0A(0002)]ZL来注视它！
msg_wildzone_03_speech_01	和伙伴一起！[VAR BD0A(000A)]Text_icon1
msg_wildzone_03_01	如果被野生宝可梦攻击了，\n是选择让伙伴宝可梦进行反击，\r\n还是选择逃跑，要立刻做出决定呀。
msg_0ee2d7ae766b586551da3bf505cc341d	[~ 217]
msg_wildzone_05_speech_01	按[VAR BD0A(000C)]Stick_L_Push蹲下……\n悄悄地靠近……[VAR BD0A(000A)]Text_icon1
msg_wildzone_05_01	嘘～！有些宝可梦很胆小，\n一有风吹草动就会逃走哦。\c\n想接近这样的宝可梦时，\n只要一边按[VAR BD0A(000C)]Stick_L_Push蹲下，\r\n一边悄悄地靠近就好。
msg_39fc3954e447cbe286453ac3a2132e82	[~ 220]
msg_wildzone_07_01	就算被围进野生特区里面，\n我们也会照常做生意。\c\n毕竟不光是有顾客会专程前来，\n还有想吃面包的宝可梦呢。
msg_wildzone_08_01	凭我的空手道\n还没法破坏岩石。\c\n如果是宝可梦，只要有招式学习器，\n明明一瞬间就能学会的！
msg_7959a3c11b891b6089b6aa5bca750bf5	[~ 223]
msg_vert_talk_173	咚咚嗯。
msg_vert_talk_174	咚咚。
msg_075_speech_01	来人呀～！！\n快来救救我～！！[VAR BD0A(000A)]Text_icon1
msg_wildzone_01_01	在城市中诞生的野生特区！\n为野生宝可梦们而设的特区！\c\n身为宝可梦训练家，\n如果感到血液中的野性本能躁动难耐，\r\n就该去和袭来的野生宝可梦战个痛快！
msg_wildzone_02_01	用球命中宝可梦的诀窍呀，\n就是长按[VAR BD0A(0002)]ZL来注视它！
msg_wildzone_03_01	街上有岩石对吧？\n那个可以用宝可梦的招式破坏掉哦。
msg_wildzone_04_01	科学的力量好厉害！\c\n围住野生特区的绿光！\n听说那可是阔星公司的最新技术呢。
msg_wildzone_05_01	嘘～！有些宝可梦很胆小，\n一有风吹草动就会逃走哦。\c\n想接近这样的宝可梦时，\n只要一边按[VAR BD0A(000C)]Stick_L_Push蹲下，\r\n一边悄悄地靠近就好。
msg_wildzone_06_01	哪个地方会变成对战特区，\n只有到了当天才会知道……\r\n密阿雷这座城市也变得太刺激了吧！
msg_wildzone_07_01	就算被围进野生特区里面，\n我们也会照常做生意。\c\n毕竟不光是有顾客会专程前来，\n还有想吃面包的宝可梦呢。
msg_wildzone_08_01	凭我的空手道\n还没法破坏岩石。\c\n如果是宝可梦，只要有招式学习器，\n明明一瞬间就能学会的！
msg_grave_01	他知晓起始与终结，\n获得了3000年的寿命，\r\n却从未与他人有过生命的交集。\c\n直到在密阿雷遇到挚爱的宝可梦和\n值得信任的人们，他的生命才得以完整。\r\n男人名为AZ，长眠于此。
t1_A01.txt
msg_A01_z01_01_talk_0032	建议你偶尔抬头往上面看一看哦。\n没准还能看到有什么在屋顶上呢。
msg_A01_z01_01_talk_0033	好难啊……我正在烦恼\n该选哪只宝可梦做搭档。
msg_A01_z01_01_talk_0034	不在梯子之间爬上爬下\n是没法到这里来的吧。
msg_A01_z01_01_talk_0035	要想找个地方说秘密的话，\n这里再合适不过了。
msg_A01_z01_01_talk_0036	……就算不特意来这里，\n在家里谈也不是不行，\r\n但毕竟氛围是很重要的。
msg_A01_z01_01_speech_0001	5年前的游行\n宣告了一个时代的结束。
msg_A01_z01_01_speech_0002	只要野生宝可梦变多，\n自然就会变得更了解宝可梦。
msg_A01_z01_01_speech_0003	要是爬上梯子……\n能看到什么呢？
msg_A01_z01_01_talk_0004	如果是打宝可梦对战，\n那小孩也是能打赢大人的。
msg_A01_z01_01_talk_0005	小孩和大人能够同台竞技，\n确实是多亏了宝可梦呀。
msg_d85f859a1fb5687a0275171f104d4909	[~ 10]
msg_A01_z01_02_talk_0025	在夜间进行的ZA登峰战，\n是谁为了什么目的在举办啊？
msg_A01_z01_02_talk_0026	想在街上打宝可梦对战……\n我感觉好像也只是这样而已。
msg_A01_z01_02_talk_0027	话说正义社的那群家伙，\n是不是做得有点太过火了？
msg_A01_z01_02_talk_0028	我明白他们的主张。\c\n他们觉得为了保护自己不受野生\n宝可梦伤害，人们应该锻炼自己来变强。
msg_A01_z01_02_talk_0054	捕捉宝可梦失败的\n精灵球……\r\n会在不知不觉间消失呢。
msg_A01_z01_02_talk_0066	密阿雷的都市开发……\n如果说和宝可梦共生的城市变为现实，\r\n我的龟脚脚要怎么变得幸福呢？
msg_A01_z01_02_talk_0067	为什么会是阔星公司这家外企\n来负责密阿雷的都市开发啊？
msg_A01_z01_02_talk_0068	我想用宝可梦对战\n来作为问候。
msg_A01_z01_02_talk_0069	要是不去对战场，\n招式可是会打到人的啊。
msg_A01_z01_02_talk_0070	只要想想就会明白，\n宝可梦会使出招式是很自然的。\r\n毕竟人也会打哈欠之类的嘛。
msg_A01_z01_02_talk_0071	虽然街上的宝可梦变多让人高兴，\n但让人害怕的事情也在变多……
msg_A01_z01_02_talk_0102	醒来和宝可梦说早安，\n睡前和宝可梦说晚安……\r\n光是这样就能收获美好的一天。
msg_A01_z01_02_talk_0103	你知道茉蜜姬调查吗？\c\n我虽然有兴趣，\n但却不敢迈进野生特区……
msg_A01_z01_02_talk_0104	为何街上会有宝可梦聚集起来，\n这可真是个谜啊。\c\n当然了，聚集起来倒也没关系，\n只要别出大事，别惹麻烦就行。
msg_A01_z01_02_talk_0105	有的宝可梦会\n带来一些小麻烦对吧？\r\n但这就是所谓的共同生活。
msg_A01_z01_02_speech_0210	龙卷风咖啡馆最出名的\n就是像旋风一样的麻烦事。[VAR BD0A(000A)]Text_icon1
msg_e7d9b7937db86ae064cf0991902027bb	[~ 27]
msg_A01_z01_03_talk_0029	什么样的宝可梦\n才算得上强呢？
msg_A01_z01_03_talk_0030	强不强也取决于和对战\n对手的属性相克关系。
msg_A01_z01_03_talk_0031	而且我觉得训练家的指示\n也会影响宝可梦的实力。
msg_bb540ec877063b56af41b81f245ba9cb	[~ 31]
msg_A01_z01_04_speech_0001	人生在世，\n必须要学会忘记失败。
msg_A01_z01_04_speech_0002	要是被吓到，宝可梦\n自然也是会使出招式的。
msg_A01_z01_04_talk_0003	悠闲地放松也是一种观光。\n就算不逛遍所有的景点也没关系。
msg_A01_z01_04_talk_0004	我好不容易才来一次密阿雷，\n所以想在回去之前逛遍所有景点！
msg_A01_z01_04_talk_0005	要是你勉强自己搞坏了身体，\n那可就哪里都逛不了了。
msg_A01_z01_04_speech_0006	吃自己爱吃的，喝自己爱喝的，\n这才是人生。
msg_A01_z01_04_speech_0007	大家都带着\n很棒的宝可梦啊。
msg_A01_z01_04_speech_0008	不知道为什么，我总是会\n想要拥有别人带着的宝可梦。
msg_A01_z01_04_talk_0009	为什么密阿雷市\n会有野生宝可梦聚集过来呢？
msg_A01_z01_04_talk_0010	我盯着流动的水路看了很久，\n结果就忘记自己是从哪里来的了。
msg_A01_z01_04_talk_0011	我一直在思考\n为什么野生宝可梦会变多。
msg_A01_z01_04_talk_0012	因为密阿雷是个很棒的城市……\n要是这样也太随便了吧。
msg_A01_z01_04_talk_0013	要是能去到对岸肯定很舒服吧。
msg_A01_z01_04_talk_0014	要是想接近野生宝可梦，\n我建议你从背后悄悄地接近。\r\n这就是所谓的生活中的智慧。
msg_A01_z01_04_talk_0015	有的宝可梦动作很快，\n一个不注意东西就会被偷吃。
msg_A01_z01_04_talk_0016	密阿雷的长椅，\n靠起来很悠哉对吧？
msg_A01_z01_04_talk_0017	老头子他太喜欢长椅了，\n总是要来坐坐呢。
msg_A01_z01_04_talk_0018	虽说多次给予伤害\n也是一种选择……
msg_A01_z01_04_talk_0019	但在宝可梦对战的时候，\n我总是会选择出招快的招式。
msg_A01_z01_04_talk_0020	如果宝可梦要花些时间才能使出招式，\n那就必须得选有效的招式。
msg_A01_z01_04_talk_0021	如果想要实实在在地给予伤害，\n那就必须得选属性克制对方的招式。
msg_A01_z01_04_talk_0022	你知道密阿雷市\n有多少家咖啡馆吗？
msg_A01_z01_04_talk_0023	n/a
msg_A01_z01_04_talk_0024	n/a
msg_A01_z01_04_speech_0025	我交换宝可梦了哦。
msg_A01_z01_04_speech_0026	交换过的宝可梦\n会成长得稍微快一点哦。
msg_A01_z01_04_talk_0027	我活了这么长时间，\n最受打击的就是……\c\n我满怀自信地选择的招式\n没有效果的时候……
msg_A01_z01_04_talk_0028	你当时肯定相当沮丧吧。\n明明宝可梦是一副毫不在意的样子。
msg_A01_z01_04_talk_0029	宝可梦是帅气的啦！
msg_A01_z01_04_talk_0030	宝可梦是可爱的啦！
msg_ae29aee610ad1e5fab84ec816e312086	[~ 62]
msg_A01_z01_05_talk_0001	在城市里生活的野生宝可梦们\n会逐渐习惯人类文明吗？
msg_A01_z01_05_speech_0002	毕竟除了野生特区以外\n也是有野生宝可梦的。
msg_A01_z01_05_talk_0003	欢迎来到闻名世界的观光胜地，\n密阿雷市！
msg_A01_z01_05_talk_0004	原来如此……\c\n如果要继续聊下去的话，\n我想去咖啡馆聊……
msg_A01_z01_05_talk_0005	即使密阿雷不断地改变，\n密阿雷的风格仍会留存在某些地方的！
msg_A01_z01_05_talk_0006	宝可梦之间\n不会互相抢地盘吗？
msg_A01_z01_05_talk_0007	宝可梦应该都有各自喜欢的地方吧。\n我待在背阴处会比较踏实。
msg_A01_z01_05_talk_0008	是因为在市里吃得比较好吗？\n有些宝可梦的个头格外地大啊。
msg_A01_z01_05_speech_0009	如果被宝可梦攻击了，\n就要立刻翻滚！
msg_A01_z01_05_speech_0010	如果去坐出租车，\n没准能听到有意思的故事。
msg_A01_z01_05_talk_0011	和宝可梦同住的城市……\n有宝可梦居住的城市……
msg_A01_z01_05_speech_0012	宝可梦和我……\n真的是非常上相对吧？
msg_A01_z01_05_speech_0013	野生宝可梦也会觉得\n生活在密阿雷很开心吗？
msg_A01_z01_05_speech_0014	5年前的事件……\n可恶的闪焰队……
msg_A01_z01_05_speech_0015	按[VAR BD0A(0006)]Cancel冲刺！
msg_A01_z01_05_speech_0016	我刚才在打扫\n野生宝可梦的粪便哦。
msg_A01_z01_05_speech_0017	野生宝可梦和市里的宝可梦\n之间会不会起冲突啊？
msg_A01_z01_05_speech_0018	我正在密阿雷\n寻找心仪的地点。
msg_A01_z01_05_talk_0054	说起超能妙喵，就不得不提到\n它身上潜藏的精神力量……！
msg_A01_z01_05_talk_0178	在悠闲的午后\n到外面吃饭才香呢。
msg_A01_z01_05_talk_0179	欢迎光临。\n您要简单吃点吗？
msg_A01_z01_05_talk_0180	这个广场闹中取静，\n我很喜欢。
msg_A01_z01_05_talk_0181	躲在草丛里的宝可梦们，\n你们出来好不好嘛。
msg_A01_z01_05_talk_0182	现在不要和我搭话……！\n我会被找到的！
msg_A01_z01_05_talk_0183	我们在玩捉迷藏呢。\n藏在哪里呀～？
msg_A01_z01_05_talk_0184	捉迷藏这个游戏\n玩起来让人心砰砰直跳。
msg_A01_z01_05_talk_0185	要是爬上梯子，\n没准能有什么发现呢。
msg_A01_z01_05_talk_0187	没想到夜行性的宝可梦很多啊。
msg_A01_z01_05_talk_0188	我只要一看到屋顶\n就会想要爬上去！
msg_A01_z01_05_talk_0202	防止宝可梦到外面去的全息\n究竟是怎样的技术呢？
msg_A01_z01_05_talk_0203	密阿雷市每到晚上就会\n展现出它的另一副面孔。
msg_A01_z01_05_talk_0204	如果在不认识的街道迷路了，\n那就回到主干道上吧。\c\n虽然我自己已经迷路到\n不知道该去哪里了。
msg_A01_z01_05_talk_0205	我锻炼的目标是和宝可梦\n玩你追我跑也不会输，可是……
msg_A01_z01_05_talk_0206	美术品小偷的传闻是真的吗～？\n如果是真的，那简直就像怪盗一样啊。
msg_A01_z01_05_talk_0207	大概也有人会用宝可梦\n厉害的能力去做坏事吧。
msg_A01_z01_05_talk_0208	坐车的时候我会\n把宝可梦收进球里哦。
msg_A01_z01_05_talk_0209	我很恐高……\c\n所以我不敢去边缘那里，\n可这毕竟是工作……但好可怕啊！
msg_09e724f3f74bc29eb4fa70e7d3ef925e	[~ 100]
msg_A01_z01_06_talk_0075	宝可梦和自己，\n哪边成长得更快呢……
msg_A01_z01_06_talk_0076	耸立在城市中心的棱镜塔仿佛\n就像是在守望着我们一样。
msg_A01_z01_06_talk_0077	要想在密阿雷生活下去，\n和宝可梦的相处方式很重要哦。
msg_A01_z01_06_talk_0078	我是觉得城市里有宝可梦\n是一件很棒的事啦。
msg_A01_z01_06_talk_0079	我正在思考……\c\n那些开始在城市里生活的宝可梦，\n它们是怎么看待人类的呢……？
msg_A01_z01_06_talk_0080	和宝可梦一起生活的城市啊～\n和人距离太近，宝可梦也会不知所措吧。
msg_A01_z01_06_talk_0081	双方互相对上视线，\n这就是宝可梦对战的开端吗？
msg_A01_z01_06_talk_0082	多亏了宝可梦对战，\n我现在只要和别人对上视线就会紧张。
msg_A01_z01_06_talk_0083	宝可梦的掉落物变多了啊～\n不过把它们捡起来拿去卖掉就好了。
msg_A01_z01_06_talk_0084	今天也要和搭档宝可梦\n一起打起精神巡逻。
msg_A01_z01_06_talk_0085	咕哇啊！\c\n咕哇啊啊！\c\n我在练习宝可梦的叫声哦。\n顺带一提，我刚才模仿的是粉蝶虫。
msg_A01_z01_06_talk_0086	咕哇啊啊！
msg_A01_z01_06_talk_0087	只要乘坐密阿雷出租车，\n市里的任何地方都能瞬间抵达。
msg_A01_z01_06_talk_0088	车站前好热闹……\n这里能让人感受到密阿雷的繁华。
msg_A01_z01_06_talk_0128	n/a
msg_A01_z01_06_talk_0148	差不多该决定了吧？\n别一直纠结啦。
msg_A01_z01_06_talk_0149	我很清楚！\c\n让宝可梦进化才会变得更强！\n但它现在的样子实在太可爱了嘛……
msg_A01_z01_06_talk_0150	走出车站后一眼就能看到棱镜塔，\n它的存在感好强啊。
msg_A01_z01_06_talk_0151	唔～要是买了精灵球\n零花钱就要用光了……\c\n但也说不准哪天会在哪里遇见\n想要让它成为伙伴的宝可梦。
msg_A01_z01_06_talk_0152	纠结要买什么的过程是幸福的，\n因为买完以后就只能享受买来的东西了。
msg_A01_z01_06_talk_0153	我会看售货亭摆出来的杂志\n来了解最近的新闻哦。
msg_A01_z01_06_talk_0157	可以遇到宝可梦的城市……\n真是迎来好时代了啊……
msg_A01_z01_06_talk_0158	找到心仪的店铺\n是购物的第一步。
msg_A01_z01_06_talk_0162	得快点……！\n不然和客户的会议要迟到了！\r\n要不我坐密阿雷出租车去吧。
msg_A01_z01_06_talk_0163	我家孩子就要离开密阿雷市了，\n所以我想买双运动鞋给孩子当贺礼。
msg_A01_z01_06_talk_0164	想帮宝可梦回复的话\n就去宝可梦中心！
msg_A01_z01_06_talk_0165	我们正在除草！搭档宝可梦\n使出招式的时候，我必须待在它的附近！
msg_A01_z01_06_talk_0166	我的黏黏宝黏黏滑滑的，\n很可爱哦。
msg_A01_z01_06_talk_0167	真想从会飞的宝可梦的视角\n来看看密阿雷呀！
msg_A01_z01_06_talk_0171	我习惯先定好计划再行动，\n但这家伙却总是想一出是一出。
msg_A01_z01_06_talk_0172	正因为我们两个人性格相反，\n在一起才有意思呀。
msg_A01_z01_06_talk_0173	不管是不是第一次，\n都欢迎来密阿雷市！
msg_A01_z01_06_talk_0174	呼……呼……\n让……让我稍微……歇一会……！
msg_A01_z01_06_talk_0175	怎么才做这么点运动就喘不过气啦！\n接下来去绕密阿雷市跑50圈！
msg_A01_z01_06_talk_0176	密阿雷市太大了，\n我哪里都想去，结果就迷路了。
msg_A01_z01_06_talk_0177	就算迷路了也有宝可梦陪我，\n所以我不会感到不安哦。
msg_A01_z01_06_speech_0178	我正在为了收集题材\n而和宝可梦一起旅行。
msg_A01_z01_06_speech_0179	也有喜欢背阴处的\n宝可梦和人哦……
msg_A01_z01_06_speech_0180	可能做宝可梦的生意\n会更有商机……
msg_A01_z01_06_speech_0181	其实我正在研究\n天气和营业额的关系。[VAR BD0A(000A)]Text_icon1
msg_A01_z01_06_speech_0182	城市里逐渐变多的脚手架\n算是一种当下特有的艺术吧。
msg_A01_z01_06_speech_0183	回到密阿雷以后发现\n这里变化好大啊。
msg_A01_z01_06_speech_0184	我想参加秘密的\n对战大赛来变强！
msg_A01_z01_06_speech_0185	在那之前，你不如先去\n多了解一下自己的搭档如何？
msg_A01_z01_06_speech_0186	我要去什么地方\n都是交给宝可梦来决定的～
msg_f350cd24e1cba5a6eddaba3d8d80f082	[~ 146]
msg_A01_z02_01_talk_0037	要是有和宝可梦一起跑的\n马拉松大赛就好了～
msg_A01_z02_01_talk_0038	密阿雷的长椅很危险！\n坐起来太舒服了，一不小心就会睡着。
msg_A01_z02_01_speech_0039	参加ZA登峰战是不是\n找个人合作比较好啊？
msg_A01_z02_01_speech_0040	如果能有人帮忙回复的话，\n对战起来也会比较轻松。
msg_A01_z02_01_speech_0041	毕竟去宝可梦中心的路上\n是很容易被盯上的。
msg_A01_z02_01_talk_0042	要是能同时表现出密阿雷的白天和夜晚，\n我的世界应该会变得更广阔才是啊！
msg_A01_z02_01_talk_0043	我正站在楼梯的中间，\n无论往上还是往下走，都是我的自由哦。\c\n不过其实我上课外班就要迟到了，\n根本由不得我浪费时间了。
msg_A01_z02_01_talk_0044	把野生特区圈起来的那个全息，\n听说是阔星公司开发的哦。
