Adventure.txt
MID_ADV_アドベンチャー外へ出る	Go outside?
MID_拠点会話_パオラ_3	$t3$Wmパオラ|5$w0|$Wmセリカ|h$w0|$Wsパオラ|$Wa$SvpV_BASE_PAOLA_3_00|Celica, do you have someone you\nfancy?$k$p$SvpV_BASE_PAOLA_3_01|$E笑,|Heh. Oh, there's no need to be so\nflustered.$k$p$SvpV_BASE_PAOLA_3_02|It's just us girls here—it can't hurt to\ntalk about boys now and again.$k$p$SvpV_BASE_PAOLA_3_03|$E驚,|...Hmm? What about me?$k$p$SvpV_BASE_PAOLA_3_04|$Eキメ,|Well, I wouldn't say there's no one.$k$p$SvpV_BASE_PAOLA_3_05|$E特殊1,|Though I expect I'll take my feelings\nwith me into the cold earth.$k$p$SvpV_BASE_PAOLA_3_06|Giving voice to them would only hurt\nthose who I hold most dear.$k
拠点会話_フォルス.txt
MID_拠点会話_フォルス_1	$t3$Wmフォルス|5$w0|$Wmアルム|h$w0|$Wsフォルス|$Wa$SvpV_BASE_FOLS_1_00|Oh! Er, hello, Alm. Are you faring well?$k$p$SvpV_BASE_FOLS_1_01|I must say, it's an honor to be fighting\nalongside Sir Mycen's grandson.$k$p$SvpV_BASE_FOLS_1_02|$E笑,|...Laying it on too thick? Ha ha!\nOh dear. I'm told I do that a lot.$k$p$SvpV_BASE_FOLS_1_03|$E通常,|I suppose I just say what I feel without\nfiltering it first.$k$p$SvpV_BASE_FOLS_1_04|$E悲,|Python told me I should tone it down\nbecause it's rather shameful...$k$p$SvpV_BASE_FOLS_1_05|But really, what's the harm?$k
MID_拠点会話_フォルス_2	$t3$Wmフォルス|5$w0|$Wmアルム|h$w0|$Wsフォルス|$Wa$SvpV_BASE_FOLS_2_00|I've known Python since we were little.\nWe grew up in a tiny town together.$k$p$SvpV_BASE_FOLS_2_01|My father was a scholar who made a\nname for himself at our lord's manor.$k$p$SvpV_BASE_FOLS_2_02|Naturally, I thought academia would be\nmy lot in life as well,$k$p$SvpV_BASE_FOLS_2_03|$E笑,|but I could never quite let go of my\ndreams of being a knight.$k$p$SvpV_BASE_FOLS_2_04|So I talked Python into joining the army.\nNot like he had anything better to do.$k$p$SvpV_BASE_FOLS_2_05|$E通常,|And yes, I knew a commoner like me\nwould never become a knight.$k$p$SvpV_BASE_FOLS_2_06|But I thought if I fought hard and the\nking noticed me, then maybe...$k$p$SvpV_BASE_FOLS_2_07|$E悲,|Pah. It was foolishness.$k$p$SvpV_BASE_FOLS_2_08|$E通常,|Still, every time I was about to give up,\nPython would cheer me on.$k$p$SvpV_BASE_FOLS_2_09|$E怒,|He'd say, "You can't throw in the towel\nnow!"$k$p$SvpV_BASE_FOLS_2_10|"That stupid dream is all you've got!"$k$p$SvpV_BASE_FOLS_2_11|$E驚,|...Hmm? You think he was teasing me?$k$p$SvpV_BASE_FOLS_2_12|$E通常,|What does it matter? Because of him,\nI kept at it—and look where I am now.$k$p$SvpV_BASE_FOLS_2_13|$E笑,|A lieutenant in the Deliverance!\nI couldn't be happier.$k
MID_拠点会話_フォルス_3	$t3$Wmフォルス|5$w0|$Wmアルム|h$w0|$Wsフォルス|$Wa$SvpV_BASE_FOLS_3_00|When I first enlisted, the Deliverance\nwas shorthanded.$k$p$SvpV_BASE_FOLS_3_01|$E悲,|And yet, the men running it were still all\nknights of noble birth.$k$p$SvpV_BASE_FOLS_3_02|$E通常,|Only one of them paid any heed at all\nto my or Python's exploits.$k$p$SvpV_BASE_FOLS_3_03|$E笑,|...That's right. It was Sir Clive.$k$p$SvpV_BASE_FOLS_3_04|He made me a lieutenant even when\nthe others cried no.$k$p$SvpV_BASE_FOLS_3_05|Then he made sure Python was taken\ncare of as well.$k$p$SvpV_BASE_FOLS_3_06|$E悲,|I'm not sure Python fully appreciates it,\nbut that's a separate issue.$k$p$SvpV_BASE_FOLS_3_07|$E通常,|With so many people opposing me,\nI knew I'd never truly be their equal.$k$p$SvpV_BASE_FOLS_3_08|$E笑,|But the chance Sir Clive gave me meant\nsomething, and I shall never forget it.$k$p$SvpV_BASE_FOLS_3_09|I swore to follow that man to the ends\nof Valentia if he asked.$k
拠点会話_ボーイ.txt
MID_拠点会話_ボーイ_1	$t3$Wmボーイ|5$w0|$Wmセリカ|h$w0|$Wsボーイ|$Wa$SvpV_BASE_BOOWY_1_00|$E苦,|......$k$p$SvpV_BASE_BOOWY_1_01|Didn't think I'd be storming a pirate\nfort today when I got up this morning.$k$p$SvpV_BASE_BOOWY_1_02|$E通常,|When you decide to do something,\nMilady, you really go for it.$k$p$SvpV_BASE_BOOWY_1_03|Times like that, it really hits home how\nwe were born into different stations.$k$p$SvpV_BASE_BOOWY_1_04|$E悲,|Me, I just go through life focused on\nwhatever's right in front of me.$k$p$SvpV_BASE_BOOWY_1_05|$E通常,|I hope this journey will teach me to see\nthings with a broader perspective.$k
MID_拠点会話_ボーイ_2	$t3$Wmボーイ|5$w0|$Wmセリカ|h$w0|$Wsボーイ|$Wa$SvpV_BASE_BOOWY_2_00|The people at the castle really didn't\nrecognize you, did they?$k$p$SvpV_BASE_BOOWY_2_01|I mean, Zofia Castle's basically your\nhome, right?$k$p$SvpV_BASE_BOOWY_2_02|$E悲,|I can't really wrap my head around that\nplace being someone's home.$k$p$SvpV_BASE_BOOWY_2_03|$E苦,|There are just five of us in my home,\nand it's packed to the gills!$k$p$SvpV_BASE_BOOWY_2_04|$E笑,|Being poor's rough sometimes,\nbut we're all still quite close.$k
MID_拠点会話_ボーイ_3	$t3$Wmボーイ|5$w0|$Wmセリカ|h$w0|$Wsボーイ|$Wa$SvpV_BASE_BOOWY_3_00|We're almost to Duma Tower and the\nend of our travels.$k$p$SvpV_BASE_BOOWY_3_01|$E悲,|It's been a rough journey, but I'm still\nkind of sad to see it end.$k$p$SvpV_BASE_BOOWY_3_02|$E通常,|I always thought my whole life would\npass without me ever leaving the island.$k$p$SvpV_BASE_BOOWY_3_03|$E笑,|But I've gotten to experience so much,\nand for that, I'm thankful.$k$p$SvpV_BASE_BOOWY_3_04|I hope you'll let me stay by your side\nto the bitter end.$k
拠点会話_マチルダ.txt
MID_拠点会話_マチルダ_1	$t3$Wmマチルダ|5$w0|$Wmアルム|h$w0|$Wsマチルダ|$Wa$SvpV_BASE_MACHILDA_1_00|Yes, Alm? What is it?$k$p$SvpV_BASE_MACHILDA_1_01|$E驚,|...Hmm? You want to know how I\nbecame so strong?$k$p$SvpV_BASE_MACHILDA_1_02|$E通常,|Well, my father was a distinguished\nwarrior of some renown.$k$p$SvpV_BASE_MACHILDA_1_03|He trained me relentlessly from a young\nage, and I embraced it.$k$p$SvpV_BASE_MACHILDA_1_04|$E特殊1,|I saw the pretty maidens around me and\nwondered if I should be more like them.$k$p$SvpV_BASE_MACHILDA_1_05|$E通常,|But they seemed keen on me staying\njust the way I was, so I did.$k
MID_拠点会話_マチルダ_2	$t3$Wmマチルダ|5$w0|$Wmアルム|h$w0|$Wsマチルダ|$Wa$SvpV_BASE_MACHILDA_2_00|Alm, do you have any brothers or\nsisters?$k$p$SvpV_BASE_MACHILDA_2_01|My little sisters back home have been\nwriting me and clamoring for my return.$k$p$SvpV_BASE_MACHILDA_2_02|I've started to wonder if all siblings are\nlike that.$k$p$SvpV_BASE_MACHILDA_2_03|$E特殊1,|Stranger yet, they're fully grown! You'd\nthink they could get by without me.$k$p$SvpV_BASE_MACHILDA_2_04|$E通常,|But when you consider how fond Clair is\nof Clive...$k$p$SvpV_BASE_MACHILDA_2_05|Well, perhaps children just naturally\nlook up to elder brothers and sisters.$k$p$SvpV_BASE_MACHILDA_2_06|$E驚,|...Hmm? How many sisters do I have?\nFour, actually.$k$p$SvpV_BASE_MACHILDA_2_07|$E悲,|I love them, but they can be quite\ntrying sometimes.$k$p$SvpV_BASE_MACHILDA_2_08|For they tend to chatter like harpies\nwhenever they want attention...$k
MID_拠点会話_マチルダ_3	$t3$Wmマチルダ|5$w0|$Wmアルム|h$w0|$Wsマチルダ|$Wa$SvpV_BASE_MACHILDA_3_00|Clive and I became close after\nenlisting in the Knights of Zofia.$k$p$SvpV_BASE_MACHILDA_3_01|Our houses had cordial relations\nbefore that,$k$p$SvpV_BASE_MACHILDA_3_02|but Clair wouldn't let me near her\nelder brother.$k$p$SvpV_BASE_MACHILDA_3_03|$E笑,照|On the battlefield, Clive was like some\nmythological hero.$k$p$SvpV_BASE_MACHILDA_3_04|From the moment I saw him,\nI knew my heart was his.$k$p$SvpV_BASE_MACHILDA_3_05|$E通常,|And for all his toughness, when the\ntwo of us are alone, he can be quite...$k$p$SvpV_BASE_MACHILDA_3_06|$E笑,|Well, that is none of your concern.$k
拠点会話_メイ.txt
MID_拠点会話_メイ_1	$t3$Wmメイ|5$w0|$Wmセリカ|h$w0|$Wsメイ|$Wa$SvpV_BASE_MAY_1_00|$E苦,|Celica, I think I'm broken!$k$p$SvpV_BASE_MAY_1_01|$E悲,|Look, I know you set out on this journey\nwith a solemn purpose and junk.$k$p$SvpV_BASE_MAY_1_02|And WHILE I know that...$k$p$SvpV_BASE_MAY_1_03|$E苦,|I can't help but feel super crazy excited\nabout it!$k$p$SvpV_BASE_MAY_1_04|$Eキメ,汗|I mean, I've barely even been off the\nISLAND before!$k$p$SvpV_BASE_MAY_1_05|$E悲,|But I feel terrible for feeling this way.\nIt seems so disrespectful, you know?$k$p$SvpV_BASE_MAY_1_06|$E驚,|...Huh? You don't mind?\nYou sure about that?$k$p$SvpV_BASE_MAY_1_07|$E通常,|Then I guess I'll take that as permission\nto be super excited!$k$p$SvpV_BASE_MAY_1_08|You should try to have some fun with\nthis too. It'll do you good!$k$p$SvpV_BASE_MAY_1_09|Oh, but the whole "solemn purpose"\nthing is still top priority, obviously.$k$p$SvpV_BASE_MAY_1_10|$E笑,|But we'll be seeing new things, meeting\nnew people... It's important to enjoy it!$k
MID_拠点会話_メイ_2	$t3$Wmメイ|5$w0|$Wmセリカ|h$w0|$Wsメイ|$Wa$SvpV_BASE_MAY_2_00|$Eキメ,|Hey, Celica? There's something I want\nto ask you.$k$p$SvpV_BASE_MAY_2_01|What exactly is your relationship with\nthat boy from the castle?$k$p$SvpV_BASE_MAY_2_02|$E苦,汗|I don't mean to be a snoopy pants,\nbut I've never seen you get so mad.$k$p$SvpV_BASE_MAY_2_03|So I figured he must be someone really\nspecial to you.$k$p$SvpV_BASE_MAY_2_04|$E驚,|...Wait, for reals? He's just some friend\nfrom when you were little?$k$p$SvpV_BASE_MAY_2_05|$E苦,|Are you suuure? 'Cause I don't buy it.$k$p$SvpV_BASE_MAY_2_06|$E笑,|Still, either way, I suppose I'm glad\nit happened!$k$p$SvpV_BASE_MAY_2_07|We hardly ever get to enjoy girl talk like\nthis, after all.$k$p$SvpV_BASE_MAY_2_08|$E驚,照|...Huh?! MY love life?! N-nope! Sorry!\nNothing to see here, move along!$k$p$SvpV_BASE_MAY_2_09|No! Really! Really—not a thing!\nSuper boring!$k
MID_拠点会話_メイ_3	$t3$Wmメイ|5$w0|$Wmセリカ|h$w0|$Wsメイ|$Wa$SvpV_BASE_MAY_3_00|$E悲,|Hey...Celica?$k$p$SvpV_BASE_MAY_3_01|You're not hiding something from us,\nare you?$k$p$SvpV_BASE_MAY_3_02|$E通常,|Sorry if it's weird, but I just... I dunno.\nI kind of got that feeling.$k$p$SvpV_BASE_MAY_3_03|And you've always been the type to deal\nwith all your problems on your own.$k$p$SvpV_BASE_MAY_3_04|$E笑,|Anyway, I just wanted you to know you\ncan talk to me about anything, okay?$k
拠点会話_リュート.txt
MID_拠点会話_リュート_1	$t3$Wmリュート|5$w0|$Wmアルム|h$w0|$Wsリュート|$Wa$SvpV_BASE_RYUTO_1_00|Delthea and I both descend from a\nbloodline of celebrated mages.$k$p$SvpV_BASE_RYUTO_1_01|We have been blessed with a natural\ngift for magic, you see.$k$p$SvpV_BASE_RYUTO_1_02|$E悲,|But despite having more talent than me,\nDelthea has always been ungrateful.$k$p$SvpV_BASE_RYUTO_1_03|She spends more time playing around\nthan training.$k$p$SvpV_BASE_RYUTO_1_04|$E苦,|If she'd taken her studies seriously,\nshe might not have been manipulated.$k$p$SvpV_BASE_RYUTO_1_05|$E悲,|*sigh* Well, no matter. There is little\npoint in lamenting it now...$k
MID_拠点会話_リュート_2	$t3$Wmリュート|5$w0|$Wmアルム|h$w0|$Wsリュート|$Wa$SvpV_BASE_RYUTO_2_00|Oh, Alm. Do you need something?$k$p$SvpV_BASE_RYUTO_2_01|...No? Then why did you speak to me?$k$p$SvpV_BASE_RYUTO_2_02|$E驚,|...Because you felt like it?$k$p$SvpV_BASE_RYUTO_2_03|$E悲,|Ah, I see. Friendship demands a certain\namount of perfunctory conversation.$k$p$SvpV_BASE_RYUTO_2_04|Forgive me. I have little experience\nwith friendship. And, um, no friends.$k$p$SvpV_BASE_RYUTO_2_05|$E驚,|There were others my age in the village,\nbut we were never close.$k$p$SvpV_BASE_RYUTO_2_06|$E悲,|I suppose I never felt the need to get\nto know them.$k$p$SvpV_BASE_RYUTO_2_07|$E笑,|However, I had a most excellent\nrelationship with one of the cats.$k$p$SvpV_BASE_RYUTO_2_08|$E悲,|...Yes, I know that doesn't count.\nYou needn't remind me.$k$p$SvpV_BASE_RYUTO_2_09|$Eキメ,|But if you insist, YOU can be my first\nhuman friend, Alm. Congratulations.$k
MID_拠点会話_リュート_3	$t3$Wmリュート|5$w0|$Wmアルム|h$w0|$Wsリュート|$Wa$SvpV_BASE_RYUTO_3_00|$E笑,|Delthea and I descend from a mage\ndisciple of the champion Zofia.$k$p$SvpV_BASE_RYUTO_3_01|This disciple was female, so her gifts\npass more readily to female heirs.$k$p$SvpV_BASE_RYUTO_3_02|$E怒,|Magical ability is in the blood.\nIf one is not born with it...$k$p$SvpV_BASE_RYUTO_3_03|$E通常,|Well, they will never hear the spirits'\nvoices, no matter how hard they train.$k$p$SvpV_BASE_RYUTO_3_04|I know how precious my gifts are, so I\nintend to spend my life perfecting them.$k$p$SvpV_BASE_RYUTO_3_05|$E悲,|I understand my calling, even if Delthea\ndoes not.$k
拠点会話_ルカ.txt
MID_拠点会話_ルカ_1	$t3$Wmルカ|5$w0|$Wmアルム|h$w0|$Wsルカ|$Wa$SvpV_BASE_LUKA_1_00|Greetings, Alm.$k$p$SvpV_BASE_LUKA_1_01|Have you grown accustomed to all\nthe fighting yet?$k$p$SvpV_BASE_LUKA_1_02|$E笑,|...Ah, of course. I suppose I needn't\neven have asked.$k$p$SvpV_BASE_LUKA_1_03|$E通常,|No matter how quiet a village you hail\nfrom, in the hands of a capable teacher,$k$p$SvpV_BASE_LUKA_1_04|one can become every bit as strong as\na royal knight.$k$p$SvpV_BASE_LUKA_1_05|I find that thought quite inspiring.$k$p$SvpV_BASE_LUKA_1_06|$E笑,|I grew up in the borderlands as well,\nthough not the same as yours.$k$p$SvpV_BASE_LUKA_1_07|$E通常,|Some in the Deliverance ridicule me\nfor this, calling me a "backwater noble."$k$p$SvpV_BASE_LUKA_1_08|But unlike them, I rose above my\norigins on my own merits,$k$p$SvpV_BASE_LUKA_1_09|and as a result, here I stand today.$k$p$SvpV_BASE_LUKA_1_10|$E笑,|You never can truly tell where life is\ngoing to take you, Alm.$k
MID_拠点会話_ルカ_2	$t3$Wmルカ|5$w0|$Wmアルム|h$w0|$Wsルカ|$Wa$SvpV_BASE_LUKA_2_00|I'm sure Fernand's behavior shocked\nyou.$k$p$SvpV_BASE_LUKA_2_01|$E悲,|Unfortunately, many nobles share his\ndisdain for the common folk.$k$p$SvpV_BASE_LUKA_2_02|$E通常,|Don't mistake me—I respect the\naristocracy's contributions to Zofia.$k$p$SvpV_BASE_LUKA_2_03|The kingdom would not be here today\nwere it not for her nobility.$k$p$SvpV_BASE_LUKA_2_04|$E悲,|But those same nobles are guilty of\ndenying opportunities to the willing.$k$p$SvpV_BASE_LUKA_2_05|They hoard their knowledge and rights\nand opportunities, and this is wrong.$k$p$SvpV_BASE_LUKA_2_06|$E通常,|I hope that aspect of the world changes\nonce the dust settles from this war.$k
MID_拠点会話_ルカ_3	$t3$Wmルカ|5$w0|$Wmアルム|h$w0|$Wsルカ|$Wa$SvpV_BASE_LUKA_3_00|You know, I have an elder brother,\nbut I would not say we are close.$k$p$SvpV_BASE_LUKA_3_01|We don't share the same mother,\nfor one.$k$p$SvpV_BASE_LUKA_3_02|As the elder, he will succeed my father\nand inherit the family estate.$k$p$SvpV_BASE_LUKA_3_03|$E悲,|Yet still he sees me as a rival.$k$p$SvpV_BASE_LUKA_3_04|As such, when word rose of the\nDeliverance, my brother was overjoyed.$k$p$SvpV_BASE_LUKA_3_05|He ordered me to leave home and\nenlist at once.$k$p$SvpV_BASE_LUKA_3_06|$E通常,|In truth, it was a cunning plan. If Desaix\nwon, he could simply feign ignorance.$k$p$SvpV_BASE_LUKA_3_07|But if the Deliverance won, he could\nname himself as its benefactor.$k$p$SvpV_BASE_LUKA_3_08|$E笑,|...Ah, well. That's enough musing for\none day, I think.$k$p$SvpV_BASE_LUKA_3_09|Regardless of how I arrived, I am deeply\nglad to have joined the Deliverance.$k
拠点会話_レオ.txt
MID_拠点会話_レオ_1	$t3$Wmレオ|5$w0|$Wmセリカ|h$w0|$Wsレオ|$Wa$SvpV_BASE_LEO_1_00|$E苦,|...Blerg. I don't like sea travel,\nand it sure doesn't like me.$k$p$SvpV_BASE_LEO_1_01|I'm nauseous, I'm sunburned,\nand I'm wind-beaten.$k$p$SvpV_BASE_LEO_1_02|$E悲,|I look like death's damp leftovers.$k$p$SvpV_BASE_LEO_1_03|$E通常,|But YOU look fresh as a daisy,\nPriestess! What's your secret?$k$p$SvpV_BASE_LEO_1_04|$E驚,|...What? Nothing? NOTHING?!$k$p$SvpV_BASE_LEO_1_05|$E怒,|But you look like a dew-dappled angel!\nAugh, that's so annoying...$k$p$SvpV_BASE_LEO_1_06|Well, youth is great and all,\nbut don't expect it to last.$k
MID_拠点会話_レオ_2	$t3$Wmレオ|5$w0|$Wmセリカ|h$w0|$Wsレオ|$Wa$SvpV_BASE_LEO_2_00|$E苦,|Great. We finally get off that infernal\nboat, and now it's the desert.$k$p$SvpV_BASE_LEO_2_01|Are you doing this on purpose,\nPriestess? Is it personal?$k$p$SvpV_BASE_LEO_2_02|$E悲,|*sigh* I want to get out of here before I\ndry up like a mummy.$k$p$SvpV_BASE_LEO_2_03|$E怒,|If I turn hideous and Valbar abandons\nme, it's your fault.$k$p$SvpV_BASE_LEO_2_04|$E驚,|...What did you say?$k$p$SvpV_BASE_LEO_2_05|...Valbar isn't the sort to judge people\nby their appearance?$k$p$SvpV_BASE_LEO_2_06|$E怒,汗|You think I don't realize that?\nI know him FAR better than you!$k$p$SvpV_BASE_LEO_2_07|$E苦,|Gods, it really throws me when you're\nso rational and correct...$k
MID_拠点会話_レオ_3	$t3$Wmレオ|5$w0|$Wmセリカ|h$w0|$Wsレオ|$Wa$SvpV_BASE_LEO_3_00|When I was a kid, there was this guy\nthat I was head over heels for.$k$p$SvpV_BASE_LEO_3_01|He's the reason I enlisted, actually.\nJust so I could stay close to him.$k$p$SvpV_BASE_LEO_3_02|$E悲,|He died in the first battle we fought.$k$p$SvpV_BASE_LEO_3_03|I cried so hard, I thought my eyes were\ngoing to float clean out of my skull.$k$p$SvpV_BASE_LEO_3_04|$E通常,|Valbar saved me from that.$k$p$SvpV_BASE_LEO_3_05|Every time he saw me, he'd take the\ntime to say something. Cheer me up.$k$p$SvpV_BASE_LEO_3_06|$E笑,|What can you do with a man like that\nbut fall in love?$k$p$SvpV_BASE_LEO_3_07|$E驚,|You're thinking I'm a tramp, aren't you?\nWell, I'm not.$k$p$SvpV_BASE_LEO_3_08|$Eキメ,|It's hardly my fault that the world is full\nof wonderful, lovable people.$k$p$SvpV_BASE_LEO_3_09|Such a thing really motivates one to\nget out there and save it.$k
拠点会話_ロビン.txt
MID_拠点会話_ロビン_1	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_BASE_ROBIN_1_00|Alm! How are you, buddy?$k$p$SvpV_BASE_ROBIN_1_01|$E驚,|...Me? Well, let's just say I'm figuring\nthings out.$k$p$SvpV_BASE_ROBIN_1_02|$Eキメ,|Lukas keeps talking about kings and\npolitics, but that does little for me.$k$p$SvpV_BASE_ROBIN_1_03|$E笑,|I'm actually just in it for the gold.$k$p$SvpV_BASE_ROBIN_1_04|I have a family to feed, after all.$k$p$SvpV_BASE_ROBIN_1_05|$E通常,|Well, that and I'm not about to let you\noutshine me!$k$p$SvpV_BASE_ROBIN_1_06|$E怒,|Hey, don't look at me like that.\nYou don't know what you're up against!$k
MID_拠点会話_ロビン_2	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_BASE_ROBIN_2_00|Hey Alm, hold up!$k$p$SvpV_BASE_ROBIN_2_01|$E笑,|I was hoping we could have a talk.$k$p$SvpV_BASE_ROBIN_2_02|$E驚,汗|Huh? Oh, it's nothing serious,\ndon't worry.$k$p$SvpV_BASE_ROBIN_2_03|$Eキメ,|I was just wondering what you thought\nof Clair.$k$p$SvpV_BASE_ROBIN_2_04|$E苦,|Because, you know, she seems kind\nof into you, and...$k$p$SvpV_BASE_ROBIN_2_05|$E笑,|Well, yeah. Mostly just that.$k$p$SvpV_BASE_ROBIN_2_06|$E悲,|What? Don't tell me you haven't\nnoticed!$k$p$SvpV_BASE_ROBIN_2_07|*sigh* Of course you haven't.$k$p$SvpV_BASE_ROBIN_2_08|$E笑,|Well, good. Then I guess Gray is my\nonly other competition...$k$p$SvpV_BASE_ROBIN_2_09|$E通常,|Thanks, Alm. That's all I wanted\nto talk about.$k
MID_拠点会話_ロビン_3	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_BASE_ROBIN_3_00|$E特殊1,|Say, Alm? This may sound a bit\nstrange, but...$k$p$SvpV_BASE_ROBIN_3_01|You've changed lately.$k$p$SvpV_BASE_ROBIN_3_02|$E通常,|Well, not "changed." It's more like\nyou've sort of...found yourself?$k$p$SvpV_BASE_ROBIN_3_03|I'd never have known in Ram Village,\nbut when you get in front of people,$k$p$SvpV_BASE_ROBIN_3_04|$E悲,|you become...larger than life?\nIs that the right expression?$k$p$SvpV_BASE_ROBIN_3_05|$E苦,|Anyway, you command a lot more\nattention than you used to.$k
MID_拠点会話_ロビン_4	$t3$Wmロビン|5$w0|$Wmアルム|h$w0|$Wsロビン|$Wa$SvpV_BASE_ROBIN_4_00|$E特殊1,|Alm, I'm gonna level with you...$k$p$SvpV_BASE_ROBIN_4_01|I've always hated how you were better\nthan me at everything.$k$p$SvpV_BASE_ROBIN_4_02|$Eキメ,|Gray told me I should stop trying to\ncompete with you, but damn it...$k$p$SvpV_BASE_ROBIN_4_03|I just couldn't see how we were in\nsuch different places.$k$p$SvpV_BASE_ROBIN_4_04|$E特殊1,|But I understand it now.$k$p$SvpV_BASE_ROBIN_4_05|You're meant to lead, and you have\nthe strength and ability to back it up.$k$p$SvpV_BASE_ROBIN_4_06|$E通常,|My job isn't to be better than you—\nit's to be part of your strength.$k$p$SvpV_BASE_ROBIN_4_07|I'm not going to say I like it...but I can\ndefinitely accept it.$k$p$SvpV_BASE_ROBIN_4_08|$E笑,|So I just want you to know that I'll\nalways be there for you.$k
撤退.txt
MID_DIE_CASUAL_アルム	$t1$Wmアルム|7$w0|$Wsアルム|$Wa$SvpV_DIE_CASUAL_ARUM_00|$E苦,汗|Any more and I become a liability...$k$p$SvpV_DIE_CASUAL_ARUM_01|I'm falling back, everyone!$k
MID_DIE_CASUAL_ルカ	$t1$Wmルカ|7$w0|$Wsルカ|$Wa$SvpV_DIE_CASUAL_LUKA_00|$E苦,汗|It seems I was a little too ambitious...$k$p$SvpV_DIE_CASUAL_LUKA_01|I had better fall back before I get\nin anyone else's way.$k
MID_DIE_CASUAL_グレイ	$t1$Wmグレイ|7$w0|$Wsグレイ|$Wa$SvpV_DIE_CASUAL_GRAY_00|$E苦,汗|Yeowch!\nThis is... Ow, yeah, okay. That hurts.$k$p$SvpV_DIE_CASUAL_GRAY_01|Sorry, but I'm done here.\nGood luck with the rest of 'em!$k
MID_DIE_CASUAL_ロビン	$t1$Wmロビン|7$w0|$Wsロビン|$Wa$SvpV_DIE_CASUAL_ROBIN_00|$E苦,汗|I can take it...$k$p$SvpV_DIE_CASUAL_ROBIN_01|$E悲,汗|Nope! No, no I can't.\nYou better go on without me...$k
MID_DIE_CASUAL_クリフ	$t1$Wmクリフ|7$w0|$Wsクリフ|$Wa$SvpV_DIE_CASUAL_QULYF_00|$E苦,汗|Ngh... I took this a bit too far,\nbut I'm not ready to die just yet.$k$p$SvpV_DIE_CASUAL_QULYF_01|Sorry, but you're on your own for now...$k
MID_DIE_CASUAL_エフィ	$t1$Wmエフィ|7$w0|$Wsエフィ|$Wa$SvpV_DIE_CASUAL_EFI_00|$E苦,汗|Oh, Alm... I'm so sorry...$k$p$SvpV_DIE_CASUAL_EFI_01|I'd fight for you untill my dying breath,\nbut I can't...go any further...$k
MID_DIE_CASUAL_シルク	$t1$Wmシルク|7$w0|$Wsシルク|$Wa$SvpV_DIE_CASUAL_SILK_00|$E苦,汗|Forgive me. I desperately wish to help,\nbut...$k$p$SvpV_DIE_CASUAL_SILK_01|I'm afraid I'll no longer be of use to you\nlike this. I must escape to safety.$k
MID_DIE_CASUAL_クレア	$t1$Wmクレア|7$w0|$Wsクレア|$Wa$SvpV_DIE_CASUAL_CLEA_00|$E苦,汗|Oh dear... That was ill done.$k$p$SvpV_DIE_CASUAL_CLEA_01|Forgive me, but I must withdraw.$k
MID_DIE_CASUAL_クレーベ	$t1$Wmクレーベ|7$w0|$Wsクレーベ|$Wa$SvpV_DIE_CASUAL_CLERBE_00|$E苦,汗|How foolish. I should have known\nbetter...$k$p$SvpV_DIE_CASUAL_CLERBE_01|My apologies, but you will have to\ntake things from here...$k
MID_DIE_CASUAL_フォルス	$t1$Wmフォルス|7$w0|$Wsフォルス|$Wa$SvpV_DIE_CASUAL_FOLS_00|$E苦,汗|Oh dear. I seem to have put too much\nstock in my abilities.$k$p$SvpV_DIE_CASUAL_FOLS_01|I'll get to safety. Carry on without me!$k
MID_DIE_CASUAL_パイソン	$t1$Wmパイソン|7$w0|$Wsパイソン|$Wa$SvpV_DIE_CASUAL_PAISON_00|$E苦,汗|Ow! Damn. This just stopped being fun.$k$p$SvpV_DIE_CASUAL_PAISON_01|So long, everyone! Gotta live to fight\nanother day and all that.$k
MID_DIE_CASUAL_リュート	$t1$Wmリュート|7$w0|$Wsリュート|$Wa$SvpV_DIE_CASUAL_RYUTO_00|$E苦,汗|Oh my. I seem to have sustained a\nrather ghastly wound.$k$p$SvpV_DIE_CASUAL_RYUTO_01|Perhaps it's for the best if I...retreat.\nGood luck to the rest of you.$k
MID_DIE_CASUAL_マチルダ	$t1$Wmマチルダ|7$w0|$Wsマチルダ|$Wa$SvpV_DIE_CASUAL_MACHILDA_00|$E苦,汗|Damn! Careless...$k$p$SvpV_DIE_CASUAL_MACHILDA_01|I must withdraw. Fight well, my friends!$k
MID_DIE_CASUAL_デューテ	$t1$Wmデューテ|7$w0|$Wsデューテ|$Wa$SvpV_DIE_CASUAL_DYUTE_00|$E苦,汗|Ow! What is your DEAL?!$k$p$SvpV_DIE_CASUAL_DYUTE_01|$E通常,|Ngh! I have had ENOUGH of this!\nI didn't sign up to get killed...$k
MID_DIE_CASUAL_ティータ	$t1$Wmティータ|7$w0|$Wsティータ|$Wa$SvpV_DIE_CASUAL_TEETA_00|$E苦,汗|I...can't keep this up anymore...$k$p$SvpV_DIE_CASUAL_TEETA_01|Do you mind if I find somewhere safe\nto heal? I'm so terribly sorry...$k
