AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムに保存したい写真を　選んでください
NH_Chat_007	いい天気だね！\nムックルたちも　元気に　飛んでるよ～。
NH_Chat_008	たくさん　写真　撮ってきて\n博士を　びっくりさせちゃおっか。
NH_Chat_009	あー！　博士ったら\nまた　考えごとしながら　歩いてる！
NH_Chat_010	博士に　コーヒー淹れるけど\nキミも　何か飲む？
NH_Chat_011	お！　調査に行くのかい？\n頑張ってきてね。
NH_Chat_012	やあ　写真を　見に来たのかな？\n振り返ることも　大事だよね。
NH_Chat_013	キミの写真は　新しい発見が多くて\nつい　研究に　夢中になってしまうよ。
NH_Chat_014	イルミナポケモンの　模様は･･････\nおっと　すまない。　何か用かい？
NH_Chat_015	････････････あ！　すまない。\n研究に　夢中になってたよ。
NH_Chat_016	調査に行くの？\nポケモンの　かわいい写真　撮れるといいね！
NH_Chat_017	ムーランドと　遊んでたら\nおなか　すいちゃったなぁ。
NH_Chat_018	キミの写真って　すごいよね。\nわたしも　頑張らなきゃ。
NH_Chat_019	博士　研究に　夢中になるのはいいけど\nちゃんと　夜は　寝ないとだよねぇ。
NH_Chat_020	あ　ちょうど　データ見てたトコなんだ！\n一緒に見ようよ！
NH_Chat_021	今から　調査行くのか？\nオレは　さっき　帰ってきたトコ～。
NH_Chat_022	ちょーさ　行かないのか？\n先にすごいの　撮ってきちゃうぞ。
NH_Chat_023	お前のフォト図鑑　見たけど　すげーな。\nまっ　オレの方が　全然すごいけどな！
NH_Chat_024	カメラって　いいよなー。\n一瞬を捉える！　っての！　かっこいい！
NH_Chat_025	あれ？\nししょ―は　どこ行ったんだ？
NH_Chat_026	やあ　調査に行くのかい？\n心の準備の方も　しっかりね。
NH_Chat_027	撮影に　夢中になると　つい忘れがちなんだけど\n一番　大事なのは　観察することなんだよ。
NH_Chat_028	自然に暮らすポケモンを　うまく撮影するには\n根気がいるけど　その時間も　楽しめると　一流だよ。
NH_Chat_029	わっ！　ああ　隠れちゃったかぁ。\nさっきまで　そこに　デデンネがいたんだ。
NH_Chat_030	おっ　あれは　いつも来ている　ムックルだね。\nずっと見ていたら　見分けがつくようになったよ。
NH_Chat_031	イルミナポケモンに会いたくて　子どもの頃は\n冒険記を　片手に　あちこちを　走りまわってたよ。
NH_Chat_032	キミが来てから　一気に　研究が進んだよ。\n本当に　ありがとう。
NH_Chat_033	いまの　キミくらいのとき　レンティル冒険記に\n夢中になっていたんだよ。
NH_Chat_034	さっき　ネオワン号の　メンテナンスを終えたから\nいつでも　調査に行って　OKだよ！
NH_Chat_035	イルミナポケモンが隕石からレンティル地方を守ったのは分かったが\nその痕跡を･･････　おっと　すまない。　考えごとをしていたよ。
NH_Chat_036	ねえねえ！　調査しに行こうよ？\nキミが行くと　ポケモンたちが　喜んでる気がするんだよね。
NH_Chat_037	博士　最近ずっと　楽しそうなんだよね。\nキミが　どんどん　新しい写真を　撮ってくるからだよ！
NH_Chat_038	さっきね　ニャースが\nネオワン号で　遊んでるの　見ちゃった！
NH_Chat_039	キミのフォト図鑑　どんな感じ？\n一緒に　見に行こうよ！
NH_Chat_040	さっき　フィルがね　キミのこと　すげーって言ってたよ。\nあ　これナイショね？
NH_Chat_041	次は　どんな写真　撮ろっかな～。\nあ！　バンギラスの　かっこいいトコとか　どうだ？
NH_Chat_042	ししょーに言われて　写真　見返してたら\nまた　撮りたくなってきた！
NH_Chat_043	この前　頭の上に　アブリーがいてよ\n走って逃げても　離れないから　ビックリしたぜ。
NH_Chat_044	なーんか　お前が撮る写真って\nポケモンが元気！　ってカンジ。　何でだろな？
NH_Chat_045	･･････おい　ちょっとだけでいいからさ\nお前みたいな写真　撮れるコツ　教えろよ。
NH_Chat_046	キミを見ていると　初心を思い出すよ。\n日々　腕を磨かないとね！
NH_Chat_047	色んな地方を　撮影旅行してきたけど\nレンティル地方も　なかなか　面白いね。
NH_Chat_048	天才カメラマンだからね！　って\n口に出すと　何だか　自信が湧いてくるよね。
NH_Chat_049	シャッターチャンス！　･･････よし。\nやっぱり　自然体のポケモンはいいねぇ。
NH_Chat_050	おっといただき！　･･････よし　撮れてる。\nベースキャンプでの撮影も　なかなか　楽しいね。
NH_Chat_051	生まれも　育ちも　フロレオ島だけど\n調べれば　調べるほど　まだ知らないことが　増えていくよ。
NH_Chat_052	博士はね　気になることがあると\nすーぐ　研究室に　こもりっきりになっちゃうの。
NH_Chat_053	博士って　ムズカシー話ばっか\nするんだよなー。
NH_Chat_054	博士の名前　「カガミ」っていうだろ？　でも　研究が好きすぎて\n博士になる前から　色んな人に　「博士」って　呼ばれていたんだよ。
NH_Chat_055	リタは　本当に　いい子だよ。\nいつも　助けてもらってるんだ。
NH_Chat_056	わたしね　ポケモンのことが　大好きなんだ！\nずっと　ここにいれたら　いいのになぁ。
NH_Chat_057	リタって　ちょっと　お姉さんぶってくるんだよな～。\nそんなにトシ　変わんないのにな。
NH_Chat_058	リタは　博士の助手なんだっけ。\n博士は　ちょっと抜けてるし　助かってるだろうね。
NH_Chat_059	フィルは　いつも元気だよね。\n彼だから　撮れる写真　というのも　楽しみだよ。
NH_Chat_060	もー　フィルってば　落ち着きなさすぎ！\nあっちにいるなーと思ったら　もういないし！
NH_Chat_061	早く　ししょーみたいな\nすっげー写真　撮りたい！　ししょーはどこだー！
NH_Chat_062	フィルは　勝手について来て　僕の一番弟子だ！\nって言ってるけど･･････　実はちょっと　嬉しかったんだよね。
NH_Chat_063	トオル　前会ったときより　落ち着いた感じだな。\nいや　キミたちがいるから　大人っぽく振る舞ってるのかな。
NH_Chat_064	トオルさんって　すごい人だったんだね！\nこの前　雑誌に載ってるの　見ちゃった！
NH_Chat_065	ししょーは　すげー人なんだぞ！\nおまえにも　ししょーの写真集　見せてやりたいぜ。
NH_Chat_066	僕も　ちょうど　今のキミの頃　とある島に呼ばれて\n研究のために　撮影を　頼まれたことがあるんだよ。
NH_Chat_067	イルミナポケモンには　出会えたけど\n研究は　ここからが　始まりだよ。
NH_Chat_068	博士はね　イルミナ現象を　フロレオ島で　暮らす人たちの\n生活に役立てる　研究もしてるんだよ。
NH_Chat_069	博士って　すげー人だったんだな？\nリタが言ってたことが　ようやくわかってきたぞ。
NH_Chat_070	昔の博士は　少し　無茶するところもあったんだよ。\nさすがに　10年経つと　落ち着いたのかな。
NH_Chat_071	リタは　昔から　ポケモンが大好きでね。\n特に　ヌメルゴンの話になると　止まらなくなるんだよ。
NH_Chat_072	色んなポケモンがいるけど　どのポケモンも\n相手の心を見て　お話してくれる感じが　好きだな～。
NH_Chat_073	リタって　世話好きだよな？\nただ　オレもポケモンも　同じよーな扱いな気が･･････。
NH_Chat_074	リタは　優しい　いい子だよね。\nキミとフィルのお姉さん　って感じかな？
NH_Chat_075	フィルの写真を見ていると　よく勉強していることが　わかるよ。\nどんどん　よくなっているんだ。
NH_Chat_076	このあいだ　フィルが　自分の撮った写真　並べて\nどうしたら　いい写真撮れるんだ～！　って　うなってたよ。
NH_Chat_077	オレも　ししょーみたいに　色んな地方で\nすごい写真を　撮ってみたい！
NH_Chat_078	最近フィルが　キミの写真について　よく話してるんだ。\nいいライバルができて　よかったよ。
NH_Chat_079	トオルとは　研究の旅で　出会ってね。\n何だかんだ　もう10年近い　付き合いになるよ。
NH_Chat_080	トオルさんに　すごい写真　見せてもらっちゃった！\n古い写真だったけど　虹色でキラキラしてたよ。
NH_Chat_081	オレは　ししょーよりも　すごいカメラマンになるぞ！\n油断してると　お前なんか　すぐ追い抜くからな！
NH_Chat_082	いや～　キミたちを見ていたら\n僕もまた　撮影旅行に　行きたくなってきたよ。
NH_Tips_001	レンティル地方には　色々な　島があるけど･･････\nこれは　僕たちのいる　{color[0000]}フロレオ島{color[ffff]}だよ。
NH_Tips_002	これは　{color[0000]}フロレオ島{color[ffff]}だよ。\nさっそく　調査行ってみよー！
NH_Tips_003	ほかの島への　移動は　難しかったんだけど\n今は　大丈夫だよ。　どんどん　調査してきてね！
NH_Tips_004	島によって　環境が違うから\n会えるポケモンも　違うって　博士が言ってたよ！
NH_Tips_005	こっちが　森っぽい島で　こっちが･･････？\nまっ　行けば分かるよな！　さっさと行こうぜ！
NH_Tips_006	島ごとに　環境が違うから\nそれぞれ　個性的な写真が　撮れそうだね。
NH_Tips_007	こう見ると　島ごとに\n気候が　まったく違うのが　よくわかるよね。
NH_Tips_008	うーん　どの島のポケモンに\n会いに行くか　悩んじゃうね。
NH_Tips_009	どこの島に　行くんだ？\nオレはー･･････　悩み中！
NH_Tips_010	島ごとに　ここまで　環境が違うのは\nめずらしいことなんだよ。
NH_Tips_011	ここ　{color[0000]}フロレオ島{color[ffff]}では　自然を保護しながら\n人とポケモンが　共存しているよ。
NH_Tips_012	{color[0000]}フロレオ島{color[ffff]}って　一年中　同じような　気温だよね。\nすっごく暑かったり　寒かったりする場所って　どんな感じなんだろ？
NH_Tips_013	ここ　{color[0000]}ベラス島{color[ffff]}は　1年を通して　蒸し暑いんだ。\n見た通り　ほとんどが　森で覆われているよ。
NH_Tips_014	木が　いっぱいある　島だっけ。\n葉っぱで　隠れちゃって　撮るのムズカシーよな。
NH_Tips_015	ここ　{color[0000]}ボルク島{color[ffff]}は　暑くて\nほとんどの場所が　乾燥した　気候なんだ。
NH_Tips_016	厳しい環境だからこそ　ポケモンたちが\nどんな風に　生きているか　気になるね。
NH_Tips_017	ここ　{color[0000]}コピア諸島{color[ffff]}は　陸地が少ないから\n海がメインの　調査になるよ。
NH_Tips_018	海のポケモンかぁ～！\n水がキラキラして　きれいな写真　撮れるかなぁ。
NH_Tips_019	ここ　{color[0000]}デュラス島{color[ffff]}の　白い部分は　すべて雪だよ。\nまさに　雪と氷の島だね。
NH_Tips_020	寒さで　指が～･･････　って\nネオワン号の中は　全然寒くないけどな！
NH_Tips_021	ここ　{color[0000]}アウラム島{color[ffff]}は　謎の多い　島なんだ。\n陸地と　ほぼ同じ大きさの　大規模な　遺跡があるよ。
NH_Tips_022	使命を持って　遺跡を守り続ける　ポケモンかぁ･･････\n僕は　あまり撮ってこなかった　題材だけど　ロマンを感じるね。
NH_Tips_023	{color[0000]}フロレオ自然公園{color[ffff]}は　体験会でも　よく行くので\n人懐っこいポケモンが　多いんだよ。
NH_Tips_024	{color[0000]}自然公園{color[ffff]}といえば　ビッパだね！\nあのマイペースな感じが　たまらないよね。
NH_Tips_027	{color[0000]}ミッケジャングル{color[ffff]}は　木が生い茂っているから\nポケモンが　隠れないよう　うまく撮ってね。
NH_Tips_028	木のところを　よ～く見て･･････　いた！\nってなると　ちょっと楽しいよね！
NH_Tips_031	{color[0000]}トキシキの森{color[ffff]}は　ちょっとしたきっかけで\n別の場所に　迷い込むようだね･･････。
NH_Tips_032	オレ　あんまり　ここの調査　行ってないけど\n怖いから　じゃないからな！
NH_Tips_033	{color[0000]}ネッサ砂漠{color[ffff]}のような　過酷な環境でも\n暮らせるなんて　ポケモンって　すごいよね。
NH_Tips_034	{color[0000]}砂漠{color[ffff]}は暑いから　気を付けてね！\nって　ネオワン号に乗ってたら　関係ないか～。
NH_Tips_037	{color[0000]}ドロー火山{color[ffff]}の辺りは　大昔の　環境が\nそのままに　近い形で　残っているみたいなんだ。
NH_Tips_038	ここ　ちっちゃいのから　でけーのまで\nすげー数の　火山が　くっついてるんだってよ！
NH_Tips_039	{color[0000]}ニジイロビーチ{color[ffff]}は　あたたかいし\n海風も　心地よくて　いいよね。
NH_Tips_040	ここの砂浜　ほんのりピンクなんだよ！\nネオワン号を降りて　歩けたらいいのになぁ。
NH_Tips_041	{color[0000]}コピアリーフ{color[ffff]}では　海上を進む　ネオワン号を　仲間だと思って\nポケモンたちが　一緒に　泳いでくれるかもしれないね。
NH_Tips_042	{color[0000]}海上{color[ffff]}といえば　ホエルオー！\nあのダイナミックさは　ほかでは　撮れないよね。
NH_Tips_043	{color[0000]}レンティル海床{color[ffff]}では　ふだん見られない\n海の中の　ポケモンたちの暮らしが　調査できるよ。
NH_Tips_044	泳ぎじゃ　ぜったい　行けないよな。\nいい写真　撮れそーだぜ！
NH_Tips_045	{color[0000]}ヒエール雪原{color[ffff]}･･････　キャプテン・ビクトルが　冒険していたら\nどんな風に　書き記したんだろうね。
NH_Tips_046	あっちも　こっちも　真っ白！\nポケモンたちと　雪あそび　してみたいなぁ。
NH_Tips_047	{color[0000]}ハナレ洞窟{color[ffff]}みたいな　暗いところでは\nサーチを使うと　ポケモンが見つけやすいよ。
NH_Tips_048	ここ　暗くて　ちょ～っとこわいけど\nポケモンたちは　どこにいても　楽しそうだよね！
NH_Tips_049	{color[0000]}シューゴ遺跡{color[ffff]}は　今まで見た中で\n状態も　規模も　一番だよ。　じっくり　調べよう。
NH_Tips_050	ここってさ　ちょっと変わったポケモン　多いよな！\nゴルーグ　かっこいいよなぁ･･････。
NH_Tips_051	「{color[0000]}イルミナ現象{color[ffff]}」と呼ばれている　発光現象は\nレンティル地方でしか　確認されていないんだ。
NH_Tips_052	{color[0000]}イルミナ現象{color[ffff]}って　ふわ～っと光って　キレイだよね。\nポケモンたちは　元気になるんだって。
NH_Tips_053	{color[0000]}イルミナポケモン{color[ffff]}は　光る模様が　浮き出るのが　特徴だよ。\n普通よりも　大きいポケモンがいたのには　びっくりしたね。
NH_Tips_054	{color[0000]}イルミナポケモン{color[ffff]}に　オレも会いたい！\nでっかくて光るとか　かっこよすぎだろ！
NH_Tips_055	{color[0000]}クリスタフラワー{color[ffff]}は　イルミナ現象を\n起こす　ふしぎな　花なんだ。
NH_Tips_056	光を放つ花　{color[0000]}クリスタフラワー{color[ffff]}か･･････\n近くにいる　ポケモンたちの反応も　面白いね。
NH_Tips_057	{color[0000]}テルル隕石{color[ffff]}は　今から　約2000年前\nレンティルに落ちたとされる　隕石だよ。
NH_Tips_058	なんとか隕石　ってやつ\n空から　落ちてきたんだろ？　やべー！
NH_Tips_059	僕が　開発した　{color[0000]}ネオワン号{color[ffff]}は\nポケモン調査に　欠かせない　特別なマシンだよ！
NH_Tips_060	{color[0000]}ネオワン号{color[ffff]}は　昔　僕が使っていた\n調査ポッドの　技術も　使われているんだよ。
NH_Tips_061	キャプテン・ビクトルの　「{color[0000]}レンティル冒険記{color[ffff]}」は\nフロレオ島の　どの家にもある　有名な本だよね。
NH_Tips_062	あの　「{color[0000]}レンティル冒険記{color[ffff]}」みたいな　冒険を\nオレらがするなんて　思わなかったぜ！
NH_Tips_063	今から　100年前　レンティル地方を　冒険した\n{color[0000]}キャプテン・ビクトル{color[ffff]}。　僕の　尊敬する人だよ。
NH_Tips_064	{color[0000]}キャプテン・ビクトル{color[ffff]}かぁ。　僕は　カメラマンだけど\n冒険してるトコは　似ているね。　話してみたかったなぁ。
NH_Tips_065	ポインタを　ポケモンに合わせると　主役を決められるよ。\n{color[0000]}主役を決めて　真ん中で撮る{color[ffff]}！　もう覚えたよね！
NH_Tips_066	ポケモンを　大きく撮るには　{color[0000]}ズーム{color[ffff]}！\n狙いを定めてから　ズームするのが　コツなんだって。
NH_Tips_067	{color[0000]}サーチ{color[ffff]}を使うと　隠れているポケモンを\n見つけることもできるよ！
NH_Tips_068	{color[0000]}サーチ{color[ffff]}で見つけた　  を調べると　{color[0000]}分析結果{color[ffff]}が　出るよ。\nポケモンの　新しい　一面を　見つける　ヒントになるかも？
NH_Tips_069	{color[0000]}サーチ{color[ffff]}するときに出る　音や　電波ってね\nポケモンによっては　気になっちゃうみたい。
NH_Tips_070	{color[0000]}ふわりんご{color[ffff]}を　ポケモンにあげると　食べてくれたりするよ。\n少し　離れた場所に　導くのにも　使えるみたい！
NH_Tips_071	{color[0000]}イルミナオーブ{color[ffff]}を　ポケモンやクリスタフラワーに\n当てると　イルミナ現象が　起こせるよ。
NH_Tips_072	{color[0000]}メロディ{color[ffff]}は使ってる？　眠っているポケモンの近くで\n使ってみるのも　いいかもしれないね。
NH_Tips_073	音楽が好きそうなポケモンに　{color[0000]}メロディ{color[ffff]}を鳴らすと\n歌ったり　踊ったりしてくれるかもね。
NH_Tips_074	{color[0000]}ターボ{color[ffff]}で　速く進むだけじゃなくて　{color[0000]}ズーム{color[ffff]}や　{color[0000]}後ろ向き{color[ffff]}で\nゆっくり進めば　色んな写真が　撮れそうだよね。
NH_Tips_075	各ルートで　いい写真を　たくさん撮って\n{color[0000]}ルートスコア{color[ffff]}の　ハイスコアを狙ってみてね！
NH_Tips_076	{color[0000]}研究室{color[ffff]}では　調査したデータが見れるよ。\n博士っぽく言うと　「振り返ることも　大事だからね！」
NH_Tips_077	{color[0000]}フォト図鑑{color[ffff]}では　キミが撮影した　写真が見れるよ。\n振り返ることも　大事だからだね。
NH_Tips_079	{color[0000]}フォト図鑑{color[ffff]}の　{color[0000]}マップ{color[ffff]}では　各ルートのどこに\nポケモンがいたのか　振り返ることができるよ。
NH_Tips_080	光っている　{color[0000]}クリスタフラワー{color[ffff]}を　見つけたら　撮影してみてね。\n{color[0000]}フォト図鑑{color[ffff]}の　{color[0000]}コレクション{color[ffff]}に　まとめておくよ。
NH_Tips_081	各地にある　{color[0000]}古代遺跡{color[ffff]}を　見つけたら　撮影してみてね。\n{color[0000]}フォト図鑑{color[ffff]}の　{color[0000]}コレクション{color[ffff]}に　まとめておくよ。
NH_Tips_082	{color[0000]}アルバム{color[ffff]}に保存した写真は　色々　{color[0000]}加工{color[ffff]}できるよ。\n友だちと　見せ合うのも　すっごく楽しいんだから！
NH_Tips_083	調査中にしたことは　ネオワン号が　記録しているよ。\n{color[0000]}マイスペース{color[ffff]}の　{color[0000]}調査ログ{color[ffff]}で　確認してみてね。
NH_Tips_084	キミの調査の　進展によって　{color[0000]}調査称号{color[ffff]}を　贈るよ。\nどんなものがあるかは　{color[0000]}マイスペース{color[ffff]}で　確認してみてね。
NH_Tips_085	{color[0000]}オンライン{color[ffff]}では　世界中にいる\nたくさんの　友だちの写真が　見られるよ。
NH_Tips_086	{color[0000]}オンライン{color[ffff]}では　{color[0000]}スコアランキング{color[ffff]}もあるよ。\n上位にいる人が　アップした写真も　見られるんだ。
NH_Tips_087	{color[0000]}オンライン{color[ffff]}で　気に入った写真を　見つけたら\n{color[0000]}りんごメダル{color[ffff]}を　贈ってみてね。　もらったら　嬉しいものなんだ。
NH_Tips_088	ポケモンの行動を　知るためには\n{color[0000]}★1～4{color[ffff]}　すべての写真が　必要なんだよ。
NH_Tips_089	{color[0000]}調査レベル{color[ffff]}は　ルートごとの　調査具合を　表すので\n{color[0000]}昼{color[ffff]}と{color[0000]}夜{color[ffff]}は　それぞれ　調査が必要だよ。
NH_Tips_090	同じポケモンでも　{color[0000]}時間によって　行動が変わる{color[ffff]}んだ。\n{color[0000]}昼{color[ffff]}と{color[0000]}夜{color[ffff]}　両方見かけたら　どちらも撮影してね。
NH_Tips_091	調査したあとは　{color[0000]}アルバム{color[ffff]}に保存する写真を　選べるよ。\n{color[0000]}エクストラ撮影{color[ffff]}では　撮り直しもできるから　やってみてね。
NH_Sugg_001	このあたりには　まだ調査できていない\n場所が　ありそうだね。
NH_Sugg_002	地形的に　まだ行けそうな道が　ありそうだな･･････\nもう少し　調査してみたら　どうかな？
NH_Sugg_003	この辺　もっと行けるトコありそう！
NH_Sugg_004	このあたりには　まだ調査できていない\n場所が　ありそうだね。
NH_Sugg_005	地形的に　まだ行けそうな道が　ありそうだな･･････\nもう少し　調査してみたら　どうかな？
NH_Sugg_006	この辺　もっと行けるトコありそう！
NH_Sugg_007	このあたりには　まだ調査できていない\nポケモンが　いそうだね。
NH_Sugg_008	このあたり　まだキミが　撮影できていない\nポケモンが　いるんじゃないかな。
NH_Sugg_009	この前　モニターに　チラッと映ったポケモン\nまだ　フォト図鑑にいなかったような･･････？
NH_Sugg_010	{color[0000]}ベースキャンプ{color[ffff]}には　たくさんポケモンが来るんだ。\n{color[0000]}研究室{color[ffff]}の方でも　よく見かけるよね。
NH_Sugg_011	{color[0000]}ベースキャンプ{color[ffff]}での　撮影はしてる？\nまだ　行ってないところが　あるんじゃないかな？
NH_Sugg_012	ここってさ　{color[0000]}研究室{color[ffff]}の中も\nポケモンがいて　にぎやかだよな！
NH_Sugg_013	そういえば　キミの{color[0000]}フォト図鑑{color[ffff]}に\n登録されていないポケモンが　{color[0000]}ベースキャンプ{color[ffff]}にいるよ。
NH_Sugg_014	この前　僕が{color[0000]}ベースキャンプ{color[ffff]}で　見かけたポケモン。\nまだ　キミは　撮ったこと　ないんじゃないかなぁ。
NH_Sugg_015	ねえねえ　{color[0000]}ベースキャンプ{color[ffff]}にいるポケモン\nせっかくだし　キミの{color[0000]}フォト図鑑{color[ffff]}にも　全部登録しようよ！
NH_Sugg_016	よーし！\n{color[0000]}自然公園{color[ffff]}の　撮影に行ってみよ～！
NH_Sugg_017	まずは　{color[0000]}昼の自然公園{color[ffff]}で\nたくさん　ポケモンを撮ってみてね。
NH_Sugg_018	ねえねえ！\n{color[0000]}夜の自然公園{color[ffff]}　撮影しに行こうよ！
NH_Sugg_019	{color[0000]}夜の自然公園{color[ffff]}では　イルミナ現象が　見られると思うよ。\nまわりを　よく観察してみてね。
NH_Sugg_020	{color[0000]}自然公園{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}に　行こうよ！\nそこに　{color[0000]}イルミナポケモン{color[ffff]}が　いるかもなんだって！
NH_Sugg_021	{color[0000]}イルミナポケモン{color[ffff]}の　光る模様･･････\n{color[0000]}自然公園{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で　調査を頼む！
NH_Sugg_022	{color[0000]}ふわりんご{color[ffff]}や　{color[0000]}サーチ{color[ffff]}を使えば　違った写真が　撮れるかも！\nどんどん　使ってみてね！
NH_Sugg_023	準備は　もう少しかかるので　{color[0000]}ふわりんご{color[ffff]}や　{color[0000]}サーチ{color[ffff]}を使って\n{color[0000]}自然公園{color[ffff]}にいるポケモンを　調査しててね。
NH_Sugg_024	{color[0000]}ベラス島{color[ffff]}の　調査を進めてみてね！\n{color[0000]}ジャングル{color[ffff]}では　{color[0000]}サーチ{color[ffff]}が　役に立つと思うよ！
NH_Sugg_025	{color[0000]}夜のジャングル{color[ffff]}で　光っている状態の\n{color[0000]}クリスタフラワー{color[ffff]}を　撮影してきてね。
NH_Sugg_026	よーし！　色んなトコ　調査しに行こうぜ！\nどっちが　いい写真　撮れるか　勝負だ！
NH_Sugg_027	今まで　調査したルートも　{color[0000]}イルミナオーブ{color[ffff]}を使って\nもう一度　調査してみようよ！
NH_Sugg_028	{color[0000]}ベラス島{color[ffff]}の　調査を進めてみてね！\nきっと　新しい発見が　あるはずだよ！
NH_Sugg_029	{color[0000]}トキシキの森{color[ffff]}について　もう少し　調査をお願いできるかな。\n興味深い　エネルギー反応が　出ているんだ。
NH_Sugg_030	{color[0000]}ベラス島{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　会いに行こう！\n{color[0000]}トキシキの森{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_031	{color[0000]}ベラス島{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\n光る模様の　浮き出た　{color[0000]}ミロカロス{color[ffff]}を　撮影してきてくれ！
NH_Sugg_032	{color[0000]}コピア諸島{color[ffff]}の　調査を進めてみてね！\nきっと　新しい発見が　あるはずだよ！
NH_Sugg_033	{color[0000]}レンティル海床{color[ffff]}について　もう少し　調査をお願いできるかな。\n興味深い　エネルギー反応が　出ているんだ。
NH_Sugg_034	{color[0000]}レンティル海床{color[ffff]}で　光っている状態の\n{color[0000]}クリスタフラワー{color[ffff]}を　撮影してきてね。
NH_Sugg_035	{color[0000]}コピア諸島{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　会いに行こう！\n{color[0000]}レンティル海床{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_036	{color[0000]}コピア諸島{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\n光る模様の　浮き出た　{color[0000]}むれたすがたのヨワシ{color[ffff]}を　撮影してきてくれ！
NH_Sugg_037	{color[0000]}ボルク島{color[ffff]}の　調査を進めてみてね！\nきっと　新しい発見が　あるはずだよ！
NH_Sugg_038	{color[0000]}ドロー火山{color[ffff]}について　もう少し　調査をお願いできるかな。\n興味深い　エネルギー反応が　出ているんだ。
NH_Sugg_039	{color[0000]}夜のネッサ砂漠{color[ffff]}で　光っている状態の\n{color[0000]}クリスタフラワー{color[ffff]}を　撮影してきてね。
NH_Sugg_040	{color[0000]}ボルク島{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　会いに行こう！\n{color[0000]}ドロー火山{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_041	{color[0000]}ボルク島{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\n光る模様の　浮き出た　{color[0000]}ウルガモス{color[ffff]}を　撮影してきてくれ！
NH_Sugg_042	{color[0000]}デュラス島{color[ffff]}の　調査を進めてみてね！\nきっと　新しい発見が　あるはずだよ！
NH_Sugg_043	{color[0000]}ハナレ洞窟{color[ffff]}について　もう少し　調査をお願いできるかな。\n興味深い　エネルギー反応が　出ているんだ。
NH_Sugg_044	{color[0000]}夜のヒエール雪原{color[ffff]}で　光っている状態の\n{color[0000]}クリスタフラワー{color[ffff]}を　撮影してきてね。
NH_Sugg_045	{color[0000]}デュラス島{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　会いに行こう！\n{color[0000]}ハナレ洞窟{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_046	{color[0000]}デュラス島{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\n光る模様の　浮き出た　{color[0000]}ハガネール{color[ffff]}を　撮影してきてくれ！
NH_Sugg_047	{color[0000]}アウラム島{color[ffff]}の　調査を進めてみてね！\nきっと　新しい発見が　あるはずだよ！
NH_Sugg_048	{color[0000]}シューゴ遺跡{color[ffff]}について　もう少し　調査をお願いできるかな。\n{color[0000]}台座の　謎{color[ffff]}を解けば　先に進めると思うんだ。
NH_Sugg_049	{color[0000]}遺跡{color[ffff]}で　光っている状態の\n{color[0000]}クリスタフラワー{color[ffff]}を　撮影してきてね。
NH_Sugg_050	{color[0000]}アウラム島{color[ffff]}で　最後の{color[0000]}イルミナポケモン{color[ffff]}に　会いに行こう！\n{color[0000]}シューゴ遺跡{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_051	{color[0000]}アウラム島{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\n光る模様の　浮き出た　{color[0000]}ゼルネアス{color[ffff]}を　撮影してきてくれ！
TipsLoading_Head.msbt
LT_Tips_001_Head	人物紹介：カガミ博士
LT_Tips_002_Head	人物紹介：リタ
LT_Tips_003_Head	人物紹介：フィル
LT_Tips_004_Head	人物紹介：トオル
LT_Tips_005_Head	レンティル地方
LT_Tips_006_Head	フロレオ島
LT_Tips_007_Head	ベラス島
LT_Tips_008_Head	コピア諸島
LT_Tips_009_Head	ボルク島
LT_Tips_010_Head	デュラス島
LT_Tips_011_Head	アウラム島
LT_Tips_012_Head	研究室
LT_Tips_013_Head	フォト図鑑
LT_Tips_014_Head	フォト図鑑　ポケモン
LT_Tips_015_Head	フォト図鑑　マップ
LT_Tips_016_Head	フォト図鑑　コレクション
LT_Tips_017_Head	アルバム
LT_Tips_018_Head	写真加工
LT_Tips_019_Head	エクストラ撮影
LT_Tips_020_Head	調査ログ
LT_Tips_021_Head	調査称号
LT_Tips_022_Head	オンライン
LT_Tips_023_Head	オンライン　みんなの写真
LT_Tips_024_Head	りんごメダル
LT_Tips_025_Head	オンライン　ランキング
LT_Tips_026_Head	ゲーム設定
LT_Tips_027_Head	ボタン設定
LT_Tips_028_Head	カメラ設定
