AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムにほぞんしたいしゃしんを　えらんでください
NH_Sugg_019	{color[0000]}よるのしぜんこうえん{color[ffff]}では　イルミナげんしょうが　みられるとおもうよ。\nまわりを　よくかんさつしてみてね。
NH_Sugg_020	{color[0000]}しぜんこうえん{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}に　いこうよ！\nそこに　{color[0000]}イルミナポケモン{color[ffff]}が　いるかもなんだって！
NH_Sugg_021	{color[0000]}イルミナポケモン{color[ffff]}の　ひかるもよう･･････\n{color[0000]}しぜんこうえん{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で　ちょうさをたのむ！
NH_Sugg_022	{color[0000]}ふわりんご{color[ffff]}や　{color[0000]}サーチ{color[ffff]}をつかえば　ちがったしゃしんが　とれるかも！\nどんどん　つかってみてね！
NH_Sugg_023	じゅんびは　もうすこしかかるので　{color[0000]}ふわりんご{color[ffff]}や　{color[0000]}サーチ{color[ffff]}をつかって\n{color[0000]}しぜんこうえん{color[ffff]}にいるポケモンを　ちょうさしててね。
NH_Sugg_024	{color[0000]}ベラスとう{color[ffff]}の　ちょうさをすすめてみてね！\n{color[0000]}ジャングル{color[ffff]}では　{color[0000]}サーチ{color[ffff]}が　やくにたつとおもうよ！
NH_Sugg_025	{color[0000]}よるのジャングル{color[ffff]}で　ひかっているじょうたいの\n{color[0000]}クリスタフラワー{color[ffff]}を　さつえいしてきてね。
NH_Sugg_026	よーし！　いろんなトコ　ちょうさしにいこうぜ！\nどっちが　いいしゃしん　とれるか　しょうぶだ！
NH_Sugg_027	いままで　ちょうさしたルートも　{color[0000]}イルミナオーブ{color[ffff]}をつかって\nもういちど　ちょうさしてみようよ！
NH_Sugg_028	{color[0000]}ベラスとう{color[ffff]}の　ちょうさをすすめてみてね！\nきっと　あたらしいはっけんが　あるはずだよ！
NH_Sugg_029	{color[0000]}トキシキのもり{color[ffff]}について　もうすこし　ちょうさをおねがいできるかな。\nきょうみぶかい　エネルギーはんのうが　でているんだ。
NH_Sugg_030	{color[0000]}ベラスとう{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　あいにいこう！\n{color[0000]}トキシキのもり{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_031	{color[0000]}ベラスとう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\nひかるもようの　うきでた　{color[0000]}ミロカロス{color[ffff]}を　さつえいしてきてくれ！
NH_Sugg_032	{color[0000]}コピアしょとう{color[ffff]}の　ちょうさをすすめてみてね！\nきっと　あたらしいはっけんが　あるはずだよ！
NH_Sugg_033	{color[0000]}レンティルかいしょう{color[ffff]}について　もうすこし　ちょうさをおねがいできるかな。\nきょうみぶかい　エネルギーはんのうが　でているんだ。
NH_Sugg_034	{color[0000]}レンティルかいしょう{color[ffff]}で　ひかっているじょうたいの\n{color[0000]}クリスタフラワー{color[ffff]}を　さつえいしてきてね。
NH_Sugg_035	{color[0000]}コピアしょとう{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　あいにいこう！\n{color[0000]}レンティルかいしょう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_036	{color[0000]}コピアしょとう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\nひかるもようの　うきでた　{color[0000]}むれたすがたのヨワシ{color[ffff]}を　さつえいしてきてくれ！
NH_Sugg_037	{color[0000]}ボルクとう{color[ffff]}の　ちょうさをすすめてみてね！\nきっと　あたらしいはっけんが　あるはずだよ！
NH_Sugg_038	{color[0000]}ドローかざん{color[ffff]}について　もうすこし　ちょうさをおねがいできるかな。\nきょうみぶかい　エネルギーはんのうが　でているんだ。
NH_Sugg_039	{color[0000]}よるのネッサさばく{color[ffff]}で　ひかっているじょうたいの\n{color[0000]}クリスタフラワー{color[ffff]}を　さつえいしてきてね。
NH_Sugg_040	{color[0000]}ボルクとう{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　あいにいこう！\n{color[0000]}ドローかざん{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_041	{color[0000]}ボルクとう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\nひかるもようの　うきでた　{color[0000]}ウルガモス{color[ffff]}を　さつえいしてきてくれ！
NH_Sugg_042	{color[0000]}デュラスとう{color[ffff]}の　ちょうさをすすめてみてね！\nきっと　あたらしいはっけんが　あるはずだよ！
NH_Sugg_043	{color[0000]}ハナレどうくつ{color[ffff]}について　もうすこし　ちょうさをおねがいできるかな。\nきょうみぶかい　エネルギーはんのうが　でているんだ。
NH_Sugg_044	{color[0000]}よるのヒエールせつげん{color[ffff]}で　ひかっているじょうたいの\n{color[0000]}クリスタフラワー{color[ffff]}を　さつえいしてきてね。
NH_Sugg_045	{color[0000]}デュラスとう{color[ffff]}の　{color[0000]}イルミナポケモン{color[ffff]}に　あいにいこう！\n{color[0000]}ハナレどうくつ{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_046	{color[0000]}デュラスとう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\nひかるもようの　うきでた　{color[0000]}ハガネール{color[ffff]}を　さつえいしてきてくれ！
NH_Sugg_047	{color[0000]}アウラムとう{color[ffff]}の　ちょうさをすすめてみてね！\nきっと　あたらしいはっけんが　あるはずだよ！
NH_Sugg_048	{color[0000]}シューゴいせき{color[ffff]}について　もうすこし　ちょうさをおねがいできるかな。\n{color[0000]}だいざの　なぞ{color[ffff]}をとけば　さきにすすめるとおもうんだ。
NH_Sugg_049	{color[0000]}いせき{color[ffff]}で　ひかっているじょうたいの\n{color[0000]}クリスタフラワー{color[ffff]}を　さつえいしてきてね。
NH_Sugg_050	{color[0000]}アウラムとう{color[ffff]}で　さいごの{color[0000]}イルミナポケモン{color[ffff]}に　あいにいこう！\n{color[0000]}シューゴいせき{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}だよ！
NH_Sugg_051	{color[0000]}アウラムとう{color[ffff]}の　{color[0000]}イルミナスポット{color[ffff]}で\nひかるもようの　うきでた　{color[0000]}ゼルネアス{color[ffff]}を　さつえいしてきてくれ！
NH_Sugg_101	{color[0000]}ひるのしぜんこうえん{color[ffff]}に　いって\nネオワンごうの　テストきのうを　ためそうぜ！
NH_Sugg_102	ネオワンごうの　テストきのうを　ためせるのは\nたしか　{color[0000]}ひるのしぜんこうえん{color[ffff]}だったかな？
TipsLoading_Head.msbt
LT_Tips_001_Head	じんぶつしょうかい：カガミはかせ
LT_Tips_002_Head	じんぶつしょうかい：リタ
LT_Tips_003_Head	じんぶつしょうかい：フィル
LT_Tips_004_Head	じんぶつしょうかい：トオル
LT_Tips_005_Head	レンティルちほう
LT_Tips_006_Head	フロレオとう
LT_Tips_007_Head	ベラスとう
LT_Tips_008_Head	コピアしょとう
LT_Tips_009_Head	ボルクとう
LT_Tips_010_Head	デュラスとう
LT_Tips_011_Head	アウラムとう
LT_Tips_012_Head	けんきゅうしつ
LT_Tips_013_Head	フォトずかん
LT_Tips_014_Head	フォトずかん　ポケモン
LT_Tips_015_Head	フォトずかん　マップ
LT_Tips_016_Head	フォトずかん　コレクション
LT_Tips_017_Head	アルバム
LT_Tips_018_Head	しゃしんかこう
LT_Tips_019_Head	エクストラさつえい
LT_Tips_020_Head	ちょうさログ
LT_Tips_021_Head	ちょうさしょうごう
LT_Tips_022_Head	オンライン
LT_Tips_023_Head	オンライン　みんなのしゃしん
LT_Tips_024_Head	りんごメダル
LT_Tips_025_Head	オンライン　ランキング
LT_Tips_026_Head	ゲームせってい
LT_Tips_027_Head	ボタンせってい
LT_Tips_028_Head	カメラせってい
LT_Tips_029_Head	サウンドせってい
LT_Tips_030_Head	そのたせってい
LT_Tips_031_Head	ネオワンごう
LT_Tips_032_Head	リサーチカメラ
LT_Tips_033_Head	サーチ
LT_Tips_034_Head	ふわりんご
LT_Tips_035_Head	イルミナオーブ
LT_Tips_036_Head	メロディ
LT_Tips_037_Head	ターボ
LT_Tips_038_Head	イルミナげんしょう
LT_Tips_039_Head	イルミナポケモン
LT_Tips_040_Head	クリスタフラワー
LT_Tips_041_Head	こだいいせき
LT_Tips_042_Head	イルミナフォース
LT_Tips_043_Head	テルルいんせき
LT_Tips_044_Head	2000ねんまえのへきが
LT_Tips_045_Head	2000ねんまえのへきが
LT_Tips_046_Head	レンティルぼうけんき
LT_Tips_047_Head	キャプテン・ビクトル
LT_Tips_048_Head	トオルのアドバイス「まんなかで1」
LT_Tips_049_Head	トオルのアドバイス「ベストタイミング」
LT_Tips_050_Head	トオルのアドバイス「こっちをみてるとき」
LT_Tips_051_Head	トオルのアドバイス「かくれないように」
LT_Tips_052_Head	トオルのアドバイス「なるべくおおきく」
LT_Tips_053_Head	トオルのアドバイス「はみだしちゅうい！」
LT_Tips_054_Head	トオルのアドバイス「ポケモンなしはスコアなし」
LT_Tips_055_Head	トオルのアドバイス「まんなかで2」
LT_Tips_056_Head	トオルのアドバイス「なかまといっしょ」
LT_Tips_057_Head	トオルのアドバイス「バランスよく」
LT_Tips_058_Head	トオルのアドバイス「かぶらないように」
LT_Tips_059_Head	トオルのアドバイス「みんなおおきく」
LT_Tips_060_Head	トオルのアドバイス「みんなきめポーズで」
LT_Tips_061_Head	トオルのアドバイス「とくべつなふうけいを1」
LT_Tips_062_Head	トオルのアドバイス「とくべつなふうけいを2」
LT_Tips_063_Head	ネオワンごうのそうさ
LT_Tips_064_Head	サーチのつかいかた
LT_Tips_065_Head	ふわりんごのつかいかた
LT_Tips_066_Head	イルミナオーブのつかいかた
LT_Tips_067_Head	メロディのつかいかた
LT_Tips_068_Head	ターボのつかいかた
LT_Tips_069_Head	ポケモンフォトずかんをうめるコツ
LT_Tips_070_Head	ちょうさレベルをあげるコツ
LT_Tips_071_Head	ルートスコアをあげるコツ
LT_Tips_072_Head	さつえいできるまいすう
LT_Tips_073_Head	しゃしんのタイトル
LT_Tips_074_Head	Switchへのほぞん
LT_Tips_075_Head	ベースキャンプのポケモンたち
LT_Tips_076_Head	けんきゅうしつにあるしゃしん
TipsLoading_Info.msbt
LT_Tips_001_Info	{color[0000]}レンティルちほう{color[ffff]}で　かつどうする　{color[0000]}ポケモンはかせ{color[ffff]}。\n{color[0000]}イルミナげんしょう{color[ffff]}にかんする　けんきゅうが　みとめられて\nレンティルぜんどで　ちょうさをおこなう　きょかをえた。
LT_Tips_002_Info	{color[0000]}くるんとした　ポニーテール{color[ffff]}が　トレードマーク。\nポケモンがだいすきで　{color[0000]}カガミはかせ{color[ffff]}の　けんきゅうを\n{color[0000]}じょしゅ{color[ffff]}として　てつだっている。
LT_Tips_003_Info	{color[0000]}ツンツンとした　ヘアスタイル{color[ffff]}が　トレードマーク。\n{color[0000]}トオル{color[ffff]}がとった　ポケモンのしゃしんに　かんどうして\nせかいいちの　{color[0000]}ポケモンカメラマン{color[ffff]}を　めざすようになった。
LT_Tips_004_Info	{color[0000]}カガミはかせ{color[ffff]}の　ふるいゆうじんで　{color[0000]}てんさいカメラマン{color[ffff]}。\nしぜんたいのポケモンを　さつえいするのが　モットー。\nむかし　{color[0000]}とあるはかせ{color[ffff]}に　たのまれて\nポケモンさつえいに　きょうりょくしたことがある。
LT_Tips_005_Info	{color[0000]}ふくすうのしま{color[ffff]}からなる　どくじの　ぶんかをもつ　ちほう。\nしまによって　おおきく　かんきょうがことなり\n{color[0000]}ポケモン{color[ffff]}や　{color[0000]}はな{color[ffff]}などが　{color[0000]}ひかりをはなつげんしょう{color[ffff]}が　かくにんされている。
LT_Tips_006_Info	{color[0000]}ひと{color[ffff]}と{color[0000]}ポケモン{color[ffff]}が　ともに　くらしている\n{color[0000]}おだやかなきこう{color[ffff]}の　しま。\nほごされた　しぜんのなかに　{color[0000]}ポケモンを　けんきゅうする　しせつ{color[ffff]}がある。
LT_Tips_007_Info	{color[0000]}ゆたかなみず{color[ffff]}と　{color[0000]}おんだんなきこう{color[ffff]}によって　そだてられた\nさまざまな　しょくぶつが　おいしげる　{color[0000]}みどりのしま{color[ffff]}。\nしぜんのめぐみが　ポケモンのくらしを　ささえている。
LT_Tips_008_Info	{color[0000]}レンティルちほう{color[ffff]}の　うみの　ちゅうおうに　いちする　{color[0000]}ちいさなしまじま{color[ffff]}。\nたべものが　ほうふな　{color[0000]}あたたかなうみ{color[ffff]}は\nみずべにくらす　ポケモンたちの　らくえん。
LT_Tips_009_Info	{color[0000]}きょだいな　かざん{color[ffff]}がそびえる　{color[0000]}もうしょのしま{color[ffff]}。\nかんそうや　きょうふう　ねつや　どくなど　{color[0000]}かこくなかんきょう{color[ffff]}で\nたくましくいきる　ポケモンたちが　くらしている。
LT_Tips_010_Info	{color[0000]}ぼうけんかビクトル{color[ffff]}も　たどりつけなかった\n{color[0000]}ゆきとこおり{color[ffff]}に　とざされた　{color[0000]}さいはてのしま{color[ffff]}。\nこおるようなさむさと　きょうぞんする　ポケモンたちがいる。
LT_Tips_011_Info	{color[0000]}ひとびとの　きおくから　きえた{color[ffff]}　ちいさなしま。\nいにしえのむかし　なにがおきたのか\nそれをしるために　のこされた　{color[0000]}てがかり{color[ffff]}。
LT_Tips_012_Info	{color[0000]}レンティル ポケモンしぜんかがくけんきゅうじょ{color[ffff]}の　{color[0000]}カガミはかせ{color[ffff]}の　{color[0000]}けんきゅうしつ{color[ffff]}。\n{color[0000]}フォトずかん{color[ffff]}や　{color[0000]}マイスペース{color[ffff]}など　ちょうさしたデータが　かくにんできる。\n「ベースキャンプ」　＞　「けんきゅうしつ」
LT_Tips_013_Info	{color[0000]}レンティルちほう{color[ffff]}でおこなった　ちょうさのデータが\nさつえいしたしゃしんとともに　きろくされている。\n{color[0000]}けんきゅうしつ{color[ffff]}で　いつでも　かくにんできる。\n「ベースキャンプ」　＞　「けんきゅうしつ」　＞　「フォトずかん」
LT_Tips_014_Info	{color[0000]}ポケモンのしゃしん{color[ffff]}や　{color[0000]}じょうほう{color[ffff]}が　かくにんできる　{color[0000]}フォトずかん{color[ffff]}。\nかくページ　{color[0000]}4まいのしゃしん{color[ffff]}をうめると　ページがかんせいする。\n「けんきゅうしつ」　＞　「フォトずかん」　＞　「ポケモン」
LT_Tips_015_Info	ちょうさした　{color[0000]}ポケモン{color[ffff]}や　{color[0000]}コレクション{color[ffff]}を\nルートごとに　かくにんできる　{color[0000]}フォトずかん{color[ffff]}。\n「けんきゅうしつ」　＞　「フォトずかん」　＞　「マップ」
LT_Tips_016_Info	{color[0000]}クリスタフラワー{color[ffff]}や　{color[0000]}こだいいせき{color[ffff]}の\nちょうさデータが　かくにんできる　{color[0000]}フォトずかん{color[ffff]}。\n「けんきゅうしつ」　＞　「フォトずかん」　＞　「コレクション」
LT_Tips_017_Info	ほぞんしたしゃしんの　かくにんや　かこうができる。\n{color[0000]}エクストラさつえい{color[ffff]}や　{color[0000]}かこうしたしゃしん{color[ffff]}も　ほぞんされている。\n「けんきゅうしつ」　＞　「マイスペース」　＞　「アルバム」
LT_Tips_018_Info	さつえいしたしゃしんに　{color[0000]}スタンプなどをついか{color[ffff]}して　さらにたのしむ　きのう。\nちょうさをすすめると　つかえるそざいが　ふえていく。\n「アルバム」など　＞　しゃしんせんたく　＞　「しゃしんかこう」
LT_Tips_019_Info	ちょうさがおわったあと　さつえいしたしゃしんの　{color[0000]}あかるさ{color[ffff]}や　{color[0000]}むき{color[ffff]}などの\nせっていをへんこうして　{color[0000]}もういちど　さつえいできる{color[ffff]}　きのう。\n「リトライメニュー」　＞　「アルバムほぞん」　＞　しゃしんせんたく　＞　「エクストラさつえい」
LT_Tips_020_Info	ちょうさにかんする　さまざまなきろくが　かくにんできる。\n「けんきゅうしつ」　＞　「マイスペース」　＞　「ちょうさログ」
LT_Tips_021_Info	ちょうさの　しんてんによって　もらえる　{color[0000]}ちょうさしょうごう{color[ffff]}が　かくにんできる。\nそれぞれの　すすみぐあいも　きろくされている。\n「けんきゅうしつ」　＞　「マイスペース」　＞　「ちょうさしょうごう」
LT_Tips_022_Info	せかいじゅうにいる　たくさんのともだちが　{color[0000]}とったしゃしん{color[ffff]}や\n{color[0000]}ランキング{color[ffff]}が　かくにんできる。\n「ベースキャンプ」　＞　「けんきゅうしつ」　＞　「オンライン」
LT_Tips_023_Info	せかいじゅうにいる　たくさんのともだちが　とった\n{color[0000]}りんごメダルのおおいしゃしん{color[ffff]}や　{color[0000]}ちゅうもくのルートのしゃしん{color[ffff]}が　かくにんできる。\n「けんきゅうしつ」　＞　「オンライン」　＞　「みんなのしゃしん」
LT_Tips_024_Info	ほかのひとが　とったしゃしんが　{color[0000]}きにいったときに　おくることができる{color[ffff]}　メダル。\nせかいじゅうにいる　たくさんのともだちと　おくりあおう！
LT_Tips_025_Info	せかいじゅうにいる　たくさんのともだちの\n{color[0000]}そうごうずかんスコア{color[ffff]}や　{color[0000]}ルートスコア{color[ffff]}の　{color[0000]}ランキング{color[ffff]}が　かくにんできる。\n「けんきゅうしつ」　＞　「オンライン」　＞　「ランキング」
LT_Tips_026_Info	{color[0000]}ジャイロ{color[ffff]}の　ON/OFF　や　{color[0000]}コントローラのしんどう{color[ffff]}など\n{color[0000]}ゲーム{color[ffff]}にかんする　せっていが　へんこうできる。\n「ベースキャンプ」　＞　「せってい」　＞　「ゲーム」
LT_Tips_027_Info	どのボタンで　どのそうさをするか\n{color[0000]}そうさほうほう{color[ffff]}にかんする　せっていが　へんこうできる。\n「ベースキャンプ」　＞　「せってい」　＞　「ボタン」
LT_Tips_028_Info	{color[0000]}カメラ{color[ffff]}や　{color[0000]}ポインタのいどうそくど{color[ffff]}など\n{color[0000]}さつえい{color[ffff]}にかんする　せっていが　へんこうできる。\n「ベースキャンプ」　＞　「せってい」　＞　「カメラ」
LT_Tips_029_Info	{color[0000]}おんがく{color[ffff]}や　{color[0000]}こうかおん{color[ffff]}のおおきさ　{color[0000]}じんぶつのボイスしゅるい{color[ffff]}などの\n{color[0000]}サウンド{color[ffff]}にかんする　せっていが　へんこうできる。\n「ベースキャンプ」　＞　「せってい」　＞　「サウンド」
LT_Tips_030_Info	{color[0000]}かんじ{color[ffff]}と　{color[0000]}ひらがな{color[ffff]}の　きりかえや\n{color[0000]}オンラインのしゃしん{color[ffff]}にかんする　せっていを　へんこうできる。\n「ベースキャンプ」　＞　「せってい」　＞　「そのた」
LT_Tips_031_Info	{color[0000]}カガミはかせ{color[ffff]}が　かいはつした　{color[0000]}ポケモンちょうさ{color[ffff]}せんようの　マシン。\nどんなかんきょうでも　かいてきなじょうたいで　ちょうさできるうえ\nじどうで　ルートをはんべつするので　さつえいに　しゅうちゅうできる。\n{color[0000]}とあるはかせ{color[ffff]}が　かいはつした　{color[0000]}ちょうさポッド{color[ffff]}が　ベースになっている。
LT_Tips_032_Info	{color[0000]}カガミはかせ{color[ffff]}が　かいはつした　{color[0000]}ポケモンちょうさ{color[ffff]}せんようの　カメラ。\n{color[0000]}ネオワンごう{color[ffff]}と　れんどうしており　さまざまなきのうを　つかうことができる。\n{color[0000]}つうしん{color[ffff]}や　{color[0000]}ぶんせき{color[ffff]}のほか　こじんのIDにもなっている。
LT_Tips_033_Info	{color[0000]}しゅういをぶんせき{color[ffff]}して　{color[0000]}カガミはかせ{color[ffff]}のけんきゅうデータから\nわりだした　{color[0000]}じょうほう{color[ffff]}を　おしえてくれる　きのう。\nサーチじたいの　おとや　でんぱに　{color[0000]}ポケモンがはんのう{color[ffff]}することもある。
LT_Tips_034_Info	{color[0000]}レンティルちほう{color[ffff]}でとれる　あまくておいしい　{color[0000]}かじつ{color[ffff]}。\n{color[0000]}ポケモンのだいこうぶつ{color[ffff]}で　ちかくになげると　{color[0000]}たべてくれる{color[ffff]}こともある。\nかるくて　やわらかいので　あたっても　いたくない。
LT_Tips_035_Info	{color[0000]}ポケモン{color[ffff]}や　{color[0000]}クリスタフラワー{color[ffff]}にあてると\nいちじてきに　{color[0000]}イルミナげんしょう{color[ffff]}を　おこすことができる　{color[0000]}オーブ{color[ffff]}。\nしまごとに　エネルギーのせいしつがちがうため\nそのしまの　クリスタフラワーを　ちょうさしないと　つくれない。
LT_Tips_036_Info	{color[0000]}おんがく{color[ffff]}を　ならすことができる　{color[0000]}リサーチカメラ{color[ffff]}のきのう。\n{color[0000]}おんがくにはんのう{color[ffff]}して　ねむっているポケモンが{color[0000]}おきたり　おどりだしたり{color[ffff]}する。
LT_Tips_037_Info	{color[0000]}リサーチカメラ{color[ffff]}で　せいぎょできる　{color[0000]}ネオワンごう{color[ffff]}の　{color[0000]}かそくそうち{color[ffff]}。\n{color[0000]}ターボ{color[ffff]}をつかうと　ふだんより　{color[0000]}はやくすすむ{color[ffff]}ことができる。
LT_Tips_038_Info	{color[0000]}レンティルちほう{color[ffff]}でのみ　おこる　{color[0000]}はっこうげんしょう{color[ffff]}。\nひかっているじょうたいのことを　「{color[0000]}イルミナじょうたい{color[ffff]}」と　よぶ。\nポケモンや　クリスタフラワーが　イルミナじょうたいのときは\nせいめいエネルギーが　{color[0000]}かっせいかされる{color[ffff]}ことが　わかっている。
LT_Tips_039_Info	{color[0000]}いいつたえ{color[ffff]}や　{color[0000]}レンティルぼうけんき{color[ffff]}に　でてくる\n{color[0000]}からだにもよう{color[ffff]}があり　{color[0000]}とくべつなひかり{color[ffff]}を　はなっている　ポケモン。\nおおむかしにおこった　わざわいから　レンティルちほうを　まもったと　いわれている。
LT_Tips_040_Info	{color[0000]}レンティルちほう{color[ffff]}にだけさく　しまごとに　ことなる　とくちょうをもつ　{color[0000]}はな{color[ffff]}。\n{color[0000]}ポケモン{color[ffff]}と　どうように　{color[0000]}イルミナげんしょう{color[ffff]}が　おきることが　わかっており\nはなの　ちゅうしんにある　ほうせきのような　かくと　おなじいろの　ひかりをはなつ。
LT_Tips_041_Info	{color[0000]}レンティルちほう{color[ffff]}の　かくちで　はっけんされている　{color[0000]}ふるい　けんぞうぶつ{color[ffff]}。\nもとのかたちが　わからない　じょうたいのものが　ほとんどだが\nレンティルちほうの　{color[0000]}いいつたえ{color[ffff]}に　かかわるものだと　いわれている。
LT_Tips_042_Info	{color[0000]}レンティルちほう{color[ffff]}の　だいちにながれる　{color[0000]}エネルギー{color[ffff]}。\n{color[0000]}イルミナげんしょう{color[ffff]}は　{color[0000]}イルミナフォース{color[ffff]}が　かっせいかし\nポケモンや　クリスタフラワーに　さようして　おこることを\n{color[0000]}カガミはかせ{color[ffff]}が　つきとめた。
LT_Tips_043_Info	やく2000ねんまえ　{color[0000]}レンティルちほう{color[ffff]}に　らっかしたと　いわれている　{color[0000]}いんせき{color[ffff]}。\n{color[0000]}いいつたえ{color[ffff]}いがいのことは　ほとんど　なぞにつつまれている。
LT_Tips_044_Info	{color[0000]}どうくつ{color[ffff]}のおくに　のこされていた　やく2000ねんまえの　{color[0000]}へきが{color[ffff]}。\n{color[0000]}イルミナポケモン{color[ffff]}が　{color[0000]}テルルいんせき{color[ffff]}から　{color[0000]}レンティルちほう{color[ffff]}を\nまもったことが　えがかれているようだが　いちぶが　かけてしまっている。
LT_Tips_045_Info	やく2000ねんまえのひとびとが　{color[0000]}レンティルちほう{color[ffff]}の　かくちにのこした　{color[0000]}へきが{color[ffff]}。\n{color[0000]}イルミナポケモン{color[ffff]}が　{color[0000]}テルルいんせき{color[ffff]}から　{color[0000]}レンティルちほう{color[ffff]}を\nまもったことが　えがかれていると　{color[0000]}カガミはかせ{color[ffff]}は　すいさつしている。
LT_Tips_046_Info	やく100ねんまえ　{color[0000]}キャプテン・ビクトル{color[ffff]}が　{color[0000]}レンティルちほう{color[ffff]}の\nほかのしまじまを　めぐったときの　きろくが　まとめられている　ほん。\n{color[0000]}イルミナポケモン{color[ffff]}のことも　しるされており\nぼうけんたんとして　{color[0000]}フロレオとう{color[ffff]}の　こどもたちに　だいにんき。
LT_Tips_047_Info	やく100ねんまえ　{color[0000]}レンティルちほう{color[ffff]}の　ほかのしまじまを　めぐった　{color[0000]}ぼうけんか{color[ffff]}。\nこどものころ　{color[0000]}イルミナポケモン{color[ffff]}に　であったことをきっかけに\nそのじんせいを　ぼうけんに　ささげた。
LT_Tips_048_Info	ポケモンを　さつえいするときは\n{color[0000]}しゅやくを　まんなかに　とらえる{color[ffff]}と　GOOD！
LT_Tips_049_Info	ポケモンの　こうどうのなかで\nどこが　{color[0000]}ベストタイミング{color[ffff]}か　かんさつしてみよう！
LT_Tips_050_Info	ポケモンが　{color[0000]}こちらを　みているとき{color[ffff]}に\nさつえいすると　よりよい　しゃしんになるよ！
LT_Tips_051_Info	ポケモンのかおが　からだや　ちけいなどで\n{color[0000]}かくれないよう{color[ffff]}　きをつけてみよう！
LT_Tips_052_Info	ポケモンを　{color[0000]}カメラの　フレームのなか{color[ffff]}に\nなるべく　おおきく　とらえよう！
LT_Tips_053_Info	ポケモンが　{color[0000]}カメラの　フレームから　はみださないよう{color[ffff]}\nしゅやくのいちや　ちかづきすぎに　ちゅういしよう！
LT_Tips_054_Info	ポケモンなどの　{color[0000]}しゅやくが　うつっていない{color[ffff]}　しゃしんは\n「{color[0000]}No Data{color[ffff]}」という　あつかいになって　{color[0000]}はかせに　みせられない{color[ffff]}よ。\n{color[0000]}スコアも　つかない{color[ffff]}ので　ちゅういしよう！
LT_Tips_055_Info	ポケモンを　{color[0000]}ズーム{color[ffff]}して　さつえいするときは\nカメラのフレームから　{color[0000]}はみだしやすい{color[ffff]}ので　ちゅういしよう！
LT_Tips_056_Info	ポケモンが　{color[0000]}なかまといるとき{color[ffff]}だけ\nみられる　こうどうを　さがしてみよう！
LT_Tips_057_Info	ふくすうのポケモンを　さつえいするときは\n{color[0000]}バランスよく{color[ffff]}　とるようにしよう！
LT_Tips_058_Info	ふくすうのポケモンを　さつえいするときは\n{color[0000]}かぶって　かくれないよう{color[ffff]}　きをつけよう！
LT_Tips_059_Info	{color[0000]}しゅやくいがい{color[ffff]}のポケモンも　スコアに　えいきょうするので\nなるべく　{color[0000]}おおきく　うつるよう{color[ffff]}　いしきしてみよう！
LT_Tips_060_Info	{color[0000]}しゅやくいがい{color[ffff]}のポケモンも　スコアに　えいきょうするので\n{color[0000]}ポーズ{color[ffff]}も　きにしてみよう！
LT_Tips_061_Info	ポケモンと　いっしょにとると　スコアに　えいきょうする\n{color[0000]}とくべつなふうけい{color[ffff]}を　さがしてみよう！
LT_Tips_062_Info	{color[0000]}とくべつなふうけい{color[ffff]}を　さつえいするときは\n{color[0000]}むき{color[ffff]}にも　ちゅういしてみよう！
LT_Tips_063_Info	{color[0000]}ネオワンごう{color[ffff]}は　じどうで　ルートをはんべつして　すすむので　{color[0000]}カメラそうさ{color[ffff]}に　しゅうちゅうしよう。\nカメラ／ポインタのいどう： {[0301|00cd]} {[0302|00cd]}\nズーム：  \nさつえい： {[0303|00cd]}
LT_Tips_064_Info	{color[0000]}サーチ{color[ffff]}して　かくれているポケモンを　みつけたり\nあやしいところを　{color[0000]}ぶんせき{color[ffff]}してみよう。\nサーチ： {[0301|00cd]} でサーチ\nぶんせき：サーチしたあと　  に    をあわせて　{[0301|00cd]} をながおしして　ぶんせき
LT_Tips_065_Info	ポケモンにむかって　なげてみよう。\n{color[0000]}たべてくれたり{color[ffff]}　ちがうばしょに　{color[0000]}みちびいたり{color[ffff]}できる。\nふわりんご：    で　むきをきめて　{[0301|00cd]} で　なげる
LT_Tips_066_Info	ポケモンや　クリスタフラワーにむかって　なげてみよう。\n{color[0000]}イルミナげんしょう{color[ffff]}がおきて　ふだんとは　ちがうことが　おきるかもしれない。\nイルミナオーブ：    で　むきをきめて　{[0301|00cd]} で　なげる
