AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
Mis_Stage001_078_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}見到黑暗鴉\n吃輕蘋果時的樣子了呢！
Mis_Stage001_081_01_Head	飛著飛著嚇一跳
Mis_Stage001_081_01_Info1	我在傲骨燕飛過來時拍了照，\n結果好像嚇到牠們了！\n真希望能拍得再好一點～
Mis_Stage001_081_01_Info2	{[0a00|ffcd0200604f0200b359]}拍得好完美啊！\n真希望我也能\n拍出這樣的照片。
Mis_Stage001_086_01_Head	和女王陛下共舞
Mis_Stage001_086_01_Info1	三蜜蜂們最喜歡蜂女王了。\n除了牠們採集花蜜的模樣之外，\n{[0a00|ffcd0200604f0200b359]}也要仔細觀察看看其他的行動喔。
Mis_Stage001_086_01_Info2	牠們好像跳舞跳得很開心呢！\n一看這張照片就能感受到\n牠們的感情很好。
Mis_Stage001_087_01_Head	大哈欠
Mis_Stage001_087_01_Info1	土台龜打起哈欠來\n會是什麼樣子呢……？\n{[0a00|ffcd0200604f0200b359]}會不會有點好奇？
Mis_Stage001_087_01_Info2	哇～！好大的哈欠！\n牠大概睏得不得了吧。
Mis_Stage001_089_01_Head	為誰而工作？
Mis_Stage001_089_01_Info1	{[0a00|ffcd0200604f0200b359]}知道三蜜蜂們\n為什麼勤奮工作嗎？\n只要在這附近好好地觀察一番，\n說不定就能找到答案囉。
Mis_Stage001_089_01_Info2	嗯！沒錯！\n三蜜蜂們是在為\n蜂女王工作喔。
Mis_Stage001_091_01_Head	大移動的瞬間
Mis_Stage001_091_01_Info1	我看到巨蔓藤用\n很驚人的方式在移動！\n但我實在是拍不到。\n可以請{[0a00|ffcd0200604f0200b359]}幫忙嗎？
Mis_Stage001_091_01_Info2	這真是太震撼了！\n謝謝{[0a00|ffcd0200604f0200b359]}～！
Mis_Stage001_095_01_Head	公園之幻
Mis_Stage001_095_01_Info1	我來告訴{[0a00|ffcd0200604f0200b359]}一件好事吧！\n花海裡會躲著特別的寶可夢喔。\n牠高興的時候很～可愛呢！
Mis_Stage001_095_01_Info2	{[0a00|ffcd0200604f0200b359]}找到牠了呢！\n我覺得牠之前沒有在那裡，\n不過可能是因為牠長得像花，\n所以我就看漏了吧？
Mis_Stage001_097_01_Head	大草原上的頭錘比賽
Mis_Stage001_097_01_Info1	爆炸頭水牛牠們\n突然間就打起架來了！\n真是嚇了我一大跳呢！
Mis_Stage001_097_01_Info2	對！就是這樣！\n牠們頭上的毛蓬蓬鬆鬆的，\n所以才不會痛嗎……？
Mis_Stage001_099_01_Head	夜晚的安眠
Mis_Stage001_099_01_Info1	到了晚上，會有平時見不到的\n寶可夢在土台龜身旁睡覺喔。\n試著去找找看吧。
Mis_Stage001_099_01_Info2	{[0a00|ffcd0200604f0200b359]}成功找到牠了！\n說不定是因為仙子伊布那份\n能讓心情平靜下來的波動，\n所以小型的寶可夢們才睡得這麼甜喔。
Mis_Stage001_112_01_Head	單手倒立定格
Mis_Stage001_112_01_Info1	自然公園的敲音猴們\n偶爾會做出有趣的動作喔。\n仔細觀察看看吧。
Mis_Stage001_112_01_Info2	哦，{[0a00|ffcd0200604f0200b359]}調查成功啦！\n在仔細觀察的時候要是能碰巧\n看見牠們與平時不同的一面，\n就會讓人好開心，對不對？
Mis_Stage001_113_01_Head	花海中的3隻好友
Mis_Stage001_113_01_Info1	剛才啊，\n炎兔兒在開懷大笑呢！\n牠那個樣子實在是太～可愛了，\n真希望{[0a00|ffcd0200604f0200b359]}也能見到。
Mis_Stage001_113_01_Info2	對吧！對吧！\n是不是超～級可愛？
Mis_Stage003_001_01_Head	在海岸邊
Mis_Stage003_001_01_Info1	嘿，{[0a00|ffcd0200604f0200b359]}可要好～好聽清楚喔？\n皮卡丘去追輕蘋果後……\n接下來就是秘密了！
Mis_Stage003_001_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}看到啦！\n而且還拍到這麼酷的照片！\n很厲害嘛！
Mis_Stage003_023_01_Head	長翅鷗翻跟斗
Mis_Stage003_023_01_Info1	{[0a00|ffcd0200604f0200b359]}看過長翅鷗翻跟斗嗎？\n我們來比賽誰能先拍到那景象吧！
Mis_Stage003_023_01_Info2	咦！{[0a00|ffcd0200604f0200b359]}拍到了嗎！？\n那麼短的一瞬間，不可能吧～！\n{[0a00|ffcd0200604f0200b359]}是怎麼拍的啊～！
Mis_Stage003_050_01_Head	3隻排排坐
Mis_Stage003_050_01_Info1	前陣子我有看到\n椰蛋樹在睡午覺喔！\n牠那個模樣好可愛，\n真希望{[0a00|ffcd0200604f0200b359]}也能見到。
Mis_Stage003_050_01_Info2	哇～！竟然有3隻排在一起！\n牠們的感情很好呢～！
Mis_Stage003_052_01_Head	來！笑一個！
Mis_Stage003_052_01_Info1	看來美麗花好像會\n對搜尋做出反應。\n說不定這一點有助於\n讓{[0a00|ffcd0200604f0200b359]}拍出好照片喔。
Mis_Stage003_052_01_Info2	嗯嗯！真是張不錯的照片！\n{[0a00|ffcd0200604f0200b359]}拍得很好喔。
Mis_Stage003_056_01_Head	如同在揮動翅膀
Mis_Stage003_056_01_Info1	到了晚上，就能見到有\n綻放著粉紅色光芒的\n寶可夢在游泳喔。\n何不把牠當作下次的主角呢？
Mis_Stage003_056_01_Info2	嗯！這1張非常棒！\n拍得很好喔！
Mis_Stage003_059_01_Head	藏在沙子裡的傢伙
Mis_Stage003_059_01_Info1	有一隻章魚桶\n很在意沙子的周圍呢。\n應該會發生什麼事……\n我有這種預感！
Mis_Stage003_059_01_Info2	我的預感成真了！\n不過這對章魚桶來說，\n真是吃了點苦頭啊。
Mis_Stage003_063_01_Head	果然會搞錯
Mis_Stage003_063_01_Info1	聽說在某個地區，\n好勝蟹跟椰蛋樹之間\n有一點糾葛喔。\n在藍蒂爾地區不知是如何？
Mis_Stage003_063_01_Info2	對對對！\n好勝蟹似乎會把椰蛋樹跟\n海灘上的樹木給搞錯。
Mis_Stage003_071_01_Head	秀出最棒的肌肉
Mis_Stage003_071_01_Info1	這隻怪力總是\n面對著大海在擺姿勢呢。\n偶爾真想從正面\n看看牠的模樣啊～
Mis_Stage003_071_01_Info2	謝謝！\n牠的肌肉果然好驚人啊。
Mis_Stage003_080_01_Head	不經意的舉動
Mis_Stage003_080_01_Info1	{[0a00|ffcd0200604f0200b359]}看過章魚桶搔頭嗎？\n牠很～少出現這種舉動，\n所以很難拍到那一幕呢。
Mis_Stage003_080_01_Info2	沒錯！就是這個動作！\n很可愛對吧～！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我拍下來！
Mis_Stage003_083_01_Head	靜坐而待
Mis_Stage003_083_01_Info1	我說呀，這隻貓鼬斬\n好像在等待著什麼東西。\n{[0a00|ffcd0200604f0200b359]}覺得會是什麼呢？
Mis_Stage003_083_01_Info2	原來牠是在等待\n西獅海壬的演唱會！\n牠看起來好～幸福喔！
Mis_Stage003_085_01_Head	宿敵相見
Mis_Stage003_085_01_Info1	{[0a00|ffcd0200604f0200b359]}在海灘有見到\n飯匙蛇和貓鼬斬吧？\n大家都說牠們是勁敵關係，\n不知道在藍蒂爾會是如何呢？
Mis_Stage003_085_01_Info2	真是激烈的戰鬥！\n果然歷世歷代的勁敵關係\n可不是蓋的。
Mis_Stage003_098_01_Head	月夜的好啦魷
Mis_Stage003_098_01_Info1	嘿嘿！這張照片很棒吧？\n不過，一路上還有看到其他的好啦魷，\n所以我覺得應該能再多拍到一些才對。
Mis_Stage003_098_01_Info2	哦！很棒的照片耶！\n啊，{[0a00|ffcd0200604f0200b359]}拍到的好啦魷\n竟然比我還要多！呃～！
Mis_Stage003_101_01_Head	大還要更大
Mis_Stage003_101_01_Info1	沙丘娃會操縱其他的寶可夢\n來幫自己堆沙子喔。\n說不定能堆出比這都還要\n更大的沙丘呢。
Mis_Stage003_101_01_Info2	想不到竟然會變得這麼大。\n真是太驚人了！\n{[0a00|ffcd0200604f0200b359]}拍到很不得了的景象呢！
Mis_Stage004_040_01_Head	泡泡環
Mis_Stage004_040_01_Info1	{[0a00|ffcd0200604f0200b359]}看過海裡的寶可夢\n做出泡泡環在玩耍的時候嗎？
Mis_Stage004_040_01_Info2	對對對，就是這樣！\n保母曼波看起來很開心，\n這真是一張好照片。
Mis_Stage004_047_01_Head	幸福的四葉幸運草
Mis_Stage004_047_01_Info1	{[0a00|ffcd0200604f0200b359]}想不想拍出\n愛心魚的漂亮照片？\n這就是提示喔！去找找看吧！
Mis_Stage004_047_01_Info2	哇～！\n{[0a00|ffcd0200604f0200b359]}拍得好～漂亮呢！\n這張照片應該能拿去\n向朋友炫耀了吧？？
Mis_Stage004_079_01_Head	最愛的地方
Mis_Stage004_079_01_Info1	太陽珊瑚的枝條之間\n是愛心魚最愛的地方喔。\n{[0a00|ffcd0200604f0200b359]}去找找看牠們在一起的時候吧。
Mis_Stage004_079_01_Info2	{[0a00|ffcd0200604f0200b359]}找到了呢！\n我能感受到牠們彼此都很安心。\n這是一張好照片喔。
Mis_Stage004_088_01_Head	珍珠貝游游游
Mis_Stage004_088_01_Info1	珍珠貝是會游泳的喔。\n雖然在藍蒂爾不太能見到\n牠們自己在移動，但我還是\n希望{[0a00|ffcd0200604f0200b359]}也能見到這一幕呢。
Mis_Stage004_088_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}見到了啊！\n牠果然會在遇上危機時游泳呢。\n在這之後，牠還好嗎？
Mis_Stage004_111_00_01_Head	捲起漩渦的能量
Mis_Stage004_111_00_01_Info1	這一帶是霓光能反應\n特別強烈的地方。\n說不定弱丁魚也會有\n與平時不同的行為喔。
Mis_Stage004_111_00_01_Info2	果然霓光能與寶可夢的\n特別行為有關連……\n啊，抱歉！\n我想得太入神了。
Mis_Stage004_177_01_Head	海裡的社交舞
Mis_Stage004_177_01_Info1	毒刺水母會跳舞耶！\n而且是跟輕飄飄一起跳！\n啊～我好希望當時{[0a00|ffcd0200604f0200b359]}也在場！
Mis_Stage004_177_01_Info2	{[0a00|ffcd0200604f0200b359]}也看到啦！\n要是我又有發現好玩的場面，\n我會再告訴{[0a00|ffcd0200604f0200b359]}的！
Mis_Stage004_185_01_Head	七彩光芒
Mis_Stage004_185_01_Info1	在海裡調查的時候，\n我好像看見了什麼東西\n綻放著七彩的光芒。\n那到底是什麼呢？
Mis_Stage004_185_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！\n原來那是寶石海星的核心\n發出的光芒啊！
Mis_Stage004_189_01_Head	照亮海裡的光
Mis_Stage004_189_01_Info1	我拍下這張照片後，\n電燈怪就立刻被輕飄飄們抓住了！\n真想知道牠後來怎麼樣了～！
Mis_Stage004_189_01_Info2	原來牠可以這樣反擊啊！\n電燈怪太酷啦！
Mis_Stage004_191_01_Head	光線照射的洞窟
Mis_Stage004_191_01_Info1	這一帶的氛圍\n好像有點不同呢。\n應該會發生什麼事……\n我有這種預感！
Mis_Stage004_191_01_Info2	我的預感成真了！\n燈籠魚們是喜歡\n在這裡做日光浴嗎？
Mis_Stage004_193_01_Head	膨脹之後
Mis_Stage004_193_01_Info1	我正要拍下膨脹的千針魚時，\n牠就在一瞬間不知飛到哪裡去了！\n結果我完全沒拍到～！
Mis_Stage004_193_01_Info2	真的假的！這是{[0a00|ffcd0200604f0200b359]}拍的喔！\n牠速度那麼快，{[0a00|ffcd0200604f0200b359]}竟然還能拍到！
Mis_Stage004_196_01_Head	響徹海底的聲音
Mis_Stage004_196_01_Info1	菲爾拍的這場面很有震撼力，\n是張好照片沒錯。\n不過，我覺得還會有更好的拍攝時機。
Mis_Stage004_196_01_Info2	哦哦！真不錯！\n這張照片能讓人感受到\n洛奇亞的威嚴。非常出色喔。
Mis_Stage004_209_01_Head	多樣的舞姿
Mis_Stage004_209_01_Info1	拍得很可愛對吧？\n不過，牠好像還會\n伸長脖子跳舞。\n那種樣子我也想看看呢～
Mis_Stage004_209_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}～！\n這種舞也很可愛耶！
Mis_Stage004_223_01_Head	尋找寶石海星
Mis_Stage004_223_01_Info1	霓虹魚的胸鰭非常靈巧喔。\n仔細觀察看看它能做\n什麼樣的事情吧。
Mis_Stage004_223_01_Info2	哦！拍得真好！\n對對對，\n牠能用胸鰭挖沙子喔。
Mis_Stage004_238_01_01_Head	前往海底
Mis_Stage004_238_01_01_Info1	我看到了超酷的景象喔！\n輕飄飄把保母曼波給……\n接下來就是秘密了！
Mis_Stage004_238_01_01_Info2	啊！{[0a00|ffcd0200604f0200b359]}也看到了嗎～\n什麼，牠抱著保母曼波！？\n居然還有這種事啊～
Mis_Stage004_251_01_Head	壓箱的一擊
Mis_Stage004_251_01_Info1	鋼炮臂蝦打起水仗時\n是不是很帥氣啊！？\n牠們偶爾會發射出超酷的水砲彈，\n但實在是很難拍到呢～
Mis_Stage004_251_01_Info2	哦哦哦！{[0a00|ffcd0200604f0200b359]}竟然拍到了！\n這是怎麼拍的？\n快告訴我啦～！
Mis_Stage004_258_01_Head	具甲武者的修行
Mis_Stage004_258_01_Info1	生活在海底的具甲武者們……\n牠們彼此究竟是什麼關係呢？
Mis_Stage004_258_01_Info2	原來如此！是一起修行的夥伴！\n……差不多就是這種關係吧。\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage005_011_01_Head	居合斬的瞬間
Mis_Stage005_011_01_Info1	{[0a00|ffcd0200604f0200b359]}看這張！\n長尾怪手俐落的一斬，超厲害的耶！\n要是我能再快點按下快門就好了……
Mis_Stage005_011_01_Info2	哦哦哦，這張太酷啦！\n呃～！我也要再去拍一次！
Mis_Stage005_012_01_Head	甜竹竹奇遇記
Mis_Stage005_012_01_Info1	欸欸，我們用甜竹竹當主角，\n比賽一下誰拍的照片比較酷吧！
Mis_Stage005_012_01_Info2	咦！甜竹竹竟然會有這種反應喔！\n嗯～這個……\n我們的勝負就留到下次吧！
Mis_Stage005_013_01_Head	鐵甲蛹在上方
Mis_Stage005_013_01_Info1	鐵甲蛹還會用絲把自己掛著喔。\n仔細觀察看看吧。
Mis_Stage005_013_01_Info2	對，就是這樣！\n以前我也拍了很多這種照片呢。
Mis_Stage005_014_01_Head	喜歡的花粉是？
Mis_Stage005_014_01_Info1	話說，狩獵鳳蝶是不是\n也會吃妙蛙花的花粉呢？
Mis_Stage005_014_01_Info2	謝謝！看來牠也會吃\n妙蛙花的花粉呢！\n原來如此～
Mis_Stage005_018_01_Head	叢林裡的好友搭檔
Mis_Stage005_018_01_Info1	我見到烏波和甜竹竹\n好像玩得很開心喔。\n牠們實在是太～可愛了，\n真想讓{[0a00|ffcd0200604f0200b359]}也看看呢。
Mis_Stage005_018_01_Info2	啊！{[0a00|ffcd0200604f0200b359]}看到了啊～！\n怎麼樣？好～可愛對不對！
Mis_Stage005_028_01_Head	在叢林裡勤工作
Mis_Stage005_028_01_Info1	小篤兒經常在銃嘴大鳥的\n巢附近飛來飛去呢。\n牠是在做什麼呢？
Mis_Stage005_028_01_Info2	原來如此！牠在把果實\n搬到銃嘴大鳥的巢裡去啊！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查。
Mis_Stage005_030_01_Head	在巨木裡生活的寶可夢
Mis_Stage005_030_01_Info1	在超大棵的樹發光的時候，\n有寶可夢飛了過來呢！\n那到底是什麼啊？？
Mis_Stage005_030_01_Info2	原來是銃嘴大鳥！這樣啊～！\n也對，畢竟牠就住在這裡嘛。
Mis_Stage005_031_01_Head	入水的瞬間
Mis_Stage005_031_01_Info1	{[0a00|ffcd0200604f0200b359]}看過沼王\n跳進湖裡的樣子嗎？\n這是個很好的練習機會，\n{[0a00|ffcd0200604f0200b359]}去試著捕捉最佳瞬間吧。
Mis_Stage005_031_01_Info2	嗯嗯。非常完美！\n{[0a00|ffcd0200604f0200b359]}拍到了很有躍動感的好照片喔！
Mis_Stage005_053_01_Head	果實的去向
Mis_Stage005_053_01_Info1	小篤兒倉庫裡的果實都不見了。\n白天的時候明明都還在的。\n這到底是消失到哪裡去了呢？
Mis_Stage005_053_01_Info2	原來是被請假王吃掉了！\n明明那些都是小篤兒\n收集來的果實啊。
Mis_Stage005_057_01_Head	讓翅膀歇一歇的時間
Mis_Stage005_057_01_Info1	遠古巨蜓總是匆忙地飛來飛去，\n不過，{[0a00|ffcd0200604f0200b359]}當然也會想瞧瞧\n牠在休息的模樣吧。
Mis_Stage005_057_01_Info2	牠的休息方式真令人驚訝呢！\n這是牠覺得輕鬆的姿勢嗎？
Mis_Stage005_058_01_Head	美麗的姿態
Mis_Stage005_058_01_Info1	我看到酷豹用後腳\n站著的瞬間喔！\n雖然沒有拍到，\n還是好想再看一次啊～
Mis_Stage005_058_01_Info2	哇！謝謝{[0a00|ffcd0200604f0200b359]}～！\n牠好修長，好～漂亮對不對！
Mis_Stage005_092_01_Head	交朋友大作戰
Mis_Stage005_092_01_Info1	{[0a00|ffcd0200604f0200b359]}不覺得很難讓葉伊布\n主動來靠近我們嗎？\n我好想要給牠輕蘋果，\n和牠交個朋友喔～
Mis_Stage005_092_01_Info2	葉伊布居然靠得這麼近！\n而且牠正在吃輕蘋果呢～！
Mis_Stage005_103_01_Head	今天的晚餐
Mis_Stage005_103_01_Info1	睡睡菇除了會吸取樹木的養分之外，\n不知道會不會吃下像是\n輕蘋果之類的其他東西呢？
Mis_Stage005_103_01_Info2	謝謝！\n知道牠會吃其他東西\n真是太好了！
Mis_Stage005_105_01_Head	3隻力量大
Mis_Stage005_105_01_Info1	我看到遠古巨蜓\n從這附近飛了出去。\n是發生了什麼事嗎？
Mis_Stage005_105_01_Info2	哦哦～！原來是3隻阿利多斯\n一起打敗了遠古巨蜓啊！\n好～酷喔！
Mis_Stage005_114_01_Head	來自草叢
Mis_Stage005_114_01_Info1	我在這附近聽見了\n寶可夢的叫聲……\n那隻寶可夢會在哪裡呢？
Mis_Stage005_114_01_Info2	原來是淚眼蜥啊！\n牠的肚子餓了嗎？
Mis_Stage005_115_01_Head	被怒瞪的妙蛙花
Mis_Stage005_115_01_Info1	這張照片是菲爾拍的。\n我剛才正好告訴了他，\n要將眼前的事情看到最後一刻，\n才稱得上是一流的攝影師喔。
Mis_Stage005_115_01_Info2	哦哦！{[0a00|ffcd0200604f0200b359]}拍回來了啊！\n剛才菲爾也一邊在準備，\n一邊喊著「我要雪恥～！」喔。
Mis_Stage005_116_01_Head	阿柏怪也是會大意
Mis_Stage005_116_01_Info1	阿柏怪在樹上睡覺，\n都不會摔下來嗎？\n之前我聽到好大的聲音，\n該不會是……
Mis_Stage005_116_01_Info2	哇！我之前聽到的\n果然是阿柏怪摔下來的聲音！
Mis_Stage005_123_01_Head	叢林之幻
Mis_Stage005_123_01_Info1	如果能拍到那隻夢幻\n吃著輕蘋果的瞬間，\n那一定是件很不得了的事吧。
Mis_Stage005_123_01_Info2	竟然能拍到這麼罕見的景象，\n{[0a00|ffcd0200604f0200b359]}果然很厲害呢！
Mis_Stage005_124_01_Head	在不同於平常的地方
Mis_Stage005_124_01_Info1	我對安瓢蟲有種\n總是邊飛邊進食的印象，\n不知道牠在地上時會如何呢？\n可以請{[0a00|ffcd0200604f0200b359]}去調查嗎？
Mis_Stage005_124_01_Info2	嗯！即使是在地上\n牠也會好好地吃東西呢。\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage005_131_01_Head	為什麼不動呢？
Mis_Stage005_131_01_Info1	嗯～這隻巨沼怪\n一動也不動呢。\n是沒有精神嗎？
Mis_Stage005_131_01_Info2	哇～{[0a00|ffcd0200604f0200b359]}是怎麼辦到的！？\n既然牠這麼有精神，我就放心了！\n難道牠之前只是睏了嗎？
Mis_Stage006_024_01_Head	搖曳的火焰
Mis_Stage006_024_01_Info1	在冬天雪景的照片中\n不小心拍到了火焰。\n那究竟是什麼呢？
Mis_Stage006_024_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！\n原來那是九尾的鬼火啊。
Mis_Stage006_044_01_Head	所有季節聚集之處
Mis_Stage006_044_01_Info1	這裡是個不可思議的地方呢。\n說不定能看到通常\n不可能出現的景象喔。
Mis_Stage006_044_01_Info2	這真是太厲害了！\n這麼棒的1張照片，\n其他人可是模仿不來的喔！
Mis_Stage006_077_01_Head	令心情平靜的空氣
Mis_Stage006_077_01_Info1	莉塔和菲爾都說太陽伊布\n不願意吃自己給的輕蘋果呢。\n如果是{[0a00|ffcd0200604f0200b359]}給牠的話，不知道會怎樣呢？
Mis_Stage006_077_01_Info2	哦！牠吃了呢！\n或許是{[0a00|ffcd0200604f0200b359]}帶來的空氣\n能讓牠感受到莫名的安心喔。
Mis_Stage006_106_01_Head	奇妙的渡河法
Mis_Stage006_106_01_Info1	{[0a00|ffcd0200604f0200b359]}聽我說！前一陣子，\n我看到妙蛙種子在水面上\n溜～地前進耶！\n我可沒騙{[0a00|ffcd0200604f0200b359]}喔！
Mis_Stage006_106_01_Info2	{[0a00|ffcd0200604f0200b359]}看，牠是不是在水面上……\n咦？原來牠是乘著蓮葉童子啊！\n好吧！不過，牠真的是有\n溜～地前進對吧？
Mis_Stage006_108_01_Head	美納斯的大跳躍
Mis_Stage006_108_01_Info1	{[0a00|ffcd0200604f0200b359]}看這張！很帥氣吧！\n不過，{[0a00|ffcd0200604f0200b359]}不覺得牠好像\n還能跳出更酷的跳躍嗎？\n欸，{[0a00|ffcd0200604f0200b359]}去幫我看看嘛！
Mis_Stage006_108_01_Info2	哦哦哦，謝啦～！\n這個跳躍也太誇張了！\n總有一天，我也想用\n我的相機去拍下來呢。
Mis_Stage006_197_01_Head	高興的瞬間
Mis_Stage006_197_01_Info1	{[0a00|ffcd0200604f0200b359]}有沒有看過蓮葉童子\n高興得不得了模樣？\n我有看過喔！\n下次我把照片給{[0a00|ffcd0200604f0200b359]}看！
Mis_Stage006_197_01_Info2	呃，{[0a00|ffcd0200604f0200b359]}也拍到了啊！\n哦～～這樣啊……\n欸，我拍的還是比較酷！\n不過，得等下次才能給{[0a00|ffcd0200604f0200b359]}看囉！
Mis_Stage006_199_01_Head	掀起強風
Mis_Stage006_199_01_Info1	據說狡猾天狗能夠操縱風呢。\n{[0a00|ffcd0200604f0200b359]}也很想看看那幅景象吧？
Mis_Stage006_199_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}見到了啊！\n嗯～這落英繽紛真是美極了！
Mis_Stage006_200_01_Head	樹海之幻
Mis_Stage006_200_01_Info1	散布在樹海裡的多座遺跡……\n時拉比或許是在等待夥伴呢。
Mis_Stage006_200_01_Info2	牠果然是在等待夥伴呢！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage006_204_01_Head	魔法冬景
Mis_Stage006_204_01_Info1	沙奈朵和其他寶可夢們\n好像開～心得不得了！\n牠們是在做什麼呢？
Mis_Stage006_204_01_Info2	哇～！好～漂亮喔！\n雪的結晶就像花一樣呢！
Mis_Stage006_210_01_Head	倒吊捉迷藏
Mis_Stage006_210_01_Info1	欸欸，{[0a00|ffcd0200604f0200b359]}有沒有發現過變隱龍？\n牠們偶～爾會用\n很好玩的姿勢出現喔！
Mis_Stage006_210_01_Info2	太酷了～！\n{[0a00|ffcd0200604f0200b359]}拍得一清二楚耶！\n這不會很難拍到嗎？
Mis_Stage006_228_01_Head	小憩片刻
Mis_Stage006_228_01_Info1	君主蛇總是很莊重嚴肅的樣子呢。\n牠有沒有好好放鬆睡覺的時候呢？
Mis_Stage006_228_01_Info2	哇～君主蛇正在睡覺耶～！\n原來牠也有像這樣\n放鬆下來的時候呢！
Mis_Stage006_230_01_Head	蛋的調查
Mis_Stage006_230_01_Info1	如果是夏天，說不定在\n高傲雉雞的巢裡會有蛋喔。\n{[0a00|ffcd0200604f0200b359]}可以去幫我拍張照片回來嗎？
Mis_Stage006_230_01_Info2	{[0a00|ffcd0200604f0200b359]}幫我去調查了呀！\n這會是很寶貴的資料。\n謝謝{[0a00|ffcd0200604f0200b359]}！
Mis_Stage006_246_01_Head	頑皮的朋友
Mis_Stage006_246_01_Info1	我聽見很開心的聲音從\n正在飛的老翁龍那裡傳來喔！\n我想一定是有寶可夢乘在牠身上，\n可是看不出來是什麼。
Mis_Stage006_246_01_Info2	原來是頑皮熊貓啊！\n牠好像開～心得不得了呢！
Mis_Stage006_249_01_Head	在空中飛舞的岩石
Mis_Stage006_249_01_Info1	{[0a00|ffcd0200604f0200b359]}不覺得這個浮在空中的\n石頭很令人在意嗎？\n我想這應該是\n寶可夢的力量造成的……
Mis_Stage006_249_01_Info2	原來如此，\n是妙喵們合力造成的啊。\n解決了疑問，這下我舒暢多了。
Mis_Stage006_253_01_Head	森林守衛潛藏的一面
Mis_Stage006_253_01_Info1	雖然朽木妖給人的印象有點恐怖，\n但牠也有不同的一面喔。\n仔細觀察看看吧。
Mis_Stage006_253_01_Info2	沒錯。朽木妖似乎對\n棲息在森林裡的寶可夢們\n非常友善呢。
Mis_Stage006_257_01_Head	警戒的信號
Mis_Stage006_257_01_Info1	穿著熊在警戒時會大動作的揮手。\n{[0a00|ffcd0200604f0200b359]}在拍攝時要當心那個舉動喔。
Mis_Stage006_257_01_Info2	咦！{[0a00|ffcd0200604f0200b359]}拍回來了嗎！？\n雖然身為一位攝影師，我能了解\n{[0a00|ffcd0200604f0200b359]}想拍下來的心情，但……\n好吧，在新壹號裡應該是安全的。
Mis_Stage006_260_01_Head	生氣的老翁龍
Mis_Stage006_260_01_Info1	聽說老翁龍生氣起來\n超～嚇人的耶。\n{[0a00|ffcd0200604f0200b359]}也要小心喔！
Mis_Stage006_260_01_Info2	哇啊！別嚇我啊！\n雖然我才不怕咧。\n{[0a00|ffcd0200604f0200b359]}不准再惹牠生氣了喔！
Mis_Stage006_263_01_Head	迷路的四季鹿
Mis_Stage006_263_01_Info1	我總覺得這隻萌芽鹿\n一直在找什麼東西呢。\n牠是跟四季鹿走散了嗎？
Mis_Stage006_263_01_Info2	太好了！牠們見到面了！\n是{[0a00|ffcd0200604f0200b359]}幫牠帶路的嗎？\n太厲害了，真了不起。謝謝{[0a00|ffcd0200604f0200b359]}！
Mis_Stage006_267_01_Head	龍的志氣
Mis_Stage006_267_01_Info1	雖然啃果蟲總是躲在蘋果裡，\n不過在危急時，牠還是會威嚇的。\n{[0a00|ffcd0200604f0200b359]}有沒有看過呢？
Mis_Stage006_267_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}幫我拍回來了啊！\n有種「不愧是龍屬性！」的感覺呢。
Mis_Stage007_005_01_Head	火候難調整
Mis_Stage007_005_01_Info1	我丟出輕蘋果後\n火稚雞馬上就噴了一口大火，\n讓輕蘋果瞬間就變成焦炭了！\n嚇得我都忘記要拍下來啦。
Mis_Stage007_005_01_Info2	那火焰果然好猛啊！\n不過，火稚雞沒吃到輕蘋果\n說不定很失望。\n我們再去給牠1個吧！
Mis_Stage007_022_01_Head	互動綠洲
Mis_Stage007_022_01_Info1	我看到火稚雞\n站在河馬獸的頭上喔！\n真想讓{[0a00|ffcd0200604f0200b359]}也看看呢～
Mis_Stage007_022_01_Info2	啊！{[0a00|ffcd0200604f0200b359]}看到了啊～！\n牠們要好的感覺很棒吧！
Mis_Stage007_027_01_Head	用尾巴擺姿勢
Mis_Stage007_027_01_Info1	鉗尾蠍的尾巴很有特色吧？\n不知道牠會不會用尾巴\n擺出什麼奇特的姿勢？
Mis_Stage007_027_01_Info2	嗯！真不錯！\n能拍到寶可夢活力十足的照片，\n果然很讓人開心呢。
Mis_Stage007_036_01_Head	輕蘋果的去向
Mis_Stage007_036_01_Info1	我把輕蘋果給了\n在龍捲風裡的寶可夢，\n但牠沒有吃，而是把輕蘋果帶走了。\n這是為什麼呢？
