AlbumSave_UI.msbt
AlbumSave_Top_Help	请选择想要保存到相册的照片。
Mis_Stage004_079_01_Info1	太阳珊瑚的枝条间\n是爱心鱼的最爱的地方。\n去找找它们在一起的时候吧。
Mis_Stage004_079_01_Info2	你找到它们啦！\n这张照片拍得真好，一看\n就知道它们彼此都很舒心。
Mis_Stage004_088_01_Head	游泳的珍珠贝
Mis_Stage004_088_01_Info1	珍珠贝可是会游泳的。\n虽然在蓝蒂尔地区\n很少见到它们靠自己活动，\n但还是希望你能看到啊。
Mis_Stage004_088_01_Info2	啊！你看到啦！\n果然它在遇到危机时\n就会游泳啊。\n之后它没什么事吧？
Mis_Stage004_111_00_01_Head	卷起漩涡的能量
Mis_Stage004_111_00_01_Info1	这一带有很强的\n霓光能反应。\n弱丁鱼说不定会\n做出不同于平时的行动。
Mis_Stage004_111_00_01_Info2	果然霓光能与特别的行动\n之间存在某种关联……\n啊，不好意思！\n我只顾着想问题了。
Mis_Stage004_177_01_Head	海里的社交舞
Mis_Stage004_177_01_Info1	毒刺水母可是会跳舞的！\n而且是和轻飘飘一起跳！\n啊～我也想让你看看来着！
Mis_Stage004_177_01_Info2	你也看到啦！\n等我再发现好玩的事时\n再告诉你吧！
Mis_Stage004_185_01_Head	七彩的光芒
Mis_Stage004_185_01_Info1	在海里调查的时候，\n好像看到了某样\n闪耀着七彩光芒的物体。\n那到底是什么呢？
Mis_Stage004_185_01_Info2	谢谢你特地去调查！\n那原来是宝石海星的\n核心部分所发出的光芒啊！
Mis_Stage004_189_01_Head	照亮海里的光
Mis_Stage004_189_01_Info1	拍完这张后，电灯怪马上就被\n轻飘飘们给捉住了！\n真想知道它后来怎么样了～！
Mis_Stage004_189_01_Info2	原来还能这么反击啊！\n电灯怪真厉害！
Mis_Stage004_191_01_Head	光芒照进洞窟
Mis_Stage004_191_01_Info1	这附近的气氛\n有点不一样啊。\n我有种预感……\n有什么事要发生！
Mis_Stage004_191_01_Info2	预感成真了！\n看来灯笼鱼们喜欢\n在这里晒日光浴啊。
Mis_Stage004_193_01_Head	膨胀之后
Mis_Stage004_193_01_Info1	我刚要拍摄千针鱼膨胀时的样子，\n它就瞬间不知道飞到哪里去了！\n结果什么都没拍到～！
Mis_Stage004_193_01_Info2	真的假的？你拍到它了？\n它跑得那么快你还能拍下来，真有你的！
Mis_Stage004_196_01_Head	响彻海底的声音
Mis_Stage004_196_01_Info1	菲尔拍的这张照片很有震撼力。\n虽然还不错，但我觉得\n还会有更好的拍摄时机。
Mis_Stage004_196_01_Info2	哦哦！不错啊！\n这张照片能让人感觉到洛奇亚的威严，\n拍得真不错。
Mis_Stage004_209_01_Head	多样的舞姿
Mis_Stage004_209_01_Info1	拍得很可爱对吧？\n不过，我听说它有时\n还会伸长脖子跳舞呢。\n我也好想看看那是什么样啊。
Mis_Stage004_209_01_Info2	谢谢你～！\n这种舞蹈也很可爱呢！
Mis_Stage004_223_01_Head	寻找宝石海星
Mis_Stage004_223_01_Info1	霓虹鱼的胸鳍相当灵巧。\n你仔细观察一下\n它都会做些什么吧。
Mis_Stage004_223_01_Info2	哦！拍得很好！\n没错没错，\n它能用胸鳍挖沙子。
Mis_Stage004_238_01_01_Head	前往海底
Mis_Stage004_238_01_01_Info1	我看到了特厉害的一幕！\n轻飘飘把保姆曼波给……\n接下来就是秘密了！
Mis_Stage004_238_01_01_Info2	啊！你也看到啦～\n什么？它抱着保姆曼波！？\n竟然还有这种事啊。
Mis_Stage004_251_01_Head	一发杀手锏
Mis_Stage004_251_01_Info1	钢炮臂虾的水仗\n打得很帅吧！？\n它们偶尔会发出很厉害的水弹，\n但真的很难拍到啊。
Mis_Stage004_251_01_Info2	哦哦哦，你竟然拍到啦！\n怎么拍的啊？\n快告诉我吧～！
Mis_Stage004_258_01_Head	具甲武者的修行
Mis_Stage004_258_01_Info1	这些栖息在海底的\n具甲武者们……\n它们之间到底是\n什么关系呢？
Mis_Stage004_258_01_Info2	原来如此！它们是类似……\n修行伙伴般的关系啊。\n谢谢你特地去调查！
Mis_Stage005_011_01_Head	居合斩的瞬间
Mis_Stage005_011_01_Info1	看这张！当时长尾怪手\n咔嚓一下劈过去，可厉害啦！\n如果我能早点\n按下快门就好了……
Mis_Stage005_011_01_Info2	哦哦哦，这张拍得真厉害！\n唔～我也要再去拍一次！
Mis_Stage005_012_01_Head	甜竹竹奇遇记
Mis_Stage005_012_01_Info1	喂，喂，咱们比比\n谁拍的甜竹竹更棒吧！
Mis_Stage005_012_01_Info2	咦！甜竹竹还会有这种反应？\n这个……\n比赛留到下一次吧。
Mis_Stage005_013_01_Head	从上方出现的铁甲蛹
Mis_Stage005_013_01_Info1	铁甲蛹还会用丝\n把自己吊起来呢。\n你仔细观察一下吧。
Mis_Stage005_013_01_Info2	就是这样！\n以前我也拍了\n好多这种照片。
Mis_Stage005_014_01_Head	喜欢的花粉是？
Mis_Stage005_014_01_Info1	说起来，\n狩猎凤蝶会不会吃\n妙蛙花的花粉呢？
Mis_Stage005_014_01_Info2	谢谢！原来它们\n也会吃妙蛙花的花粉啊！\n我才知道呢。
Mis_Stage005_018_01_Head	丛林里的亲密组合
Mis_Stage005_018_01_Info1	我看到乌波和甜竹竹\n好像玩得很开心的样子。\n它们实在是太可爱了，\n真想让你也看看。
Mis_Stage005_018_01_Info2	啊，原来你看到了啊～！\n怎么样？是不是很可爱？
Mis_Stage005_028_01_Head	丛林里的劳动者
Mis_Stage005_028_01_Info1	小笃儿常在铳嘴大鸟的\n鸟巢附近飞来飞去，\n那是在做什么呢？
Mis_Stage005_028_01_Info2	原来如此！它在往铳嘴大鸟的\n鸟巢里搬运果实啊！\n谢谢你特地去调查。
Mis_Stage005_030_01_Head	在巨树里生活的宝可梦
Mis_Stage005_030_01_Info1	巨大的树木发光的时候，\n有只宝可梦飞了过来！\n那到底是什么宝可梦啊？？
Mis_Stage005_030_01_Info2	是铳嘴大鸟啊！原来如此！\n也是，毕竟它住在这里啊。
Mis_Stage005_031_01_Head	跳入的瞬间
Mis_Stage005_031_01_Info1	你见到过往湖里跳的沼王吗？\n这是个很好的练习机会，\n你试着抓住最好的拍摄时机吧。
Mis_Stage005_031_01_Info2	嗯嗯，拍得漂亮！\n看起来活灵活现的，\n这张照片拍得真不错！
Mis_Stage005_053_01_Head	果实的下落
Mis_Stage005_053_01_Info1	小笃儿仓库里的\n果实不见了哎。\n白天应该还在的，\n到底去哪儿了呢？
Mis_Stage005_053_01_Info2	原来是被请假王吃掉了！\n那可是小笃儿\n努力收集来的果实啊。
Mis_Stage005_057_01_Head	让翅膀休息的时间
Mis_Stage005_057_01_Info1	远古巨蜓总是飞来飞去\n显得很忙。也想看看\n它们休息时的样子啊。
Mis_Stage005_057_01_Info2	我很惊讶它居然会这样休息！\n用这个姿势休息会很轻松吗？
Mis_Stage005_058_01_Head	美丽的姿态
Mis_Stage005_058_01_Info1	我看到了酷豹\n用后脚站立的瞬间哦！\n可惜我没拍到照片，\n真想再看一次啊～
Mis_Stage005_058_01_Info2	哇！谢谢～！\n它修长的模样很漂亮对吧！
Mis_Stage005_092_01_Head	亲密大作战
Mis_Stage005_092_01_Info1	叶伊布好像不怎么\n靠近我们呢……\n好想给它轻苹果，\n和它好好相处啊～
Mis_Stage005_092_01_Info2	叶伊布居然靠得这么近！\n而且它愿意吃轻苹果呢～！
Mis_Stage005_103_01_Head	今天的晚餐
Mis_Stage005_103_01_Info1	睡睡菇除了吸食树木的\n养分之外会吃别的东西吗？\n比如轻苹果？
Mis_Stage005_103_01_Info2	谢谢！\n能知道它会吃轻苹果\n真是太好了！
Mis_Stage005_105_01_Head	3只力量大
Mis_Stage005_105_01_Info1	有只远古巨蜓\n从这附近飞走了，\n到底发生了什么事？
Mis_Stage005_105_01_Info2	哦哦～！原来是3只阿利多斯\n打赢了远古巨蜓！厉害啊！
Mis_Stage005_114_01_Head	来自草丛
Mis_Stage005_114_01_Info1	我在这附近\n听到了叫声……\n是从哪里发出来的呢？
Mis_Stage005_114_01_Info2	原来是泪眼蜥啊！\n它是肚子饿了吗？
Mis_Stage005_115_01_Head	被盯上的妙蛙花
Mis_Stage005_115_01_Info1	这张照片是菲尔拍的。\n我刚刚告诉他，\n想当一流的摄影师，\n就要关注到最后一刻。
Mis_Stage005_115_01_Info2	哦哦！你拍回来啦！\n菲尔刚才也在做准备，\n还嚷嚷着要一雪前耻呢。
Mis_Stage005_116_01_Head	阿柏怪也会大意
Mis_Stage005_116_01_Info1	阿柏怪它睡在树上不会掉下来吗？\n之前我听到了很大的声音，\n难不成是……
Mis_Stage005_116_01_Info2	哇！我之前听到的果然是\n阿柏怪掉下来的声音啊！
Mis_Stage005_123_01_Head	丛林之幻
Mis_Stage005_123_01_Info1	如果能拍到\n那只梦幻吃轻苹果的瞬间，\n一定是个不得了的事吧。
Mis_Stage005_123_01_Info2	你果然厉害！\n竟然能拍到这种罕见的景象。
Mis_Stage005_124_01_Head	在不同于平常的地方
Mis_Stage005_124_01_Info1	安瓢虫给人的印象一般都是\n在边飞边吃东西。\n但它在地上会怎么样呢？\n能请你调查一下吗？
Mis_Stage005_124_01_Info2	嗯！它在地上\n也能好好吃东西啊。\n谢谢你帮我调查！
Mis_Stage005_131_01_Head	为什么不动？
Mis_Stage005_131_01_Info1	嗯～这只巨沼怪\n完全不动呢。\n是没有精神吗？
Mis_Stage005_131_01_Info2	哇～你是怎么做到的！？\n知道它这么有精神，真是太好了！\n之前该不会只是犯困了吧？
Mis_Stage006_024_01_Head	摇曳的火焰
Mis_Stage006_024_01_Info1	冬天的雪景照里\n拍到了火焰。\n那到底是什么呢？
Mis_Stage006_024_01_Info2	谢谢你特地去调查！\n原来那是九尾的鬼火啊。
Mis_Stage006_044_01_Head	全部季节集合之处
Mis_Stage006_044_01_Info1	这地方真不可思议。\n说不定在这里能看到\n通常不可能出现的景象。
Mis_Stage006_044_01_Info2	这可厉害了！\n这么棒的照片\n其他人可学不来！
Mis_Stage006_077_01_Head	令人安心的感觉
Mis_Stage006_077_01_Info1	莉塔和菲尔都说太阳伊布\n不吃自己给的轻苹果，\n要是你给的话会怎么样呢？
Mis_Stage006_077_01_Info2	哦！太阳伊布吃了啊！\n说不定这是由于\n你拥有一种能让它\n感到安心的气质吧。
Mis_Stage006_106_01_Head	奇妙的渡河法
Mis_Stage006_106_01_Info1	你听我说！前阵子我看到\n妙蛙种子在水上\n咻～地一下漂了过去！\n我可没骗你！
Mis_Stage006_106_01_Info2	你看，它是不是在水上……\n咦？原来是乘在莲叶童子身上了啊！\n算了！不过它的确是\n咻～地一下漂过去的吧？
Mis_Stage006_108_01_Head	美纳斯的大跳跃
Mis_Stage006_108_01_Info1	看看这个！很帅吧？\n不过，你不觉得\n它还能跳得更帅吗？\n怎么样？帮我去看看吧！
Mis_Stage006_108_01_Info2	哦哦哦，谢啦！\n跳得太帅了！\n总有一天，我也要\n用这台相机拍下来。
Mis_Stage006_197_01_Head	高兴的瞬间
Mis_Stage006_197_01_Info1	你见过莲叶童子\n特别高兴时的模样吗？\n我就看过！\n下次给你看照片吧！
Mis_Stage006_197_01_Info2	哎哟，你也拍回来啦！\n哦～～～……\n不过还是我拍得更厉害！\n还是等下次再给你看吧！
Mis_Stage006_199_01_Head	刮起强风
Mis_Stage006_199_01_Info1	据说狡猾天狗能够操纵风。\n真想见识一下那个场景，\n你说是不是？
Mis_Stage006_199_01_Info2	哦！你看到了啊！\n嗯～落英缤纷的景象真漂亮！
Mis_Stage006_200_01_Head	树海之幻
Mis_Stage006_200_01_Info1	分布在树海里的几座遗迹……\n时拉比可能是在等它的伙伴吧。
Mis_Stage006_200_01_Info2	它果然是在等伙伴啊！\n谢谢你帮我调查！
Mis_Stage006_204_01_Head	冬景的魔法
Mis_Stage006_204_01_Info1	沙奈朵和其他宝可梦们\n看起来玩得很开心啊！\n它们在做什么呢？
Mis_Stage006_204_01_Info2	哇！好漂亮～！\n雪的结晶好像花朵一样！
Mis_Stage006_210_01_Head	倒吊捉迷藏
Mis_Stage006_210_01_Info1	话说啊，你遇到过变隐龙吗？\n它们偶尔会用\n特别好玩的姿势窜出来！
Mis_Stage006_210_01_Info2	真厉害！\n你拍得真清楚！\n这挺难拍的吧？
Mis_Stage006_228_01_Head	小憩片刻
Mis_Stage006_228_01_Info1	君主蛇看起来总是很严肃呢。\n你说，它会好好放松睡觉吗？
Mis_Stage006_228_01_Info2	哇～君主蛇正在睡觉～！\n原来它也会有这样\n放松下来的时候啊！
Mis_Stage006_230_01_Head	蛋的调查
Mis_Stage006_230_01_Info1	在夏天，或许能在\n高傲雉鸡的巢里找到蛋。\n你可以去拍摄一下\n蛋的照片吗？
Mis_Stage006_230_01_Info2	你去调查了啊！\n这可是很珍贵的资料，\n谢谢你！
Mis_Stage006_246_01_Head	顽皮的朋友
Mis_Stage006_246_01_Info1	老翁龙在飞翔的时候发出了\n听起来很开心的声音哦！\n我想它身上一定坐着宝可梦，\n但没能看出是什么。
Mis_Stage006_246_01_Info2	原来是顽皮熊猫啊！\n感觉它好像非常开心呢！
Mis_Stage006_249_01_Head	在空中飞舞的岩石
Mis_Stage006_249_01_Info1	你不觉得这块浮在空中的\n岩石很令人在意吗？\n虽然我觉得这是\n宝可梦的力量造成的……
Mis_Stage006_249_01_Info2	原来是妙喵们\n合力让岩石浮在空中的啊。\n这下心里畅快了。
Mis_Stage006_253_01_Head	森林守卫的另一面
Mis_Stage006_253_01_Info1	朽木妖给人的感觉可能有点可怕，\n但它也会有不同的一面。\n你仔细观察一下吧。
Mis_Stage006_253_01_Info2	没错，朽木妖好像会对生活在\n森林里的宝可梦特别温柔。
Mis_Stage006_257_01_Head	警惕的信号
Mis_Stage006_257_01_Info1	穿着熊在保持警惕的时候\n会大幅度地挥手。\n拍摄时要注意那个动作啊。
Mis_Stage006_257_01_Info2	咦？你拍回来啦！？\n以摄影师的立场，我倒是理解你\n想拍照的心情……也罢，\n反正坐在新壹号里很安全就是了。
Mis_Stage006_260_01_Head	愤怒的老翁龙
Mis_Stage006_260_01_Info1	听说老翁龙生起气来\n特～别可怕哦。\n你也小心点吧！
Mis_Stage006_260_01_Info2	哇！别吓唬我啊！\n我倒不是害怕，\n只是你可不能惹它生气啊！
Mis_Stage006_263_01_Head	迷路的四季鹿
Mis_Stage006_263_01_Info1	我觉得这只萌芽鹿好像\n一直在找什么东西。\n它跟四季鹿走散了吗？
Mis_Stage006_263_01_Info2	太好了！它们见到面了！\n是你为它带路的吗？\n真棒，了不起，谢谢你！
Mis_Stage006_267_01_Head	龙的志气
Mis_Stage006_267_01_Info1	虽然啃果虫总是藏在苹果里，\n不过在关键时刻，\n它还是会威吓对方的。\n你见过这样的场景吗？
Mis_Stage006_267_01_Info2	哦！你帮我拍回来啦！\n感觉它真不愧是龙属性啊！
Mis_Stage007_005_01_Head	把握火候可真难
Mis_Stage007_005_01_Info1	我扔出轻苹果后，\n火稚鸡喷火喷得可厉害了，\n轻苹果瞬间就被烧成了炭！\n吓得我都忘拍了。
Mis_Stage007_005_01_Info2	它喷的火果然厉害啊！\n不过，火稚鸡吃不到轻苹果\n可能会很失望。\n再去给它一个吧！
Mis_Stage007_022_01_Head	互动绿洲
Mis_Stage007_022_01_Info1	火稚鸡站在河马兽的头上耶！\n真想让你也看看呢～
Mis_Stage007_022_01_Info2	啊！你看到了啊～！\n它们亲密的感觉很棒吧！
Mis_Stage007_027_01_Head	用尾巴摆姿势
Mis_Stage007_027_01_Info1	钳尾蝎的尾巴\n不是很有特色吗？\n那它会用尾巴\n摆出奇怪的姿势吗？
Mis_Stage007_027_01_Info2	嗯！真不错！\n拍到宝可梦生动的照片后，\n果然会很开心吧？
Mis_Stage007_036_01_Head	轻苹果的下落
Mis_Stage007_036_01_Info1	我把轻苹果给了\n龙卷风中的宝可梦，\n但它没有吃，而是把轻苹果带走了。\n这是为什么呢？
Mis_Stage007_036_01_Info2	原来是送给大颚蚁了呀！\n沙漠蜻蜓好温柔啊。\n谢谢你告诉我！
Mis_Stage007_049_01_Head	大岩蛇的大跳跃
Mis_Stage007_049_01_Info1	正当我举起相机\n准备拍摄秃鹰娜的时候，\n突然，大岩蛇它……！\n是你的话八成也会吓一跳的！
Mis_Stage007_049_01_Info2	是吧？吓人吧？\n你能拍到它也是我的功劳。\n别客气，想谢我就谢我吧！
Mis_Stage007_055_01_Head	飞在空中的刺球仙人掌
Mis_Stage007_055_01_Info1	之前我看到刺球仙人掌在飞哦！\n菲尔不相信我，\n所以我想拿照片给他看，\n但总是拍不到……
Mis_Stage007_055_01_Info2	谢谢你～！这样一来，\n菲尔也会相信我了吧。
Mis_Stage007_060_01_Head	秃鹰娜的餐桌
Mis_Stage007_060_01_Info1	光看到秃鹰娜到处寻找食物，\n可它究竟在哪里进食呢？
Mis_Stage007_060_01_Info2	谢谢你特地去调查！\n原来秃鹰娜是在\n这里进食的啊。
Mis_Stage007_064_00_01_Head	鬃岩狼人的回应
Mis_Stage007_064_00_01_Info1	鬃岩狼人好像对\n搜索功能发出的声音很敏感。\n希望这消息在你调查时\n能派上用场。
Mis_Stage007_064_00_01_Info2	哦！这么快就\n派上用场了啊！\n谢谢！
Mis_Stage007_117_01_Head	滚动……停！
Mis_Stage007_117_01_Info1	你知道吗？\n滚动的穿山鼠\n在停下来的瞬间可帅了。
Mis_Stage007_117_01_Info2	是吧？可帅了吧？\n等等……你竟然拍下来了？\n这应该很难拍到才对吧？
Mis_Stage007_121_01_Head	袋兽养孩子
Mis_Stage007_121_01_Info1	袋兽在觉得周围没有危险后，\n才会把食物喂给孩子。\n这样的景象很难看到，\n需要你好好观察一下了。
Mis_Stage007_121_01_Info2	哦！你看到啦！\n袋兽的警惕心很强，\n所以挺难看到吧？\n辛苦你了。
Mis_Stage007_127_01_Head	帅气的班基拉斯
Mis_Stage007_127_01_Info1	鬃岩狼人逃到这对面去了。\n不过对于班基拉斯来说，\n这种岩石简直就是小菜一碟吧？
Mis_Stage007_127_01_Info2	真厉害！\n班基拉斯就是帅啊！\n你是怎么拍的？\n我也想拍得像你一样！
Mis_Stage007_129_01_Head	在沙漠捉迷藏
Mis_Stage007_129_01_Info1	大颚蚁好像就躲在这附近。\n你能找到它的藏身之处吗？
Mis_Stage007_129_01_Info2	厉害啊，被你找到了！\n看来这只大颚蚁\n正在躲避鬃岩狼人。
Mis_Stage007_138_01_Head	惊吓狂奔
Mis_Stage007_138_01_Info1	哎，如果我说我看到\n光电伞蜥在水面上跑，\n你会相信我吗？
Mis_Stage007_138_01_Info2	谢谢你相信我～！\n而且你还拍到了照片！\n菲尔看到了\n会不会也吓一跳呢？
Mis_Stage007_141_01_Head	划过夜空的7颗星星
Mis_Stage007_141_01_Info1	我们已经知道了\n小陨星的核心颜色有7种。\n如果能一次拍全的话，\n一定会很壮观吧。
Mis_Stage007_141_01_Info2	哦哦！这张真棒！\n真的太壮观了。\n看来我也不能掉以轻心了。
Mis_Stage007_268_01_Head	沙包蛇的逆袭
Mis_Stage007_268_01_Info1	当我注意到时，\n本来还在逼近沙包蛇的\n鬃岩狼人已经逃走了。\n到底发生了什么事啊？
Mis_Stage007_268_01_Info2	咦？\n它打赢了鬃岩狼人吗？\n沙包蛇可真强啊！
Mis_Stage008_021_01_Head	震动的火山
Mis_Stage008_021_01_Info1	我在怪颚龙的附近\n听到了声巨响，\n然后就掉下来一堆东西！\n那是怎么回事啊？
Mis_Stage008_021_01_Info2	原来是怪颚龙生气了在撞墙啊！\n竟然把火山都摇晃起来了，\n真厉害！
Mis_Stage008_035_01_Head	让翅膀休息
Mis_Stage008_035_01_Info1	化石翼龙不擅长走路，\n所以保持警惕时不会落到地上。\n就算它们要吃轻苹果，可能也会\n在落到地上时才会去吃吧。
Mis_Stage008_035_01_Info2	哦！你捕捉到\n罕见的瞬间了！\n嗯嗯，拍得漂亮！
Mis_Stage008_039_01_Head	攀登熔岩瀑布
Mis_Stage008_039_01_Info1	莉塔说她看到了\n熔岩虫在攀爬熔岩瀑布！\n真的假的？
Mis_Stage008_039_01_Info2	哇！它真是在爬啊！\n那我不是得和莉塔道歉了吗？
Mis_Stage008_072_01_Head	1700度的火焰
Mis_Stage008_072_01_Info1	火伊布可以很轻松地\n吐出超过1000度的火。\n不过，坐在新壹号里就不会有事，\n一定要拍拍看啊！
Mis_Stage008_072_01_Info2	嗯～这火可真猛！\n拍得很不错！
Mis_Stage008_104_01_Head	在火山捉迷藏
Mis_Stage008_104_01_Info1	在火山，到处都有小火龙吧？\n如果找到很多小火龙，\n会不会发生什么事呢？
Mis_Stage008_104_01_Info2	没想到有这么多小火龙啊！\n大家聚在一起，\n看起来很开心呢～！
Mis_Stage008_109_01_Head	火神蛾的对话
Mis_Stage008_109_01_Info1	能帮我调查一下\n2只火神蛾\n进行交流的场面吗？
Mis_Stage008_109_01_Info2	谢谢！真是帮了我大忙。\n我会立刻拿来做研究的！
Mis_Stage008_132_01_Head	迷路的小猫怪
Mis_Stage008_132_01_Info1	小猫怪受到惊吓\n躲起来了。\n好想把它送回\n伦琴猫的身边啊。
Mis_Stage008_132_01_Info2	它能见到伦琴猫真是太好了！\n这都是你的功劳吧？\n谢谢你～！
Mis_Stage008_175_01_Head	灼热的能量
Mis_Stage008_175_01_Info1	这附近的霓光能反应\n好像比较强。\n我有一种只要稍微受到冲击，\n就会有情况发生的预感。
Mis_Stage008_175_01_Info2	预感成真了！\n光看照片我就能感受到\n放射出的高温非同寻常！
Mis_Stage008_181_01_Head	隆隆石内侧的手
Mis_Stage008_181_01_Info1	隆隆石虽然长着4只手，\n但很少见到它用\n内侧的那两只吧。\n它会在什么时候用呢？
Mis_Stage008_181_01_Info2	原来如此！\n那两只手是在\n吃东西的时候用的啊！
Mis_Stage008_187_01_Head	燃起的爆炸气浪
Mis_Stage008_187_01_Info1	这里好像是火暴兽的地盘。\n只要有看着很强的宝可梦接近，\n它应该就会发怒吧。
Mis_Stage008_187_01_Info2	真是动人心魄啊！\n光看照片就已经让我\n感觉很震撼了。
Mis_Stage008_198_01_Head	彩虹的碎片
Mis_Stage008_198_01_Info1	火山那边好像有\n被称为传说的宝可梦。\n如果你多留意一下天空，\n说不定就能发现什么。
Mis_Stage008_198_01_Info2	凤王的照片可不是\n轻易就能拍到的！\n嗯，你果然不简单。
Mis_Stage008_203_01_Head	兴致高昂！
Mis_Stage008_203_01_Info1	我在拍煤炭龟时，\n它突然用后脚站了起来！\n我被吓了一跳，\n不小心错过了拍照时机……
Mis_Stage008_203_01_Info2	没错没错，就是这种感觉！\n它平时总是很悠闲的模样，\n所以有些出乎意料呢！
Mis_Stage008_207_01_Head	唱歌的龙
Mis_Stage008_207_01_Info1	这附近传出了听起来\n很开心的哼唱声。\n会是什么样的\n宝可梦在唱歌呢？
Mis_Stage008_207_01_Info2	原来是七夕青鸟！\n谢谢你帮我调查！
Mis_Stage008_217_01_Head	挑衅的姿势
Mis_Stage008_217_01_Info1	猛火猴把屁股朝向怪颚龙时，\n怪颚龙很生气。但我忍不住\n觉得那个模样好可爱哦！\n好想再靠近一点看看啊～
Mis_Stage008_217_01_Info2	哇！谢谢你～！\n是不是很可爱呀？
Mis_Stage008_218_01_Head	透视能力
Mis_Stage008_218_01_Info1	伦琴猫在找东西时会使用透视能力。\n这时它们的眼睛会发光，\n你应该一眼就能认出来。
Mis_Stage008_218_01_Info2	没错！\n它这是在找迷路的小猫怪呢吧？\n真是只善良的宝可梦啊。
Mis_Stage008_235_01_Head	群雄割据的空隙
Mis_Stage008_235_01_Info1	虽然始祖大鸟的警惕心很强，\n但如果是在它感到安心的时候，\n应该也是会吃轻苹果的吧？
Mis_Stage008_235_01_Info2	哦，它好像吃了啊！\n谢谢你特地去调查！
Mis_Stage008_247_01_Head	狩猎的瞬间
Mis_Stage008_247_01_Info1	虽然烈箭鹰抓走\n轻苹果的样子的确很帅，\n但我完全没办法捕捉到\n那个完美的瞬间。
Mis_Stage008_247_01_Info2	哎哟，你拍到了？\n真厉害，拍得太棒了！\n你怎么拍的啊～？
Mis_Stage009_025_01_Head	在雪原捉迷藏
Mis_Stage009_025_01_Info1	这只冻原熊看起来\n像不像是在找什么东西？\n真想帮它一起找呢～
Mis_Stage009_025_01_Info2	原来它是在找喷嚏熊啊！\n它们能相见真是太好了！
Mis_Stage009_029_01_Head	雪原的决斗
Mis_Stage009_029_01_Info1	我在流冰那里\n看到一场超厉害的大战！\n我觉得你看到也会特兴奋！
Mis_Stage009_029_01_Info2	啊！你也看到了啊！\n而且还拍得这么清楚！\n我也要再去拍一次！
Mis_Stage009_042_01_Head	象牙猪的怒火
Mis_Stage009_042_01_Info1	象牙猪和2只玛狃拉互瞪，\n看得我都忍不住心跳加速了！\n……咦？没拍下来！
Mis_Stage009_042_01_Info2	是吧？是吧？\n紧张到心跳了吧？\n下次我一定要拍下来！
Mis_Stage009_090_01_Head	俯瞰雪原
Mis_Stage009_090_01_Info1	我感觉悬崖上\n好像有什么东西。\n你能调查一下这附近吗？
Mis_Stage009_090_01_Info2	谢谢！\n原来是冰伊布啊。\n它应该是在这里\n观察雪原的状况吧。
Mis_Stage009_144_01_Head	抓住好时机
Mis_Stage009_144_01_Info1	这张照片非常可惜对吧？\n要怎么做才能拍得更好呢？
Mis_Stage009_144_01_Info2	这是你拍的吗！？\n哎，你是怎么拍的，\n教教我好不好？
Mis_Stage009_145_01_Head	可以安心入睡的地方
Mis_Stage009_145_01_Info1	宝可梦常常会把\n这样的洞穴作为住处。\n好像在其他地方也有，\n好好调查一下吧。
Mis_Stage009_145_01_Info2	哦！洞里有六尾啊！\n在这种地方的话，\n它就能放心睡个好觉了吧。
Mis_Stage009_147_01_Head	白海狮的餐桌
Mis_Stage009_147_01_Info1	白海狮在水里时\n似乎不会吃轻苹果。\n它会不会只在\n某个固定的地方吃啊？
Mis_Stage009_147_01_Info2	原来如此！\n它会在流冰上吃啊。\n谢谢你特地去调查！
Mis_Stage009_148_01_Head	团结一致
Mis_Stage009_148_01_Info1	虽然迷唇姐在努力祷念着什么，\n但单枪匹马貌似很难成功。\n如果有谁助它一臂之力的话，\n或许就会……
Mis_Stage009_148_01_Info2	谢谢！我想只要\n迷唇姐们团结一致，\n一定就能引发各种现象。
Mis_Stage009_149_01_Head	跳舞的大尾立
Mis_Stage009_149_01_Info1	我看到了\n非常可爱的大尾立哦！\n它那跳舞的模样，\n真想让你也看一看。
Mis_Stage009_149_01_Info2	对吧？很可爱吧？\n谢谢你去看它～！
Mis_Stage009_151_01_Head	小山猪，挖这里
Mis_Stage009_151_01_Info1	这一带的地下似乎有温泉。\n嗯……如果是小山猪的话，\n或许就能挖出温泉。
Mis_Stage009_151_01_Info2	哦！太棒了！\n看到温泉不断涌出，\n小山猪应该也很高兴吧？
Mis_Stage009_152_01_Head	给朋友送礼物
Mis_Stage009_152_01_Info1	信使鸟看起来\n总是很忙碌呢。\n要怎么做才能\n跟它亲近呢？
Mis_Stage009_152_01_Info2	你拿到礼物了！？\n快告诉我，你是怎么\n和它亲近的啊～！
Mis_Stage009_153_01_Head	盔甲鸟的飞行秀
Mis_Stage009_153_01_Info1	盔甲鸟飞起来的样子很棒吧？\n我们比赛看谁的照片\n拍得更帅吧！
Mis_Stage009_153_01_Info2	咦！真帅！！\n不过我的照片也……\n嗯……\n咱们下次再比吧！
Mis_Stage009_154_01_Head	向天上的光许愿
Mis_Stage009_154_01_Info1	听说在天空发光的时候，\n会出现特殊的宝可梦哦！\n不知道是什么样的宝可梦呢？
Mis_Stage009_154_01_Info2	谢谢你帮我拍下来～！\n水君这种宝可梦\n实在是太漂亮了！
Mis_Stage009_155_01_Head	朝着夜空咆哮
Mis_Stage009_155_01_Info1	在这之后，大狼犬\n朝着天大吼了一通。\n是什么时候来着？\n嗯……我忘了！
