advresult.dat
msg_ui_advresult_00_01	調查報告
ZKN_COMMENT_A_386_001	[~ 1027]
ZKN_COMMENT_A_386_002	[~ 1028]
ZKN_COMMENT_A_386_003	[~ 1029]
ZKN_COMMENT_A_412_001	將吐出的絲揉合泥沙製成蓑衣。\n泥沙所製的蓑衣不耐風雨，\n因此牠會躲藏在洞穴等處。
ZKN_COMMENT_A_412_002	當身邊找不到適合的材料時，\n會用塵土草芥等垃圾來做蓑衣。\n裹起來的感覺似乎意外地還不壞。
ZKN_COMMENT_A_413_001	泥沙形成的皮膚相對地比較堅硬。\n若是姆克兒的嘴喙程度的攻擊，\n輕而易舉就可以反彈回去。
ZKN_COMMENT_A_413_002	塵土草芥等垃圾構成的身體能\n毫不起眼地融入周遭景色之中，\n正好適合用來躲避天敵襲擊。
ZKN_COMMENT_A_414_001	[~ 1034]
ZKN_COMMENT_A_414_002	[~ 1035]
ZKN_COMMENT_A_421_001	一到了晴天就會非常積極地\n活動起來，但只要太陽被遮住，\n就會立刻閉上花瓣停止動作。
ZKN_COMMENT_A_422_001	常見於水溫較低的岩岸。若是\n稍微用力去觸摸牠，就會被牠\n體表滲出的紫色汁液弄髒衣服。
ZKN_COMMENT_A_423_001	比起海中，更常在陸地上活動。\n相較於晴天，在陰天及雨天時\n活動會更加活躍。
ZKN_COMMENT_A_428_001	[~ 1039]
ZKN_COMMENT_A_445_001	[~ 1040]
ZKN_COMMENT_A_448_001	[~ 1041]
ZKN_COMMENT_A_460_001	[~ 1042]
ZKN_COMMENT_A_475_001	[~ 1043]
ZKN_COMMENT_A_479_001	藏身於怪異飯鍋中的形態。\n此飯鍋來歷不明。是個會\n噴火來作惡的麻煩傢伙。
ZKN_COMMENT_A_479_002	藏身於奇特櫃子中的形態。\n櫃子原本的用途不得而知。是個\n會潑灑冷水來作惡的麻煩傢伙。
ZKN_COMMENT_A_479_003	藏身於奇怪櫥櫃中的形態。\n櫥櫃由未知的物質所製成。是個\n會製造冰霜來作惡的麻煩傢伙。
ZKN_COMMENT_A_479_004	藏身於神秘器具中的形態。\n器具的用途不得而知。是個\n會噴吐狂風來作惡的麻煩傢伙。
ZKN_COMMENT_A_479_005	藏身於異樣推車中的形態。\n推車的構造十分不可思議。是個\n會砍斷草木來作惡的麻煩傢伙。
ZKN_COMMENT_A_483_001	光明乃是促使形態變化的導火線。此形態\n所能發揮的強大力量，令人不得不認為\n如此酷似創造神的姿態才是其真身。
ZKN_COMMENT_A_484_001	翱翔天際的姿態令人聯想起萬物的\n創造主。吾人推測，模仿創造主的\n模樣正是將其力化為己有的方法。
ZKN_COMMENT_A_487_001	腳部隨著形態變化而消失。據推測，\n此寶可夢棲息於沒有天地之分的\n世界，然而沒有手段能加以證明。
ZKN_COMMENT_A_492_001	當嗅聞珍奇之花的香味時，嬌小的\n身體將在光輝之中變化成此形貌。\n吾人曾嘗試嗅聞此花，但沒有變化。
ZKN_COMMENT_A_493_001	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_002	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_003	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_004	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_005	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_006	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_007	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_008	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_009	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_010	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_011	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_012	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_013	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_014	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_015	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_016	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_493_017	以己身為光源，從天照耀洗翠大地。\n憑藉其光明引導並守護寶可夢。\n洗翠神話視其為萬物的創造主。
ZKN_COMMENT_A_503_001	性情與刀路皆是殘酷無情。\n連綿不斷的攻擊彷如千層浪濤。\n此乃只在洗翠進化而成的稀有姿態。
ZKN_COMMENT_A_521_001	[~ 1071]
ZKN_COMMENT_A_531_001	[~ 1072]
ZKN_COMMENT_A_549_001	據考察，雪山深處的棲息環境為其\n帶來了發達的腳力。會從頭冠般的\n花中發出鼓舞周遭夥伴的香氣。
ZKN_COMMENT_A_549_002	[~ 1074]
ZKN_COMMENT_A_550_001	[~ 1075]
ZKN_COMMENT_A_550_002	此寶可夢具有多項野蠻鱸魚的特徵，\n雖然有性情溫馴等不同點存在，\n吾人仍將其定義為野蠻鱸魚的地區形態。
ZKN_COMMENT_A_554_001	[~ 1077]
ZKN_COMMENT_A_555_001	[~ 1078]
ZKN_COMMENT_A_555_002	[~ 1079]
ZKN_COMMENT_A_555_003	[~ 1080]
ZKN_COMMENT_A_562_001	[~ 1081]
ZKN_COMMENT_A_569_999	[~ 1082]
ZKN_COMMENT_A_570_001	死後靈魂在洗翠地區復甦。\n怨恨化為力量，從其頭部冉冉飄升。\n會化成對手的樣貌去洗刷仇恨。
ZKN_COMMENT_A_571_001	瘋狂舞動白髮的姿態如同死神。\n在足以撕裂己身的深刻仇怨驅使下，\n抱定同歸於盡之心襲殺仇敵。
ZKN_COMMENT_A_585_001	[~ 1085]
ZKN_COMMENT_A_585_002	[~ 1086]
ZKN_COMMENT_A_585_003	[~ 1087]
ZKN_COMMENT_A_586_001	[~ 1088]
ZKN_COMMENT_A_586_002	[~ 1089]
ZKN_COMMENT_A_586_003	[~ 1090]
ZKN_COMMENT_A_592_001	[~ 1091]
ZKN_COMMENT_A_593_001	[~ 1092]
ZKN_COMMENT_A_618_001	[~ 1093]
ZKN_COMMENT_A_628_001	勇猛的大鳥。狩獵時會發出\n氣勢駭人的戰吼，朝湖水發出\n衝擊波，捕捉浮出水面的獵物。
ZKN_COMMENT_A_641_001	此乃被稱為形態變化的現象。據考察，\n此一形同怪鳥的姿態才是其真正樣貌。\n曾被目擊以此姿態橫越大海。
ZKN_COMMENT_A_642_001	在閃電霹靂中現身。會自尾部的\n連串珠子降下雷擊掃蕩敵手。\n驚人的威力足以令敵手片甲不留。
ZKN_COMMENT_A_645_001	以靈獸之姿翱翔天際時，會為大地\n帶來豐收，因而受到眾人崇敬。\n只需一刻光陰便能縱斷洗翠大地。
ZKN_COMMENT_A_646_001	[~ 1098]
ZKN_COMMENT_A_646_002	[~ 1099]
ZKN_COMMENT_A_647_001	[~ 1100]
ZKN_COMMENT_A_648_001	[~ 1101]
ZKN_COMMENT_A_649_001	[~ 1102]
ZKN_COMMENT_A_649_002	[~ 1103]
ZKN_COMMENT_A_649_003	[~ 1104]
ZKN_COMMENT_A_649_004	[~ 1105]
ZKN_COMMENT_A_658_001	[~ 1106]
ZKN_COMMENT_A_658_002	[~ 1107]
ZKN_COMMENT_A_664_001	[~ 1108]
ZKN_COMMENT_A_664_002	[~ 1109]
ZKN_COMMENT_A_664_003	[~ 1110]
ZKN_COMMENT_A_664_004	[~ 1111]
ZKN_COMMENT_A_664_005	[~ 1112]
ZKN_COMMENT_A_664_006	[~ 1113]
ZKN_COMMENT_A_664_007	[~ 1114]
ZKN_COMMENT_A_664_008	[~ 1115]
ZKN_COMMENT_A_664_009	[~ 1116]
ZKN_COMMENT_A_664_010	[~ 1117]
ZKN_COMMENT_A_664_011	[~ 1118]
ZKN_COMMENT_A_664_012	[~ 1119]
ZKN_COMMENT_A_664_013	[~ 1120]
ZKN_COMMENT_A_664_014	[~ 1121]
ZKN_COMMENT_A_664_015	[~ 1122]
ZKN_COMMENT_A_664_016	[~ 1123]
ZKN_COMMENT_A_664_017	[~ 1124]
ZKN_COMMENT_A_664_018	[~ 1125]
ZKN_COMMENT_A_664_019	[~ 1126]
ZKN_COMMENT_A_665_001	[~ 1127]
ZKN_COMMENT_A_665_002	[~ 1128]
ZKN_COMMENT_A_665_003	[~ 1129]
ZKN_COMMENT_A_665_004	[~ 1130]
ZKN_COMMENT_A_665_005	[~ 1131]
ZKN_COMMENT_A_665_006	[~ 1132]
ZKN_COMMENT_A_665_007	[~ 1133]
ZKN_COMMENT_A_665_008	[~ 1134]
ZKN_COMMENT_A_665_009	[~ 1135]
ZKN_COMMENT_A_665_010	[~ 1136]
ZKN_COMMENT_A_665_011	[~ 1137]
ZKN_COMMENT_A_665_012	[~ 1138]
ZKN_COMMENT_A_665_013	[~ 1139]
ZKN_COMMENT_A_665_014	[~ 1140]
ZKN_COMMENT_A_665_015	[~ 1141]
ZKN_COMMENT_A_665_016	[~ 1142]
ZKN_COMMENT_A_665_017	[~ 1143]
ZKN_COMMENT_A_665_018	[~ 1144]
ZKN_COMMENT_A_665_019	[~ 1145]
ZKN_COMMENT_A_666_001	[~ 1146]
ZKN_COMMENT_A_666_002	[~ 1147]
ZKN_COMMENT_A_666_003	[~ 1148]
ZKN_COMMENT_A_666_004	[~ 1149]
ZKN_COMMENT_A_666_005	[~ 1150]
ZKN_COMMENT_A_666_006	[~ 1151]
ZKN_COMMENT_A_666_007	[~ 1152]
ZKN_COMMENT_A_666_008	[~ 1153]
ZKN_COMMENT_A_666_009	[~ 1154]
ZKN_COMMENT_A_666_010	[~ 1155]
ZKN_COMMENT_A_666_011	[~ 1156]
ZKN_COMMENT_A_666_012	[~ 1157]
ZKN_COMMENT_A_666_013	[~ 1158]
ZKN_COMMENT_A_666_014	[~ 1159]
ZKN_COMMENT_A_666_015	[~ 1160]
ZKN_COMMENT_A_666_016	[~ 1161]
ZKN_COMMENT_A_666_017	[~ 1162]
ZKN_COMMENT_A_666_018	[~ 1163]
ZKN_COMMENT_A_666_019	[~ 1164]
ZKN_COMMENT_A_669_001	[~ 1165]
ZKN_COMMENT_A_669_002	[~ 1166]
ZKN_COMMENT_A_669_003	[~ 1167]
ZKN_COMMENT_A_669_004	[~ 1168]
ZKN_COMMENT_A_670_001	[~ 1169]
ZKN_COMMENT_A_670_002	[~ 1170]
ZKN_COMMENT_A_670_003	[~ 1171]
ZKN_COMMENT_A_670_004	[~ 1172]
ZKN_COMMENT_A_670_005	[~ 1173]
ZKN_COMMENT_A_671_001	[~ 1174]
ZKN_COMMENT_A_671_002	[~ 1175]
ZKN_COMMENT_A_671_003	[~ 1176]
ZKN_COMMENT_A_671_004	[~ 1177]
ZKN_COMMENT_A_676_001	[~ 1178]
ZKN_COMMENT_A_676_002	[~ 1179]
ZKN_COMMENT_A_676_003	[~ 1180]
ZKN_COMMENT_A_676_004	[~ 1181]
ZKN_COMMENT_A_676_005	[~ 1182]
ZKN_COMMENT_A_676_006	[~ 1183]
ZKN_COMMENT_A_676_007	[~ 1184]
ZKN_COMMENT_A_676_008	[~ 1185]
ZKN_COMMENT_A_676_009	[~ 1186]
ZKN_COMMENT_A_678_001	[~ 1187]
ZKN_COMMENT_A_681_001	[~ 1188]
ZKN_COMMENT_A_705_001	性情陰沉。據考察，洗翠地區的水中\n含有的鐵質對皮膚的黏液產生作用，\n使其變化成了金屬外殼。
ZKN_COMMENT_A_706_001	能自在操縱可剛可柔的金屬外殼。\n性情執著且厭惡孤獨，一旦喜愛的\n對象離開自己便會怒不可遏。
ZKN_COMMENT_A_710_001	[~ 1191]
ZKN_COMMENT_A_710_002	[~ 1192]
ZKN_COMMENT_A_710_003	[~ 1193]
ZKN_COMMENT_A_711_001	[~ 1194]
ZKN_COMMENT_A_711_002	[~ 1195]
ZKN_COMMENT_A_711_003	[~ 1196]
ZKN_COMMENT_A_713_001	包覆下顎的冰塊裝甲硬度更勝鋼鐵，\n能輕易地擊碎岩石。冰岩怪藉此剷開\n厚重積雪，在險峻的山路上猛衝。
ZKN_COMMENT_A_713_002	[~ 1198]
ZKN_COMMENT_A_716_001	[~ 1199]
ZKN_COMMENT_A_718_001	[~ 1200]
ZKN_COMMENT_A_718_002	[~ 1201]
ZKN_COMMENT_A_718_003	[~ 1202]
ZKN_COMMENT_A_718_004	[~ 1203]
ZKN_COMMENT_A_719_001	[~ 1204]
ZKN_COMMENT_A_720_001	[~ 1205]
ZKN_COMMENT_A_724_001	為抵抗洗翠的嚴寒氣候，羽毛的\n芯中含有空氣，因而能夠防寒。\n由此可見環境會對進化產生影響。
ZKN_COMMENT_A_735_001	[~ 1207]
ZKN_COMMENT_A_738_001	[~ 1208]
ZKN_COMMENT_A_741_001	[~ 1209]
ZKN_COMMENT_A_741_002	[~ 1210]
ZKN_COMMENT_A_741_003	[~ 1211]
ZKN_COMMENT_A_743_001	[~ 1212]
ZKN_COMMENT_A_744_001	[~ 1213]
ZKN_COMMENT_A_745_001	[~ 1214]
ZKN_COMMENT_A_745_002	[~ 1215]
ZKN_COMMENT_A_746_001	[~ 1216]
ZKN_COMMENT_A_752_001	[~ 1217]
ZKN_COMMENT_A_754_001	[~ 1218]
ZKN_COMMENT_A_758_001	[~ 1219]
ZKN_COMMENT_A_773_001	[~ 1220]
ZKN_COMMENT_A_773_002	[~ 1221]
ZKN_COMMENT_A_773_003	[~ 1222]
ZKN_COMMENT_A_773_004	[~ 1223]
ZKN_COMMENT_A_773_005	[~ 1224]
ZKN_COMMENT_A_773_006	[~ 1225]
ZKN_COMMENT_A_773_007	[~ 1226]
ZKN_COMMENT_A_773_008	[~ 1227]
ZKN_COMMENT_A_773_009	[~ 1228]
ZKN_COMMENT_A_773_010	[~ 1229]
ZKN_COMMENT_A_773_011	[~ 1230]
ZKN_COMMENT_A_773_012	[~ 1231]
ZKN_COMMENT_A_773_013	[~ 1232]
ZKN_COMMENT_A_773_014	[~ 1233]
ZKN_COMMENT_A_773_015	[~ 1234]
ZKN_COMMENT_A_773_016	[~ 1235]
ZKN_COMMENT_A_773_017	[~ 1236]
ZKN_COMMENT_A_774_001	[~ 1237]
ZKN_COMMENT_A_774_002	[~ 1238]
ZKN_COMMENT_A_774_003	[~ 1239]
ZKN_COMMENT_A_774_004	[~ 1240]
ZKN_COMMENT_A_774_005	[~ 1241]
ZKN_COMMENT_A_774_006	[~ 1242]
ZKN_COMMENT_A_774_007	[~ 1243]
ZKN_COMMENT_A_774_008	[~ 1244]
ZKN_COMMENT_A_774_009	[~ 1245]
ZKN_COMMENT_A_774_010	[~ 1246]
ZKN_COMMENT_A_774_011	[~ 1247]
ZKN_COMMENT_A_774_012	[~ 1248]
ZKN_COMMENT_A_774_013	[~ 1249]
ZKN_COMMENT_A_777_001	[~ 1250]
ZKN_COMMENT_A_778_001	[~ 1251]
ZKN_COMMENT_A_778_002	[~ 1252]
ZKN_COMMENT_A_778_003	[~ 1253]
ZKN_COMMENT_A_784_001	[~ 1254]
ZKN_COMMENT_A_800_001	[~ 1255]
ZKN_COMMENT_A_800_002	[~ 1256]
ZKN_COMMENT_A_800_003	[~ 1257]
ZKN_COMMENT_A_801_001	[~ 1258]
ZKN_COMMENT_A_809_999	[~ 1259]
ZKN_COMMENT_A_823_999	[~ 1260]
ZKN_COMMENT_A_826_999	[~ 1261]
ZKN_COMMENT_A_834_999	[~ 1262]
ZKN_COMMENT_A_839_999	[~ 1263]
ZKN_COMMENT_A_841_999	[~ 1264]
ZKN_COMMENT_A_842_999	[~ 1265]
ZKN_COMMENT_A_844_999	[~ 1266]
ZKN_COMMENT_A_845_001	[~ 1267]
ZKN_COMMENT_A_845_002	[~ 1268]
ZKN_COMMENT_A_849_001	[~ 1269]
ZKN_COMMENT_A_849_999	[~ 1270]
ZKN_COMMENT_A_851_999	[~ 1271]
ZKN_COMMENT_A_854_001	[~ 1272]
ZKN_COMMENT_A_855_001	[~ 1273]
ZKN_COMMENT_A_858_999	[~ 1274]
ZKN_COMMENT_A_861_999	[~ 1275]
ZKN_COMMENT_A_869_001	[~ 1276]
ZKN_COMMENT_A_869_002	[~ 1277]
ZKN_COMMENT_A_869_003	[~ 1278]
ZKN_COMMENT_A_869_004	[~ 1279]
ZKN_COMMENT_A_869_005	[~ 1280]
ZKN_COMMENT_A_869_006	[~ 1281]
ZKN_COMMENT_A_869_007	[~ 1282]
ZKN_COMMENT_A_869_008	[~ 1283]
ZKN_COMMENT_A_869_999	[~ 1284]
ZKN_COMMENT_A_875_001	[~ 1285]
ZKN_COMMENT_A_876_001	[~ 1286]
ZKN_COMMENT_A_877_001	[~ 1287]
ZKN_COMMENT_A_879_999	[~ 1288]
ZKN_COMMENT_A_884_999	[~ 1289]
ZKN_COMMENT_A_888_001	[~ 1290]
ZKN_COMMENT_A_889_001	[~ 1291]
ZKN_COMMENT_A_890_001	[~ 1292]
ZKN_COMMENT_A_890_999	[~ 1293]
ZKN_COMMENT_A_900_001	[~ 1294]
ZKN_COMMENT_A_902_001	在溯河而上的旅程中半途喪命者\n的靈魂纏繞其身。在流經洗翠地區\n的河川裡可謂所向無敵。
ZKN_COMMENT_A_905_001	自女人的姿態變化而成。若有誰\n做出糟蹋生命之事，便會從雲海\n中現身，憤怒地降下無情的懲罰。
zukan_comment_B.dat
ZKN_COMMENT_B_000_000	無
ZKN_COMMENT_B_001_000	[~ 1]
ZKN_COMMENT_B_002_000	[~ 2]
ZKN_COMMENT_B_003_000	[~ 3]
ZKN_COMMENT_B_004_000	[~ 4]
ZKN_COMMENT_B_005_000	[~ 5]
ZKN_COMMENT_B_006_000	[~ 6]
ZKN_COMMENT_B_007_000	[~ 7]
ZKN_COMMENT_B_008_000	[~ 8]
ZKN_COMMENT_B_009_000	[~ 9]
ZKN_COMMENT_B_010_000	[~ 10]
ZKN_COMMENT_B_011_000	[~ 11]
ZKN_COMMENT_B_012_000	[~ 12]
ZKN_COMMENT_B_013_000	[~ 13]
ZKN_COMMENT_B_014_000	[~ 14]
ZKN_COMMENT_B_015_000	[~ 15]
ZKN_COMMENT_B_016_000	[~ 16]
ZKN_COMMENT_B_017_000	[~ 17]
ZKN_COMMENT_B_018_000	[~ 18]
ZKN_COMMENT_B_019_000	[~ 19]
ZKN_COMMENT_B_020_000	[~ 20]
ZKN_COMMENT_B_021_000	[~ 21]
ZKN_COMMENT_B_022_000	[~ 22]
ZKN_COMMENT_B_023_000	[~ 23]
ZKN_COMMENT_B_024_000	[~ 24]
ZKN_COMMENT_B_025_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_026_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_027_000	[~ 27]
ZKN_COMMENT_B_028_000	[~ 28]
ZKN_COMMENT_B_029_000	[~ 29]
ZKN_COMMENT_B_030_000	[~ 30]
ZKN_COMMENT_B_031_000	[~ 31]
ZKN_COMMENT_B_032_000	[~ 32]
ZKN_COMMENT_B_033_000	[~ 33]
ZKN_COMMENT_B_034_000	[~ 34]
ZKN_COMMENT_B_035_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_036_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_037_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_038_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_039_000	[~ 39]
ZKN_COMMENT_B_040_000	[~ 40]
ZKN_COMMENT_B_041_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_042_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_043_000	[~ 43]
ZKN_COMMENT_B_044_000	[~ 44]
ZKN_COMMENT_B_045_000	[~ 45]
ZKN_COMMENT_B_046_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_047_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_048_000	[~ 48]
ZKN_COMMENT_B_049_000	[~ 49]
ZKN_COMMENT_B_050_000	[~ 50]
ZKN_COMMENT_B_051_000	[~ 51]
ZKN_COMMENT_B_052_000	[~ 52]
ZKN_COMMENT_B_053_000	[~ 53]
ZKN_COMMENT_B_054_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_055_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_056_000	[~ 56]
ZKN_COMMENT_B_057_000	[~ 57]
ZKN_COMMENT_B_058_000	[~ 58]
ZKN_COMMENT_B_059_000	[~ 59]
ZKN_COMMENT_B_060_000	[~ 60]
ZKN_COMMENT_B_061_000	[~ 61]
ZKN_COMMENT_B_062_000	[~ 62]
ZKN_COMMENT_B_063_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_064_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_065_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_066_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_067_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_068_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_069_000	[~ 69]
ZKN_COMMENT_B_070_000	[~ 70]
ZKN_COMMENT_B_071_000	[~ 71]
ZKN_COMMENT_B_072_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_073_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_074_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_075_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_076_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_077_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_078_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_079_000	[~ 79]
ZKN_COMMENT_B_080_000	[~ 80]
ZKN_COMMENT_B_081_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_082_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_083_000	[~ 83]
ZKN_COMMENT_B_084_000	[~ 84]
ZKN_COMMENT_B_085_000	[~ 85]
ZKN_COMMENT_B_086_000	[~ 86]
ZKN_COMMENT_B_087_000	[~ 87]
ZKN_COMMENT_B_088_000	[~ 88]
ZKN_COMMENT_B_089_000	[~ 89]
ZKN_COMMENT_B_090_000	[~ 90]
ZKN_COMMENT_B_091_000	[~ 91]
ZKN_COMMENT_B_092_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_093_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_094_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_095_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_096_000	[~ 96]
ZKN_COMMENT_B_097_000	[~ 97]
ZKN_COMMENT_B_098_000	[~ 98]
ZKN_COMMENT_B_099_000	[~ 99]
ZKN_COMMENT_B_100_000	[~ 100]
ZKN_COMMENT_B_101_000	[~ 101]
ZKN_COMMENT_B_102_000	[~ 102]
ZKN_COMMENT_B_103_000	[~ 103]
ZKN_COMMENT_B_104_000	[~ 104]
ZKN_COMMENT_B_105_000	[~ 105]
ZKN_COMMENT_B_106_000	[~ 106]
ZKN_COMMENT_B_107_000	[~ 107]
ZKN_COMMENT_B_108_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_109_000	[~ 109]
ZKN_COMMENT_B_110_000	[~ 110]
ZKN_COMMENT_B_111_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_112_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_113_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_114_000	剛被發現的寶可夢，目前正在\n調查中。透過解決圖鑑課題，\n將這隻寶可夢的圖鑑內容填滿吧。
ZKN_COMMENT_B_115_000	[~ 115]
ZKN_COMMENT_B_116_000	[~ 116]
