challenge_mode.msbt
Challenge_Title_001	ドングリへいげんを かけぬけろ！
StaffCredit_164	Shigeru Miyamoto
StaffCredit_165	&#xE;&#x18;&#x0;&#x0;EXECUTIVE PRODUCER
StaffCredit_166	Satoru Iwata
staff_credit_NX.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Shiro Mouri
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;ASSISTANT DIRECTOR
StaffCredit_07	Masashi Onishi
StaffCredit_18	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN LEAD
StaffCredit_19	Masanobu Sato
StaffCredit_20	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_21	Asako Shibata
StaffCredit_22	Tsumugi Harunari
StaffCredit_32	&#xE;&#x18;&#x0;&#x0;UI DESIGN LEAD
StaffCredit_33	Yasuto Kakimoto
StaffCredit_35	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_36	Takeru Fukada
StaffCredit_37	Mei Ide
StaffCredit_38	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_39	Haruyasu Ito
StaffCredit_42	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;PROGRAMMING LEAD
StaffCredit_43	Makoto Sasaki
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING LEAD
StaffCredit_80	Nobuhiro Sumiyoshi
StaffCredit_81	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_45	Kiyoshi Koda
StaffCredit_46	Masaru Nii
StaffCredit_47	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_48	Chihiro Okada
StaffCredit_49	&#xE;&#x18;&#x0;&#x0;PROGRAMMING SUPPORT
StaffCredit_50	Toshio Iwawaki
StaffCredit_53	Yuji Sawatani
StaffCredit_51	Keigo Nakanishi
StaffCredit_54	Hisashi Okada
StaffCredit_55	Kenji Higashiyama
StaffCredit_52	Shuhei Maekawa
StaffCredit_56	Masahiro Matsumura
StaffCredit_69	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING LEAD
StaffCredit_83	Koichi Kyuma
StaffCredit_82	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_70	Shu Tamura
StaffCredit_71	Isami Yoshida
StaffCredit_72	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_73	Shiho Fujii
StaffCredit_77	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;WEB PROGRAMMING
StaffCredit_85	Takefumi Fujimura
StaffCredit_173	Takuma Teramoto
StaffCredit_175	Toshio Mushiake
StaffCredit_94	&#xE;&#x18;&#x0;&#x0;WEB DESIGN
StaffCredit_172	Kana Ueyama
StaffCredit_174	Risa Taniwa
StaffCredit_84	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;PRODUCTION MANAGEMENT
StaffCredit_78	Kosuke Yabuki
StaffCredit_87	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;CHARACTER SUPERVISORS
StaffCredit_88	Akiko Yamaguchi
StaffCredit_134	Ryusuke Yoshida
StaffCredit_91	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;TECHNICAL SUPPORT
StaffCredit_92	Yuta Ogawa
StaffCredit_93	Shotaro Iwanaga
StaffCredit_143	Yoshito Yasuda
StaffCredit_95	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION MANAGEMENT
StaffCredit_96	Rich Amtower
StaffCredit_97	Nate Bihldorff
StaffCredit_98	Reiko Ninomiya
StaffCredit_99	Tim O'Leary
StaffCredit_106	Scot Ritchey
StaffCredit_100	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION
StaffCredit_101	Lauren Ammerman
StaffCredit_102	Billy Carroll
StaffCredit_103	Marjolaine Drouin
StaffCredit_104	Robert Heiret
StaffCredit_105	Elina Sánchez
StaffCredit_107	Rob Tunstall
StaffCredit_141	Álex Zarza
StaffCredit_108	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION MANAGEMENT
StaffCredit_109	Federico Maggi
StaffCredit_110	Andrew Steele-Kaneko
StaffCredit_112	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION
StaffCredit_113	Andrea Jähn
StaffCredit_114	Stefania Montagnese
StaffCredit_115	Claudia Smith
StaffCredit_116	Pete Sheppard
StaffCredit_117	Clémence Dieryck
StaffCredit_118	Anthony Fouillen
StaffCredit_119	Helge Friedrich
StaffCredit_120	Gunnar Friedrich
StaffCredit_121	Kent Robello
StaffCredit_122	Vincenzo Russo 
StaffCredit_123	Alfonso Díaz Jiménez
StaffCredit_124	Álex Hernández-Puertas
StaffCredit_125	Carsten Harmans
StaffCredit_126	Patrick Koudstaal
StaffCredit_128	Anton Ivanchikov
StaffCredit_127	Alexey Nikitin
StaffCredit_129	Rui Mendes
StaffCredit_130	Ana Reis
StaffCredit_142	&#xE;&#x18;&#x0;&#x0;NHL LOCALIZATION
StaffCredit_145	Claudia Chan
StaffCredit_146	Jeanie Ho
StaffCredit_147	Pole To Win Taiwan Co., Ltd.
StaffCredit_148	&#xE;&#x18;&#x0;&#x0;iQue LOCALIZATION
StaffCredit_153	Keisuke Fukushima
StaffCredit_170	Yuan Jun
StaffCredit_171	Qiu Xiaochun
StaffCredit_176	Xu Ming
StaffCredit_177	&#xE;&#x18;&#x0;&#x0;NOK LOCALIZATION
StaffCredit_179	Jung Hyokjin
StaffCredit_180	Kim Soonil
StaffCredit_181	Kim Dongyeon
StaffCredit_182	Na Kyoungim
StaffCredit_185	Pole To Win Korea Co., Ltd.
StaffCredit_131	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;TESTING
StaffCredit_132	Takeshi Tamura
StaffCredit_133	Masao Yamabe
StaffCredit_135	Mario Club Co., Ltd.
StaffCredit_144	DIGITAL Hearts Co., Ltd.
StaffCredit_136	NOA Product Testing
StaffCredit_137	NOE Quality Assurance
StaffCredit_169	All General Support Group
StaffCredit_138	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;SPECIAL THANKS
StaffCredit_139	Tatsuya Hishida
StaffCredit_140	Minoru Narita
StaffCredit_152	Shigetoshi Kitayama
StaffCredit_156	Takuhiro Dohta
StaffCredit_157	Shinji Okane
StaffCredit_150	Masatoshi Yamazaki
StaffCredit_149	Takayoshi Matsui
StaffCredit_151	Ryo Koizumi
StaffCredit_154	Shintaro Ishii
StaffCredit_167	Mikio Mishima
StaffCredit_168	Yosuke Yamamoto
StaffCredit_158	Natsuko Yokoyama
StaffCredit_155	HokWai Ng
StaffCredit_159	Yosuke Oshino
StaffCredit_162	Takayuki Haga
StaffCredit_164	Jeff Miller
StaffCredit_160	SRD
StaffCredit_161	All EPD
StaffCredit_163	&#xE;&#x18;&#x2;&#x0;&#xE;&#x18;&#x0;&#x0;GENERAL PRODUCER
StaffCredit_178	Shinya Takahashi
StaffCredit_165	&#xE;&#x18;&#x0;&#x0;EXECUTIVE PRODUCER
StaffCredit_166	Tatsumi Kimishima
staff_credit_R-Dash.msbt
StaffCredit_00	&#xE;&#x18;&#x0;&#x0;PRODUCER
StaffCredit_01	Takashi Tezuka
StaffCredit_02	&#xE;&#x18;&#x0;&#x0;COPRODUCER
StaffCredit_03	Hiroyuki Kimura
StaffCredit_04	&#xE;&#x18;&#x0;&#x0;DIRECTOR
StaffCredit_05	Masataka Takemoto
StaffCredit_06	&#xE;&#x18;&#x0;&#x0;GAME DESIGN
StaffCredit_07	Shigeyuki Asuke
StaffCredit_08	Daiki Iwamoto
StaffCredit_09	Ryutaro Kanno
StaffCredit_10	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN
StaffCredit_11	Yasuhiro Akama
StaffCredit_12	Eiji Mukao
StaffCredit_13	Kenta Usui
StaffCredit_14	Yuya Sato
StaffCredit_15	Naoya Yamamoto
StaffCredit_16	Yasuhisa Yamamura
StaffCredit_17	Kosono Okina
StaffCredit_18	Takayuki Ikkaku
StaffCredit_19	&#xE;&#x18;&#x0;&#x0;LEVEL DESIGN ADVISER
StaffCredit_20	Toshihiko Nakago
StaffCredit_21	&#xE;&#x18;&#x0;&#x0;LEAD DESIGN
StaffCredit_22	Masanobu Sato
StaffCredit_23	&#xE;&#x18;&#x0;&#x0;CHARACTER DESIGN
StaffCredit_24	Tsubasa Sakaguchi
StaffCredit_25	Hirohito Shinoda
StaffCredit_26	Keisuke Umeda
StaffCredit_27	Yuki Hamada
StaffCredit_28	&#xE;&#x18;&#x0;&#x0;FIELD DESIGN
StaffCredit_29	Masanao Arimoto
StaffCredit_30	Yasuyo Iwawaki
StaffCredit_31	Yuka Sawano
StaffCredit_32	Takashi Fukahori
StaffCredit_33	Yasutomo Nishibe
StaffCredit_34	Shunichi Shirai
StaffCredit_35	Mayako Sugimoto
StaffCredit_36	Tadashi Tanaka
StaffCredit_37	&#xE;&#x18;&#x0;&#x0;WORLD MAP DESIGN
StaffCredit_38	Takeshi Koike
StaffCredit_39	Saki Kaneko
StaffCredit_40	&#xE;&#x18;&#x0;&#x0;UI DESIGN
StaffCredit_41	Tokihiko Toyoda
StaffCredit_42	Satoko Okada
StaffCredit_43	Mariko Tachibana
StaffCredit_44	&#xE;&#x18;&#x0;&#x0;VISUAL EFFECT DESIGN
StaffCredit_45	Haruyasu Ito
StaffCredit_46	&#xE;&#x18;&#x0;&#x0;DESIGN ADVISER
StaffCredit_47	Atsushi Miyagi
StaffCredit_48	&#xE;&#x18;&#x0;&#x0;PROGRAMMING DIRECTOR
StaffCredit_49	Shiro Mouri
StaffCredit_50	&#xE;&#x18;&#x0;&#x0;SYSTEM PROGRAMMING
StaffCredit_51	Shintaro Sato
StaffCredit_52	Takuma Oiso
StaffCredit_53	&#xE;&#x18;&#x0;&#x0;PLAYER PROGRAMMING
StaffCredit_54	Keigo Nakanishi
StaffCredit_55	&#xE;&#x18;&#x0;&#x0;CINEMATIC PROGRAMMING
StaffCredit_56	Makoto Sasaki
StaffCredit_57	&#xE;&#x18;&#x0;&#x0;FIELD SYSTEM PROGRAMMING
StaffCredit_58	Hisashi Okada
StaffCredit_59	&#xE;&#x18;&#x0;&#x0;ENEMY &amp; OBJECT PROGRAMMING
StaffCredit_60	Tatsuo Nishiyama
StaffCredit_61	Keiji Takahashi
StaffCredit_62	Toshiyuki Doi
StaffCredit_63	Kenichi Nishiyama
StaffCredit_64	Arisa Kitani
StaffCredit_65	Etsuko Sakai
StaffCredit_66	Fumiya Nakano
StaffCredit_67	Takuma Deguchi
StaffCredit_68	&#xE;&#x18;&#x0;&#x0;WORLD MAP PROGRAMMING
StaffCredit_69	Yasunari Soejima
StaffCredit_70	Koji Sakai
StaffCredit_71	&#xE;&#x18;&#x0;&#x0;UI PROGRAMMING
StaffCredit_72	Kiyoshi Koda
StaffCredit_73	Masaru Nii
StaffCredit_74	Akira Mizukami
StaffCredit_75	&#xE;&#x18;&#x0;&#x0;SOUND ENGINEERING
StaffCredit_76	Yohei Miyagawa
StaffCredit_77	Natsuko Yokoyama
StaffCredit_78	&#xE;&#x18;&#x0;&#x0;MUSIC
StaffCredit_79	Shiho Fujii
StaffCredit_80	Mahito Yokota
StaffCredit_81	&#xE;&#x18;&#x0;&#x0;SOUND ADVISER
StaffCredit_82	Koji Kondo
StaffCredit_83	&#xE;&#x18;&#x0;&#x0;GENERAL COORDINATION
StaffCredit_84	Tsutomu Kaneshige
StaffCredit_85	Tomoaki Yoshinobu
StaffCredit_86	&#xE;&#x18;&#x0;&#x0;CINEMATIC DIRECTOR
StaffCredit_87	Tomoe Aratani
StaffCredit_88	&#xE;&#x18;&#x0;&#x0;CINEMATIC DESIGN
StaffCredit_89	Yoshikazu Sumioka
StaffCredit_90	Masaya Akiyama
StaffCredit_91	Takahiro Nishigaki
StaffCredit_92	Asako Shibata
StaffCredit_93	&#xE;&#x18;&#x0;&#x0;CHARACTER SUPERVISORS
StaffCredit_94	Akiko Kato
StaffCredit_95	Yo Ohnishi
StaffCredit_96	Tsuyoshi Watanabe
StaffCredit_97	&#xE;&#x18;&#x0;&#x0;TECHNICAL SUPPORT
StaffCredit_98	Yuta Ogawa
StaffCredit_99	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION MANAGEMENT
StaffCredit_100	Leslie Swan
StaffCredit_101	Nate Bihldorff
StaffCredit_102	Reiko Ninomiya
StaffCredit_103	Tim O'Leary
StaffCredit_104	&#xE;&#x18;&#x0;&#x0;NOA LOCALIZATION
StaffCredit_105	Camilo Alba Navarro
StaffCredit_106	Hélène Bisson-Pelland
StaffCredit_107	Robert Heiret
StaffCredit_108	Laurence Millerioux-Tanen
StaffCredit_109	César Pérez
StaffCredit_110	Eric Smith
StaffCredit_111	Ethan Stockton
StaffCredit_112	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION MANAGEMENT
StaffCredit_113	Erkan Kasap
StaffCredit_114	Takashi Katagiri
StaffCredit_115	Jamie Grant
StaffCredit_116	Andrew Steele
StaffCredit_117	&#xE;&#x18;&#x0;&#x0;NOE LOCALISATION
StaffCredit_118	Steffen Lotz
StaffCredit_119	Daniel Campbell
StaffCredit_120	Matthew Fosbrook
StaffCredit_121	Marie Suffert
StaffCredit_122	Tito Leati
StaffCredit_123	Emanuele Fabbioni
StaffCredit_124	Gunnar Friedrich
StaffCredit_125	Jesko von Werthern
StaffCredit_126	Blanca Hueso Taulés
StaffCredit_127	Miguel Sánchez Esteban
StaffCredit_128	Saskia Doorschodt
StaffCredit_129	Carsten Harmans
StaffCredit_130	Ilya Liberman
StaffCredit_131	Stanislav Bush
StaffCredit_132	Bernardo Serpa
StaffCredit_133	André Pinto
StaffCredit_134	&#xE;&#x18;&#x0;&#x0;TESTING
StaffCredit_135	Ryuji Hamaguchi
StaffCredit_136	Hiroaki Gohara
StaffCredit_137	Naoki Takami
StaffCredit_138	Ryosuke Yamada
StaffCredit_139	Kentaro Nishimura
StaffCredit_140	Mario Club Co., Ltd.
StaffCredit_141	NOA Product Testing
StaffCredit_142	NOE Quality Assurance
StaffCredit_143	All General Support Group
StaffCredit_144	&#xE;&#x18;&#x0;&#x0;SPECIAL THANKS
StaffCredit_145	Takumi Kawagoe
StaffCredit_146	Shunsuke Makita
StaffCredit_147	Yoji Inagaki
StaffCredit_148	Takahiro Watanabe
StaffCredit_149	Yuki Tsuji
StaffCredit_150	Keisuke Nishimori
StaffCredit_151	Yoko Fukuda
StaffCredit_152	Aya Shida
StaffCredit_153	Junki Ikeuchi
StaffCredit_154	Shigetoshi Kitayama
StaffCredit_155	Takuhiro Dohta
StaffCredit_156	Takahiro Takayama
StaffCredit_157	Tomohisa Saito
StaffCredit_158	Hirokazu Matsui
StaffCredit_159	Yuki Ijiri
StaffCredit_160	Daiki Nishioka
StaffCredit_161	Ryusuke Yoshida
StaffCredit_162	Naoko Ayabe
StaffCredit_163	Takumi Wada
StaffCredit_164	Yuri Adachi
StaffCredit_165	Yusuke Nakano
StaffCredit_166	Kiyomi Itani
StaffCredit_167	Aki Sakurai
StaffCredit_168	Takashi Hosoi
StaffCredit_169	Keizo Kato
StaffCredit_170	SRD
StaffCredit_171	IMAGICADIGITALSCAPE Co., Ltd.
StaffCredit_172	Mox Co., Ltd.
StaffCredit_173	&#xE;&#x18;&#x0;&#x0;GENERAL PRODUCER
StaffCredit_174	Shigeru Miyamoto
StaffCredit_175	&#xE;&#x18;&#x0;&#x0;EXECUTIVE PRODUCER
StaffCredit_176	Satoru Iwata
VSModeSelect.msbt
VSModeSelect_TextChoice_00	どちらのモードであそびますか？
VSModeSelect_Num1R_00	２～４人で
VSModeSelect_Num1L_00	１人で
VSModeSelect_CoinBattle_00	コインバトル
VSModeSelect_CoinEdit_00	コインエディット
world_name.msbt
WorldName_1	ドングリへいげん
WorldName_2	デザートさばく
WorldName_3	ミントしょとう
WorldName_4	フローズンだいち
WorldName_5	ソーダジャングル
WorldName_6	ロックさんみゃく
WorldName_7	マシュマロうんかい
WorldName_8	ピーチ城
WorldName_9	スペシャルスター
WorldName_Coin_Battle	バトルせんようコース
WorldName_ShadowIsl	ひみつのしま
