langid:7A947B29
14    5
710FA1BD    {tp:0.01}Yes! More of that creepy fog{p}has lifted!{p}{p}Maybe the {clr:71D2FF}Parascope {clr:pop}will be able{p}to locate more {clr:A554D0}Dark Moon{clr:pop} pieces{p}now!{/tp}
710FA1BE    {tp:0.01}Let's take a gander at the map and{p}see what shakes loose.{/tp}
710FA1BF    {tp:0.01}Woo hoo! That's it!{p}That's where we've got to go next!{p}{p}How are we getting there, you ask?{p}Well...{/tp}
710FA1C0    {tp:0.01}I thought it might come to this,{p}so I made a couple of tweaks to{p}the {clr:71D2FF}Pixelator{clr:pop}!{/tp}
710FA1C1    {tp:0.01}It should now be able to move{p}you to the next location.{p}Check it out on the monitor!{/tp}
718825FB    Workshop
71AECC91    Select a File
723C78BC    Level 2
723C78BD    Level 3
7256EB29    Mode Settings
728F2147    Rooftop Pool
72D60BFA    {tp:0.01}Once we restore the {clr:A554D0}Dark Moon{clr:pop},{p}maybe they'll be willing to join me{p}for a steaming cup of ghost tea!{p}...{/tp}
72D60BFB    {tp:0.01}What? Why are you looking at me{p}like that?{/tp}
72D60BFC    {tp:0.01}Anyhoo, I feel bad for that Toad{p}fellow. Being trapped inside that{p}painting can't have been fun.{/tp}
736437C4    No
737D6373    No
73DFC72C    Use Dark-Light{p}(Once acquired)
74055A68    Tomb
74953030    Fishing Hut
74B1AB16    You have unlocked{p}Endless Polterpup Mode!
74B29E5D    A Nightmare to Remember
74E5F556    {tp:0.01}{clr:51E949}Luigi{clr:pop}, it's time to open that creepy{p}door and see what's behind it!{p}Aren't you excited?{/tp}
74E5F557    {tp:0.01}Thanks to my recent analysis of the{p}{clr:A554D0}Dark Moon{clr:pop} pieces, the {clr:71D2FF}Parascope{p}{clr:pop}has become much more accurate!{/tp}
74E5F558    {tp:0.01}The piece we're looking for is{p}located in the {clr:FF9754}Tree House {clr:pop}at the{p}very top of the big tree!{p}We were on the right track after all!{/tp}
74E5F559    {tp:0.01}And here's the {clr:71D2FF}special key{clr:pop}.{p}It wasn't tough to fix.{/tp}
74E5F55A    {tp:0.01}Use the key to open that door,{p}get to the {clr:FF9754}Tree House{clr:pop}, and find that{p}{clr:A554D0}Dark Moon{clr:pop} piece!{p}Oh, and {clr:51E949}Luigi{clr:pop}...{/tp}
74E5F55B    {tp:0.01}The {clr:71D2FF}Parascope{clr:pop} picked up some...{p}troubling signals inside the{p}{clr:FF9754}Tree House{clr:pop}. POWERFUL signals.{/tp}
74E5F55C    {tp:0.01}Be careful up there, sonny!{/tp}
751864E9    {tp:0.01}You'll need a {clr:71D2FF}key{clr:pop} to open{p}that door, son.{/tp}
751864EA    {tp:0.01}Ghosts love hiding things—{p}especially {clr:71D2FF}keys{clr:pop}!{p}{p}Go back and search those{p}rooms thoroughly.{p}{p}You'll want to press ɣ and ɓ{p}to look up and down.{/tp}
75808E8C    Pink Zinnia
7588F961    Ɠ{clr:F0DE8A}{0}{clr:pop}
76A4A48B    This hair-raising high-rise full of{p}ghostly challenges awaits you{p}and your fellow ghost hunters.{p}Access it from the main menu!
76D75131    The reason this fellow is so angry is{p}because people keep thinking clown{p}fish are actual clowns. They're not.{p}He's got no sense of humor whatsoever.{p}Didn't laugh at any of my jokes.
76F1932E    {tp:0.01}If the door to th_ {clr:FF9754}Workshop{p}{clr:pop}is lock_d, che_k the gen_rator{p}in the {clr:FF9754}Maint{clr:pop}_{clr:FF9754}nance{clr:pop} {clr:FF9754}Room{clr:pop}.{/tp}
76F1932F    {tp:0.01}T_rn it on to pow_r up both{p}the door _nd that {clr:71D2FF}Pix{clr:pop}_{clr:71D2FF}lator{clr:pop}.{/tp}
772D29F0    א Skip
776D7127    Find the exit hatch!
776F677E    Delete all Luigi's Mansion: Dark Moon{p}save data?
77AC1D69    Strong Slammer
77C6F9DD    {clr:71D2FF}B-5{clr:pop} Doggone Key
784A1909    These remarkable towers are{p}built around a colossal tree.{p}The original owners had a liking{p}for gardening and exotic plants,{p}which are growing out of control!
785A0C76    {tp:0.01}Welcome back, {clr:51E949}Luigi{clr:pop}.{/tp}
785A0C78    {tp:0.01}OK, let me see that strange{p}{clr:71D2FF}special compass{clr:pop}...thing.{/tp}
785A0C79    {tp:0.01}Well, I'll be!{p}This is really something else!{/tp}
785A0C7A    {tp:0.01}I'm gonna need some time to{p}examine it.{p}{p}Perhaps you'd like to visit the{p}{clr:FF9754}Vault{clr:pop} in the meantime?{/tp}
786C6F17    Polterpup Mode!
78FB33FC    Bedroom
7949142F    Most Steals
794B23ED    A team member has been CURSED!
795EBE2E    {tp:0.01}Nice work, {clr:51E949}Luigi{clr:pop}.{/tp}
795EBE2F    {tp:0.01}That ghostly dog actually did{p}us a favor by snatching the{p}{clr:71D2FF}hour hand {clr:pop}from those ghosts!{/tp}
795EBE30    {tp:0.01}I'll bring you back in just a{p}second here. Hold on.{/tp}
795EC4C1    {tp:0.01}Remember, {clr:51E949}Luigi{clr:pop}!{p}Use the {clr:71D2FF}Dark-Light Device{clr:pop} to{p}reveal the unseen!{/tp}
798BDC33    Family Room
79E3CD31    Health Lost
79FE2B8B    Create a ScareScraper for players to join.
7A24BD81    {tp:0.01}Just know that I'm very proud of{p}you, my boy. Very proud.{p}*sniff*{/tp}
7A4D4DBA    Inner Courtyard
7A5E20AD    Endless
7A97357C    :
7AE1900C    F3
7B1E2471    Eureka! This ghostly egg can{p}reassemble itself once it's cracked!
7BC90C3B    {tp:0.01}Glad you made it back safely, {clr:51E949}Luigi{clr:pop}!{p}There were more ghosts up there{p}than I originally anticipated.{/tp}
7BC90C3C    {tp:0.01}Those ghosts were no match for you,{p}young feller. No match at all.{/tp}
7BC90C3D    {tp:0.01}But don't get too confident, son.{p}You can't afford to let your guard{p}down with all these ghosts about.{/tp}
7BC90C3E    {tp:0.01}Anyhoo...{p}I still have no idea what triggered{p}the ghost resurgence.{/tp}
7BC90C3F    {tp:0.01}The scientific method doesn't{p}exactly apply to paranormal{p}phenomena, you know.{/tp}
7BC90C40    {tp:0.01}That said, there's no mystery that {p}science can't eventually solve!{/tp}
7BCA74F0    You reached the top floor in
7C97B7A5    Play with ghost hunters{p}from all over the world.
7CBEB501    Brightens the Place Up
7CC9B8B2    Finishing Room
7CC9B8B3    Container Yard
7CC9B8B4    Kiln Room
7CFE272D    Preparing to start game. {p}Don't turn the power off.
7CFF3C07    Shrewd Possessor
7D9D5A10    {tp:0.01}Ready for some more action?{p}Ah, you're a courageous lad.{p}{p}You know, you remind me of myself{p}at your age, feller.{p}Ho ho! Those were the days...{/tp}
7D9D5A11    {tp:0.01}Anyhoo, we need to start searching{p}for the rest of the {clr:A554D0}Dark Moon{clr:pop}.{p}{p}Luckily, I've got just the invention to{p}make our job easier!{/tp}
7D9D5A12    {tp:0.01}I call it the {clr:71D2FF}Parascope{clr:pop}, a tip-top{p}device that detects and measures{p}distant paranormal signals.{/tp}
7D9D5A14    {tp:0.01}Now, details.{p}There's a mechanism that controls{p}the access to that section.{/tp}
7D9D5A15    {tp:0.01}The access mechanism is in the{p}{clr:FF9754}Foyer{clr:pop}. I'll give you instructions once{p}you get there.{/tp}
7D9D5A16    {tp:0.01}Got all that? Good.{p}Now get a move on!{/tp}
7D9E37AD    {tp:0.01}Bravo, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}Someone needs to put a leash{p}on that blasted pooch!{p}{p}Eh, you're pretty far from the{p}mansion's entrance now.{p}{/tp}
7D9E37AE    {tp:0.01}It'll be faster for me to bring{p}you back here and then send{p}you to the entrance.{/tp}
7D9E37AF    {tp:0.01}Hold on!{/tp}
7E604169    This possessor turned into a huge icy{p}monster and tried to escape with the{p}Dark Moon piece by tunneling down{p}through the Secret Mine. I thought{p}Luigi was a goner for sure!
7EE887BE    Frozen Pit
7F109AFC    These gooey ghosts just love to cuddle,{p}and they'll never want to let you go.{p}But after the Dark Moon broke apart,{p}they forgot about the cuddling part.{p}Watch out for them on floors and ceilings!
7F282682    Bingo! I've found the possessor ghost{p}hiding in the Workshop!{p}And if we've learned anything, it's that{p}where there are possessors, there are{p}Dark Moon pieces!
7F362C26    Garden
7F9044D8    Coatroom
7FA0AC5C    Good news, Luigi. I've located the next{p}Dark Moon piece. It's at the top of the{p}Clock Tower. All you've gotta do is{p}mosey on up there and grab it!{p}What could go wrong?
7FA411A8    ScareScraper
7FA77F30    There's no denying that he looks creepy,{p}but he's actually a pretty interesting{p}feller once you get to know him.
7FB354A6    ɭ Zoom ɹ
7FB3D2C8    Polterpup Mode
7FBA4059    MISSION COMPLETE!
800783AE    {tp:0.01}Blasted ghost! The passage in{p}the bookshelf won't open{p}without the book he took!{p}The {clr:71D2FF}Parascope {clr:pop}doesn't work{p}well in that mansion, but I'll{p}try to find him!{/tp}
800783AF    {tp:0.01}...Give it a second...{p}Come on, you piece of {p}brilliantly designed junk!{p}...{p}{p}{p}Bingo!{p}{p}{p}He seems to be somewhere on{p}this floor...on the west side.{/tp}
800783B0    {tp:0.01}I know—not very precise, but{p}better than nothing! Start{p}searching while I keep trying.{/tp}
8047B502    {tp:0.01}Find three vanes in the East Hall.{/tp}
8047B535    {tp:0.01}Find a vane in the Gardener's Dwelling.{/tp}
8047B536    {tp:0.01}Find a vane in the Gardener's Lab.{/tp}
809C2DCC    Now that these ghosts have been{p}augmented by the crystals,{p}capturing them is even trickier.{p}It's best to wait until they show{p}themselves to stun them.
80A34573    Once one or more players{p}have joined your game,{p}press the A Button to start.
81394C1F    Catch all the Polterpups!
819BBCC1    Skip Slope
8238D6A9    B3
823DF077    {tp:0.01}Well done,{clr:51E949} Luigi{clr:pop}.{p}You really taught that ghost a{p}lesson!{p}He looked different than the{p}other ghosts. I wonder why...{/tp}
823DF078    {tp:0.01}Anyhoo, let's hope he didn't{p}hide that {clr:71D2FF}rotor {clr:pop}too well.{p}Get to searching!{/tp}
82F6A1B3    Poltergust upgrade unlocked!
831376F8    {tp:0.01}Well done, my boy! Well done.{p}{p}{p}That Poltergeist's telekinetic power{p}was no match for the{p}{clr:71D2FF}Poltergust 5000{clr:pop}!{/tp}
831376F9    {tp:0.01}Oh, and your...ah...tremendous {p}strength and courage, of course.{/tp}
831376FA    {tp:0.01}Now, let's see those {clr:71D2FF}clock hands{clr:pop}!{/tp}
831376FB    {tp:0.01}Criminy!{p}That's only the {clr:71D2FF}minute hand{clr:pop}!{p}Where is the {clr:71D2FF}hour hand{clr:pop}?{/tp}
831376FC    {tp:0.01}Well...one hand is better than{p}no hands, I suppose.{/tp}
831376FD    {tp:0.01}But where could that other hand be?{p}Hmm...{p}{p}I'll try to come up with a plan to{p}find the missing {clr:71D2FF}hour hand{clr:pop}.{/tp}
831376FE    {tp:0.01}In the meantime, why don't you go{p}wash up?{p}{p}The ghostly goo smell coming from{p}your overalls is making me a little{p}woozy.{/tp}
839B9BB8    {tp:0.01}I really thought getting that{p}{clr:A554D0}Dark Moon {clr:pop}piece would be a breeze.{p}{p}Shoulda known those pesky ghosts{p}wouldn't make it easy for us.{/tp}
839B9BB9    {tp:0.01}Speaking of ghosts, let's unload{p}the {clr:71D2FF}Poltergust 5000{clr:pop}.{/tp}
83EE5270    After a nice hot shower and with no{p}other plans for the day, this Gobber{p}slips right into his bathrobe and{p}gets ready to lounge around.{p}This ghost is living the dream.
83F1790F    Scareambles
83F1C9E9    Library
83FC1FBE    {clr:71D2FF}C-5{clr:pop} Piece at Last
83FE8F7D    {tp:0.01}Search the Garage.{/tp}
83FE8F7E    {tp:0.01}Find the missing Strobulb.{/tp}
83FE8F7F    {tp:0.01}Capture any nearby ghosts.{/tp}
83FE93BE    {tp:0.01}Activate the mechanism in the Foyer.{/tp}
83FE93BF    {tp:0.01}Recover all four stolen gears.{/tp}
83FE97FF    {tp:0.01}Use the crank in the Foyer.{/tp}
83FE9800    {tp:0.01}Investigate the music in the Library.{/tp}
83FE9C40    {tp:0.01}Find the Dark-Light Device.{/tp}
83FE9C41    {tp:0.01}Capture whoever is releasing the Spirit Balls.{/tp}
83FEA081    {tp:0.01}Clean up all the webs.{/tp}
83FEA4C2    {tp:0.01}Confront the source of the powerful energy.{/tp}
83FEAD44    {tp:0.01}Capture all the ghosts as soon as possible!{/tp}
83FF1BDE    {tp:0.01}Check the Hydro Generator.{/tp}
83FF1BDF    {tp:0.01}Fix the water pump on the roof.{/tp}
83FF201F    {tp:0.01}Enter the Hollow Tree.{/tp}
83FF2020    {tp:0.01}Recover the pinwheel vanes.{/tp}
83FF2460    {tp:0.01}Attach the pinwheel vanes.{/tp}
83FF2461    {tp:0.01}Find the mysterious passage.{/tp}
83FF2462    {tp:0.01}Search the Crypt for a special key.{/tp}
83FF2463    {tp:0.01}Send the Toad to the Bunker.{/tp}
83FF28A1    {tp:0.01}Reach the Rooftop Pool.{/tp}
83FF28A2    {tp:0.01}Look for the special key.{/tp}
83FF2CE2    {tp:0.01}Find the ghostly dog.{/tp}
83FF2CE3    {tp:0.01}Recover the special key.{/tp}
83FF3564    {tp:0.01}Find the Dark Moon piece in the Tree House.{/tp}
83FF3DE6    {tp:0.01}Capture all the ghosts as soon as possible!{/tp}
83FFA83F    {tp:0.01}Get to the Clock Tower Gate.{/tp}
83FFA841    {tp:0.01}Retrieve the special compass.{/tp}
83FFAC80    {tp:0.01}Find your way underground.{/tp}
83FFAC81    {tp:0.01}Look for the missing clock hands.{/tp}
83FFB0C1    {tp:0.01}Find the Poltergeist in the Roundhouse.{/tp}
83FFB0C2    {tp:0.01}Recover the clock hands.{/tp}
83FFB503    {tp:0.01}Chase the dog and get the hour hand.{/tp}
83FFB943    {tp:0.01}Chase the ghost and get the rotor.{/tp}
83FFB944    {tp:0.01}Meet the Toad in the Synchronization Room.{/tp}
83FFB945    {tp:0.01}Lead the Toad to the Service Elevator.{/tp}
83FFBD84    {tp:0.01}Find and retrieve the Dark Moon piece.{/tp}
83FFC606    {tp:0.01}Capture all the ghosts as soon as possible!{/tp}
840034A0    {tp:0.01}Meet with the Toad in the Chalet.{/tp}
840034A1    {tp:0.01}Look for the missing Toad.{/tp}
840034A2    {tp:0.01}Send the Toad to the Bunker.{/tp}
840038E1    {tp:0.01}Reach the bottom of the mine.{/tp}
840038E2    {tp:0.01}Inspect the Crystal Quarry.{/tp}
84003D22    {tp:0.01}Find the gondola access.{/tp}
84003D23    {tp:0.01}Get rid of the paranormal chains.{/tp}
84003D24    {tp:0.01}Cross the chasm and reach the Workshop.{/tp}
840049E5    {tp:0.01}Retrieve the Dark Moon piece.{/tp}
84005267    {tp:0.01}Capture all the ghosts as soon as possible!{/tp}
8400C101    {tp:0.01}Unlock the front entrance.{/tp}
8400C102    {tp:0.01}Recover the Front-Door Key.{/tp}
8400C543    {tp:0.01}Find and rescue the Toad assistant.{/tp}
8400C544    {tp:0.01}Send both Toads to the Bunker.{/tp}
8400C545    {tp:0.01}Send both Toads to the Bunker.{/tp}
8400C983    {tp:0.01}Activate the stairwell in the Inner Courtyard.{/tp}
8400C984    {tp:0.01}Get to the Train Exhibit and look for Mario!{/tp}
8400C985    {tp:0.01}Find the Poltergeist and the book he took!{/tp}
8400CDC4    {tp:0.01}Ambush King Boo, and rescue Mario.{/tp}
8400CDC5    {tp:0.01}Escape the trap.{/tp}
8400D205    {tp:0.01}Inspect the Terrace.{/tp}
8400D206    {tp:0.01}Capture all ghosts before it's too late!{/tp}
8400DEC8    {tp:0.01}Retrieve the Dark Moon piece.{/tp}
84014D62    {tp:0.01}Defeat King Boo!{/tp}
8430D9EF    He doesn't have two pairs of wings.{p}In fact, he doesn't have any wings.{p}What good are wings to a ghost?
84A31DB9    {clr:71D2FF}A-2{clr:pop} Gear Up
85464551    ɐ Continue
85CE33EA    {tp:0.01}Remember how to inspect the{p}scene? Look around by tilting the{p}Nintendo 3DS in all directions.{p}Zoom in and out with ɹ and ɭ.{p}Press ɓ when you're done!{/tp}
85E35DE1    Super Poltergust unlocked!
85FBA4CE    Lady Gug
86E9D599    {tp:0.01}Good going, {clr:51E949}Luigi{clr:pop}! {p}{p}{p}It seems you just unblocked{p}the original entrance from the{p}other side!{/tp}
86E9D59A    {tp:0.01}Once we clear out the ghosts,{p}I'll be able to explore the{p}underground myself.{/tp}
86E9D59B    {tp:0.01}But for now, get back down{p}there and find those blasted{p}{clr:71D2FF}clock hands{clr:pop}!{/tp}
86ED0151    ScareScraper
870E820F    {tp:0.01}Ugh... I can't believe I touched{p}that clock {clr:71D2FF}rotor{clr:pop}. I feel sick.{p}{p}Now that you got what you came{p}for, can you take me back to the{p}{clr:FF9754}Service Elevator{clr:pop}?{p}There's a {clr:71D2FF}Pixelator Screen{clr:pop} in{p}there.{p}{p}I can't wait to get out of this place...{/tp}
8793FAA8    Tree Root
87ECADC3    We have a small problem.{p}The Parascope found significant{p}paranormal signals in the towers.{p}Nothing you can't manage!
881B3FAC    J
881B3FAD    K
885CA35A    Creeper
8865339D    Criminy! Someone's been casting{p}illusions in the Gloomy Manor!{p}We'll need my Dark-Light Device{p}to see through this hooey. I'm{p}pretty sure I left it in the lab.
886F7BE6    Hunt!
892471C8    {tp:0.01}That'll do, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}You weren't exactly quick about{p}it, but you caught 'em all.{p}{p}Anyhoo, let's bring you back!{/tp}
8937FFDA    This nightmarish skyscraper full of{p}ghostly challenges awaits you and{p}your courageous friends!{p}Can you battle your way to the top?
895C4926    Restrooms
8973817F    Quit to Bunker
8A3330A4    {tp:0.01}{clr:51E949}Luigi{clr:pop}! The {clr:71D2FF}Dark-Light Device{clr:pop}{p}only breaks the illusion for a{p}short while.{p}You'll still need to vacuum up{p}the Spirit Balls with the{p}{clr:71D2FF}Poltergust 5000{clr:pop}!{/tp}
8A66AD6C    found a Polterpup!
8A82E94F    Could not delete corrupted save data.{p}{p}Hold down the POWER Button to{p}turn off the power, then turn it on{p}and try again.
8AC75F78    Number captured: {0}
8AE08734    Connecting...
8AE81C08    East Corridor
8AF7FEED    {tp:0.01}As I live and breathe!{p}{p}{p}Those were the ghosts of the{p}Three Sisters! They're regular{p}paranormal celebrities!{/tp}
8AF7FEEE    {tp:0.01}Yep, the {clr:71D2FF}Parascope {clr:pop}was going{p}bonkers for a minute there,{p}but it's back to normal now.{/tp}
8AF7FEEF    {tp:0.01}The sisters are normally very {p}polite ghosts. It's disturbing{p}to see them act so...rude!{p}Good job capturing them!{/tp}
8B0220B0    Most Ghosts Captured
8B7F6E86    Gear Chamber
8B815CF5    Go back to the Mission Select screen?
8BDF1E3F    Lounge
8BE18756    ɏ Settings
8BEC6F07    {tp:0.01}That area is just behind the{p}{clr:FF9754}Clock Tower Gate{clr:pop}!{p}{p}Hmm... Another possessor?{p}I wish I could say I was surprised...{p}{p}Anyhoo, he and those ghosts seem{p}to be headed to the top of the{p}tower.{/tp}
8BEC6F08    {tp:0.01}What is that ominous glow?{p}{p}{p}It almost seems like it's influencing{p}the ghosts somehow, including{p}the possessors.{p}The ghosts became hostile,{p}but they also seem to be under{p}someone's control. Hmm...{/tp}
8BEC6F09    {tp:0.01}That sack!{p}Is that a painting inside?{p}{p}Hmm...{p}Why are those {clr:D8BCE6}Boos{clr:pop} guarding it{p}so closely?{p}Wait a minute!{p}There's something familiar about{p}that hat...{/tp}
8BEC6F0A    {tp:0.01}Another {clr:D8BCE6}Boo {clr:pop}using those{p}Spirit Balls to create illusions.{p}{p}Who gave them that ability?{p}They can't have just started doing{p}that on their own.{/tp}
8BEC6F0B    {tp:0.01}Hmm... I wonder how each one of{p}those possessor ghosts got a hold{p}of a {clr:A554D0}Dark Moon{clr:pop} piece.{p}That can't be a coincidence.{/tp}
8BEC6F0C    {tp:0.01}{clr:D8BCE6}Boos {clr:pop}everywhere!{p}{p}{p}Strange!{p}They seem to get along with the{p}possessor ghosts.{p}{clr:D8BCE6}Boos{clr:pop} don't usually get along well {p}with other powerful ghosts.{/tp}
8BEC6F0D    {tp:0.01}That is one big, scary shadow!{p}{p}{p}I'm starting to think that the{p}{clr:A554D0}Dark Moon{clr:pop} didn't break apart{p}all by itself!{/tp}
8BED1354    {tp:0.01}Well, {clr:51E949}Luigi{clr:pop}, I've got good news and{p}bad news.{/tp}
8BED1355    {tp:0.01}The good news is that the ghost dog{p}that took the {clr:71D2FF}special key {clr:pop}is still{p}somewhere in the {clr:FF9754}Haunted Towers{clr:pop}.{/tp}
8BED1356    {tp:0.01}The bad news is that the dog is{p}running from room to room, so we{p}can't actually pinpoint him.{/tp}
8BED1357    {tp:0.01}However, the {clr:71D2FF}Parascope{clr:pop} discovered{p}something that may help us.{/tp}
8BED1358    {tp:0.01}The dog left behind a trail of{p}spectral paw prints starting in{p}the {clr:FF9754}Courtyard{clr:pop}!{/tp}
8BED1359    {tp:0.01}If you follow that invisible trail,{p}you should eventually find him.{/tp}
8BED135A    {tp:0.01}The prints will be invisible to the{p}naked eye, so you'll need to use the{p}{clr:71D2FF}Dark-Light Device{clr:pop} to reveal them.{/tp}
8BED135B    {tp:0.01}Ready, {clr:51E949}Luigi{clr:pop}?{p}Don't you dare come back{p}here without that {clr:71D2FF}special key{clr:pop}!{/tp}
8BED135C    {tp:0.01}Ha ha! {p}You should've seen your face, sonny!{p}Ha! Priceless.{/tp}
8C2662AD    {tp:0.01}Good work, {clr:51E949}Luigi{clr:pop}.{p}The spiders should leave now{p}that you've removed their webs.{/tp}
8C2662AE    {tp:0.01}Anyhoo, a more pressing{p}issue has come up.{/tp}
8C2662AF    {tp:0.01}I may have discovered where{p}the spiders came from!{/tp}
8C2662B0    {tp:0.01}I'll bring you back now to fill{p}you in.{/tp}
8C59B89E    Records
8C9B932C    F5
8CB35D65    {0} {p}is changing game settings...
8D0107EE    His favorite thing to do is dip himself{p}in mud and pretend it's chocolate.{p}It's...odd, to say the least.
8D08328F    +Control Pad Communication
8D17434F    Most Treasure Collected
8DCCE17A    {tp:0.01}Fine work, my boy!{p}You handled that well.{/tp}
8DCCE17C    {tp:0.01}But you're the real hero here, {clr:51E949}Luigi{clr:pop}.{p}Good job recovering that final clock{p}part.{/tp}
8DCCE17D    {tp:0.01}No, no. You keep it.{p}You'll need it for the next mission.{/tp}
8DCCE17E    {tp:0.01}We're finally ready to open the{p}{clr:FF9754}Clock Tower Gate{clr:pop} and climb up{p}to the top.{/tp}
8DCCE17F    {tp:0.01}But first, there's something we{p}need to review!{/tp}
8DCCE180    {tp:0.01}This Toad also had a snapshot from{p}my tridimensional {clr:71D2FF}security camera{clr:pop}{p}with him.{/tp}
8DCCE181    {tp:0.01}It was taken pretty recently, too.{p}Hopefully it'll give us some useful{p}information.{p}I'll go ahead and process it now.{p}Let me know when you're ready to{p}look at it.{/tp}
8E4484AB    No
8E95E911    Study
8E9EC2E5    Synchronization Room
8ECEFAFF    Cargo Room
8EF4E1D0    {tp:0.01}Boo-ha-ha! {p}I'm {clr:D8BCE6}Boogie Woogie{clr:pop}!{p}Hang ten, green-hatted dude!{/tp}
8EF4E611    {tp:0.01}I'm {clr:D8BCE6}BaBoon{clr:pop}!{p}Let's go boo-nanas!{/tp}
8EF4EA52    {tp:0.01}Oopsie. I made a {clr:D8BCE6}Boo Boo{clr:pop}...{/tp}
8EF4F2D4    {tp:0.01}Ooga Booga!{p}{p}{p}Did I scare you?{p}My name's...wait for it...{clr:D8BCE6}Ooga Booga{clr:pop}!{/tp}
8F13E37A    Online Play
8F738D15    Rush Mode!
90075949    Adjust 3D{p}Depth
902C8CD3    {tp:0.01}Hey, youngster!{p}I've finished processing the{p}{clr:71D2FF}security-camera{clr:pop} image.{p}Shall we take a look?{/tp}
902C8CD4    {tp:0.01}{clr:51E949}Luigi{clr:pop}, I didn't like at all what{p}we saw in there.{/tp}
902C8CD5    {tp:0.01}Why are those {clr:D8BCE6}Boos {clr:pop}putting ghosts{p}inside crystals?{p}And who is commanding them?{/tp}
902C8CD6    {tp:0.01}That sinister laughter coming from{p}the bottom of the mine—do you{p}think it came from their leader?{/tp}
902C8CD7    {tp:0.01}That photo was taken just before{p}you arrived, so they're probably{p}still down there.{/tp}
902C8CD8    {tp:0.01}But the only way to know for sure is{p}to investigate the {clr:FF9754}Crystal Quarry{clr:pop}!{/tp}
902C8CD9    {tp:0.01}You'll find my {clr:71D2FF}E-Gates{clr:pop} on the way{p}there. Don't be afraid to use them!{/tp}
902C8CDA    {tp:0.01}OK, sonny.{/tp}
902C8CDB    {tp:0.01}Get to the bottom of the mine, and{p}stop those {clr:D8BCE6}Boos{clr:pop} from doing...{p}whatever it is they're doing!{/tp}
9065DC2C    {tp:0.01}{clr:51E949}Lu{clr:pop}_{clr:51E949}gi{clr:pop}!{p}Are you all r_ght?{/tp}
9065DC2D    {tp:0.01}Did y__ see that big-headed{p}ghost? He ran off wi__ the{p}{clr:71D2FF}clock hands {clr:pop}we're look__g for!{/tp}
9065DC2E    {tp:0.01}We need to track h__ down.{p}I'll pix__port you back so we{p}c_n regroup.{/tp}
90BD6726    Sister Herlinda
90D42FE7    {tp:0.01}Strong work, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}You sent those ghosts packing,{p}and very quickly, I should add!{p}{p}Let's bring you back now.{/tp}
90D8439A    {clr:71D2FF}B-2{clr:pop} The Pinwheel Gate
90EACA9E    You have unlocked{p}Endless Rush Mode!
90F37E79    They might look like ruthless{p}brutes, but these tender fellers{p}have a heart of gold under normal{p}circumstances. Just don't let them{p}give you a round of applause!
910B09FF    Success! The Parascope has located{p}both the Dark Moon piece and the{p}possessor that has it.{p}But you'll have to cross the chasm{p}and reach the other side to find them!
91712BBA    Old Graveyard
91B39694    {tp:0.01}A secret mining operation was{p}started up there a while back,{p}but it's been abandoned since.{p}Apparently the minerals in the{p}mountain—especially the crystals—{p}have unusual properties.{/tp}
91B39695    {tp:0.01}Anyhoo, the next {clr:A554D0}Dark Moon{clr:pop} piece{p}is somewhere in this location.{/tp}
91B396F7    {tp:0.01}The Toad may have seen where the{p}{clr:A554D0}Dark Moon{clr:pop} piece landed, but he's{p}not responding to my calls!{/tp}
91B396F8    {tp:0.01}He's probably in the {clr:FF9754}Chalet{clr:pop},{p}napping in front of the fireplace.{p}I'll pixelate you nearby.{/tp}
91B39718    {tp:0.01}Find him, and bring him back here{p}so we can talk to him.{/tp}
91B39719    {tp:0.01}In the meantime, I'll keep scanning{p}the area with the {clr:71D2FF}Parascope{clr:pop},{p}looking for our {clr:A554D0}Dark Moon{clr:pop} piece.{p}Though the harsh weather will{p}make it tough to find anything.{/tp}
91D38847    Searching for ScareScrapers...
91FECCD7    Catch all the Polterpups!
9219413B    Special ghosts captured{p}within the uncanny floors{p}of the ScareScraper.
924646F1    Endless
927F1149    This Ancient Poltergeist was{p}hiding one of the clock hands{p}from the Clock Tower Gate. Over{p}the years he has learned to control{p}not just air, but sand as well!
92D6559A    Dungeon Cells
92F44ABB    Garage
92FFFF52    {tp:0.01}A one, and a two,{p}and we all love {clr:D8BCE6}MamBoo{clr:pop}!{p}Except for you!{/tp}
93000393    {tp:0.01}Am I {clr:D8BCE6}Boolean{clr:pop}?{p}True or false?{/tp}
930007D4    {tp:0.01}I'm {clr:D8BCE6}Booluga{clr:pop}!{p}I used to be covered in blubber,{p}but then I went on a die-it!{/tp}
93000C15    {tp:0.01}I always knew you'd fall for me!{p}{clr:D8BCE6}Boo B. Trap{clr:pop} strikes again!{/tp}
93001056    {tp:0.01}Yip yip!{p}I'm {clr:D8BCE6}French Boodle{clr:pop}!{p}Aren't I bootiful?{/tp}
9303D97C    {tp:0.01}Fantastic!{p}{p}{p}Now that we've recovered another{p}{clr:A554D0}Dark Moon{clr:pop} piece, we just need to{p}find the REST of them!{/tp}
9303D97D    {tp:0.01}Wuzzat?{p}You thought we were done?{p}{p}Ho ho! You didn't think the ghosts{p}would keep all the pieces in the{p}same place, did you?{/tp}
