Battle\COMMON.msbt
NOT_MOVE	正在觀察狀況……
018	霧亞目前的舞台等級\n似乎還不足以開始支線劇情。
019	現在可以進行霧亞最初的支線劇情。
020	現在可以進行霧亞的第二個支線劇情。
021	現在可以進行霧亞最後的支線劇情。
022	霧亞的支線劇情已經全部完成了。
072	霧亞的支線劇情似乎快要開始了。\n等待ＴＯＰＩＣ的聯絡吧。
023	要開始艾莉歐諾拉的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
024	艾莉歐諾拉目前的舞台等級\n似乎還不足以開始支線劇情。
025	現在可以進行艾莉歐諾拉最初的支線劇情。
026	現在可以進行艾莉歐諾拉的第二個支線劇情。
027	現在可以進行艾莉歐諾拉最後的支線劇情。
028	艾莉歐諾拉的支線劇情已經全部完成了。
073	艾莉歐諾拉的支線劇情似乎快要開始了。\n等待ＴＯＰＩＣ的聯絡吧。
029	要開始真守的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
030	真守目前的舞台等級\n似乎還不足以開始支線劇情。
031	現在可以進行真守最初的支線劇情。
032	現在可以進行真守的第二個支線劇情。
033	現在可以進行真守最後的支線劇情。
034	真守的支線劇情已經全部完成了。
074	真守的支線劇情似乎快要開始了。\n等待ＴＯＰＩＣ的聯絡吧。
035	要開始彌代的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
036	彌代目前的舞台等級\n似乎還不足以開始支線劇情。
037	現在可以進行彌代最初的支線劇情。
038	現在可以進行彌代的第二個支線劇情。
039	現在可以進行彌代最後的支線劇情。
040	彌代的支線劇情已經全部完成了。
075	彌代的支線劇情似乎快要開始了。\n等待ＴＯＰＩＣ的聯絡吧。
041	（要查詢誰的資料呢……）
042	要開始舞子的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
043	現在可以進行舞子最初的支線劇情。
044	現在可以進行舞子的第二個支線劇情。
045	現在可以進行舞子最後的支線劇情。
046	舞子的支線劇情已經全部完成了。
080	舞子的支線劇情似乎快要開始了。\n等待ＴＯＰＩＣ的聯絡吧。
047	要開始巴里的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
048	現在可以進行巴里最初的支線劇情。
049	現在可以進行巴里的第二個支線劇情。
050	現在可以進行巴里最後的支線劇情。
051	巴里的支線劇情已經全部完成了。
052	要開始琪姬的支線劇情似乎還為時過早。\n隨著主線劇情的進行將可達成條件。
053	現在可以進行琪姬最初的支線劇情。
054	現在可以進行琪姬的第二個支線劇情。
055	現在可以進行琪姬最後的支線劇情。
056	琪姬的支線劇情已經全部完成了。
057	現在沒有接下任何人的支線劇情。
058	要中斷已接下的小翼的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
059	要中斷已接下的斗馬的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
060	要中斷已接下的舞子的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
061	要中斷已接下的巴里的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
062	要中斷已接下的艾莉歐諾拉的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
063	要中斷已接下的真守的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
064	要中斷已接下的彌代的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
065	要中斷已接下的霧亞的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
066	要中斷已接下的琪姬的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
067	支線劇情已被中斷。\n目前沒有接下任何人的支線劇情。
068	現在似乎已經沒有\n要用這個筆記型電腦查詢的事情了。
069	存放著大家的資料的筆記型電腦。
076	由於主線劇情的關係，\n現在無法進行支線劇情。\n進行主線劇情將可解除此狀況。
077	由於他人的支線劇情的關係，\n現在無法進行此支線劇情。
078	完成或取消他人的支線劇情後，\n應該可以解除此狀況。
079	由於舞子正專注於其他想法，\n現在無法進行支線劇情。\n跟舞子說話應該可以解除此狀況。
Sidestory\ss_flag_return.msbt
001	目前正在遊玩其他的支線劇情。\n要開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
002	要中斷小翼的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
003	要中斷斗馬的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
004	要中斷舞子的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
005	要中斷巴里的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
006	要中斷艾莉歐諾拉的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
007	要中斷真守的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
008	要中斷彌代的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
009	要中斷霧亞的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
010	要中斷琪姬的支線劇情，\n開始新的支線劇情嗎？\n中斷劇情後仍可從頭玩起。
011	已接下支線劇情。
TUTORIAL_TITLE	放棄支線劇情
TUTORIAL_MAIN	\x0e\0\x03\x02\x02\0支線劇情一次只能接一個。\x0e\0\x03\x02\xff\xff\n\n想要進行新的支線劇情時，\n必須\x0e\0\x03\x02\x02\0放棄\x0e\0\x03\x02\xff\xff現在正在遊玩的支線劇情。\n放棄後雖然可以不限次數重新接下支線劇情，\n\x0e\0\x03\x02\x02\0但必須從頭玩起。\n\x0e\0\x03\x02\xff\xff\n此外，在放棄的支線劇情中所獲得的\n\x0e\0\x03\x02\x02\0貴重物品和表現晶將會消失。\x0e\0\x03\x02\xff\xff
Sidestory\tikitopic.msbt
001	（這麼說來，得趕快告訴琪姬\n已經救出琪姬老婆Ｐ了……）
002	琪姬……發生了什麼事……？\n總之先去綻花殿堂看看吧。
SwitchEvent\sw_101_00.msbt
001	（琪姬發來了ＴＯＰＩＣ……\n他有什麼事呢？）
SwitchEvent\sw_101_01.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0001_pc1001\0琪姬，你說的新發現是什麼？
002	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0002_pc1010\0嗯。我問你喔，大哥哥。\n你的夢是什麼？
SEL_01_01	一時之間還真想不到呢……
003	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0003_pc1001\0一時之間還真想不到呢……
004	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0004_pc1010\0唔～\n是這樣嗎？
SEL_01_02	睡覺時會做的那個夢？
005	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0005_pc1001\0睡覺時會做的那個夢？
006	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0006_pc1010\0大哥哥你真是的～\n我不是指那個夢喔。
007	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0007_pc1010\0小翼姐姐，你有夢嗎？
008	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0008_pc1002\0唉……
009	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0009_pc1001\0怎麼了？小翼。
010	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0010_pc1002\0咦？
011	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0011_pc1001\0你剛才在嘆氣啊。\n是不是累了？
012	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0012_pc1002\0才才才、才沒有這回事喔！？\n我精神很好！
013	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0013_pc1002\0我精神好到連自己都覺得很煩惱呢！
014	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0014_pc1001\0那就好……
015	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0015_pc1010\0我會問大哥哥的夢想，\n是因為跟我在綻花殿堂的新發現有關係喔。
016	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0016_pc1010\0我在伊多拉領域裡\n找到一個不可思議的地方。\n可以從那道門過去那裡……
017	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0017_pc1010\0但我也是剛剛才發現，\n還不太清楚詳細情況。\n那或許是……能夠實現願望和夢想的地方喔。
018	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0018_pc1010\0我打開那裡的寶箱，\n就發現了一台我也能使用的隨身聽。
019	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0019_pc1010\0只要使用那個隨身聽，\n即使我自己一個人的時候也能\n聽大家創作的ＴＩＫｉ歌曲呢。
020	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0020_pc1001\0原來如此……
021	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0021_pc1010\0所以我在想，\n說不定那裡的寶箱\n也能實現你們的夢想喔。
022	\x0e\x04\0\x1c\x19\0EVT_sw_101_01_0022_pc1001\0是這樣啊。謝謝你，琪姬。
SwitchEvent\sw_102_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0001_pc1009\0這裡就是琪姬說的地方……
002	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0002_pc1002\0唉…………
003	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0003_pc1001\0小翼？
004	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0004_pc1002\0哇！？怎、怎麼了？阿樹？
005	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0005_pc1001\0……
006	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0006_pc1010\0幻影們說不定會被這個地方的力量\n吸引並聚集過來，\n你們要小心一點喔。
007	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0007_pc1010\0那麼，大哥哥，\n要加油喔！
008	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0008_pc1009\0我們走吧。
009	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0009_pc1002\0……
010	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0010_pc1001\0……霧亞小姐，\n不好意思，可以請你先走一步嗎？
011	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0011_pc1001\0我先和小翼說幾句話再走。\n我們之後會追上去的。
012	\x0e\x04\0\x1c\x19\0EVT_sw_102_02_0012_pc1009\0嗯……？好吧，我知道了。\n那我就先出發了。
SwitchEvent\sw_102_03.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0001_pc1002\0……
002	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0002_pc1001\0……小翼，發生了什麼事嗎？
003	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0003_pc1002\0咦……？你為什麼這麼問？
004	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0004_pc1001\0因為你從剛才開始就有點奇怪。\n總感覺你一直心不在焉的……\n你是不是有什麼煩惱？
005	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0005_pc1002\0……\n嘿嘿嘿，真的沒有事情能瞞得過阿樹。
006	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0006_pc1002\0其實……我下次的工作，\n是要翻唱霧亞小姐的歌。
SEL_01_01	你可別高興到昏過去喔！
007	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0007_pc1001\0你可別高興到昏過去喔！
008	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0008_pc1002\0你這個建議可能有點太晚了……\n我第一次聽到要接這個工作的時候，\n就高興到碰地一聲昏過去了……
009	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0009_pc1001\0這樣啊……
010	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0010_pc1002\0唉……\n不過……
SEL_01_02	可是你好像沒什麼精神呢。
011	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0011_pc1001\0可是你好像沒什麼精神呢。
012	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0012_pc1002\0我很高興我能翻唱霧亞小姐的歌喔。\n可是，事情不是這麼簡單……
013	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0013_pc1002\0我同時也很煩惱。\n因為這不但是首帥氣的歌，\n還是我一直以來最崇拜的人的歌。
014	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0014_pc1002\0我一直很擔心自己能不能唱好這首歌……
015	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0015_pc1001\0所以你才看起來沒精神啊。
016	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0016_pc1002\0對不起。\n我原本不打算瞞著你的……\n只不過……有點難開口……
017	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0017_pc1002\0畢竟這是很難得的工作，\n而且我也很想唱……\n霧亞小姐的歌……
018	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0018_pc1001\0……或許答案就在前方。
019	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0019_pc1002\0咦？
020	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0020_pc1001\0如果這個地方真的有能實現夢想的寶箱……\n那麼我們或許能找到\n某種可以實現你願望的東西喔。
021	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0021_pc1001\0所以，我們前進看看吧。
022	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0022_pc1002\0阿樹……\n嗯，你說得沒錯，或許會有。
023	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0023_pc1002\0謝謝你，我覺得有精神多了。\n明明我剛才還那麼沮喪，\n真的很不可思議呢。
024	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0024_pc1001\0能幫上你的忙就太好了。
025	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0025_pc1002\0呵呵。阿樹，\n你總是支持著我呢。
026	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0026_pc1002\0只要你像這樣陪在我身邊，\n我就會在不知不覺間變得很有精神呢。
027	\x0e\x04\0\x1c\x19\0EVT_sw_102_03_0027_pc1002\0來，一起走吧！\n我們得快點追上霧亞小姐！
SwitchEvent\sw_103_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0001_pc1001\0這是什麼？
002	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0002_pc1002\0啊……這難道是……\n霧亞小姐出道時戴著的頸圈！
003	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0003_pc1009\0啊，是呢……好懷念。\n當時這條頸圈對我而言就像訓誡一樣。
004	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0004_pc1001\0你說……訓誡？
005	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0005_pc1009\0沒錯。這個是我為了在舞台上飾演\n粉絲所渴望的帥氣Ｋｉｒｉａ而戴上的枷鎖。
006	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0006_pc1001\0原來如此……\n那麼或許跟現在的小翼有共通點呢。
007	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0007_pc1002\0阿樹，這是什麼意思？
008	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0008_pc1001\0我想霧亞小姐一路走來，\n一定也一直煩惱著該怎麼展現自己。\n就和現在的小翼一樣。
009	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0009_pc1002\0霧亞小姐和我一樣……\n這麼一想，感覺就能打起精神繼續努力呢。
010	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0010_pc1002\0我當然還是有很多憂慮。\n但是……感覺我只要戴上這個，\n也能變得跟霧亞小姐一樣。
011	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0011_pc1001\0沒錯，你一定可以的。
012	\x0e\x04\0\x1c\x19\0EVT_sw_103_02_0012_pc1002\0嗯！
SwitchEvent\sw_104_01.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0001_pc1001\0現在播的是\n小翼的《Ｒｅｉｎｃａｒｎａｔｉｏｎ》……
002	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0002_pc1001\0這首歌非常酷喔，\n感覺光是聽著就能得到勇氣。
003	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0003_pc1002\0嘿嘿嘿，是嗎？真的嗎？\n謝謝你，阿樹！
004	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0004_pc1002\0戴上那條頸圈之後，\n感覺自己就像變成了霧亞小姐一樣，\n所有煩惱都煙消雲散了！
005	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0005_pc1002\0啊啊，我翻唱了霧亞小姐的歌……！\n要死了快死了我死而無憾！\n嘿嘿嘿……
006	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0006_pc1001\0冷靜點，小翼……\n霧亞小姐，你覺得小翼版本的\n《Ｒｅｉｎｃａｒｎａｔｉｏｎ》怎麼樣？
007	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0007_pc1009\0嗯……我沒想到自己的歌曲\n原來也能像這樣詮釋，\n真讓人吃驚呢。
008	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0008_pc1009\0我覺得小翼的新魅力完全被引發出來了呢。
009	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0009_pc1002\0謝、謝、謝謝泥！
010	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0010_pc1002\0這全都是多虧了那個可以實現夢想的地方～
011	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0011_pc1001\0話說回來，霧亞小姐有什麼夢想嗎？
012	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0012_pc1009\0我的夢想……？
013	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0013_pc1001\0小翼也很好奇吧？關於霧亞小姐的夢想。
014	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0014_pc1002\0沒錯！很好奇！我超級好奇的！\n請務必說給我聽！
015	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0015_pc1009\0抱歉……\n我一時之間也想不到。
016	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0016_pc1002\0唔～不愧是霧亞小姐。\n畢竟霧亞小姐這麼厲害，\n夢想一下子就能實現了嘛！
017	\x0e\x04\0\x1c\x19\0EVT_sw_104_01_0017_pc1009\0要是真的是這樣就好了……
SwitchEvent\sw_202_01.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0001_pc1002\0到了新的地方呢。
002	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0002_pc1002\0這裡能夠實現什麼樣的夢想呢？\n好期待喔。
003	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0003_pc1001\0這麼說來，之前應該也問過，\n霧亞小姐也有夢想或想達成的目標嗎？
004	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0004_pc1009\0可能和夢想……有點不太一樣，\n有件讓我有點在意的事。
005	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0005_pc1009\0其實，我接到了\n「甘露水語ＺＥＲＯ」的廣告。
SEL_01_01	「敢露」的廣告！？
006	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0006_pc1001\0「敢露」的廣告！？
007	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0007_pc1009\0你怎麼會聽成那樣……\n小翼有拍過「甘露水語」的廣告吧？
008	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0008_pc1009\0「甘露水語ＺＥＲＯ」，\n是「甘露水語」的系列產品，\n客群的年齡層較為年長一些。
SEL_01_02	就是小翼那支廣告吧。
009	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0009_pc1001\0就是小翼那支廣告吧。\n霧亞小姐也要拍嗎？
010	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0010_pc1009\0小翼拍的是\n「甘露水語」的廣告喔。
011	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0011_pc1009\0「甘露水語ＺＥＲＯ」是\n「甘露水語」的系列商品，\n目標客群是年齡層稍高的客人。
012	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0012_pc1009\0我很期待能在那樣的工作現場\n表現出全新的自己，\n只是……
013	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0013_pc1001\0只是？
014	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0014_pc1009\0廣告主題曲要翻唱小翼的\n《朋友以上，情人未滿。》。
015	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0015_pc1009\0是首有關戀愛的輕快流行歌。\n和我一直以來的歌唱風格相差太多……\n我完全不知道該怎麼詮釋……
016	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0016_pc1009\0對了，小翼，\n你在唱那首歌的時候，\n心裡在想什麼呢？
017	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0017_pc1002\0嗯……\n我在想的是……\n阿……
018	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0018_pc1009\0阿……？
019	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0019_pc1002\0沒、沒有、什麼都沒有！\n而且總覺得說出口太害羞了，\n沒辦法好好說清楚！
020	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0020_pc1009\0可是，我覺得提示就在你的想法當中，\n你可以告訴我嗎？
021	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0021_pc1002\0嗯、嗯……唔嗯～\n啊，對了！
022	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0022_pc1002\0那麼我們就再去尋找寶箱吧！\n我想這麼一來，霧亞小姐的願望也會實現的！
023	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0023_pc1002\0總、總之先前進吧。\n大家齊心協力，Ｌｅｔ’ｓ　ｇｏ！
024	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0024_pc1001\0我們走吧，霧亞小姐。
025	\x0e\x04\0\x1c\x19\0EVT_sw_202_01_0025_pc1009\0嗯，走吧。
SwitchEvent\sw_203_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0001_pc1009\0為什麼髮夾會……
002	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0002_pc1002\0啊，那個是……
003	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0003_pc1009\0你認得這個嗎？小翼？\n從你的反應看來，\n這髮夾好像有什麼特別的意義……
004	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0004_pc1002\0這是姊姊給我的髮夾，\n我小的時候一直很珍惜，\n但之後弄丟了……
005	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0005_pc1009\0彩羽送的髮夾……
006	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0006_pc1002\0嗯，所以我無論如何\n都想找回這個髮夾……\n但怎麼找都找不到。
007	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0007_pc1002\0那時，阿樹一直陪著我找，直到找到它。
008	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0008_pc1009\0沒想到這個髮夾有這樣的故事呢。
009	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0009_pc1002\0嗯。
010	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0010_pc1002\0五年前，大家都太顧慮我的感受，\n小心翼翼地對待我……\n所以阿樹願意陪在我旁邊，我非常高興。
011	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0011_pc1002\0或許只是件很小的事，\n但我絕對不會忘記的。
012	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0012_pc1001\0嗯、嗯。不用客氣……
013	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0013_pc1002\0那個反應……\n阿樹，難不成你忘掉了嗎？
014	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0014_pc1001\0抱、抱歉……
015	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0015_pc1002\0咦～！？\n是、是這樣啊……
016	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0016_pc1002\0沒關係～哼。\n反正珍惜這段回憶的就只有我而已。\n唉～唉……
017	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0017_pc1009\0呵呵，簡直就是歌詞的寫照呢。\n「我的嘆息與焦慮，都是因為你」……
018	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0018_pc1001\0霧亞小姐，怎麼了嗎？
019	\x0e\x04\0\x1c\x19\0EVT_sw_203_02_0019_pc1009\0謝謝，我感覺掌握到什麼了。\n這樣一來就能進行這次的錄音了。
SwitchEvent\sw_204_01.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_204_01_0001_pc1004\0真不錯～！\n霧亞似乎唱得很開心呢！
002	\x0e\x04\0\x1c\x19\0EVT_sw_204_01_0002_pc1004\0不受自己以往的形象所拘束，\n展現全新的魅力。\n看來又多了一種表現風格呢。
003	\x0e\x04\0\x1c\x19\0EVT_sw_204_01_0003_pc1002\0我也這麼覺得。\n霧亞小姐非常非常厲害呢！！\n幾乎要不知不覺邊聽邊膜拜了！
004	\x0e\x04\0\x1c\x19\0EVT_sw_204_01_0004_pc1002\0哈啊～耳朵好幸福……\n光是今天，\n這首歌我就重複聽了１００次！
005	\x0e\x04\0\x1c\x19\0EVT_sw_204_01_0005_pc1009\0兩位，謝謝你們。
SwitchEvent\sw_204_02.msbt
001	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0001_pc1009\0阿樹覺得我的歌怎麼樣？
SEL_01_01	非常有魅力。
002	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0002_pc1001\0非常有魅力。\n就像戀愛中的女孩。
003	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0003_pc1009\0戀愛中……\n雖然我確實有這樣詮釋的意圖，\n但當面被這麼說，反倒不知道該如何反應呢。
004	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0004_pc1001\0啊，不是，那個……\n不知不覺就脫口而出了……\n不好意思，我失禮了。
005	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0005_pc1009\0……算了，沒關係的，你也沒有惡意。\n謝謝你喔，阿樹。
SEL_01_02	怦然心動到心臟都破裂了。
006	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0006_pc1001\0怦然心動到心臟都破裂了。
007	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0007_pc1009\0那可不行呢。\n阿樹如果因為我的歌而出了什麼事，\n我會過意不去的。而且小翼也會很難過。
008	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0008_pc1001\0咦？那個……我在開玩笑喔？
009	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0009_pc1009\0呵呵，我知道。\n都是因為你說了奇怪的話，才捉弄你一下而已。
010	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0010_pc1001\0什麼嘛……\n啊，但是聽這首歌真的會怦然心動。
011	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0011_pc1009\0這樣啊……謝謝你，阿樹。
012	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0012_pc1001\0霧亞小姐，\n明明之前這麼煩惱，\n為什麼現在卻會唱了呢？
013	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0013_pc1009\0聽到你和小翼的對話之後我明白了。
014	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0014_pc1009\0小翼的歌，\n就是直率地融入自己的情感。
015	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0015_pc1001\0情感？
016	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0016_pc1009\0嗯。並不是歌唱的技術，\n或是自己的形象這些方面……
017	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0017_pc1009\0小翼是帶著\n思念重要的人的心情歌唱的。
018	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0018_pc1009\0因為我一直拘泥在「形象不同」，\n而忘記了最重要的事情呢。
019	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0019_pc1001\0原來如此……
020	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0020_pc1009\0……呵呵。
021	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0021_pc1001\0咦？
022	\x0e\x04\0\x1c\x19\0EVT_sw_204_02_0022_pc1009\0沒事。\n只是覺得很像阿樹你會有的反應。
