Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
MENU_HELP_TXT_212_02	In order to learn new skills,\nCereza requires Onyx Roses,\nand Cheshire requires Avalon Drops.
MENU_HELP_TXT_213_01	Press [BTN:SELECT ] when learning skills\nto go to a practice room where\nyou can test your skills out.
MENU_HELP_TXT_214_01	Talk to Ignis to quickly\ntravel to any Sanctuaries\nCereza has visited previously.
MENU_HELP_TXT_215_01	Cereza carrying Cheshire in his\nstuffed toy form is called Hug Mode.
MENU_HELP_TXT_215_02	In Hug Mode, move Cereza with [BTN:LS ]\nand extend Cheshire with [BTN:RS ]\nto grab nearby objects.
MENU_HELP_TXT_216_01	Summoning Cheshire and moving\nthe two independently is called\nUnleashed Mode.
MENU_HELP_TXT_216_02	In Unleashed Mode, move Cereza\nwith [BTN:LS ] and Cheshire with [BTN:RS ].
MENU_HELP_TXT_216_03	If Cheshire is too far from\nCereza for too long, it'll be\ntrouble. Try to keep the two\nclose to each other.
MENU_HELP_TXT_217_01	Press [BTN:L1 ] to switch to Hug \nMode, reverting Cheshire to his \nstuffed toy form.
MENU_HELP_TXT_217_02	In Hug Mode, press [BTN:R1] to summon\nCheshire, switching to Unleashed Mode.
MENU_HELP_TXT_218_01	In Hug Mode, grab foxtails with [BTN:RS ]\nand press [BTN:L1 ] to take a giant leap.
MENU_HELP_TXT_219_01	Prints the white wolf has\nleft throughout the forest.\nApproach them to reveal\nmore of this path.
MENU_HELP_TXT_219_02	The white wolf's prints will \nguide Cereza to her next objective.\nLook for them whenever lost.
MENU_HELP_TXT_220_01	In the distortions created by\nfaeries, many illusions stand\nin Cereza's way. Hold [BTN:L2 ] to\nshine a light to see hidden objects.
MENU_HELP_TXT_221_01	The illusions created by the faeries\noriginate in what is known as\na Tír na nÓg. These Tír na nÓg\nexist all throughout the forest.
MENU_HELP_TXT_221_02	Destroy the core at the heart\nof the Tír na nÓg to remove\nthe illusions it creates.
MENU_HELP_TXT_221_03	Press [BTN:START ] inside a Tír na nÓg\nto open a menu that will let you\nexit and return to the forest.
MENU_HELP_TXT_222_01	Certain Tír na nÓg have missions\nwith special conditions that need\nto be fulfilled.
MENU_HELP_TXT_222_02	Failing to meet the conditions\nof these missions will result\nin failing the Tír na nÓg.
MENU_HELP_TXT_223_01	Some faeries use barriers in battle.\nNormal attacks will not work\non these barriers.
MENU_HELP_TXT_223_02	To destroy the barriers, try using\nelemental attacks. Each type of\nbarrier is weak to a different\nelement.
MENU_HELP_TXT_224_01	Pick up journals scattered throughout\nthe forest to add them to the Archive\nmenu so you can read them later.
MENU_HELP_TXT_225_01	Search with [BTN:L1] to record\nremembrances of places\nparticularly memorable to\nCereza and Cheshire on their journey.
MENU_HELP_TXT_226_01	Wisps are trapped in all \nkinds of places. If you find\none, press [BTN:L1 ] to free it.
MENU_HELP_TXT_226_02	Some wisps have requests. \nHelp them out and you might \nreceive something good.
MENU_HELP_TXT_226_03	You can keep track of\nthe wisps you have helped\nin the "Helped Wisps" section \nof the Archive menu.
MENU_HELP_TXT_227_01	After saving enough wisps,\nvisit Colm in the hideaway\nand he may give you a reward.
MENU_HELP_TXT_227_02	When Colm has something to say,\na wisp mark will appear on the map.\nWhen you see it, be sure to drop\nby and chat with him.
MENU_HELP_TXT_228_01	Wisp Gates that you find\ncan be opened with the help\nof wisps.
MENU_HELP_TXT_228_02	Some gates require a certain amount \nof wisps to open. Check if there \nare any wisps in the area you may \nnot have helped yet.
MENU_HELP_TXT_229_01	Some wisps will follow behind\nCereza after being helped.\nBe careful, if they take any damage\nthey will be defeated instantly.
MENU_HELP_TXT_230_01	Stomp on large mushrooms with\nStone Cheshire to be bounced\nup to find otherwise \nunreachable areas.
MENU_HELP_TXT_231_01	Press [BTN:L1 ] near element sources\nto absorb them into Cereza's brace.\nElemental power absorbed this\nway can only be done so once.
MENU_HELP_TXT_232_01	Cheshire can destroy Elemental Cores\nby attacking them. Destroy any\nwhen you find them to fulfil\nCereza's mission.
MENU_HELP_TXT_233_01	Avalon Drops are drippingly\nsweet crystallised pieces \nof magic. Cheshire requires \nthem to learn new skills.
MENU_HELP_TXT_234_01	Onyx Roses are flowers from\nthe depths of Inferno.\nCereza requires them\nto learn new skills.
MENU_HELP_TXT_235_01	Inferno Fruits are special fruits\nthat can be used to teach\nCheshire especially powerful skills.
MENU_HELP_TXT_236_01	Moon Pearls are pure \ncrystallised magic energy \nthat can be used to teach \nCereza especially powerful skills.
MENU_HELP_TXT_237_01	Mandragora Roots are a\nconcocting compound purified\nin bright green crystal. They \ncan be used for concoctions.
MENU_HELP_TXT_238_01	Unicorn Horns are a\nconcocting compound purified\nin bright red crystal. They \ncan be used for concoctions.
MENU_HELP_TXT_239_01	Baked Geckos are a\nconcocting compound purified\nin bright yellow crystal. They \ncan be used for concoctions.
MENU_HELP_TXT_240_01	Collect five Vitality Petals\nto create a Vitality Blossom,\nincreasing Cereza's vitality.
MENU_HELP_TXT_241_01	Pick one up to recover \nthe Spell Cooldown gauge,\nallowing Cereza to cast Umbran \nArts again more quickly.
MENU_HELP_TXT_242_01	A power-imbued crystal the shape \nof a crescent moon. Pick one up \nto restore some magic energy.
MENU_HELP_TXT_243_01	Umbran medicine in a bottle\nshaped like a petal.\nHold [BTN:DP_U ] to slightly \nrestore Cereza's vitality.
MENU_HELP_TXT_244_01	A potion in a butterfly bottle.\nHold [BTN:DP_L ] for temporary invincibility\nand increased speed for recasting\nUmbran Arts.
MENU_HELP_TXT_245_01	Perfume in a crescent moon bottle.\nHold [BTN:DP_R ] to temporarily give\nCheshire unlimited magic energy\nto perform skills.
MENU_HELP_TXT_246_01	A potion in a thorn-laced bottle.\nHold [BTN:DP_D ] to create \na shockwave, stunning all \nnearby enemies.
MENU_HELP_TXT_247_01	If ever lost, search for guiding\nlights drifting through the forest.\nThey will lead Cereza to a nearby\nSanctuary.
MENU_HELP_TXT_248_01	Your progress will be saved\nautomatically at lanterns, or other \nintervals across the story: look\nfor the bottom right icon.
MENU_HELP_TXT_249_01	When selecting a Sanctuary \nto move to using Ignis' Pathways,\nIgnis will recommend the Sanctuary \nclosest to Cereza's next objective.
MENU_HELP_TXT_249_02	When feeling lost, try heading to\nareas marked with the white wolf's\nfootprint. There should be some \nwolf tracks nearby.
MENU_HELP_TXT_250_01	Sometimes, like when faced with\nrosemary, or when Cheshire\nis far away, Cereza will be unable\nto call Cheshire back to Hug Mode.
MENU_HELP_TXT_250_02	Check your surroundings and look\nfor a way to successfully reunite\nthe two.
MENU_HELP_TXT_999_01	???
Text/option_MES
OPTION_COMMON_01	ON
OPTION_COMMON_02	OFF
OPTION_COMMON_03	ON
OPTION_COMMON_04	OFF
OPTION_CATEGORY_01	Game Settings
OPTION_CATEGORY_02	Display Settings
OPTION_CATEGORY_03	Sound Settings
OPTION_CATEGORY_04	Language Settings
OPTION_CATEGORY_05	Game Help Settings
OPTION_LANGUAGE_01	Voice
OPTION_LANGUAGE_02	Display
OPTION_LANGUAGE_TYPE_00	System
OPTION_LANGUAGE_TYPE_01	日本語
OPTION_LANGUAGE_TYPE_02	English
OPTION_LANGUAGE_TYPE_04	Français
OPTION_LANGUAGE_TYPE_05	Italiano
OPTION_LANGUAGE_TYPE_06	Deutsch
OPTION_LANGUAGE_TYPE_07	Español
OPTION_LANGUAGE_TYPE_08	简体中文
OPTION_LANGUAGE_TYPE_09	繁體中文
OPTION_LANGUAGE_TYPE_10	한국어
OPTION_LANGUAGE_TYPE_11	Русский
OPTION_SOUNDLANGUAGE_TYPE_00	Japanese\n
OPTION_SOUNDLANGUAGE_TYPE_01	English
OPTION_ACCESS_TYPE_00	Weak
OPTION_ACCESS_TYPE_01	Normal
OPTION_ACCESS_TYPE_02	Pushover
OPTION_ACCESS_TYPE_03	Normal
OPTION_ACCESS_TYPE_04	Always Full
OPTION_ACCESS_TYPE_05	Less
OPTION_ACCESS_TYPE_06	None
OPTION_ACCESS_TYPE_07	Manual
OPTION_ACCESS_TYPE_08	Automatic
OPTION_ACCESS_TYPE_09	Hold/Release
OPTION_ACCESS_TYPE_10	Tap
OPTION_MENU_CONTROL_01	Vibration
OPTION_MENU_CONTROL_04	Tutorials
OPTION_MENU_CONTROL_05	Auto-Play
OPTION_MENU_CONTROL_06	Guiding Lights
OPTION_MENU_CONTROL_06_01	Bedtime Story
OPTION_MENU_CONTROL_06_03	Forbidden Tale
OPTION_MENU_SOUND_01	Music
OPTION_MENU_SOUND_02	Effects
OPTION_MENU_SOUND_03	Voice
OPTION_MENU_SOUND_04	Narrator Voice Position
OPTION_MENU_GRAPHIC_01	Brightness (TV Mode)
OPTION_MENU_GRAPHIC_02	Brightness (Handheld Mode)
OPTION_MENU_GRAPHIC_07	Display Info
OPTION_MENU_GRAPHIC_11	TV Mode
OPTION_MENU_GRAPHIC_12	Handheld Mode
OPTION_MENU_GRAPHIC_13	Vitality
OPTION_MENU_GRAPHIC_14	Items
OPTION_MENU_GRAPHIC_15	Elements
OPTION_MENU_GRAPHIC_21	Sample Scene (Bright)
OPTION_MENU_GRAPHIC_22	Sample Scene (Dark)
OPTION_HUD_TYPE_01	Always On
OPTION_HUD_TYPE_02	Always Off
OPTION_HUD_TYPE_03	When Needed
OPTION_HUD_TYPE_04	Custom
OPTION_HUD_TYPE_05	Everything
OPTION_HUD_TYPE_06	Nothing
OPTION_NARR_POS_01	Front
OPTION_NARR_POS_02	Left
OPTION_NARR_POS_03	Right
OPTION_NARR_POS_04	Back
OPTION_ACCESS_01	Damage Taken
OPTION_ACCESS_02	Magic Usage
OPTION_ACCESS_03	Bind Combo/Chomp!
OPTION_ACCESS_04	Enemy Strength
OPTION_ACCESS_05	Witch Pulse
OPTION_DIALOG_TITLE_00	Save Settings
OPTION_DIALOG_TITLE_02	Return to Title
OPTION_DIALOG_TITLE_03	Change Display Language
OPTION_FORMAT_TITLE_00	Restore default game settings?
OPTION_FORMAT_TITLE_01	Restore default display settings?
OPTION_FORMAT_TITLE_02	Restore default sound settings?
OPTION_FORMAT_TITLE_03	Restore default language settings?
OPTION_FORMAT_TITLE_05	Restore all defaults?
OPTION_FORMAT_TITLE_06	Restore play assist defaults?
Text/option
OPTION_DIALOG_TXT_00	Settings have been modified.\nSave your changes?
OPTION_DIALOG_TXT_02	Any unsaved progress will be lost.\nProceed to the title screen?
OPTION_DIALOG_TXT_03	Language settings have been changed.\nSave your current settings?\n(After saving your settings, you will \nbe returned to the Title screen.)
OPTION_DIALOG_FORMAT_TXT_00	Restore defaults for game settings?
OPTION_DIALOG_FORMAT_TXT_01	Restore defaults for display settings?
OPTION_DIALOG_FORMAT_TXT_02	Restore defaults for sound settings?
OPTION_DIALOG_FORMAT_TXT_03	Restore defaults for language settings?
OPTION_DIALOG_FORMAT_TXT_05	Restore default settings for all options?\n(Language settings will not be affected)
OPTION_DIALOG_FORMAT_TXT_06	Restore defaults for \nplay assist settings?
OPTION_EXPLAIN_TXT_00	Configure game settings.
OPTION_EXPLAIN_TXT_01	Configure display settings.
OPTION_EXPLAIN_TXT_02	Configure sound settings.
OPTION_EXPLAIN_TXT_03	Configure language settings.
OPTION_EXPLAIN_TXT_04	Change game help settings.\n*Greatly impacts game difficulty.
OPTION_EXPLAIN_TXT_05	Change game help settings.\n*Unavailable for Forbidden Tale.
OPTION_EXPLAIN_TXT_10	Configure vibration settings.
OPTION_EXPLAIN_TXT_12	Turn tutorials on/off.
OPTION_EXPLAIN_TXT_13	Configure cut scene auto-play settings.
OPTION_EXPLAIN_TXT_14	Turn guiding lights on/off.
OPTION_EXPLAIN_TXT_20	Adjust brightness (TV mode).
OPTION_EXPLAIN_TXT_21	Adjust brightness (handheld mode).
OPTION_EXPLAIN_TXT_22	Edit what information is displayed.
OPTION_EXPLAIN_TXT_30	Adjust effects volume.
OPTION_EXPLAIN_TXT_31	Adjust music volume.
OPTION_EXPLAIN_TXT_32	Adjust voice volume.
OPTION_EXPLAIN_TXT_33	Configure settings for narrator voice position.
OPTION_EXPLAIN_TXT_40	Change audio language.\n*Can only be changed from title screen.
OPTION_EXPLAIN_TXT_41	Change display language.\n*Can only be changed from title screen.
OPTION_EXPLAIN_TXT_42	Return to the title screen.
OPTION_EXPLAIN_TXT_51	Configure the amount of damage taken.
OPTION_EXPLAIN_TXT_52	Configure magic gauge use for Cheshire.
OPTION_EXPLAIN_TXT_53	Select controls for Bind Combo/Chomp!
OPTION_EXPLAIN_TXT_54	Configure enemies' strength.
OPTION_EXPLAIN_TXT_55	Choose whether or not Witch Pulse\nis performed automatically.
OPTION_EXPLAIN_TXT_56	Change settings for displaying vitality.
OPTION_EXPLAIN_TXT_57	Change settings for displaying items.
OPTION_EXPLAIN_TXT_58	Change settings for displaying elements.
OPTION_EXPLAIN_TXT_59	Configure the amount of damage taken. \n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_60	Configure Cheshire's magic gauge use.\n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_61	Configure Bind Combo/Chomp! settings.\n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_62	Configure enemies' strength.\n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_63	Configure settings for Witch Pulse.\n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_64	Turn guiding lights on/off.\n*Can only be changed in-game.
OPTION_EXPLAIN_TXT_65	Game help settings can only\nbe changed in-game.
OPTION_EXPLAIN_TXT_66	Game help settings cannot be\nchanged in Forbidden Tale.
OPTION_EXPLAIN_TXT_67	Language settings can only \nbe changed from the title screen.
OPTION_NARR_POS_TXT_01	Narration will be heard from in front of you.
OPTION_NARR_POS_TXT_02	Narration will be heard to your left.
OPTION_NARR_POS_TXT_03	Narration will be heard to your right.
OPTION_NARR_POS_TXT_04	Narration will be heard behind you.
Text/Prologue
BK_0000_0000_NAR	Long ago, there existed two clans,\nthe Lumen Sages of light,\nand the Umbra Witches of darkness.\nTogether they controlled \na mysterious power.
BK_0000_0010_NAR	The clans put in place strict laws \nto ensure that strife would never \nconsume them. But a pair of \nstar-crossed lovers broke this rule\nand a child was born with \nthe blood of both sage and witch.
BK_0000_0020_NAR	It was a beautiful baby girl.
BK_0000_0030_NAR	As punishment for their forbidden\nlove, the pair were torn asunder;\nthe girl's sage father was exiled \nto a far land, and her mother \nlocked away in a solitary jail.
BK_0000_0040_NAR	The witch clan took in the young \ngirl, but she grew up shunned \nas a pariah, cursed by \nthe circumstance of her birth.
BK_0000_0050_NAR	Her one comfort was the nights \nshe snuck into the village jail to visit her mother's cell.
BK_0000_0060_NAR	\nHer mother passed each gruelling day barely \nable to so much as move in her cold cell. \nBut when her daughter came to visit, the witch always showed her a loving smile.
BK_0000_0070_NAR	But even this small happiness\neventually came to an end.
BK_0000_0080_NAR	On the night of the girl's tenth \nbirthday, her mother was \nto be moved to a deeper cell,\nwhere even the faintest memory\nof daylight could not reach her.
BK_0000_0090_NAR	In desperation\nthe girl tried a daring rescue.\nBut with only a child's strength, \nthe attempt was in vain.
BK_0000_0100_NAR	More alone than ever before, the young girl clung\nto all she had left: a stuffed cat named Cheshire,\nwhich her mother had made for her long ago.
BK_0000_0110_NAR	Many moons have since passed.
BK_0000_0120_NAR	Turning her back on the village,\nthe girl was taken in by an \nexiled witch, who lived on \nthe outskirts of town.
BK_0000_0130_NAR	Under her strict guidance, \nthe girl continued to train\nin the ways of the dark arts.
BK_0000_0140_NAR	She was determined to be a powerful \nwitch, and one day save her mother.
BK_0000_0150_NAR	Her name was Cereza.
SM_000010_0000_CER	I've got to hurry...
IN_0000_0000_WIA	The sullied child!
IN_0000_0010_WIB	She'll bring misfortune on us all...
IN_0000_0020_WIC	Stay away, she can't be trusted!
IN_0000_0030_WID	You don't belong here!
SM_000020_0000_CER	“Mummy...”
SM_000020_0020_JEA	“What do you think you're doing?”
SM_000020_0040_JEA	“Cereza, you're almost out of time!\nThis is your last chance...\nIf you don't hurry you may\nnever see your mother again.”
SM_000020_0050_CER	“Jeanne...I-I can't...”
SM_000020_0060_JEA	“Oh, you big baby.”
SM_000020_0070_JEA	“Come on, I'll lead the way!”
SM_000020_0080_JEA	
IN_0010_0000_JEA	Hurry up Cereza, \nwe don't have all night!
IN_0010_0010_JEA	Here, use this!
IN_0010_0030_CER	T-thanks!
IN_0010_0040_JEA	We're almost there, hurry up!
IN_0025_0000_JEA	Hurry!
IN_0025_0001_JEA	Stop dallying!
IN_0025_0002_JEA	Cereza!
IN_0025_0003_JEA	They'll find us!
IN_0025_0004_JEA	This way!
SM_000030_0000_JEA	“Oh no, they're onto us.\nLeave the guards to me.\nYou hurry on ahead!”
SM_000030_0010_CER	“Wait, Jeanne! I can't do this alone.”
BK_0010_0010_CER	“Who are you?”
BK_0010_0020_LUC	“Cereza...give you...\n...Power to save...mother...”
BK_0010_0030_CER	Power?
BK_0010_0040_LUC	“Avalon Forest...\nThe white wolf...guide you...”
BK_0010_0050_CER	“I'll go, I promise!” 
BK_0010_0060_CER	“That dream again...\nBut the ending...”
BK_0010_0070_NAR	It was a dream Cereza knew by heart.\nBut this time something had changed.\n
BK_0010_0080_NAR	Cereza decided to consult\nher friend Cheshire.
BK_0010_0090_CER	“A strange boy appeared \nand told me something incredible.\nHe said if I went to Avalon Forest\nhe'd give me a fantastic power.”
BK_0010_0100_CER	“If we had that, rescuing\nMummy would be a piece of cake.”
BK_0010_0110_CER	“The forbidden forest...”
BK_0010_0120_NAR	The oft-repeated warning from Cereza's teacher\nrung in her ears: “Avalon Forest is home to faeries, \ncreatures who love to whisk away children. Stay away!”
BK_0010_0130_MOR	“Cereza, where are you my dear?”
BK_0010_0140_NAR	Cereza's teacher Morgana was standing by the door, \nher frown discernible even from a distance.
SM_000040_0000_MOR	“Chores neglected, and I find my \napprentice enjoying her beauty sleep...”
SM_000040_0010_CER	“I'm sorry,\nI just closed my eyes for a second...”\n
SM_000040_0030_NAR	Cereza began making an excuse,\nbut Morgana's scowl stopped her\nin her tracks.
SM_000040_0040_CER	“Yes ma'am, I'll get to them right away!”
SM_000040_0050_NAR	But despite her best intentions,\nCereza's gaze drifted back\ntowards Avalon Forest.
SM_000040_0060_NAR	This did not go unnoticed by Morgana.\n
SM_000040_0070_MOR	“If I've told you once...\nCereza, you must never enter that forest.”
SM_000040_0090_MOR	“With your current abilities\nyou would soon become a snack\nfor one of the faeries who live there.”
SM_000040_0100_CER	“Yes Morgana, I know...”
SM_000040_0110_MOR	“Well then, stop your dreaming\nand finish those chores \nbefore moonrise, young lady.”
SM_000040_0120_CER	“All right...water from the well, \ncoming right up.”
SM_000040_0130_MOR	“A simple 'yes' will suffice, Cereza. \nOff you go.”
SM_000040_0140_NAR	Despite her strict exterior, Cereza \nhad grown attached to her teacher.
SM_000040_0150_NAR	Morgana had also been cast out\nof the village.\nShe understood Cereza's pain,\nand her stern treatment came \nfrom a place of love.
SM_000040_0160_NAR	Cereza often reminded herself\nthat these chores were all part \nof her training.
SM_000040_0170_NAR	Eager to please her master,\nshe hurried off towards the well.
SM_000040_0180_MOR	
SM_000050_0000_NAR	After laying eyes on the full bucket,\nMorgana gave a small nod of approval.
SM_000050_0010_MOR	“Good. Now collect the herbs \nfrom the garden.”
SM_000050_0020_NAR	At the thought of herbs,\nCereza could not help but make a face.
SM_000050_0040_NAR	This is one job she wished could be\nforever stricken from her regimen.
SM_000050_0050_MOR	“Do we have a problem?”
SM_000050_0060_CER	“No, ma'am!”
SM_000050_0070_NAR	Trying not to think about \nthe task awaiting her,\nCereza headed towards the herb garden.
SM_000055_0000_CER	“Yes, I did it!” 
SM_000055_0010_NAR	Cereza was pleasantly surprised.
SM_000055_0020_NAR	She usually managed to make a mess\nwith even this rudimentary magic.
SM_000055_0030_CER	“I can't wait to see the look \non Morgana's face!”
SM_000055_0040_NAR	Cereza hummed a happy tune \nwhile picking the herbs.\nAs she bent down she noticed a \npretty flower growing amongst the weeds.
SM_000055_0070_CER	“Those flowers would really bring\nout the colour in Morgana's eyes.”
SM_000060_0000_NAR	Cereza proudly gave the basket to Morgana.\nIt was full to bursting.
SM_000060_0010_CER	“How about that, Morgana?\nQuite the harvest, wouldn't you say?”
SM_000060_0020_CER	“I also picked these violets...\nThey're for you. \nI thought you might like them...”
SM_000060_0030_NAR	Atop the herbs lay a small wreath.\nMorgana glanced down at it.
SM_000060_0040_NAR	Her expression unchanged,\nshe spoke to Cereza in her usual tone.
SM_000060_0050_MOR	“Do not expect praise for\nthis sort of perfunctory performance.”\n
SM_000060_0070_MOR	“Oh, and Cereza,\nyour hair today seems to have lost its sheen.\nDo not tell me that in addition \nto your outdoor tasks,\nyou are also neglecting your hair?”
SM_000060_0080_CER	“No ma'am, it's next on my list!”\n
SM_000060_0100_MOR	“Hair is the most versatile tool\nof an Umbra Witch. It can be shaped\ninto our armour, weapons, and even used\nas a medium for summoning Infernal Demons.\nAs blood flows through veins,\nmagic flows through a witch's hair.\nCare for it as you would your most\nprecious tool, and defend it as you would\nyour very heart.”
SM_000060_0110_CER	“Understood. I'll make sure to finish up\nbefore training starts tonight.”
SM_000060_0120_MOR	“Good. Now, get back to your chores.\nThe shadows grow long;\nthe moon will soon rise.”
SM_000060_0130_NAR	With this Morgana turned\nand walked back towards the house.
SM_000060_0140_CER	“Yes ma'am...”
SM_000060_0150_NAR	At times Morgana's cold\ntreatment got Cereza down.
SM_000060_0160_NAR	But she knew that\nMorgana cared for her,\nand only wanted what was best for her.
SM_000060_0170_NAR	Making a quick recovery,\nCereza resolved to finish her\nremaining chores in record time.
SM_000060_0185_NAR	That night...
SM_000060_0090_MOR	“Remember Cereza...”
BK_0020_0000_NAR	With the household chores complete, \nit was time for Cereza's \ndaily training in the dark arts.
BK_0020_0010_NAR	Today she was finally going to get\na chance to attempt a spell she had\nbeen practising for weeks:\nsummoning an Infernal Demon!
BK_0020_0020_MOR	“For today's training \nI will give you a little help.”
BK_0020_0030_NAR	Before even learning what it did,\nCereza was captivated by \nthe intricate brace.
BK_0020_0050_MOR	“This is a tool for those who\nhave yet to master the flow of magic.”
BK_0020_0060_MOR	“Furthermore, we train under the\nfull moon of the bissextile night,\nwhen the dark energy we Umbra\nharness is at its zenith...\n\nAre you listening, young lady?”
BK_0020_0080_MOR	“You seem determined today. \nPerhaps I should let you nap \nmore often.”
BK_0020_0090_CER	“Yes ma'am.”
BK_0020_0100_NAR	Cereza's spirits were high.\nShe was determined to succeed.
BK_0020_0120_NAR	Step by step Cereza flawlessly\nperformed the summoning dance.\nUntil...
BK_0020_0140_NAR	This looked like trouble. Unless bound by hair,\nthere would be no way to control the demon.
BK_0020_0160_NAR	The demon turned to ash \nmere inches from Cereza.\nWithout a proper medium,\ndemons will soon die in our world.
BK_0020_0180_MOR	“We are finished for today.”
BK_0020_0190_CER	“L-let me try again.\nPlease!”
BK_0020_0200_NAR	Morgana turned and walked away, \nignoring her pupil's desperate plea.
BK_0020_0210_MOR	“What kind of witch fears\nher own summoned familiar?\nI was foolish to think you \nwere ready for this training.”
BK_0020_0220_NAR	Morgana told Cereza to put away\nthe magic brace before\nheading back to the house.
SM_000070_0000_NAR	Long after Morgana was gone,\nCereza sat moping in the garden.\nOut of habit, she shared her\ntroubles with Cheshire.
SM_000070_0010_CER	“Forget returning to the village\nand saving Mummy. At this rate\nI'll never even become a witch.”
SM_000070_0020_NAR	All of a sudden, the words from\nthe boy in her dream echoed in her ears.
SM_000070_0030_LUC	“Cereza...give you...\nthe power to save...mother...”
SM_000070_0040_CER	“Avalon Forest...”
SM_000070_0050_NAR	Cereza's eyes wandered back to the forest.\nMorgana's repeated warnings\nleft little room for ambiguity. And yet...
SM_000070_0060_CER	“Morgana is always 'dangerous' this\nand 'stay away' that...How could a dank\nold forest be that scary a place anyway?”
SM_000070_0070_NAR	Adults do often exaggerate to\nkeep kids in their place.
SM_000070_0080_NAR	This thought got Cereza's blood boiling.\nGrievances started bubbling up.
SM_000070_0090_CER	“Nothing I do is ever good enough for her.\nDid you see those herbs? Flawless!”
SM_000070_0110_NAR	As she blew off steam to Cheshire,\nshe noticed Morgana's brace\nshining in the moonlight.
SM_000070_0120_CER	“W-what are you saying, Cheshire?\nTake the brace and sneak into the forest?!\nMorgana would give us \na right smack on the bottom!”
SM_000070_0130_NAR	Although, with the moon shining brightly,\nit was the ideal chance for a little\nsurreptitious forest excursion. 
SM_000070_0140_CER	“I mean, if I just had another \nchance to get the hang of it,\nI could have gotten that demon\ntotally under wraps.”
SM_000070_0150_NAR	With a demon by her side,\neviscerating a faerie or two \nwould be child's play.
SM_000070_0160_CER	“That's it, I'm going to that forest!\nAnd when I come back \nwith that fantastic power, \nMorgana will take back everything\nshe said about me not being ready. \nLet's go Cheshire. Next stop, Avalon!”
SM_000070_0170_LUC	“Avalon Forest...\nThe white wolf...guide you...”
PH_0020_0000_NAR	And so, Cereza threw caution\n(and her teacher's warnings) to the wind,\nand set out towards Avalon Forest.
PH_0020_0010_NAR	Little did she know that\nwhat lay waiting in those dark woods\nwould change her fate forever.
LV_000005_0000_CER	Something's there...
LV_000005_0010_CER	This place...
LV_000010_0000_CER	Why would you say that...?
LV_000010_0010_CER	Leave me alone...!
LV_000015_0000_CER	Jeanne, wait! \nI can't run that fast.
LV_00015_0010_CER	Jeanne, wait!\nYou make everything \nlook so easy.
LV_000020_0000_CER	R, right!
LV_000025_0000_CER	Just a little longer...\nHold on, Mummy.
LV_000030_0000_CER	Mummy!
LV_000035_0000_CER	What?
LV_000040_0000_CER	Nngghhh... nghh....!
LV_000050_0000_CER	No...!
LV_000055_0000_MOR	Cereza. Cereza-!
LV_000055_0010_MOR	Where are you, Cereza?!
LV_000060_0000_MOR	Cereza. \nHave you finished your chores?
LV_000065_0000_CER	Mmph...mmph...
LV_000070_0000_CER	Mmmnnh!
LV_000075_0000_CER	Erg...\nI just had to fill it right to brim!
LV_000080_0000_NAR	Fetching a pail of water...\nIt may seem like a simple chore, 
LV_000080_0010_NAR	but it requires a fine sense of control,\nmaking it perfect for Umbran training.
LV_000085_0000_NAR	The herbs in Morgana's garden were not \nyour common basil or thyme. She grew \nInfernal plants with an absolutely foul stench.
LV_000085_0010_NAR	They typically burrowed to avoid sunlight, \nbut a little bit of magic made them pop right up.
LV_000090_0000_CER	Dinner time!\nOne helping of magic coming right up!
LV_000095_0000_CER	Hurry on out!
LV_000100_0000_CER	Good!
LV_000105_0000_CER	Just a bit more.
LV_000110_0000_CER	There we go!
LV_000115_0000_CER	That's enough, right?
LV_000120_0000_CER	Blegh...I wouldn't mind\nif it weren't for this smell...
LV_000125_0000_NAR	Cereza shivered at the thought of what lay ahead.\nBut curiosity got the better of her.
LV_000130_0000_CER	Let's go, Cheshire.
IN_0000_0040_WIC	“What do you think you're doing!?”
LV_001025_0000_NAR	The pungent scent tickled Cereza's nose.\nIt was rosemary, often used to ward off evil spirits.
LV_001025_0010_NAR	As soon as the scent reached Cheshire \nhe pulled away, face scrunched up in disgust.
LV_001025_0020_NAR	It looked like demons could not stand \nbeing anywhere near the flower.
LV_000900_0000_NAR	[FONT:10 ]I'm in no mood for pests. \nGet ready for a face-full of claw![FONT:N ]\nThe demon leapt toward the faeries.
LV_000905_0000_CER	A chest...\nDid the faeries make this?\nI wonder what's inside...
LV_000910_0000_CER	He-hey! Give me a break!\n
LV_000915_0000_CER	Wow...\nJeanne, you're amazing!
IN_0020_0000_WIA	Why don't you just leave!
IN_0020_0010_WIA	Nobody wants you!
IN_0020_0020_WIA	Serves her right!
IN_0020_0030_WIA	What a burden!
LV_000920_0000_CER	“Mummy...?”
LV_000925_0000_CER	“What is this...? Don't come any closer!”
LV_000930_0000_CER	No one told me they could do this!\nI've gotta catch it quick!
LV_000935_0000_CER	Almost time for today's training.\nI'd better hurry or I'm in for another lecture.
LV_000940_0000_CER	My magic feels more powerful than before...\nCould it be the brace?
