Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
MENU_SKILLTREE_COIN_01	縞瑪瑙薔薇
MENU_SKILLTREE_COIN_02	阿瓦隆結晶
MENU_SKILLTREE_PARTS_01	／
MENU_SKILLTREE_PARTS_04	已學習
MENU_SKILLTREE_DIALOG_01	練習技能
MENU_SKILLTREE_DIALOG_02	結束練習
MENU_HELP_PARTS_01	讀取中
MENU_HELP_001	瑟蕾莎移動
MENU_HELP_002	調查
MENU_HELP_003	魔女脈衝
MENU_HELP_004	瑟蕾莎的體力
MENU_HELP_005	體力強化
MENU_HELP_006	魔導術
MENU_HELP_007	投擲小柴貓
MENU_HELP_008	使用道具
MENU_HELP_009	荊棘束縛
MENU_HELP_010	荊棘牢籠
MENU_HELP_011	吸收
MENU_HELP_012	快速詠唱
MENU_HELP_013	猛毒棘刺
MENU_HELP_014	多重束縛
MENU_HELP_015	修復的魔導術︰回復
MENU_HELP_016	魔女時間
MENU_HELP_017	躲避翻滾
MENU_HELP_018	魔力供給
MENU_HELP_019	魔力牽絆
MENU_HELP_020	夥伴充電
MENU_HELP_021	小柴貓反射
MENU_HELP_022	撿拾波動
MENU_HELP_023	秘密收納術
MENU_HELP_024	道具的秘傳
MENU_HELP_025	魔女脈衝（一直推動）
MENU_HELP_026	魔女脈衝（推動兩次）
MENU_HELP_027	飛行的敵人
MENU_HELP_028	瑟蕾莎跳躍
MENU_HELP_029	魔女脈衝（連續）
MENU_HELP_101	小柴貓移動
MENU_HELP_102	小柴貓攻擊
MENU_HELP_103	小柴貓的體力
MENU_HELP_104	變身攻擊
MENU_HELP_105	魔力計量條
MENU_HELP_106	強化魔力計量條
MENU_HELP_107	木靈小柴貓
MENU_HELP_108	石靈小柴貓
MENU_HELP_109	水靈小柴貓
MENU_HELP_110	火靈小柴貓
MENU_HELP_111	迷迭香
MENU_HELP_112	滿月小柴貓
MENU_HELP_113	反擊
MENU_HELP_114	反擊衝刺
MENU_HELP_115	蓄力突擊
MENU_HELP_116	咬殺！
MENU_HELP_117	惡魔的進食
MENU_HELP_118	束縛連擊
MENU_HELP_119	聯手的精髓
MENU_HELP_120	木之精髓
MENU_HELP_121	石之精髓
MENU_HELP_122	水之精髓
MENU_HELP_123	火之精髓
MENU_HELP_124	惡魔躲避
MENU_HELP_125	躲避俯衝
MENU_HELP_126	召喚復仇
MENU_HELP_127	火箭回擊
MENU_HELP_128	轉移重擊
MENU_HELP_129	這邊！
MENU_HELP_130	小柴貓戳擊
MENU_HELP_131	貓騙奇襲
MENU_HELP_132	頑強的肉體
MENU_HELP_133	銳利爪牙
MENU_HELP_135	小柴貓跳躍
MENU_HELP_201	選單
MENU_HELP_202	地圖
MENU_HELP_203	狀態
MENU_HELP_204	記錄檔案
MENU_HELP_205	系統
MENU_HELP_206	許願燈籠
MENU_HELP_207	魔女藏身處
MENU_HELP_208	記錄故事
MENU_HELP_209	再挑戰與計時模式
MENU_HELP_210	調製道具
MENU_HELP_211	更換服裝
MENU_HELP_212	學習技能
MENU_HELP_213	練習技能
MENU_HELP_214	伊古妮絲的帶路
MENU_HELP_215	抱抱模式
MENU_HELP_216	解放模式
MENU_HELP_217	切換模式
MENU_HELP_218	狗尾草跳躍
MENU_HELP_219	狼的足跡
MENU_HELP_220	魔導器之光
MENU_HELP_221	幻影妖域提爾納諾
MENU_HELP_222	任務
MENU_HELP_223	妖精屏障
MENU_HELP_224	筆記
MENU_HELP_225	回憶書籤
MENU_HELP_226	人魂
MENU_HELP_227	柯爾姆的謝禮
MENU_HELP_228	人魂大門
MENU_HELP_229	與人魂一起前進
MENU_HELP_230	利用蘑菇來跳躍
MENU_HELP_231	元素碎片
MENU_HELP_232	元素核心
MENU_HELP_233	阿瓦隆結晶
MENU_HELP_234	縞瑪瑙薔薇
MENU_HELP_235	煉獄果實
MENU_HELP_236	月之珍珠
MENU_HELP_237	曼德拉草的根
MENU_HELP_238	獨角獸的角
MENU_HELP_239	烤蠑螈
MENU_HELP_240	命櫻花瓣與命櫻之花
MENU_HELP_241	魔法蝴蝶
MENU_HELP_242	新月水晶
MENU_HELP_243	療癒藥水
MENU_HELP_244	暗影糖漿
MENU_HELP_245	惡魔調噴霧
MENU_HELP_246	爆風雞尾酒
MENU_HELP_247	森林路標
MENU_HELP_248	自動記錄故事
MENU_HELP_249	伊古妮絲的推薦
MENU_HELP_250	無法使用抱抱模式時
MENU_HELP_999	???
MENU_MAP_PARTS_01	人魂
MENU_MAP_PARTS_02	提爾納諾
MENU_MAP_PARTS_03	煉獄果實
MENU_MAP_PARTS_04	月之珍珠
MENU_MAP_PARTS_05	筆記
MENU_MAP_PARTS_06	魔女藏身處
MENU_MAP_PARTS_07	魔女藏身處
MENU_MAP_PARTS_08	許願燈籠
MENU_MAP_PARTS_09	伊古妮絲的推薦
MENU_MAP_PARTS_20	全域
MENU_MAP_PARTS_21	上層
MENU_MAP_PARTS_22	中層
MENU_MAP_PARTS_23	下層
MENU_MAP_PARTS_24	最下層
Text/menu
MENU_POSEMENU_DIALOG_TXT_03	即將返回標題。\n尚未記錄的故事將會消失。\n是否確定繼續？
MENU_CHALLENGE_TXT_01	再次挑戰先前攻克過的提爾納諾。
MENU_CHALLENGE_TXT_02	可以挑戰計時模式，\n比賽攻克提爾納諾所花的時間。
MENU_CHALLENGE_TXT_11	請選擇要再次挑戰的提爾納諾。
MENU_CHALLENGE_TXT_12	請選擇要以計時模式挑戰的提爾納諾。
MENU_CHALLENGE_DIALOG_TXT_01	是否使用道具\n以解鎖此計時模式？
MENU_CHALLENGE_DIALOG_TXT_02	是否挑戰此提爾納諾？
MENU_SKILLTREE_DIALOG_TXT_01	可以練習技能。\n是否移動至練習室？
MENU_SKILLTREE_DIALOG_TXT_02	是否結束練習\n並離開練習室？
MENU_SKILLTREE_TXT_301	按住[BTN:L2 ]並看準時機推動[BTN:LS ]，\n即可對植物或機關產生影響。
MENU_SKILLTREE_TXT_302	稍微增加使用荊棘束縛\n拘束敵人時的魔力回復量。
MENU_SKILLTREE_TXT_303	長按[BTN:L2 ]可以召喚荊棘、拘束敵人。\n需等待片刻後才能再次使用。
MENU_SKILLTREE_TXT_304	在戰鬥時維持抱抱模式，\n魔力就會逐漸回復。
MENU_SKILLTREE_TXT_306	稍微縮短再次使用\n荊棘束縛的所需時間。
MENU_SKILLTREE_TXT_308	在荊棘束縛完成之前，\n稍微減緩敵人的動作。
MENU_SKILLTREE_TXT_309	按下[BTN:L3 ]可以使瑟蕾莎迴避。
MENU_SKILLTREE_TXT_310	將可以使用荊棘束縛\n同時拘束多個敵人。
MENU_SKILLTREE_TXT_311	稍微提升在戰鬥時\n使用抱抱模式的魔力回復速度。
MENU_SKILLTREE_TXT_312	稍微增加可用道具的可攜數量。
MENU_SKILLTREE_TXT_314	撿起掉落地面的小柴貓時，\n會在周圍放出衝擊波嚇阻敵人。
MENU_SKILLTREE_TXT_315	進一步增加使用荊棘束縛\n拘束敵人時的魔力回復量。
MENU_SKILLTREE_TXT_317	在荊棘束縛完成之前，\n進一步減緩敵人的動作。
MENU_SKILLTREE_TXT_318	在敵人發動特定攻擊後使用拘束，\n可以延長拘束對方的時間，\n並提升在一定時間內可造成的傷害。
MENU_SKILLTREE_TXT_320	進一步縮短再次使用\n荊棘束縛的所需時間。
MENU_SKILLTREE_TXT_322	提升可用道具的效果。
MENU_SKILLTREE_TXT_323	進一步增加可用道具的可攜數量。
MENU_SKILLTREE_TXT_324	推動[BTN:RS ]伸長小柴貓，\n可以反彈敵人丟擲的物品。
MENU_SKILLTREE_TXT_325	將提升使用荊棘束縛時，\n能夠同時拘束的敵人數量。
MENU_SKILLTREE_TXT_326	進一步提升在戰鬥時使用抱抱模式的\n魔力計量條回復速度。
MENU_SKILLTREE_TXT_327	按住[BTN:L2 ]並轉動[BTN:LS ]，\n可以把損壞的東西修復成原來的模樣。
MENU_SKILLTREE_TXT_328	於抱抱模式期間按下[BTN:L1 ]，\n瑟蕾莎會將力量傳送給小柴貓，\n為祂回復魔力。
MENU_SKILLTREE_TXT_329	大幅增加使用荊棘束縛\n拘束敵人時的魔力回復量。
MENU_SKILLTREE_TXT_330	大幅增加可用道具的可攜數量。
MENU_SKILLTREE_TXT_331	若用[BTN:L1 ]迴避敵人的攻擊，\n感官會變得敏銳，\n以致可以超快速行動。
MENU_SKILLTREE_TXT_332	大幅提升使用荊棘束縛時，\n能夠同時拘束的敵人數量。
MENU_SKILLTREE_TXT_401	按[BTN:R1 ]使小柴貓彈開攻擊。
MENU_SKILLTREE_TXT_402	長按[BTN:R2 ]蓄力。\n蓄力一段時間後放開[BTN:R2 ]，\n小柴貓會發動突進攻擊。
MENU_SKILLTREE_TXT_403	在瀕死狀態的敵人附近\n使出蓄力突擊，\n可以給敵人致命一擊。
MENU_SKILLTREE_TXT_404	按下[BTN:R3 ]可以使小柴貓迴避。
MENU_SKILLTREE_TXT_405	稍微增加小柴貓的體力。\n體力用盡後，\n小柴貓會變回布偶。
MENU_SKILLTREE_TXT_406	在被拘束的敵人附近\n使出蓄力突擊，\n可以施展強勁的聯合攻擊。
MENU_SKILLTREE_TXT_407	迴避時按下[BTN:R2 ]，\n可以施展猛衝攻擊。
MENU_SKILLTREE_TXT_408	往移動方向\n推動[BTN:RS ]伸長小柴貓，\n可以稍微提升移動速度。
MENU_SKILLTREE_TXT_409	在束縛連擊的最後階段按下[BTN:R2 ]，\n可以使出強大且大範圍的終結攻擊。
MENU_SKILLTREE_TXT_410	變身為木靈小柴貓時，\n束縛連擊的終結攻擊\n會是木之奧義。
MENU_SKILLTREE_TXT_411	用反擊把敵人的攻擊彈開後，\n按下[BTN:R2 ]會發動追擊。
MENU_SKILLTREE_TXT_413	迅速連按兩次[BTN:L1 ]，\n可以吹飛周圍的敵人，\n並切換成抱抱模式。
MENU_SKILLTREE_TXT_414	在小柴貓攻擊或迴避時變身，\n就可以在變身過程中使出特別的攻擊。
MENU_SKILLTREE_TXT_415	進一步增加小柴貓的體力。
MENU_SKILLTREE_TXT_416	變身為水靈小柴貓時，\n束縛連擊的終結攻擊\n會是水之奧義。
MENU_SKILLTREE_TXT_417	變身為石靈小柴貓時，\n束縛連擊的終結攻擊\n會是石之奧義。
MENU_SKILLTREE_TXT_418	使用咬殺！給予敵人致命一擊時\n回復魔力。
MENU_SKILLTREE_TXT_419	稍微增加小柴貓攻擊敵人所造成的傷害。
MENU_SKILLTREE_TXT_420	只要瑟蕾莎乘坐在小柴貓背上並灌注魔力，\n就可以和小柴貓潛在的力量產生共鳴，\n使其變為覺醒狀態。
MENU_SKILLTREE_TXT_421	抱抱模式期間，\n在遭到敵人攻擊的瞬間按下[BTN:R1 ]，\n可以召喚小柴貓，同時反擊敵人。
MENU_SKILLTREE_TXT_422	大幅增加小柴貓的體力。
MENU_SKILLTREE_TXT_423	變身為火靈小柴貓時，\n束縛連擊的終結攻擊\n會是火之奧義。
MENU_SKILLTREE_TXT_424	抱抱模式時按下[BTN:R2 ]，\n小柴貓會戳擊敵人，\n達到稍微嚇阻的效果。
MENU_SKILLTREE_TXT_425	受到小柴貓戳擊的敵人\n偶爾會掉落道具。
MENU_SKILLTREE_TXT_426	增加受到小柴貓戳擊的敵人\n所掉落道具的機率和種類。
MENU_SKILLTREE_TXT_427	進一步增加小柴貓\n攻擊敵人所造成的傷害。
MENU_SKILLTREE_TXT_510	使用荊棘束縛時，\n魔法陣的擴張範圍\n會稍微變大。
MENU_SKILLTREE_TXT_525	使用荊棘束縛時，\n魔法陣的擴張範圍\n會進一步變大。
MENU_SKILLTREE_TXT_532	使用荊棘束縛時，\n魔法陣的擴張範圍\n會大幅變大。
MENU_HELP_TXT_001_01	推動[BTN:LS ]可移動瑟蕾莎。\n只要往前進方向推動[BTN:LS ]，\n就能跳上或跨越某些懸崖和高低差。
MENU_HELP_TXT_028_01	瑟蕾莎在超過一定高度的地方\n按[BTN:L1 ]可以往下跳。\n白色標誌是記號。
MENU_HELP_TXT_002_01	按下[BTN:L1 ]可以讓瑟蕾莎\n拿取或調查各式各樣的東西。
MENU_HELP_TXT_003_01	在目標附近按下[BTN:L2 ]，\n配合瑟蕾莎周圍的圓圈，\n看準時機推動[BTN:LS ]，\n便能發動魔女脈衝。
MENU_HELP_TXT_004_01	畫面左下方的花朵記號\n代表瑟蕾莎的體力。\n體力會因遭受敵人攻擊而減少。
MENU_HELP_TXT_004_02	瑟蕾莎的體力耗盡時，\n就會失去性命。\n請隨時留意剩餘的體力。
MENU_HELP_TXT_005_01	收集5個命櫻花瓣\n或是1個命櫻之花，\n可增加瑟蕾莎的體力最大值。
MENU_HELP_TXT_006_01	按下[BTN:L2 ]可以讓瑟蕾莎使用魔導術。\n魔導術的使用對象在附近時，\n會自動鎖定目標。
MENU_HELP_TXT_006_02	使用魔導術所需的圓形計量條\n稱為「魔導術計量條」。\n計量條在使用魔導術時會減少，\n並隨著時間逐漸回復。
MENU_HELP_TXT_007_01	於抱抱模式期間按下[BTN:L1 ]，\n可將小柴貓投擲到某些高處。\n透過高低處通力合作，\n有機會開闢新道路。
MENU_HELP_TXT_008_01	可用道具各自擁有不同的效果。\n長按對應的[BTN:DP ]，\n就能使用持有的可用道具。
MENU_HELP_TXT_009_01	靠近敵人並長按[BTN:L2 ]，\n瑟蕾莎就會召喚荊棘，\n在一定時間內讓敵人無法行動。\n這稱為「荊棘束縛」。
MENU_HELP_TXT_009_02	但是，捕捉敵人時，\n會消耗一格魔導術計量條。\n魔導術計量條會隨著時間逐漸回復。
MENU_HELP_TXT_010_01	有些敵人在採取特定的行動時\n頭上會出現記號。\n此時長按[BTN:L2 ]\n便可發動「荊棘牢籠」。
MENU_HELP_TXT_010_02	發動期間可以使敵人在一定時間內\n無法抵抗，而且防禦力下降，\n此時可透過小柴貓給予更多傷害。
MENU_HELP_TXT_011_01	可增加以荊棘束縛\n拘束敵人時的魔力回復量。
MENU_HELP_TXT_012_01	可在使用荊棘束縛後，\n縮短再次使用的所需時間。
MENU_HELP_TXT_013_01	可在荊棘束縛完成之前\n減緩敵人在魔法陣裡的動作。
MENU_HELP_TXT_014_01	可以同時拘束多個\n在荊棘束縛魔法陣裡的敵人。
MENU_HELP_TXT_015_01	靠近壞掉的物體，\n一邊按[BTN:L2 ]一邊轉動[BTN:LS ]，\n可以把損壞的東西修復成原來的模樣。\n這稱為「回復」。
MENU_HELP_TXT_016_01	在即將受到攻擊前一刻迴避，\n短時間內感官會變得敏銳，\n以致可以超快速行動。\n這稱為「魔女時間」。
MENU_HELP_TXT_017_01	可讓瑟蕾莎\n在按下[BTN:L3 ]時採取迴避動作。
MENU_HELP_TXT_018_01	可以在戰鬥時\n透過使用抱抱模式逐漸回復魔力。
MENU_HELP_TXT_019_01	可以在戰鬥時提升\n使用抱抱模式期間的魔力回復速度。
MENU_HELP_TXT_020_01	可以在抱抱模式期間按下[BTN:L1 ]\n讓瑟蕾莎傳送力量給小柴貓\n為祂回復魔力。
MENU_HELP_TXT_021_01	可以在抱抱模式期間，\n透過推動[BTN:RS ]伸長小柴貓，\n反彈敵人丟擲的物品。
MENU_HELP_TXT_022_01	可於撿起掉落地面的小柴貓布偶時，\n在周圍放出衝擊波嚇阻敵人。
MENU_HELP_TXT_023_01	可以增加可用道具的可攜數量。
MENU_HELP_TXT_024_01	可提升可用道具的效果。\n適用於所有可用道具。
MENU_HELP_TXT_025_01	如要使用魔女脈衝，\n請在瑟蕾莎周圍的圓圈擴張時\n持續推動[BTN:LS ]。
MENU_HELP_TXT_026_01	如要使用魔女脈衝，\n請在瑟蕾莎周圍的圓圈\n顯示為兩個圓圈重疊時，\n快速推動[BTN:LS ]兩次。
MENU_HELP_TXT_027_01	部分飛行的敵人非常不耐打，\n有時光是用荊棘束縛便能擊倒。\n遇到飛行的敵人時，\n先試著拘束對方看看吧。
MENU_HELP_TXT_029_01	魔女脈衝必須連續成功使出好幾次。\n在發動魔女脈衝前，\n請不要放開[BTN:L2 ]。
MENU_HELP_TXT_101_01	推動[BTN:RS ]可移動小柴貓。\n只要往前進方向推動[BTN:RS ]，\n就能跳上或跨越某些懸崖和高低差。
MENU_HELP_TXT_135_01	小柴貓在超過一定高度的地方\n按[BTN:R1 ]可以往下跳。\n跟瑟蕾莎一樣，白色標誌是記號。
MENU_HELP_TXT_102_01	按下[BTN:R2 ]可以讓小柴貓使出抓擊。\n小柴貓的攻擊甚至可以破壞\n樹枝或壺等堅硬物體。
MENU_HELP_TXT_103_01	小柴貓也有體力限制，\n如果持續受到攻擊而耗盡體力，\n就會變回布偶的模樣。
MENU_HELP_TXT_103_02	小柴貓的體力\n可以透過切換至抱抱模式來回復。
MENU_HELP_TXT_104_01	小柴貓在變身時使出的攻擊，\n比一般攻擊的威力更強。
MENU_HELP_TXT_104_02	另外，變身攻擊也可以用在特別的地方。\n例如奪取敵人的盾。
MENU_HELP_TXT_105_01	小柴貓頭上顯示的計量條\n代表小柴貓的魔力。\n每當使用特定的招式，\n魔力就會減少。
MENU_HELP_TXT_105_02	切換至抱抱模式\n可以逐漸回復小柴貓的體力。
MENU_HELP_TXT_106_01	按下[BTN:L1 ]\n可以將「元素碎片」吸收到魔導器裡。\n吸收超過一定數量後，\n就會增加魔力計量條的最大值。
MENU_HELP_TXT_107_01	按下[BTN:Y ]可以讓小柴貓\n變身為木靈小柴貓。\n木靈小柴貓在按下[BTN:R1 ]後，\n會伸出能抓住物體的藤蔓舌頭。
MENU_HELP_TXT_107_02	在抓到物體的狀態下按住[BTN:R1 ]，\n可以拉動抓著的物體。
MENU_HELP_TXT_108_01	按下[BTN:B ]可以讓小柴貓\n變身為石靈小柴貓。\n石靈小柴貓在按下[BTN:R1 ]後，\n會跳起來並踐踏正下方的物體。
MENU_HELP_TXT_108_02	踐踏除了可以攻擊敵人，\n還能破壞或重壓下方物體。
MENU_HELP_TXT_108_03	另外，石靈小柴貓身體堅固，\n能抵禦大多數攻擊。\n但是每承受一次攻擊，\n就會消耗魔力。
MENU_HELP_TXT_109_01	按下[BTN:X ]可以讓小柴貓\n變身為水靈小柴貓。\n水靈小柴貓在按下[BTN:R1 ]後，\n會使出水柱激流。
MENU_HELP_TXT_109_02	水柱激流射程很長，\n可以轉動或移動各式各樣的東西，\n並能夠滅火。
MENU_HELP_TXT_109_03	此外，水靈小柴貓\n還能在水中自由自在地游泳。\n小柴貓下水後\n會自動切換成水靈小柴貓。
MENU_HELP_TXT_110_01	按下[BTN:A ]可以讓小柴貓\n變身為火靈小柴貓。\n火靈小柴貓在按下[BTN:R1 ]後，\n會發射火焰彈。
MENU_HELP_TXT_110_02	火焰彈可以燃燒特定的東西，\n或是融化冰塊。\n另外，火靈小柴貓\n還能在火焰中移動。
MENU_HELP_TXT_111_01	迷迭香具有除魔的效果。\n小柴貓是惡魔，\n不能經過有迷迭香的地方。\n試著尋找別條路吧。
MENU_HELP_TXT_112_01	在特定的狀況下，\n當瑟蕾莎坐在小柴貓的背上並灌注魔力，\n小柴貓就會進入覺醒狀態。
MENU_HELP_TXT_112_02	處在覺醒狀態下的小柴貓，\n可以透過[BTN:L1 ]迴避，\n透過[BTN:R1 ]使出強勁的攻擊。
MENU_HELP_TXT_112_03	更可以透過[BTN:A ][BTN:B ][BTN:X ][BTN:Y ]\n使出火、石、水、木的攻擊。
MENU_HELP_TXT_113_01	在解放模式時按下[BTN:R1 ]，\n小柴貓會彈開攻擊。\n每次使用都會消耗魔力。
MENU_HELP_TXT_114_01	可以在反擊彈開敵人的攻擊時，\n按下[BTN:R2 ]發動追擊。
MENU_HELP_TXT_115_01	在解放模式下，\n長按[BTN:R2 ]之後放開，\n可以讓小柴貓發動突進攻擊。
MENU_HELP_TXT_116_01	在解放模式下，\n於瀕死敵人附近使用蓄力突擊，\n可以讓小柴貓給敵人致命一擊。
MENU_HELP_TXT_117_01	可以在用咬殺！給予\n敵人致命一擊時回復魔力。
MENU_HELP_TXT_118_01	在解放模式下，\n於荊棘束縛捕捉到的敵人附近\n按下[BTN:R2 ]使出蓄力突擊，\n可以進而使出強勁的聯合攻擊。
MENU_HELP_TXT_119_01	在束縛連擊的最後階段按下[BTN:R2 ]\n可以使出強勁且廣範圍的終結攻擊。
MENU_HELP_TXT_120_01	可以在變身為木靈小柴貓時，\n讓束縛連擊的終結攻擊變為木之奧義。
MENU_HELP_TXT_121_01	可以在變身為石靈小柴貓時，\n讓束縛連擊的終結攻擊變為石之奧義。
MENU_HELP_TXT_122_01	可以在變身為水靈小柴貓時，\n讓束縛連擊的終結攻擊變為水之奧義。
MENU_HELP_TXT_123_01	可以在變身為火靈小柴貓時，\n讓束縛連擊的終結攻擊變為火之奧義。
MENU_HELP_TXT_124_01	在解放模式下，\n按下[BTN:R3 ]\n可以讓小柴貓進行迴避。
MENU_HELP_TXT_125_01	在小柴貓使出惡魔躲避時，\n按下[BTN:R2 ]\n可以讓祂施展猛衝攻擊。
MENU_HELP_TXT_126_01	在抱抱模式下，\n於被敵人擊中的瞬間按下[BTN:R1 ]\n可以召喚小柴貓，同時反擊敵人。
MENU_HELP_TXT_127_01	快速連按兩次[BTN:L1 ]，\n可以讓小柴貓吹飛周圍的敵人，\n並切換成抱抱模式。
MENU_HELP_TXT_128_01	在解放模式下，\n可以讓正在攻擊或迴避的小柴貓變身，\n並在變身過程中使出特別的攻擊。
MENU_HELP_TXT_129_01	在抱抱模式下，\n往移動方向推動[BTN:RS ]以伸長小柴貓，\n可以稍微提升移動速度。
MENU_HELP_TXT_130_01	在抱抱模式下，\n按下[BTN:R2 ]使小柴貓戳擊敵人，\n達到稍微嚇阻的效果。
MENU_HELP_TXT_131_01	可以讓受到小柴貓戳擊的敵人\n偶爾掉落道具。
MENU_HELP_TXT_132_01	可增加小柴貓的體力。\n
MENU_HELP_TXT_133_01	可增加小柴貓的攻擊對敵人造成的傷害。\n適用於小柴貓所有攻擊。
MENU_HELP_TXT_201_01	按下[BTN:START ]可打開選單畫面。\n選單畫面中有地圖、狀態、\n記錄檔案、系統這4個項目，\n可按[BTN:L1 ][BTN:R1 ]來切換。
MENU_HELP_TXT_202_01	選單畫面的地圖項目裡\n有詳細地圖與世界地圖，\n可按[BTN:Y ]來切換。
MENU_HELP_TXT_202_02	詳細地圖上有部分地方遭霧氣覆蓋。\n只要滿足特定條件霧就會散去，\n並能夠查看該地周圍的東西。
MENU_HELP_TXT_203_01	選單畫面的狀態項目裡，\n可以查看瑟蕾莎和小柴貓的狀態\n以及目前持有的道具數量。
MENU_HELP_TXT_204_01	選單畫面的記錄檔案項目裡，\n不僅可以查看角色或敵人的資訊，\n還能閱讀之前拾取的筆記等物品。
MENU_HELP_TXT_205_01	選單畫面的系統項目裡，\n可以查看冒險的智慧或更改設定，\n也能進行讀取故事等各種操作。
MENU_HELP_TXT_206_01	按下[BTN:L1 ]調查各地的燈籠，\n可以記錄故事，\n或進行其他冒險的準備。
MENU_HELP_TXT_207_01	有紅色拱門的地方\n稱為魔女藏身處，\n是探索森林時的據點。
MENU_HELP_TXT_207_02	只要靠近魔女藏身處，\n藏身處就會解鎖並記錄在地圖上。\n發現魔女藏身處時請務必去一趟。
MENU_HELP_TXT_208_01	可以在冒險的事前準備裡記錄故事，\n建議除了自動記錄，\n也可以在每個故事轉折點留下記錄。
MENU_HELP_TXT_209_01	在冒險的事前準備裡，\n可以再次挑戰曾經過關的提爾納諾，\n並重新收集先前錯過的寶箱。
MENU_HELP_TXT_209_02	另外可以挑戰競爭\n提爾納諾攻略時間的計時模式。\n攻克計時模式後，\n可獲取與評價相符的獎勵。
MENU_HELP_TXT_210_01	在冒險的事前準備裡，\n可以用素材調製可用道具。\n調製出來的道具可在野外使用。
MENU_HELP_TXT_210_02	但是，要調製可用道具，\n必須要曾在某處獲取該道具。\n試著在森林各處找找看道具吧。
MENU_HELP_TXT_211_01	在冒險的事前準備裡，\n可以更換瑟蕾莎和小柴貓的服裝。\n只要滿足條件便可獲得服裝。
MENU_HELP_TXT_212_01	按下[BTN:L1 ]，\n調查部分燈籠附近的鏡子，\n便可以學習技能。
MENU_HELP_TXT_212_02	要學習瑟蕾莎的技能\n需要縞瑪瑙薔薇；\n要學習小柴貓的技能\n需要阿瓦隆結晶。
MENU_HELP_TXT_213_01	在顯示技能時按下[BTN:SELECT ]，\n可以移動到練習室。\n在練習室裡，\n可以自由練習技能或戰鬥方式。
MENU_HELP_TXT_214_01	向魔女藏身處裡的伊古妮絲搭話，\n就能請祂帶路到已解鎖的區域。
MENU_HELP_TXT_215_01	瑟蕾莎抱著布偶狀態的小柴貓，\n兩人一起行動的狀態，\n稱為「抱抱模式」。
MENU_HELP_TXT_215_02	在抱抱模式下，\n推動[BTN:LS ]可移動瑟蕾莎；\n推動[BTN:RS ]可伸長小柴貓來抓住周圍的東西。
MENU_HELP_TXT_216_01	召喚小柴貓，\n讓瑟蕾莎和小柴貓分別行動的狀態，\n稱為「解放模式」。
MENU_HELP_TXT_216_02	解放模式下可以分別移動兩人。\n推動[BTN:LS ]可移動瑟蕾莎，\n推動[BTN:RS ]可移動小柴貓。
MENU_HELP_TXT_216_03	瑟蕾莎和小柴貓無法分開太久，\n請多加留意。
MENU_HELP_TXT_217_01	在解放模式下按[BTN:L1 ]，\n可以讓小柴貓變回布偶，\n切換成抱抱模式。\n
MENU_HELP_TXT_217_02	另外，只要在抱抱模式下按[BTN:R1 ]，\n就可以叫出小柴貓，\n切換成解放模式。
MENU_HELP_TXT_218_01	在抱抱模式下，\n推動[BTN:RS ]抓住狗尾草，\n再按下[BTN:L1 ]，\n便能跳得很遠。
MENU_HELP_TXT_219_01	森林的各處都留有白狼的足跡。\n只要一靠近，\n足跡就會變得更明顯。
MENU_HELP_TXT_219_02	白狼的足跡\n可以當成通往目的地的指標。\n迷路的時候就試著尋找足跡吧。
MENU_HELP_TXT_220_01	在妖精製造的扭曲空間中，\n會出現各種幻覺阻礙你前進。\n長按[BTN:L2 ]照亮周圍，\n可找出隱藏的事物或敵人。
MENU_HELP_TXT_221_01	妖精製造的幻覺源頭，\n就稱為「幻影妖域提爾納諾」。\n森林各地有多處提爾納諾。
MENU_HELP_TXT_221_02	破壞隱藏在提爾納諾\n最深處的核心，\n努力突破提爾納諾吧。
MENU_HELP_TXT_221_03	也可以在提爾納諾內按下[BTN:START ]，\n打開提爾納諾選單，\n暫時離開提爾納諾。
MENU_HELP_TXT_222_01	有一部分提爾納諾附帶任務。\n這些任務均有特殊條件的限制。
MENU_HELP_TXT_222_02	未滿足任務要求的條件\n會導致攻克失敗。\n請務必留意不要違反條件。
MENU_HELP_TXT_223_01	有些妖精在戰鬥時會展開屏障。\n面對展開屏障的敵人，\n一般攻擊是不管用的。
MENU_HELP_TXT_223_02	變身是解除敵人屏障的重要關鍵。\n精準攻擊對手的弱點，\n打破屏障吧。
MENU_HELP_TXT_224_01	只要撿拾掉在森林各處的筆記，\n筆記就會自動登錄到記錄檔案裡，\n日後可以閱讀裡面的內容。
MENU_HELP_TXT_225_01	按下[BTN:L1 ]\n調查森林各處令你印象深刻的地方，\n便可將其登錄為「回憶書籤」，\n日後可從記錄檔案裡查看。
MENU_HELP_TXT_226_01	森林各處都有人魂。\n按下[BTN:L1 ]，可以幫助\n遭到妖精捕獲的人魂。
MENU_HELP_TXT_226_02	其中也有心懷憂慮的人魂。\n若能幫祂們解決煩惱，\n也許會有好事發生。
MENU_HELP_TXT_226_03	曾經幫助過的人魂，\n其資訊會登錄在\n記錄檔案的「遇到的人魂」裡。
MENU_HELP_TXT_227_01	幫助一定數量的人魂之後，\n只要去人魂秘密基地找柯爾姆，\n就能得到謝禮……也許吧。
MENU_HELP_TXT_227_02	當柯爾姆有話想說時，\n地圖上會顯示人魂的標誌。\n看到標誌時，\n就去跟柯爾姆講話看看吧。
