CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	通信エラーが発生しました
01e79298-775f-47c5-85c8-7f8814007952	画面中央の{[0310|0000803f00000000]}で よーくねらえィ！
ddfce6b9-32a3-4745-9ad5-eb4a49b7f1bf	{color[0100]}スイッチ{color[ffff]}じゃ、塗ってみィ！
3dcf2629-4914-4166-ae15-8420cbccc5bd	{color[0100]}カメラ正面{color[ffff]}は {[0303|0000803f00000000]}で{color[0100]}リセット{color[ffff]}できるぞィ
76286180-bd10-4637-a645-4064e9819185	危ないときは カベの後ろで深呼吸！ 戦場の鉄則ゥ！
e8bf642e-9bcf-4457-a923-611c068468ad	あれは{color[0100]}デンチナマズ{color[ffff]}！\nバリアを割って、タッチでゲットじゃ！
5e02fb84-c754-4245-a412-83977dfceac2	こっちも {[030a|0000803f00000000]}コジャケの出番じゃな！
d2124b23-2490-4c11-b51b-1b785d685ccb	ちと遠いのゥ… {[030a|0000803f00000000]}で{color[0100]}コジャケ{color[ffff]}に助けてもらえんか？
a0d33691-d114-48a6-a5f6-e700aa8683f6	それは {color[0100]}アーマー{color[ffff]}じゃ！\n敵のインクを防いでくれるぞィ！
eb4d49bb-55e1-42c0-901d-bba981fd0ecc	おお、やるのゥ！
LogicMsg\CraterFourth00.msbt
40e171e4-7230-47b0-8081-e171324ca65e	イヤな気配じゃ… 気をつけるんじゃぞ
69362011-33f7-47cf-90fe-17b87ec8c9eb	また{color[0100]}スーパーチャクチ{color[ffff]}を使えるぞィ！\n{[0308|cdcc4c3f00000000]}を押して発動ッ！
27258447-a228-41d4-9b01-6b7fe7baa10b	ズドーンじゃ！！
39f3aa7d-bf03-4602-a33f-f3821ca2e68e	スペシャルゲージが たまったぞィ！\n{[0308|cdcc4c3f00000000]}を押して {color[0100]}スーパーチャクチ{color[ffff]}じゃ！
74e8d6b8-9e17-4119-a6a7-7e3060b5011a	まだどこかに いそうじゃのゥ…
a5acbc55-e246-4fd7-8972-c21f64d1e783	さっそく出よった！\nしっかりねらって撃つべし！
799a5ab8-89bb-43f2-986f-9da8260fd10e	カベにかくれて近づくんじゃ！
ae1da840-6d66-43a8-9c3f-36b87ad32bfc	{color[0100]}ヒーロースーツ{color[ffff]}が壊れたぞィ！\n{color[0100]}センプク{color[ffff]}で早めに復活させるんじゃ！
aeac4508-24ad-47c9-87bd-db0cf16cdcf5	ふー、あぶないところじゃった…
b9f7356a-63c0-4bb6-a375-0b26c6f28088	よくやったぞ、3号！\nまたしても柱が生えてきたわィ！
c958b75c-f9b7-476e-be7c-6710929b2154	やるのゥ！ 下から何か生えてきたぞィ！
e01f0b1a-47d9-48ad-be24-96e950c7cdd5	やはりタコがおったか！\nおそらく他にも かくれておるぞ！
ee4a0fa1-d57e-40b1-9381-8487ba1c31bf	ウカツに飛びこむのはキケンじゃな…
74a57e1d-40ab-4ee1-8ba6-8f2255e0b421	{[030a|0000803f00000000]}で{color[0100]}コジャケ{color[ffff]}を投げて、敵の注意をそらすんじゃ！
LogicMsg\CraterSecond00.msbt
063057dc-6367-46c7-ad8c-4157a13ecf6f	{color[0100]}ダッシュ板{color[ffff]}があるぞィ！\n上に乗れば バビューンじゃ！
3c65ff85-1310-4b35-a2d7-39789d76a492	ナイスじゃ！\nあとは{color[0100]}デンチナマズ{color[ffff]}をゲットじゃな！
762f2d5c-6af2-4c2f-8784-fdaeda4a9452	ム？ 同じトコをグルグル回っておらんか？
bd6545ac-4bde-419d-afd5-009d3f4b1b63	{[030b|0000803f00000000]}でもぐると {color[0100]}インクの中{color[ffff]}を泳げるぞィ！
9be47f6d-1fca-4d29-a4a2-cb046ec2465d	{[0301|0000803f00000000]}で {color[0100]}ジャンプ{color[ffff]}じゃ！
LogicMsg\CraterThird00.msbt
1ed6a49e-02f4-4a9b-af33-e8f201375cb5	ほ～！ テクニカルじゃのゥ！
2a6f3a3f-1b16-4972-9232-63fe2acd38f2	遠くに{color[0100]}デンチナマズ{color[ffff]}が見えるのゥ
395e39cc-c42c-4d0f-8a6c-f053f3a18089	インクが届かんときは {color[0100]}コジャケ{color[ffff]}の出番じゃな！
54b9bec6-7e26-4773-8538-28b481d5f874	{[031b|0000803f00000000]}{color[0100]}ドア{color[ffff]}があるぞィ\nどこかに{[031a|0000803f00000000]}{color[0100]}カギ{color[ffff]}がないか？
bb1da935-3fe2-4326-b66c-267b2580f4a3	{color[0100]}インクレール{color[ffff]}の上で{color[0100]}ジャンプ{color[ffff]}すれば 高くとべるぞィ\n試しにやってみィ！
c65af139-bb36-4136-91b9-1dcc5f97c140	ここからではインクレールに届かんようじゃの
d61a0afe-a980-4c15-a3c6-888aa08a7876	{color[0100]}タコプター{color[ffff]}がおるぞィ！\nとっちめるんじゃ！
dc655922-99dc-4d59-baae-313ee714ea11	また{color[0100]}ドア{color[ffff]}じゃな、{color[0100]}カギ{color[ffff]}を探すんじゃ！
f875fdf4-5f72-4172-87fb-3c99f8417f46	ウム、試しに撃ってみィ！
3059a4ae-0a59-4c06-abdb-3f0fd9bbffad	それは{color[0100]}インクレール{color[ffff]}じゃ！\n{[030b|0000803f00000000]}で乗れるぞィ
f2834fc5-0e87-45c1-8a2e-25b997fde6fa	あったぞ、{color[0100]}カギ{color[ffff]}じゃ！
c0b184e2-64c7-458a-854e-100541badfcd	{[030b|0000803f00000000]}を離すと落ちるから 気をつけるんじゃぞ！
2ba5d4e9-597f-4de1-8c73-48131e6f5fd0	{color[0100]}カナアミ{color[ffff]}をぬけるときは {[030b|0000803f00000000]}を押しとくんじゃぞ
LogicMsg\curling.msbt
01732e4e-c627-4df4-a603-5c372b8cca4c	あれ、マトは？
01e60a5c-8ec1-46be-8b8c-89c0067dd1b9	{color[0100]}ジャンプポイント{color[ffff]}出たよ！
0fe5c23c-0ab6-4d3e-b33d-578f8f2bd25b	遠くに{color[0100]}ボム風船{color[ffff]}があるみたいやね
19b948b6-314f-4425-8180-273df8a95202	今度はクルクル回る道かー
3ceb6bba-77f6-4558-b408-6e0daf3cc187	カーリングボムの進む距離は\n{[030a|0000803f00000000]}長押しで調節できるかんね
406b8780-754f-4a8a-be4d-ef2b9e7c3eb1	よーし、次だー！
45e453a9-6ce2-4b3e-aa79-3e7e2d9924b4	うまーく真ん中に投げたいね
4619e0ac-fc33-4a7c-a384-1c1c50dacfa8	先に進めるなら いいっしょ
4e78f643-d247-40e7-b68c-326a37786a2c	ラストかな？ 景気よくいこー！
540e7143-feae-4bf7-8ca4-18bc22748492	う～ん、おしい！
6fddc809-15ec-4719-93ab-8be78c26b574	うー、一発で壊せなかった…！
86f54cfe-ceb5-4bea-a53a-0bf6bc56dadf	一発で壊せなかったねー
8ec6be57-58be-43b7-a678-b0f73b98ce17	あっ、イクラだ！
9f3acb28-cc2a-4e74-a234-02f199474cf0	これでゴールやね、おつ～
a4d83e02-c924-4911-848a-4c90682d4ffc	うわー！ 道が細いー！
a99e659e-f7c7-4a3c-8c2f-f1c21c3fd760	一発で壊した ごほうびってこと？
b26764c9-d8ea-451a-a788-925fa4212c8d	よっしゃー！
ce26bba4-20b8-4b0e-8f48-c291b9a146e0	３号ナイス～♪
d8630922-799a-441b-9955-fafb4b6ba211	今のすごかったね、３号！
dfc76c16-e662-41e8-818d-5ab76e9f7a4c	やるねー、３号！
e12843c0-5daf-4d52-ab68-43d51ae401af	決まった場所から投げないとダメっぽいね
f5b1b82a-61cb-40e3-9df4-51507d79bf30	カーリングボム投げて、\n後ろから{[030b|0000803f00000000]}で付いてくとラクだよ～
f80f42e8-55c2-48fe-99ba-0babc038b4ba	あ、ちょっとだけ壊れた
fdbda3f9-07d9-4035-88c4-f513bed3753a	直接ねらうのは無理っぽいね… うまくカベに当ててこ
ff9030e3-7bb2-4949-906e-68dbaa8df786	１号って、ときどき変なこだわり見せるよね…
LogicMsg\curlingDoNotStep.msbt
131c7c94-2031-4012-8ced-94aa43a777e6	{color[0100]}カーリングボム{color[ffff]}の構えは、\n{[030b|0000803f00000000]}押しながら{[030a|0000803f00000000]}を離すとキャンセルできるよ
3833f887-47db-46e5-aa66-2187b89bc40c	あの回ってるカベが ジャマだよー！
40f8970b-e1b9-4b73-b996-82e7aa32ad39	もう少しやね、がんばれ３号
510d6d4f-c7e0-4ff3-8e5c-4dae39c24ccf	あの動いてるやつ、うまく使えんかな…
57128c6a-8db9-40db-8f55-7b28473f725f	投げたら、あとはボムが塗ったところを 進んでみよー！
6d556667-f568-4bc3-aa06-c1a62690515a	これで向こうまで行くしかないんだよね… ファイトー！
86665cd7-f248-4b78-a6b4-5944dab2ec90	あそこに見えてるの、ゴールじゃない？！
97c0e58d-26ec-49a8-a5d6-6e2da04ee09c	{color[0100]}カーリングボム{color[ffff]}は、インクが満タンでも\n１回しか投げられないから 気をつけてね！
97fe52b5-b98d-4379-9e78-93eea13a52c2	３号、さっすがー！
9cc2a08c-ad9a-4d09-a374-89d841fa80d5	投げるタイミングが 大事やね～
b86258c6-41bb-4704-b875-536472f2601d	おつかれ～！
d8756542-6ae6-4ce4-8ea9-c51dbf69158d	敵インクに さわったらアウトか～\n{color[0100]}カーリングボム{color[ffff]}で なんとか進むしかないね
e40cc108-699a-4824-b7a3-aaff01d219cf	{[030a|0000803f00000000]}を長押ししちゃうと、\n{color[0100]}カーリングボム{color[ffff]}の進む距離が短くなるから注意！
ed90b97f-8c9e-4924-ae4a-1f2fb36a0003	３号 すごーい！
f35bbd6e-e726-4231-b121-449959cf93ae	もう１回 投げられないのー？！\nうぅ… ３号、進めそう？
f846d37a-dc13-499a-82da-660d541038fb	ゴールはっけ～ん\n敵インク びっしりやね…
LogicMsg\dendenSalmon.msbt
15986b3e-7bf1-414e-be45-ec0214ad4609	コジャケくん呼びもどすには {[030e|0000803f00000000]}で「{color[0100]}カモン{color[ffff]}」ね
1eb26247-5295-4193-bb5c-d3323b1582e0	よっし 次いこー！
2091de36-1d17-41b3-b40f-7ffa73c57b85	{color[0100]}でんでんスイッチ{color[ffff]}やね、さて…
2d09f517-c1c7-4440-b4d4-c406c91b5859	あ、{color[0100]}ゴール{color[ffff]}が見えるよ！
30bfe139-be16-45b9-b3e0-316c9d821c8e	わ、よく見つけたね！
480d35ab-e7dd-4db0-a069-866c8e06dff3	{[030a|0000803f00000000]}で{color[0100]}コジャケ{color[ffff]}ちゃんをシュート！
492ef334-126b-421e-ac63-7c39cb8cd933	あ、３号 ブキ持ってないね
4cdf7a62-0286-4bd8-a023-4bddad65e138	おしいー もうちょっと！
5fee01ca-c2ca-4148-b47a-13f5f45d542a	投げた{color[0100]}コジャケ{color[ffff]}くんは {[030e|0000803f00000000]}で{color[0100]}呼びもどせる{color[ffff]}よ
77aa8809-80ad-4f22-a52f-d8d98736fdf1	コジャケくんと 息ピッタリやったね
7b27ede6-c1c9-4641-bbe7-fdda6f78166d	カベに注意！
7f2f3297-9f65-4381-8943-2a7ded57f424	よし、わたりきったね
7f7ef945-36f2-4464-822b-26f480fdb89c	ドカーン！
80de6497-3350-4ea5-b418-2d71dff34abc	このしかけも大きいねー
812c43fb-ed45-4e1c-bdf6-b9c2cbaf904b	{color[0100]}カギ{color[ffff]}と{color[0100]}イクラ{color[ffff]} 降ってきとる…
8b615815-4c19-4e54-8562-30eac1d6f0dd	{color[0100]}カギ{color[ffff]}ゲット！ {color[0100]}ドア{color[ffff]}まで持ってこ～
8defac15-140d-4f00-8d58-4f0825f312b8	コジャケくんに カツヤクしてもらお
90912841-09fe-438f-ba6b-78ce19996432	コジャケちゃん、がんばれー！
9348b884-6799-4d84-a7c3-95442e6fe714	カベ登ってく感じやね
984e20a6-57b3-41b0-931d-7cc8e8265221	{color[0100]}ボム風船{color[ffff]}と {color[0100]}でんでんスイッチ{color[ffff]}が いっぱいあるよ
b0642773-6b2c-4115-9beb-2f1833c02acc	とうちゃくー！
c717bd03-96a7-46f9-ab51-3100b0e5f8fb	うーん、{[031a|0000803f00000000]}{color[0100]}カギ{color[ffff]}見えてるけど…
ede02543-c556-47ec-89c0-b5df84bad7b1	オ～プン！ {color[0100]}ジャンプポイント{color[ffff]}出たね
eff160ab-b2e0-4ad8-81c1-d547b0188e06	ナイスゲット♪
LogicMsg\dieCutting.msbt
272d8490-91e2-42c0-8868-f8836d972cf4	やったー！ 完成！
4182c9c6-a44c-4e3a-8bf9-57678a27adea	なんだろー？ 見たことあるような…？
42db31ea-9c2b-4928-b6b1-efcdca1f50cd	どんまいどんまい！\nじっくり落ち着いていこー！
458e5e6e-38b2-47fe-b285-f72b1b083cff	あ！ これで完成したのを見てみる？
6993ef7d-ea58-4769-ac53-4c825a89fa88	じっくり見比べて ていねいにやらんとね
6c92dd11-6960-4da7-aecc-b7207d940c7b	必要な木箱を壊しちゃうと 失敗だからね！\nじっくり見比べていこー！
7239c43a-a753-460e-a78a-f8ab10a1d5d6	ふむふむ、左にあるのがお手本か
79e5828f-4287-43ee-a157-a82d0b25f65d	ん～ どっかで見たような…？
7e9d47e2-5efe-45da-967e-3edd35b846a3	{[0405]}… … …\x0f\x04\x05
81dfb674-1ad3-4e98-851d-dab1ff6588a3	{color[0100]}{[030a|0000803f00000000]}ショクワンダー{color[ffff]}で飛び移れそうな足場も たくさんあるね！
90757e58-3cfd-4b1e-969a-ef1fbb908c7f	{color[0100]}スクリュースロッシャー{color[ffff]}のインクは\n山なりに飛んでくから 気をつけてね～
99e84346-adcc-4a32-936d-79859bbab28d	{[0405]}… … …\x0f\x04\x05
a32fe856-865d-412b-a799-a1233705f020	遠くからだと またちがって見えるかもね
a889ec2e-d131-4245-b674-ee0f41104f30	さっさとゴールするもよし、じっくり見ていくもよし♪
a92b8578-0739-44d2-b231-2174a993378d	どんまいどんまい！\nじっくり落ち着いていこー！
ba8b2fba-02e7-4a88-8fc6-db674e0fc40c	周囲をしっかり確認！ 戦場の鉄則ゥ
cf74fc31-9d8e-4ed5-9c15-71842f909756	フルチャージすると、木箱を つきぬけるから注意だよ～
d1e6e852-2623-4cd2-8bcb-02fc42716ded	どんまいどんまい！\nじっくり落ち着いていこー！
d9c88c5f-2b17-464e-83af-49780860420e	{[030c|0000803f00000000]}を短く押すと、インクを遠くまで飛ばせるよ～
fc743b58-e36f-463e-9894-b73e10e79382	うわー、後ろの方は ちょっと複雑だねー
LogicMsg\dozer.msbt
18375e4b-7580-42bd-8b0e-dd264cfab199	コジャケちゃんを {color[0100]}タコドーザー{color[ffff]}の頭に乗っけたら、どうなるんだろ？
3668f355-4dd5-479d-ad10-794e30c5b406	さー はりきってイクラ集めてみよー！
9239e5c1-af89-469a-ba5c-97b3e99ee5c4	あと半分！ がんばって！
acf40376-a26c-4f64-9754-b920c46ef875	カーリングボムは {color[0100]}タコドーザー{color[ffff]}を すりぬけるんよ
bd62d873-27d7-4691-bf5c-299cc323698f	{color[0100]}タコドーザー{color[ffff]}に見つかったら、インクにかくれて やり過ごそっか
LogicMsg\easyKagidume.msbt
013a698e-d38f-4ee6-a9d9-e7bf9c611ce6	てっぺんに とうちゃ～く
26664be1-97e5-4dc2-b046-503c50a43162	遠くのカベに ビューンって張りつくよ
34fd5abe-43be-4d13-9ae5-2ee7c3e96e3e	{[030a|0000803f00000000]}で ウデをのば～す
4eab797f-9996-411d-aaa0-63385c0e95a7	パワフル！
602791b3-1070-4ed7-a7ae-b1e0353e4023	ひと息ついてく？
62431fe6-7d89-4a1d-b472-17bf154bdc7e	ク～ル♪
8df0a558-e5f5-4246-b553-af030096dcef	わ、けっこう高いよ…！
98482ecc-435d-4363-9e7c-441b304f3831	カッコよく ゴール決めちゃお
9da84c8a-4cc5-4715-9caf-fb8b83f98cca	ふー…だいぶ登ったね
a5c4a2c8-ac3c-4f63-99ed-998f0309e62f	ワンダフル！
b59f8b49-2717-477c-863a-f32df9d9c993	{[0301|0000803f00000000]}で ジャーンプ！
b7a19997-6056-4ffc-af1a-3f67250769c8	ついでに {color[0100]}タコスナイパー{color[ffff]}も発見～
b7dc2cdb-4d9e-41c2-97c6-c57d2cdbf045	やったね！
b8a9d582-31b4-4052-ae80-2c0b05a58f87	塗れないカベにも 張りつけるよ
c47c420b-4814-482b-b67e-a26a5fc8f419	上手いな～
c95ef8ad-e0a7-4466-958f-43e3cc468a42	いい感じ♪
cb6a1967-7acd-4e38-8fee-5f9f4c932e98	落ち着いて 周りを見回してこ
cfa7908f-de17-4c75-a56a-4bdaa5263804	ナイス！
de747c94-358d-4657-a402-8750f5f635f7	ウデのばして 上手く近づけんかな
e5ae0f97-1dd9-4e6d-b27b-cb4fc23c57a0	柱を伝っていくみたいだね
ebe1f166-cf6c-408d-8871-40c78eb53ec4	{color[0100]}ゴール{color[ffff]}発見！
fea5b734-d7a1-403c-9524-2f483a138e6c	{[0301|0000803f00000000]}で カベからジャンプ！
LogicMsg\escapeFromShinking.msbt
05917a8b-9846-4f03-9ebc-1db7d205e6ad	どんどん しずむ！ ３号、とにかく上へ！
0ae5f2e6-5f08-480b-86b0-d56b7858fff3	ラストスパ～ト！ 急いで！
4a63707b-a8ec-460f-b559-a809d9fc1548	ユカが しずみ出した？！ 来た道も くずれちゃったよ！
5b422237-8082-4a69-81ed-b85caf70658e	え？！！！
8832c3d8-7caf-4e65-945a-f79d2397bfc8	てっぺんが見えてきたよ！
a91853f2-9cd5-49dc-93d0-4d2f0231a114	まあ、迷うコトはなさそう
dad96356-000b-4f8d-b520-590c24791459	ぐるーーーっと登って、てっぺんがゴールだね
LogicMsg\EX01.msbt
18bbd126-4acd-4099-b3b2-6ad9c801cd0c	おお～、セ～フ
3a9e70dc-bcf0-404a-ad73-c0fa71d5eeb8	この先も {color[0100]}イカノボリ{color[ffff]}の出番ぽいけど\n上をよく見ていくんよ、３号
57ba1eb7-b557-4858-a35e-805d1a6d49f4	とうちゃーく！ …からの、{color[0100]}ジャンプポイント{color[ffff]}！
655be6c1-d290-43e1-b0e2-344f4b1b6abd	いいね～
6c33d03a-c557-43a8-8002-509dc5db8e3f	この先は 下りてくっぽいね
8427df56-c753-4fdf-929c-05b6e62633e2	ナイス！
a359defc-2036-400b-a6d9-ca6dfe24f5ee	おっと、足元気をつけて
a448547a-c7b3-45dd-9160-e68aff42382d	あきらめずに ガンバ！
b521ba12-b367-4028-9906-df6762bc289a	ナイスー！
c04a9c6a-a5c6-44ed-8591-f2c6346db1a2	ここは足場に向かって{[0301|0000803f00000000]}で {color[0100]}イカロール{color[ffff]}っしょ
d37fdfb0-36f6-466b-85a2-ed952a4e5b1a	わ、ここも足元注意！
d72cef4c-3cfe-4c8b-97da-2e4ec3d46b70	よーし、行きますかー！
d9e8e02f-575c-4476-84c5-b23064537992	ちょっと通り過ぎちゃったね\n{color[0100]}イカロール{color[ffff]}で手前にとんだら届くかも
ee5f0c1b-728f-4fed-8a5a-5aa902a05ae5	回転してるところに インク塗れそう！
LogicMsg\EX02.msbt
12e257b0-65c3-4094-9209-221fb43102c3	ひぇー もうダメかと思った！
463e383b-511e-49f3-955b-08ae14e37632	バンバンいっちゃおー！
64cd2b37-6234-4985-aa5f-1e714b79be66	ナイス～ ゴールはまだ先みたいやね\n次も がんばってこ
afdd96e1-52c6-48ed-bfb7-37f49c10512e	次は {color[0100]}マト{color[ffff]}を全部 壊せって？
LogicMsg\EX03.msbt
22539bad-881b-463f-93c8-8f1735db4e4d	{color[0100]}タコミサイル{color[ffff]}の駅やね
3cb6e9f7-7a6e-47eb-8c97-9f5f84bc0a4b	ふー、ヒヤヒヤしたね
4ce4d2a1-310c-4522-bd18-e466c2671294	さ、次に進も
530a685e-46d4-44b2-bc2f-b8632736eec1	おっと、乗りかえ～
65fd376b-37b7-4f6b-80e5-4f005061e83e	今度は{color[0100]}ヘビブロック{color[ffff]}か\n説明は もういらないよね
6899fef3-4267-4716-be12-657117d1a1a5	後ろのブロックから 縮んでくるよ！\n３号 急いで急いで！
76978fa3-9274-4ced-ae5e-04a8d72b16eb	とうちゃくー！
96f7d1d6-6d4f-4f15-95a6-da999ee4be97	終点に ゴールあるかな？
9c20e33e-1fab-4d87-89d9-74596a9b059a	あ！ 終点が見えてきたよ！
d83154b8-01fc-48de-a840-77ab0316d0f3	コジャケちゃんと３号のコンビネーションなら いけるよね！
e009de83-0063-4efe-8c0f-6d81842a253a	ナイスジャンプ！
e8293ce1-3217-401a-b658-fc334911d623	{color[0100]}タココマンダー{color[ffff]}発見！ 注意されたし！
LogicMsg\EX04.msbt
c365fb39-46d1-4141-a930-e3067fb9b903	遠くに見えるのゴールだよね？
b94869fd-1c6f-49f6-8603-13613b6c0db8	ふ～ これで全部っしょ？
39bbb21a-1abb-4b4c-8e80-c697c3bc8fe3	何か来るよ！
c1f8bf16-4035-4480-abf3-dd6f140ae9b9	{color[0100]}スペシャルカンヅメ{color[ffff]}が出たよ！
550e2c40-300a-49c9-9a59-9fbb0074a66e	まだ終わりじゃなさそう
3f9af97a-fb90-473d-9e57-3321de494cdf	取るたびに、次のカンヅメが出るみたいやね
562c0cb6-b4cf-48c5-9ff6-532cd49be2a5	ここまで来た実力があれば、きっとダイジョーブ！
c1400f65-1954-43a6-ba76-7cb3f3f6e606	すごいよ３号、やったね！！
ed69d6bd-4b38-4271-85e7-78d545dea1a8	うんうん、かなりイカしてる♪
1041e5cf-246b-405c-8ecd-4c05ced0ce08	これで全部かな？
8032c2a4-5460-4072-b055-119a783f9379	あ！ {color[0100]}アーマー{color[ffff]}が出たよ！
6b5845d3-4dde-473c-87ae-debbab730775	あと３体！
11e8d2d7-66d9-44dd-b30d-cd706d4cd22a	まだ３体いる、気をつけてね
c04d8748-7e36-49f2-97be-657eb106fefa	あと３体、ふんばりどころだよ ３号！
f620dbc0-1edd-446a-a571-398f81165087	わわっ！ まだ来てるよ！！
LogicMsg\fastDraw.msbt
124c80c6-bf6d-424f-b228-594cc440820e	落ち着いて対応した３号えらい
19f142d4-a758-4119-8f69-6ab9a083c866	フェイントかけてくるの あぶなー！
24c324f0-f257-40b0-b2eb-85aadb90de24	スッキリしたー！
33dd44d1-5eab-41c0-a56e-2dd03e340b92	大漁 大漁♪
3473f6ff-99a1-4c1d-a273-be7be7d01824	お、成功かな？
5242126d-1a21-4210-9a07-e725b418b0cf	やったー！
5a63982a-0629-435c-9535-5bd578552cd8	{color[0100]}ふみスイッチ{color[ffff]}の上に立つと 開始です
642e1e60-70e1-4e26-97d8-df1476f50588	ふむふむ、赤い{color[0100]}ダメ風船{color[ffff]}は 壊さないように注意やね
a9eaf34c-3cc4-4b21-bf92-9b271975e435	お見事～\n
cabe2968-4cd7-48b8-8c56-427dcefa2eb2	ゴール近づいてきたね
cfdc359e-dd29-4fa0-bf81-387ffe4ed38a	目がグルグルするよー
LogicMsg\fireWorks.msbt
13637932-d8e7-4880-932f-da55e1f1ae60	あー！ 上の方にゴール発見！\nなんか動いてるけど、３号なら行けるよね！
3b48aafa-3b0f-4818-a5bc-39e32c86209d	ナイス！
515d7e5b-41d8-41d0-af5a-033691b0535f	登れそうな道が出てきたね\nタコに注意しつつ 行ってみよ～
98f1800d-9aa7-4462-9f16-27cd7ef1f64d	またどこか 登れるようになったんじゃね？
a10d9bda-6992-44ca-a820-383dcce9fe43	グッジョ～ブ
b890076e-e92a-415b-bb37-ef856dda00cb	もうゴールまで 登れそう！
cb6e56a6-3382-43b4-a4ab-f5f5231c4b58	イイネ！
LogicMsg\first.msbt
0bb83321-9f48-4d79-bd3b-e3f096d8bfbd	これで ラスト！！\nあとはライドレールで 一直線！
101d4c85-869d-4450-b5d7-d8e789c7139b	ナ～イス
11093102-d31c-4298-a518-74fd1b2c923f	ここ、ジャンプしても届かなそう…
150de615-8f3c-4817-abe1-67f3b36099f0	やるね～、３号
1e6e0414-c755-41f1-b1a7-243b8c14ef11	乗ったまま{[0301|0000803f00000000]}で ジャンプもできるよ
353ce7bd-212b-4905-adb2-d694700ca498	オルタナでも元気に いってみよー！
3e70151e-e3fa-4cf7-bf53-697dafb378d7	１コめの{color[0100]}ドア{color[ffff]}、オープン！
3fa81dec-0396-48ea-a530-35e27911a8c1	{color[0100]}ライドレール{color[ffff]}は、上に立って {[030c|0000803f00000000]}でショットね
48a50b15-8b20-49d2-89c2-c4242b52821d	向こう側に{color[0100]}インクレール{color[ffff]}あるね\nコジャケくんなら届く？
5b67909c-4ff0-4341-8711-e6acef1c371e	あっ、カンヅメだ！
685b1c8b-b21a-47c5-99ca-0f838dca1725	３コめ！ これで{color[0100]}カギ{color[ffff]}は全部だね
750c4a94-c7e8-498f-bb24-a929203fc0fe	１コめの{color[0100]}カギ {color[ffff]}ゲット！\nその調子だよ！
79b54a22-d07f-4da2-99b5-07e0b894ac88	{color[0100]}ジャンプマット{color[ffff]}は\n{[0301|0000803f00000000]}押しっぱなしで 大ジャ～ンプ
8142aab4-21ca-413d-bcc1-816e57def6cd	２コめも オ～プン
8f55f1cb-6c05-4775-adfb-482273a5c884	３号 おつかれ～\nオルタナ探検、はじめの一歩やね
9149a031-393b-40c6-86b5-2a8de05907ef	{color[0100]}ウルトラショット{color[ffff]}は {[0308|cdcc4c3f00000000]}押して発動！\n{[030c|0000803f00000000]}で ドッカーン！
93a66f83-c9d6-4209-97f5-db582a03e051	並んでるライドレールは\n横に{[0301|0000803f00000000]}で とび移れるよ
a258a141-a865-4775-9092-1c4b2b4ecad2	とうちゃ～く おつ～
b31225e7-1c5a-4fc3-990a-5740cca3429b	前方に {[031b|0000803f00000000]}{color[0100]}ドア{color[ffff]}３つと {[031a|0000803f00000000]}{color[0100]}カギ{color[ffff]}３つを発見！\n確認されたしーっ！
bddf4324-8069-4c4a-bc6b-2c1186857d47	このコは {color[0100]}インクリーナー{color[ffff]}やね\n見つけたインクを とにかく吸い取るよ
ce9c53ab-5568-453f-9a93-6ba19591feeb	撃ったり コジャケちゃん投げたりしたら、\n何か起こるかな？
d0bc97c5-2b3e-4db7-bfe7-ca3b3074494d	しかけ いっぱいやね
dea53ff1-d9ff-4e2d-8b44-287648fe3296	{color[0100]}カナアミ{color[ffff]}は {[030b|0000803f00000000]}押しとけば ぬけられるよ
f091c212-cf5c-4970-b04b-3cac1c9de4bb	風を感じるね♪ エアリ～
fe499a3f-63a3-49bd-a15d-3d158c211078	よしよし、２コめ ゲット～
LogicMsg\fogMaze.msbt
0a5c19e2-9f91-49b5-b5e4-90c29ec4eab0	後ろ向いてる！ チャンスチャンス！
24fb0647-9323-490c-b6d7-dc9c7726b60a	３号 おつ～\nなんか変な感じやったね
25db09c5-5b56-4ac9-b73d-696bf360b76d	あれ、もどってきた？\nってことは この先… 注意して、３号
397f308b-7886-4e80-b83c-29d7bd0beb77	このトビラって…\nたしか向こうから通ったよね？
39bbf6a5-365f-4552-9b65-ebfffed7fef2	ナイス！
47b6bbc1-96d2-4d10-8197-cad144897c88	もどれないけど、なんとかなるっしょ
57bdf9ac-0a0b-4945-9519-de38c37027b0	視界も足場も悪いし、後ろ向きなタコはおるし…\nとりま 気をつけてね、3号
6b36bb04-79e9-4aba-9021-7862bafaa4cf	すごいとこ登ってんね…
7058210c-9e71-4d55-9163-58f63d94282b	やったね
7d893147-6fb4-4fff-b83b-893ed68f65f9	あれ？！ そこさっきも登ってなかった？
a818f6d9-18bf-4d35-b048-f2b90d400723	大きなトビラ！\n開いてるし、入っちゃお！
a82eda97-74ec-4ea3-9448-5d1c87e8623d	あー！ 通ってきた道、落ちちゃってる！
aa965b63-386b-4a89-81a3-435ffb918ab9	タコって きちょうめんやね
d5abfcdd-3bd9-42b0-9b79-eaa797756d1b	あれって… {color[0100]}タコスナイパー{color[ffff]}？
fb9168da-4df9-41da-8ac6-a0a4b64d7a63	わ！ インクびっしりー
LogicMsg\fogZones.msbt
41e9917b-0e53-4399-8bb7-cae53b5f56c1	うわ、いっぱい出てきた！
66c44b04-add5-410e-a54a-1831632fcbe6	まだいるよ！
