00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
tips_mgx607	{r2[にんずう]}人数{/r2}が{r2[すく]}少{/r2}なくても{r2[れんだ]}連打{/r2}をがんばれば\r\n{r2[か]}勝{/r2}てることもあるよ。
tips_mgx608	ラウンド3は、{r2[お]}落{/r2}とし{r2[あな]}穴{/r2}が2カ{r2[しょ]}所{/r2}に\r\nなっちゃうよ！
tips_mgx609	ゆっくり{r2[ころ]}転{/r2}がるゴローは、ぎりぎりで\r\nジャンプしよう。
tips_mgx610	ゴールキーパーはいないので、{r2[とお]}遠{/r2}くからでも\r\nシュートを{r2[う]}打{/r2}っていこう。
tips_mgx701	{r2[いちどお]}一度置{/r2}いた{r2[はこ]}箱{/r2}も、もう{r2[いちども]}一度持{/r2}って\r\n{r2[い]}入{/r2}れ{r2[か]}替{/r2}えることができるよ。
tips_mgx702	まずは{r2[じょうげ]}上下{/r2}の{r2[む]}向{/r2}きをそろえて、{r2[つぎ]}次{/r2}にゆっくり\r\n{r2[かいてん]}回転{/r2}させて、{r2[がったい]}合体{/r2}させよう。
tips_mgx703	6を{r2[ねら]}狙{/r2}っているのに1が{r2[で]}出{/r2}ちゃう{r2[ひと]}人{/r2}は\r\n5を{r2[ねら]}狙{/r2}ってみよう！
tips_mgx704	{r2[かげ]}影{/r2}の{r2[いち]}位置{/r2}をよく{r2[み]}見{/r2}ることがポイント！
tips_mgx705	{r2[なかま]}仲間{/r2}の{r2[とお]}通{/r2}り{r2[みち]}道{/r2}を{r2[じゃま]}邪魔{/r2}しないように\r\n{r2[いどう]}移動{/r2}しよう。
tips_mgx706	ライバルがパイを{r2[と]}取{/r2}りに{r2[い]}行{/r2}ったときが\r\n{r2[ねら]}狙{/r2}い{r2[め]}目{/r2}！
tips_mgx707	{r2[てっきゅう]}鉄球{/r2}に{r2[あ]}当{/r2}たると、{r2[すこ]}少{/r2}し{r2[うご]}動{/r2}けなくなるけど\r\n{r2[と]}取{/r2}ったフルーツは{r2[へ]}減{/r2}らないよ。
tips_mgx708	まず、{r2[じぶん]}自分{/r2}が{r2[と]}取{/r2}る{r2[がわ]}側{/r2}の\r\n{r2[たて]}縦{/r2}に2{r2[こなら]}個並{/r2}んだフルーツを{r2[さが]}探{/r2}そう。
tips_mgx709	を{r2[すいへい]}水平{/r2}に{r2[おお]}大{/r2}きく{r2[まわ]}回{/r2}すと\r\n{r2[こおり]}氷{/r2}を{r2[けず]}削{/r2}りやすいよ。
tips_mgx710	{r2[だれ]}誰{/r2}がどこへ{r2[い]}行{/r2}くか、{r2[はな]}話{/r2}し{r2[あ]}合{/r2}いながら\r\nお{r2[だい]}題{/r2}の{r2[かんせい]}完成{/r2}をめざそう。
tips_mgx801	3{r2[にんがわ]}人側{/r2}は、1カ{r2[しょ]}所{/r2}に{r2[かた]}固{/r2}まらず\r\nバラバラに{r2[うご]}動{/r2}こう。
tips_mgx801_que	ワンワンからできるだけ{r2[はな]}離{/r2}れた{r2[ばしょ]}場所{/r2}を\r\nキープしよう。
tips_mgx801_que_h	ワンワンで{r2[すす]}進{/r2}みたい{r2[ほうこう]}方向{/r2}にを{r2[たお]}倒{/r2}そう。
tips_mgx802	{r2[ひとりがわ]}1人側{/r2}は、ライバルたちの{r2[うご]}動{/r2}く{r2[すこ]}少{/r2}し{r2[さき]}先{/r2}を\r\n{r2[ねら]}狙{/r2}うと{r2[あ]}当{/r2}てやすいよ。
tips_mgx802_que	{r2[ひとりがわ]}1人側{/r2}のカーソルを{r2[み]}見{/r2}ながら\r\nいろいろな{r2[ほうこう]}方向{/r2}に{r2[うご]}動{/r2}いて{r2[に]}逃{/r2}げよう。
tips_mgx802_que_h	ライバルたちの{r2[うご]}動{/r2}く{r2[すこ]}少{/r2}し{r2[さき]}先{/r2}を\r\n{r2[ねら]}狙{/r2}うと{r2[あ]}当{/r2}てやすいよ。
tips_mgx803	ホコリを{r2[す]}吸{/r2}った{r2[ぶん]}分{/r2}だけ\r\n{r2[そうじき]}掃除機{/r2}のサイズが{r2[おお]}大{/r2}きくなるよ。
tips_mgx803_que	ホコリを{r2[す]}吸{/r2}った{r2[ぶん]}分{/r2}だけ\r\n{r2[そうじき]}掃除機{/r2}のサイズが{r2[おお]}大{/r2}きくなるよ。
tips_mgx803_que_h	ホコリを{r2[す]}吸{/r2}った{r2[ぶん]}分{/r2}だけ\r\n{r2[そうじき]}掃除機{/r2}のサイズが{r2[おお]}大{/r2}きくなるよ。
tips_mgx804	{r2[ひとりがわ]}1人側{/r2}は、カニマシーンの{r2[しょうめん]}正面{/r2}にいれば\r\nハンマーが{r2[あ]}当{/r2}たらないよ。
tips_mgx804_que	{r2[うご]}動{/r2}きを{r2[よ]}読{/r2}まれないように\r\nフェイントをかけながら{r2[たたか]}戦{/r2}おう。
tips_mgx804_que_h	カニマシーンの{r2[しょうめん]}正面{/r2}にいれば\r\nハンマーが{r2[あ]}当{/r2}たることはないよ。
tips_mgx805	3{r2[にんがわ]}人側{/r2}は、{r2[いっぱつ]}一発{/r2}では{r2[くず]}崩{/r2}れないので\r\n{r2[きょうりょく]}協力{/r2}して{r2[うえ]}上{/r2}から{r2[じゅん]}順{/r2}に{r2[あ]}当{/r2}てていこう。
tips_mgx805_que	たくさん{r2[くず]}崩{/r2}れそうなところに{r2[ねら]}狙{/r2}いを{r2[さだ]}定{/r2}めて\r\n{r2[かくじつ]}確実{/r2}に{r2[くず]}崩{/r2}そう。
tips_mgx805_que_h	たくさん{r2[くず]}崩{/r2}れそうなところに{r2[ねら]}狙{/r2}いを{r2[さだ]}定{/r2}めて\r\n{r2[かくじつ]}確実{/r2}に{r2[くず]}崩{/r2}そう。
tips_mgx806	{r2[ひとりがわ]}1人側{/r2}は、{r2[じめん]}地面{/r2}すれすれでボムを{r2[う]}打{/r2}つと\r\n{r2[ひく]}低{/r2}くて{r2[するど]}鋭{/r2}いショットになるよ。
tips_mgx806_que	{r2[じめん]}地面{/r2}すれすれでボムを{r2[う]}打{/r2}つと\r\n{r2[ひく]}低{/r2}くて{r2[するど]}鋭{/r2}いショットになるよ。
tips_mgx806_que_h	{r2[かんたん]}簡単{/r2}に{r2[う]}打{/r2}ち{r2[かえ]}返{/r2}せないように\r\n{r2[あいて]}相手{/r2}の{r2[さゆう]}左右{/r2}へ{r2[う]}打{/r2}ち{r2[わ]}分{/r2}けよう。
tips_mgx807	3{r2[にんがわ]}人側{/r2}は、{r2[な]}投{/r2}げた{r2[や]}矢{/r2}で{r2[うご]}動{/r2}ける{r2[はんい]}範囲{/r2}を\r\n{r2[せま]}狭{/r2}くして、{r2[お]}追{/r2}い{r2[こ]}込{/r2}もう。
tips_mgx807_que	3{r2[にんがわ]}人側{/r2}のカーソルを{r2[み]}見{/r2}ながら\r\nとにかく{r2[に]}逃{/r2}げ{r2[まわ]}回{/r2}ろう。
tips_mgx807_que_h	3{r2[にんがわ]}人側{/r2}のカーソルを{r2[み]}見{/r2}ながら\r\nとにかく{r2[に]}逃{/r2}げ{r2[まわ]}回{/r2}ろう。
tips_mgx808	3{r2[にんがわ]}人側{/r2}は、みんなで{r2[てわ]}手分{/r2}けして\r\n{r2[おぼ]}覚{/r2}えよう！
tips_mgx808_que	{r2[じぶん]}自分{/r2}が{r2[まちが]}間違{/r2}えても、{r2[なかま]}仲間{/r2}の{r2[だれ]}誰{/r2}かが{r2[ひとり]}1人{/r2}でも\r\n{r2[さいご]}最後{/r2}まで{r2[のこ]}残{/r2}ればクリアだよ。
tips_mgx808_que_h	{r2[じぶん]}自分{/r2}で{r2[ぜんもんせいかい]}全問正解{/r2}するしかないので\r\nがんばろう！
tips_mgx809	3{r2[にんがわ]}人側{/r2}は、{r2[ばしょ]}場所{/r2}を{r2[ぶんたん]}分担{/r2}し、{r2[とお]}遠{/r2}いところは\r\n{r2[なかま]}仲間{/r2}に{r2[まか]}任{/r2}せよう。
tips_mgx809_que	パンチしたらすぐに{r2[ま]}真{/r2}ん{r2[なか]}中{/r2}に\r\nもどるのがコツだよ。
tips_mgx809_que_h	{r2[ばしょ]}場所{/r2}を{r2[ぶんたん]}分担{/r2}し、{r2[とお]}遠{/r2}いところは{r2[なかま]}仲間{/r2}に\r\n{r2[まか]}任{/r2}せよう。
tips_mgx810	{r2[ひとりがわ]}1人側{/r2}は、ライバルが{r2[はこ]}運{/r2}んでいる{r2[にもつ]}荷物{/r2}を\r\n{r2[うば]}奪{/r2}うこともできるよ。
tips_mgx810_que	ライバルが{r2[はこ]}運{/r2}んでいる{r2[にもつ]}荷物{/r2}を\r\n{r2[うば]}奪{/r2}うこともできるよ。
tips_mgx810_que_h	{r2[ろうか]}廊下{/r2}は すれ{r2[ちが]}違{/r2}えないので\r\n{r2[りょう]}両{/r2}サイドの{r2[かいだん]}階段{/r2}をうまく{r2[つか]}使{/r2}おう。
tips_mgcn401	4・3・2・1・ハイッ！のタイミングで\r\nテーブルクロスを{r2[ひ]}引{/r2}こう。
tips_mgcn402	{r2[さいご]}最後{/r2}のブロックは、リズムを{r2[き]}気{/r2}にせず\r\n{r2[れんだ]}連打{/r2}！{r2[れんだ]}連打{/r2}！
tips_mgcn403	ジュゲムがフルーツを{r2[な]}投{/r2}げるリズムと\r\n{r2[おな]}同{/r2}じリズムでフルーツを{r2[さ]}刺{/r2}そう。
tips_mgcn404	{r2[まわ]}周{/r2}りのキノピオたちの{r2[うご]}動{/r2}きをよく{r2[み]}見{/r2}て\r\nパネルを{r2[あ]}上{/r2}げよう。
tips_mgcn405	リズムに{r2[あ]}合{/r2}わせて、お{r2[てほん]}手本{/r2}のキャラクターと\r\n{r2[おな]}同{/r2}じポーズを{r2[と]}取{/r2}ろう！
tips_mgcn406	ライトが{r2[ひか]}光{/r2}るテンポは、{r2[おそ]}遅{/r2}くなったり\r\n{r2[はや]}早{/r2}くなったりするので、{r2[き]}気{/r2}をつけよう。
tips_mgcn407	{r2[あか]}赤{/r2}いボールはスピードボール\r\nキノコがらのボールはジグザグ{r2[へんかきゅう]}変化球{/r2}だよ。
tips_mgcn408	{r2[さいご]}最後{/r2}の{r2[よご]}汚{/r2}れは、リズムを{r2[き]}気{/r2}にせず\r\nをすばやく{r2[さゆう]}左右{/r2}に{r2[ふ]}振{/r2}ろう。
tips_mgcn409	{r2[ある]}歩{/r2}き{r2[だ]}出{/r2}すとき、{r2[と]}止{/r2}まるときはホイッスルの\r\n{r2[おと]}音{/r2}をよく{r2[き]}聞{/r2}こう。
tips_mgcn410	みんなの{r2[うま]}馬{/r2}の{r2[いち]}位置{/r2}が{r2[か]}変{/r2}わっても\r\nを{r2[ふ]}振{/r2}るタイミングは{r2[か]}変{/r2}わらないよ。
tips_title_003	Tips
tips_bds000_001	／ ボタンを {r2[お]}押{/r2}せたみたいですね！\r\nTipsでは、いろいろな{r2[じょうほう]}情報{/r2}を\r\nお{r2[とど]}届{/r2}けしますよ。
topics.msbt
kinopad_topics_mode_00	[0]
kinopad_topics_title_00	ボードマップの{r2[ある]}歩{/r2}き{r2[かた]}方{/r2}
kinopad_topics_title_01	サイコロずかん
kinopad_topics_title_02	こんな{r2[とき]}時{/r2}どんなアイテム？
kinopad_topics_title_03	{r2[かなら]}必{/r2}ず{r2[か]}勝{/r2}つ！マリパ
kinopad_topics_title_05	{r2[ふたり]}2人{/r2}で{r2[つか]}使{/r2}おう！こんなアイテム
kinopad_topics_title_06	{r2[かなら]}必{/r2}ず{r2[か]}勝{/r2}つ！2on2
kinopad_topics_title_08	{r2[たんけん]}探検{/r2}ガイド
kinopad_topics_title_09	ビートにノル{r2[ほうほう]}方法{/r2}
kinopad_topics_title_10	{r2[ぜんじんみとう]}前人未踏{/r2}のチャレンジ
kinopad_topics_title_11	いろいろな{r2[あそ]}遊{/r2}び
kinopad_topics_title_14	{r2[めざ]}目指{/r2}せ！{r2[せかいいち]}世界一{/r2}！
kinopad_topics_title_15	{r2[おもしろ]}面白{/r2}い{r2[あそ]}遊{/r2}び{r2[かた]}方{/r2}
kinopad_topics_title_19	{r2[とくべつ]}特別{/r2}なシール
kinopad_topics_title_20	2on2オススメのチーム！
kinopad_topics_mode2_00	[0]
kinopad_topics_title2_00	[0]
kinopad_topics_subtitle_00_00	バッタンのドミノ{r2[いせき]}遺跡{/r2}
kinopad_topics_subtitle_00_01	ボムキングのキケンな{r2[こうざん]}鉱山{/r2}
kinopad_topics_subtitle_00_02	{r2[はっけん]}発見{/r2}！{r2[きょだい]}巨大{/r2}フルーツの{r2[しま]}島{/r2}
kinopad_topics_subtitle_00_03	カメックのゴージャスタワー
kinopad_topics_subtitle_01_00	[0]
kinopad_topics_subtitle_01_01	？？？？サイコロ
kinopad_topics_subtitle_02_00	「けっとうてぶくろ」の{r2[お]}落{/r2}とし{r2[あな]}穴{/r2}
kinopad_topics_subtitle_02_01	「うばいたつまき」は{r2[だれ]}誰{/r2}に{r2[つか]}使{/r2}う？
kinopad_topics_subtitle_02_02	 「プロペラヘイホー」{r2[たいしょほう]}対処法{/r2}
kinopad_topics_subtitle_02_03	「{r2[きん]}金{/r2}の{r2[どかん]}土管{/r2}」を{r2[つか]}使{/r2}う{r2[まえ]}前{/r2}に
kinopad_topics_subtitle_03_00	{r2[なかまあつ]}仲間集{/r2}めが{r2[だいじ]}大事{/r2}！
kinopad_topics_subtitle_03_01	サイコロを{r2[つか]}使{/r2}い{r2[わ]}分{/r2}けよう！
kinopad_topics_subtitle_03_02	{r2[ちが]}違{/r2}うルートへ{r2[すす]}進{/r2}め！
kinopad_topics_subtitle_03_03	{r2[とお]}遠{/r2}くのアイテムショップ！
kinopad_topics_subtitle_04_00	ドミノ{r2[いせき]}遺跡{/r2}の{r2[たからばこ]}宝箱{/r2}
kinopad_topics_subtitle_04_01	{r2[こうざん]}鉱山{/r2}のゴールドラッシュ
kinopad_topics_subtitle_04_02	{r2[きょだい]}巨大{/r2}スイカのスター
kinopad_topics_subtitle_04_03	ゴージャスタワーのガチャマシーン
kinopad_topics_subtitle_05_00	1ランク{r2[うえ]}上{/r2}の「ワープボックス」
kinopad_topics_subtitle_05_01	{r2[はや]}早{/r2}いもの{r2[が]}勝{/r2}ち！マップ{r2[べつ]}別{/r2}アイテム
kinopad_topics_subtitle_05_02	「テレンベル」の{r2[じょうず]}上手{/r2}な{r2[つか]}使{/r2}い{r2[かた]}方{/r2}
kinopad_topics_subtitle_05_03	「2{r2[ばい]}倍{/r2}カード」を{r2[つか]}使{/r2}うならココ！
kinopad_topics_subtitle_06_00	ふたりの{r2[いち]}位置{/r2}
kinopad_topics_subtitle_06_01	ライバルをふんじゃおう！
kinopad_topics_subtitle_06_02	スターより{r2[なかま]}仲間{/r2}？
kinopad_topics_subtitle_06_03	{r2[かく]}隠{/r2}しブロックをさがせ！
kinopad_topics_subtitle_08_00	シャッターチャンス！
kinopad_topics_subtitle_08_01	{r2[なぞ]}謎{/r2}の{r2[せいぶつ]}生物{/r2}
kinopad_topics_subtitle_08_02	{r2[なぞ]}謎{/r2}の{r2[きょだい]}巨大{/r2}イカ
kinopad_topics_subtitle_08_03	{r2[なぞ]}謎{/r2}の{r2[きょだいぎょ]}巨大魚{/r2}
kinopad_topics_subtitle_08_04	{r2[なぞ]}謎{/r2}の{r2[ひこうせいぶつ]}飛行生物{/r2}
kinopad_topics_subtitle_09_00	リズムの{r2[の]}乗{/r2}り{r2[かた]}方{/r2}
kinopad_topics_subtitle_09_01	{r2[そうさ]}操作{/r2}のポイント
kinopad_topics_subtitle_09_02	タイミングの{r2[あ]}合{/r2}わせ{r2[かた]}方{/r2}
kinopad_topics_subtitle_09_03	{r2[かく]}隠{/r2}れた{r2[たの]}楽{/r2}しみ{r2[かた]}方{/r2}
kinopad_topics_subtitle_10_00	{r2[ぜんじんみとう]}前人未踏{/r2}のチャレンジ
kinopad_topics_subtitle_10_01	あきらめない！それが{r2[だいじ]}大事{/r2}！
kinopad_topics_subtitle_11_00	フリープレイの{r2[あそ]}遊{/r2}び{r2[かた]}方{/r2}！
kinopad_topics_subtitle_11_01	フリープレイ　おまかせで{r2[あそ]}遊{/r2}ぼう
kinopad_topics_subtitle_11_02	{r2[じんと]}陣取{/r2}りバトル　パネルの{r2[お]}置{/r2}き{r2[かた]}方{/r2}
kinopad_topics_subtitle_11_03	{r2[じんと]}陣取{/r2}りバトル　{r2[さいご]}最後{/r2}まであきらめるな！
kinopad_topics_subtitle_11_04	ミニゲームアスロン　{r2[きろく]}記録{/r2}にチャレンジ
kinopad_topics_subtitle_11_05	{r2[きろく]}記録{/r2}を{r2[み]}見{/r2}る
kinopad_topics_subtitle_14_00	インターネット{r2[たいせん]}対戦{/r2}のすすめ
kinopad_topics_subtitle_14_01	{r2[あいて]}相手{/r2}の{r2[つよ]}強{/r2}さをチェック！
kinopad_topics_subtitle_14_02	ランクについて
kinopad_topics_subtitle_15_00	トイベースボールのコツ
kinopad_topics_subtitle_15_01	ブロックパズルのコツ
kinopad_topics_subtitle_15_02	ドッカン{r2[せんしゃ]}戦車{/r2}デラックスのコツ
kinopad_topics_subtitle_15_03	バナならべのコツ
kinopad_topics_subtitle_15_04	{r2[ひみつ]}秘密{/r2}の{r2[あそ]}遊{/r2}び{r2[かた]}方{/r2}がいっぱい
kinopad_topics_subtitle_19_00	シールの{r2[ふ]}増{/r2}やし{r2[かた]}方{/r2}
kinopad_topics_subtitle_19_01	amiiboでゲット！
kinopad_topics_subtitle_20_00	バランス{r2[がた]}型{/r2}
kinopad_topics_subtitle_20_01	イケイケ{r2[がた]}型{/r2}
kinopad_topics_subtitle_20_02	{r2[ちょうあんていがた]}超安定型{/r2}
kinopad_topics_subtitle_20_03	コイン{r2[かせ]}稼{/r2}ぎ{r2[がた]}型{/r2}
kinopad_topics_subtitle_20_04	ゾロ{r2[めねら]}目狙{/r2}い{r2[がた]}型{/r2}
kinopad_topics_txt_00_00	ジャングルの{r2[なか]}中{/r2}の{r2[いせき]}遺跡{/r2}。\r\nバッタンは{r2[とお]}通{/r2}せんぼしているが、コインを{r2[はら]}払{/r2}うと\r\n{r2[とお]}通{/r2}してくれるので、{r2[いがい]}意外{/r2}にいい{r2[ひと]}人{/r2}！
kinopad_topics_txt_00_00_1	\r\n{r2[いちばんうえ]}一番上{/r2}の{r2[みち]}道{/r2}は、「！マス」にご{r2[ちゅうい]}注意{/r2}。\r\n{r2[おお]}大{/r2}きな{r2[いわ]}岩{/r2}が{r2[ころ]}転{/r2}がって、{r2[もど]}戻{/r2}されてしまいますよ。\r\n{r2[おく]}奥{/r2}にあるアイテムショップは いいアイテムが\r\n{r2[う]}売{/r2}られているので、ぜひ{r2[た]}立{/r2}ち{r2[よ]}寄{/r2}って。
kinopad_topics_txt_00_01	{r2[いちばん]}一番{/r2}キケンなのはボムキング。\r\n{r2[まわ]}周{/r2}りの「！マス」をふむと、カウントダウン。\r\nゼロになると、{r2[まわ]}周{/r2}りにいる{r2[ひと]}人{/r2}はコインを\r\n{r2[はんぶん]}半分{/r2}に{r2[へ]}減{/r2}らされてしまいます。
kinopad_topics_txt_00_01_1	\r\nボムへいの{r2[まえ]}前{/r2}を{r2[とお]}通{/r2}ると、{r2[うし]}後{/r2}ろについてきて\r\nラッキーと{r2[おも]}思{/r2}いきや、マイナスのサイコロを{r2[ふ]}振{/r2}る、\r\n{r2[たん]}単{/r2}なるオジャマ{r2[もの]}者{/r2}。\r\n{r2[しん]}信{/r2}じちゃいけません。
kinopad_topics_txt_00_02	4つの{r2[しま]}島{/r2}をめぐる{r2[ぼうけん]}冒険{/r2}。\r\n{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}の{r2[どかん]}土管{/r2}は つながっています。\r\n{r2[すな]}砂{/r2}でできた{r2[はし]}橋{/r2}は、そのうちくずれるので{r2[いそ]}急{/r2}ぎましょう！
kinopad_topics_txt_00_02_1	\r\n{r2[おお]}大{/r2}きなフルーツポンチの2{r2[ほん]}本{/r2}の{r2[はなび]}花火{/r2}に {r2[ひ]}火{/r2}をつけると\r\nなんと、スターをもらえちゃうんです！
kinopad_topics_txt_00_03	カメックが{r2[つく]}作{/r2}ったゴージャスな{r2[まち]}街{/r2}。\r\nスターゲットに{r2[ひつよう]}必要{/r2}なコイン{r2[すう]}数{/r2}が{r2[ふ]}増{/r2}えたり{r2[へ]}減{/r2}ったり\r\nするので、{r2[こうかん]}交換{/r2}するタイミングがとっても{r2[だいじ]}大事{/r2}。
kinopad_topics_txt_00_03_1	\r\nコカメックにつかまると、{r2[かなら]}必{/r2}ず{r2[つ]}連{/r2}れていかれるので\r\nうまく{r2[りよう]}利用{/r2}しましょう！\r\nワンワンは{r2[たん]}単{/r2}にキケンなヤツです。
kinopad_topics_txt_01_00	バランスの{r2[よ]}良{/r2}さは ピカイチなサイコロ！\r\n「3」が{r2[で]}出{/r2}やすいので、うまく{r2[つか]}使{/r2}おう。
kinopad_topics_txt_01_01	{r2[さいだいすう]}最大数{/r2}「7」が{r2[ひか]}光{/r2}る、{r2[じつりょくは]}実力派{/r2}サイコロ。\r\n「1」の{r2[で]}出{/r2}やすさを、{r2[ぎゃく]}逆{/r2}に いかしたい。
kinopad_topics_txt_01_02	コインマイナスの{r2[め]}目{/r2}もあるが、それ{r2[いがい]}以外{/r2}は\r\nすべて「6」という、グレートなサイコロ！
kinopad_topics_txt_01_03	「5」{r2[いじょうすす]}以上進{/r2}むことが{r2[おお]}多{/r2}い{r2[きょうりょく]}強力{/r2}なサイコロ！\r\nただし、コインマイナスには{r2[ようちゅうい]}要注意{/r2}。
kinopad_topics_txt_01_04	「4」が{r2[おお]}多{/r2}い、バランスの{r2[と]}取{/r2}れたサイコロ。\r\nただし、「0」があるので{r2[き]}気{/r2}をつけたい。
kinopad_topics_txt_01_05	「3」と「4」しか{r2[で]}出{/r2}ない、{r2[ちょう]}超{/r2}{r2[あんてい]}安定{/r2}サイコロ！\r\n{r2[しょしんしゃ]}初心者{/r2}にも オススメの{r2[あんしんかん]}安心感{/r2}！
kinopad_topics_txt_01_06	{r2[さいだいすう]}最大数{/r2}「7」を{r2[も]}持{/r2}つバランス{r2[がた]}型{/r2}サイコロ。\r\n「3」の{r2[め]}目{/r2}も{r2[おお]}多{/r2}く、なかなかの{r2[じつりょく]}実力{/r2}を{r2[も]}持{/r2}つ。
kinopad_topics_txt_01_07	コインの{r2[て]}手{/r2}に{r2[はい]}入{/r2}りやすさは、トップクラス！\r\n{r2[さいだいすう]}最大数{/r2}が「8」なのも、すばらしい{r2[とくちょう]}特長{/r2}だ。
kinopad_topics_txt_01_08	「10」{r2[すす]}進{/r2}める、{r2[ちょう]}超{/r2}パワー{r2[がた]}型{/r2}サイコロ！\r\n{r2[かくりつ]}確率{/r2}は{r2[ひく]}低{/r2}いが、{r2[あ]}当{/r2}たれば{r2[おお]}大{/r2}きい！
kinopad_topics_txt_01_09	2{r2[ぶん]}分{/r2}の1の{r2[かくりつ]}確率{/r2}で 「7」が{r2[で]}出{/r2}る！！\r\n「0」の{r2[で]}出{/r2}やすさは パワーでカバーだ！
kinopad_topics_txt_01_10	コインマイナスにもなるが、「10」も{r2[で]}出{/r2}る！\r\nイチかバチかの スーパーハードサイコロ！
kinopad_topics_txt_01_11	{r2[でめ]}出目{/r2}のバランスと、コインの{r2[て]}手{/r2}に{r2[はい]}入{/r2}りやすさを\r\nあわせ{r2[も]}持{/r2}つ、とっても「{r2[つか]}使{/r2}える」サイコロ！
kinopad_topics_txt_01_12	「1、2、3」が{r2[で]}出{/r2}やすい、のんびり{r2[がた]}型{/r2}の…\r\n…と{r2[おも]}思{/r2}いきや、「10」も{r2[で]}出{/r2}る{r2[いがいせい]}意外性{/r2}サイコロ。
kinopad_topics_txt_01_13	{r2[こうかくりつ]}高確率{/r2}で、「5」「7」{r2[すす]}進{/r2}めるのがウリ！\r\nコインマイナスの{r2[め]}目{/r2}には {r2[き]}気{/r2}をつけて！
kinopad_topics_txt_01_14	ほとんど「4」が{r2[で]}出{/r2}る、{r2[ちょう]}超{/r2}{r2[あんてい]}安定{/r2}サイコロ！\r\nたまに{r2[で]}出{/r2}る「0」がたまにキズ。
kinopad_topics_txt_01_15	{r2[さいだいすう]}最大数{/r2}「9」の パワーをひめたサイコロ！\r\n「1」が{r2[で]}出{/r2}やすいが、そこはガマンだ！
kinopad_topics_txt_01_16	「1」が{r2[で]}出{/r2}るか？「6」が{r2[で]}出{/r2}るか？\r\nイチかバチかにかけた、ホネのあるサイコロ！
kinopad_topics_txt_01_17	「5」が{r2[で]}出{/r2}ることが{r2[おお]}多{/r2}い、{r2[じつりょくは]}実力派{/r2}サイコロ。\r\nたまに、3コインもらえるのもうれしい！
kinopad_topics_txt_01_18	バランスサイコロ。「1」が{r2[で]}出{/r2}ないので、\r\n{r2[め]}目{/r2}の{r2[まえ]}前{/r2}にイヤなマスがある{r2[とき]}時{/r2}、{r2[こうかてき]}効果的{/r2}だ！
kinopad_topics_txt_01_19	「3」が{r2[で]}出{/r2}やすい バランス{r2[がた]}型{/r2}のサイコロ。\r\n{r2[さいだいすう]}最大数{/r2}が「8」なので、{r2[いっぱつ]}一発{/r2}の{r2[ちから]}力{/r2}もある！
kinopad_topics_txt_02_00	けっとうてぶくろは、{r2[なかま]}仲間{/r2}をかけた けっとうを\r\nしかけるアイテムです。バトルに{r2[か]}勝{/r2}てば、\r\nライバルの{r2[なかま]}仲間{/r2}キャラを{r2[ひとり]}1人{/r2}うばうことができます！
kinopad_topics_txt_02_00_1	\r\nだけど、ご{r2[ちゅうい]}注意{/r2}ください！\r\nバトルに{r2[ま]}負{/r2}けると、{r2[ぎゃく]}逆{/r2}に{r2[じぶん]}自分{/r2}の{r2[なかま]}仲間{/r2}がうばわれて\r\nしまうんです。\r\n{r2[なかま]}仲間{/r2}が{r2[ひとり]}1人{/r2}もいないなら、どんどん{r2[つか]}使{/r2}いましょう！
kinopad_topics_txt_02_01	ライバルからコインを{r2[よこ]}横{/r2}{r2[ど]}取{/r2}りできる、うばいたつまき。\r\nコインをたくさん{r2[も]}持{/r2}ってる{r2[ひと]}人{/r2}に{r2[つか]}使{/r2}うのもいいですが、\r\nスターの{r2[ちか]}近{/r2}くにいる{r2[ひと]}人{/r2}に{r2[つか]}使{/r2}うのも、{r2[こうかてき]}効果的{/r2}ですよ！
kinopad_topics_txt_02_01_1	\r\nコインを{r2[よこど]}横取{/r2}りして、スターに{r2[こうかん]}交換{/r2}できないように\r\nする…これも{r2[りっぱ]}立派{/r2}な{r2[さくせん]}作戦{/r2}です！
kinopad_topics_txt_02_02	ライバルがプロペラヘイホーチケットを{r2[も]}持{/r2}ってたら、\r\nアイテムを{r2[と]}取{/r2}られる{r2[まえ]}前{/r2}に{r2[つか]}使{/r2}うしかないと{r2[おも]}思{/r2}って\r\nませんか？
kinopad_topics_txt_02_02_1	\r\n{r2[じつ]}実{/r2}は、プロペラヘイホーで{r2[と]}取{/r2}るものは{r2[えら]}選{/r2}べません。\r\nアイテムをたくさん{r2[も]}持{/r2}っていれば、\r\n{r2[だいじ]}大事{/r2}なアイテムがねらわれにくくなりますよ！
kinopad_topics_txt_02_03	スターのすぐ{r2[ちか]}近{/r2}くまでワープできる、\r\nとっても{r2[べんり]}便利{/r2}な{r2[きん]}金{/r2}の{r2[どかん]}土管{/r2}。
kinopad_topics_txt_02_03_1	\r\nすぐに{r2[つか]}使{/r2}いたくなるけど、ちょっと{r2[ま]}待{/r2}って！\r\n{r2[つか]}使{/r2}う{r2[まえ]}前{/r2}に、ワープ{r2[さき]}先{/r2}をチェックしましょう。\r\nどうせワープするなら、スターだけでなく、\r\n{r2[ちか]}近{/r2}くにアイテムショップやお{r2[とく]}得{/r2}なイベントが\r\nあった{r2[ほう]}方{/r2}が、{r2[いっせきにちょう]}一石二鳥{/r2}でいいですよね！
